ENSGALP00000024336	ENSGALP00000006178
ENSGALP00000034439	ENSGALP00000002761
ENSGALP00000002761	ENSGALP00000034439
ENSGALP00000024365	ENSGALP00000006104
ENSGALP00000006104	ENSGALP00000024365
ENSGALP00000024365	ENSGALP00000037982
ENSGALP00000037982	ENSGALP00000024365
ENSGALP00000024365	ENSGALP00000024411
ENSGALP00000024411	ENSGALP00000024365
ENSGALP00000006104	ENSGALP00000037982
ENSGALP00000037982	ENSGALP00000006104
ENSGALP00000006104	ENSGALP00000024411
ENSGALP00000024411	ENSGALP00000006104
ENSGALP00000037982	ENSGALP00000024411
ENSGALP00000024411	ENSGALP00000037982
ENSGALP00000009021	ENSGALP00000006535
ENSGALP00000006535	ENSGALP00000009021
ENSGALP00000009021	ENSGALP00000010522
ENSGALP00000010522	ENSGALP00000009021
ENSGALP00000006535	ENSGALP00000010522
ENSGALP00000010522	ENSGALP00000006535
ENSGALP00000013044	ENSGALP00000032720
ENSGALP00000032720	ENSGALP00000013044
ENSGALP00000013044	ENSGALP00000013120
ENSGALP00000013120	ENSGALP00000013044
ENSGALP00000032720	ENSGALP00000013120
ENSGALP00000013120	ENSGALP00000032720
ENSGALP00000027389	ENSGALP00000013854
ENSGALP00000013854	ENSGALP00000027389
ENSGALP00000027389	ENSGALP00000025039
ENSGALP00000025039	ENSGALP00000027389
ENSGALP00000013854	ENSGALP00000025039
ENSGALP00000025039	ENSGALP00000013854
ENSGALP00000002154	ENSGALP00000042700
ENSGALP00000042700	ENSGALP00000002154
ENSGALP00000023620	ENSGALP00000000432
ENSGALP00000000432	ENSGALP00000023620
ENSGALP00000023620	ENSGALP00000007941
ENSGALP00000007941	ENSGALP00000023620
ENSGALP00000000432	ENSGALP00000007941
ENSGALP00000007941	ENSGALP00000000432
ENSGALP00000037995	ENSGALP00000005983
ENSGALP00000005983	ENSGALP00000037995
ENSGALP00000041460	ENSGALP00000026719
ENSGALP00000026719	ENSGALP00000041460
ENSGALP00000041460	ENSGALP00000017173
ENSGALP00000017173	ENSGALP00000041460
ENSGALP00000026719	ENSGALP00000017173
ENSGALP00000017173	ENSGALP00000026719
ENSGALP00000017962	ENSGALP00000024729
ENSGALP00000024729	ENSGALP00000017962
ENSGALP00000020320	ENSGALP00000042237
ENSGALP00000042237	ENSGALP00000020320
ENSGALP00000000882	ENSGALP00000009863
ENSGALP00000009863	ENSGALP00000000882
ENSGALP00000000882	ENSGALP00000021380
ENSGALP00000021380	ENSGALP00000000882
ENSGALP00000009863	ENSGALP00000021380
ENSGALP00000021380	ENSGALP00000009863
ENSGALP00000042807	ENSGALP00000004061
ENSGALP00000004061	ENSGALP00000042807
ENSGALP00000027614	ENSGALP00000012635
ENSGALP00000012635	ENSGALP00000027614
ENSGALP00000027614	ENSGALP00000022165
ENSGALP00000022165	ENSGALP00000027614
ENSGALP00000012635	ENSGALP00000022165
ENSGALP00000022165	ENSGALP00000012635
ENSGALP00000031309	ENSGALP00000036912
ENSGALP00000036912	ENSGALP00000031309
ENSGALP00000019367	ENSGALP00000009160
ENSGALP00000009160	ENSGALP00000019367
ENSGALP00000042014	ENSGALP00000036647
ENSGALP00000036647	ENSGALP00000042014
ENSGALP00000006186	ENSGALP00000004713
ENSGALP00000004713	ENSGALP00000006186
ENSGALP00000006186	ENSGALP00000027160
ENSGALP00000027160	ENSGALP00000006186
ENSGALP00000004713	ENSGALP00000027160
ENSGALP00000027160	ENSGALP00000004713
ENSGALP00000005302	ENSGALP00000018371
ENSGALP00000018371	ENSGALP00000005302
ENSGALP00000005302	ENSGALP00000041857
ENSGALP00000041857	ENSGALP00000005302
ENSGALP00000018371	ENSGALP00000041857
ENSGALP00000041857	ENSGALP00000018371
ENSGALP00000032918	ENSGALP00000012201
ENSGALP00000012201	ENSGALP00000032918
ENSGALP00000031791	ENSGALP00000027380
ENSGALP00000027380	ENSGALP00000031791
ENSGALP00000006787	ENSGALP00000043186
ENSGALP00000043186	ENSGALP00000006787
ENSGALP00000006787	ENSGALP00000010205
ENSGALP00000010205	ENSGALP00000006787
ENSGALP00000043186	ENSGALP00000010205
ENSGALP00000010205	ENSGALP00000043186
ENSGALP00000036958	ENSGALP00000041680
ENSGALP00000041680	ENSGALP00000036958
ENSGALP00000017495	ENSGALP00000041109
ENSGALP00000041109	ENSGALP00000017495
ENSGALP00000017495	ENSGALP00000002197
ENSGALP00000002197	ENSGALP00000017495
ENSGALP00000041109	ENSGALP00000002197
ENSGALP00000002197	ENSGALP00000041109
ENSGALP00000009244	ENSGALP00000037398
ENSGALP00000037398	ENSGALP00000009244
ENSGALP00000034910	ENSGALP00000042091
ENSGALP00000042091	ENSGALP00000034910
ENSGALP00000014273	ENSGALP00000008804
ENSGALP00000008804	ENSGALP00000014273
ENSGALP00000019866	ENSGALP00000028053
ENSGALP00000028053	ENSGALP00000019866
ENSGALP00000019866	ENSGALP00000005631
ENSGALP00000005631	ENSGALP00000019866
ENSGALP00000028053	ENSGALP00000005631
ENSGALP00000005631	ENSGALP00000028053
ENSGALP00000012842	ENSGALP00000035462
ENSGALP00000035462	ENSGALP00000012842
ENSGALP00000012842	ENSGALP00000012817
ENSGALP00000012817	ENSGALP00000012842
ENSGALP00000035462	ENSGALP00000012817
ENSGALP00000012817	ENSGALP00000035462
ENSGALP00000040632	ENSGALP00000010329
ENSGALP00000010329	ENSGALP00000040632
ENSGALP00000040632	ENSGALP00000022379
ENSGALP00000022379	ENSGALP00000040632
ENSGALP00000010329	ENSGALP00000022379
ENSGALP00000022379	ENSGALP00000010329
ENSGALP00000038625	ENSGALP00000007360
ENSGALP00000007360	ENSGALP00000038625
ENSGALP00000038625	ENSGALP00000006113
ENSGALP00000006113	ENSGALP00000038625
ENSGALP00000007360	ENSGALP00000006113
ENSGALP00000006113	ENSGALP00000007360
ENSGALP00000036103	ENSGALP00000022664
ENSGALP00000022664	ENSGALP00000036103
ENSGALP00000000847	ENSGALP00000035729
ENSGALP00000035729	ENSGALP00000000847
ENSGALP00000000847	ENSGALP00000016244
ENSGALP00000016244	ENSGALP00000000847
ENSGALP00000035729	ENSGALP00000016244
ENSGALP00000016244	ENSGALP00000035729
ENSGALP00000024241	ENSGALP00000008521
ENSGALP00000008521	ENSGALP00000024241
ENSGALP00000024241	ENSGALP00000024147
ENSGALP00000024147	ENSGALP00000024241
ENSGALP00000008521	ENSGALP00000024147
ENSGALP00000024147	ENSGALP00000008521
ENSGALP00000023885	ENSGALP00000020216
ENSGALP00000020216	ENSGALP00000023885
ENSGALP00000024509	ENSGALP00000002252
ENSGALP00000002252	ENSGALP00000024509
ENSGALP00000014458	ENSGALP00000018481
ENSGALP00000018481	ENSGALP00000014458
ENSGALP00000014458	ENSGALP00000040720
ENSGALP00000040720	ENSGALP00000014458
ENSGALP00000018481	ENSGALP00000040720
ENSGALP00000040720	ENSGALP00000018481
ENSGALP00000039169	ENSGALP00000020165
ENSGALP00000020165	ENSGALP00000039169
ENSGALP00000039169	ENSGALP00000029065
ENSGALP00000029065	ENSGALP00000039169
ENSGALP00000020165	ENSGALP00000029065
ENSGALP00000029065	ENSGALP00000020165
ENSGALP00000026014	ENSGALP00000026682
ENSGALP00000026682	ENSGALP00000026014
ENSGALP00000043177	ENSGALP00000042117
ENSGALP00000042117	ENSGALP00000043177
ENSGALP00000043177	ENSGALP00000037587
ENSGALP00000037587	ENSGALP00000043177
ENSGALP00000042117	ENSGALP00000037587
ENSGALP00000037587	ENSGALP00000042117
ENSGALP00000040675	ENSGALP00000021453
ENSGALP00000021453	ENSGALP00000040675
ENSGALP00000040675	ENSGALP00000006993
ENSGALP00000006993	ENSGALP00000040675
ENSGALP00000040675	ENSGALP00000021708
ENSGALP00000021708	ENSGALP00000040675
ENSGALP00000043399	ENSGALP00000021453
ENSGALP00000021453	ENSGALP00000043399
ENSGALP00000043399	ENSGALP00000006993
ENSGALP00000006993	ENSGALP00000043399
ENSGALP00000043399	ENSGALP00000021708
ENSGALP00000021708	ENSGALP00000043399
ENSGALP00000021453	ENSGALP00000006993
ENSGALP00000006993	ENSGALP00000021453
ENSGALP00000021453	ENSGALP00000021708
ENSGALP00000021708	ENSGALP00000021453
ENSGALP00000006993	ENSGALP00000021708
ENSGALP00000021708	ENSGALP00000006993
ENSGALP00000012130	ENSGALP00000011559
ENSGALP00000011559	ENSGALP00000012130
ENSGALP00000018148	ENSGALP00000017656
ENSGALP00000017656	ENSGALP00000018148
ENSGALP00000018148	ENSGALP00000000518
ENSGALP00000000518	ENSGALP00000018148
ENSGALP00000018148	ENSGALP00000019200
ENSGALP00000019200	ENSGALP00000018148
ENSGALP00000017656	ENSGALP00000000518
ENSGALP00000000518	ENSGALP00000017656
ENSGALP00000017656	ENSGALP00000019200
ENSGALP00000019200	ENSGALP00000017656
ENSGALP00000000518	ENSGALP00000019200
ENSGALP00000019200	ENSGALP00000000518
ENSGALP00000010766	ENSGALP00000021624
ENSGALP00000021624	ENSGALP00000010766
ENSGALP00000013731	ENSGALP00000008791
ENSGALP00000008791	ENSGALP00000013731
ENSGALP00000014468	ENSGALP00000043351
ENSGALP00000043351	ENSGALP00000014468
ENSGALP00000014468	ENSGALP00000019951
ENSGALP00000019951	ENSGALP00000014468
ENSGALP00000014468	ENSGALP00000040481
ENSGALP00000040481	ENSGALP00000014468
ENSGALP00000043351	ENSGALP00000019951
ENSGALP00000019951	ENSGALP00000043351
ENSGALP00000043351	ENSGALP00000040481
ENSGALP00000040481	ENSGALP00000043351
ENSGALP00000019951	ENSGALP00000040481
ENSGALP00000040481	ENSGALP00000019951
ENSGALP00000011057	ENSGALP00000005645
ENSGALP00000005645	ENSGALP00000011057
ENSGALP00000011057	ENSGALP00000024023
ENSGALP00000024023	ENSGALP00000011057
ENSGALP00000005645	ENSGALP00000024023
ENSGALP00000024023	ENSGALP00000005645
ENSGALP00000005839	ENSGALP00000018888
ENSGALP00000018888	ENSGALP00000005839
ENSGALP00000042601	ENSGALP00000019904
ENSGALP00000019904	ENSGALP00000042601
ENSGALP00000002355	ENSGALP00000015773
ENSGALP00000015773	ENSGALP00000002355
ENSGALP00000024401	ENSGALP00000013056
ENSGALP00000013056	ENSGALP00000024401
ENSGALP00000007029	ENSGALP00000038316
ENSGALP00000038316	ENSGALP00000007029
ENSGALP00000007029	ENSGALP00000020995
ENSGALP00000020995	ENSGALP00000007029
ENSGALP00000038316	ENSGALP00000020995
ENSGALP00000020995	ENSGALP00000038316
ENSGALP00000009844	ENSGALP00000030174
ENSGALP00000030174	ENSGALP00000009844
ENSGALP00000009844	ENSGALP00000026931
ENSGALP00000026931	ENSGALP00000009844
ENSGALP00000030174	ENSGALP00000026931
ENSGALP00000026931	ENSGALP00000030174
ENSGALP00000043353	ENSGALP00000004225
ENSGALP00000004225	ENSGALP00000043353
ENSGALP00000026052	ENSGALP00000000421
ENSGALP00000000421	ENSGALP00000026052
ENSGALP00000015923	ENSGALP00000038658
ENSGALP00000038658	ENSGALP00000015923
ENSGALP00000030301	ENSGALP00000023838
ENSGALP00000023838	ENSGALP00000030301
ENSGALP00000042328	ENSGALP00000034335
ENSGALP00000034335	ENSGALP00000042328
ENSGALP00000007365	ENSGALP00000035838
ENSGALP00000035838	ENSGALP00000007365
ENSGALP00000022061	ENSGALP00000006868
ENSGALP00000006868	ENSGALP00000022061
ENSGALP00000010536	ENSGALP00000021425
ENSGALP00000021425	ENSGALP00000010536
ENSGALP00000042129	ENSGALP00000021815
ENSGALP00000021815	ENSGALP00000042129
ENSGALP00000042129	ENSGALP00000009191
ENSGALP00000009191	ENSGALP00000042129
ENSGALP00000021815	ENSGALP00000009191
ENSGALP00000009191	ENSGALP00000021815
ENSGALP00000002996	ENSGALP00000008158
ENSGALP00000008158	ENSGALP00000002996
ENSGALP00000018429	ENSGALP00000001929
ENSGALP00000001929	ENSGALP00000018429
ENSGALP00000018429	ENSGALP00000035469
ENSGALP00000035469	ENSGALP00000018429
ENSGALP00000018429	ENSGALP00000010443
ENSGALP00000010443	ENSGALP00000018429
ENSGALP00000001929	ENSGALP00000035469
ENSGALP00000035469	ENSGALP00000001929
ENSGALP00000001929	ENSGALP00000010443
ENSGALP00000010443	ENSGALP00000001929
ENSGALP00000035469	ENSGALP00000010443
ENSGALP00000010443	ENSGALP00000035469
ENSGALP00000025122	ENSGALP00000010267
ENSGALP00000010267	ENSGALP00000025122
ENSGALP00000025122	ENSGALP00000007639
ENSGALP00000007639	ENSGALP00000025122
ENSGALP00000010267	ENSGALP00000007639
ENSGALP00000007639	ENSGALP00000010267
ENSGALP00000014824	ENSGALP00000006956
ENSGALP00000006956	ENSGALP00000014824
ENSGALP00000019058	ENSGALP00000024816
ENSGALP00000024816	ENSGALP00000019058
ENSGALP00000008295	ENSGALP00000034100
ENSGALP00000034100	ENSGALP00000008295
ENSGALP00000034476	ENSGALP00000007333
ENSGALP00000007333	ENSGALP00000034476
ENSGALP00000034476	ENSGALP00000042473
ENSGALP00000042473	ENSGALP00000034476
ENSGALP00000034476	ENSGALP00000006190
ENSGALP00000006190	ENSGALP00000034476
ENSGALP00000034476	ENSGALP00000006141
ENSGALP00000006141	ENSGALP00000034476
ENSGALP00000007333	ENSGALP00000042473
ENSGALP00000042473	ENSGALP00000007333
ENSGALP00000007333	ENSGALP00000006190
ENSGALP00000006190	ENSGALP00000007333
ENSGALP00000007333	ENSGALP00000006141
ENSGALP00000006141	ENSGALP00000007333
ENSGALP00000042473	ENSGALP00000006190
ENSGALP00000006190	ENSGALP00000042473
ENSGALP00000042473	ENSGALP00000006141
ENSGALP00000006141	ENSGALP00000042473
ENSGALP00000006190	ENSGALP00000006141
ENSGALP00000006141	ENSGALP00000006190
ENSGALP00000024287	ENSGALP00000013480
ENSGALP00000013480	ENSGALP00000024287
ENSGALP00000024287	ENSGALP00000001409
ENSGALP00000001409	ENSGALP00000024287
ENSGALP00000013480	ENSGALP00000001409
ENSGALP00000001409	ENSGALP00000013480
ENSGALP00000012195	ENSGALP00000012112
ENSGALP00000012112	ENSGALP00000012195
ENSGALP00000029745	ENSGALP00000010504
ENSGALP00000010504	ENSGALP00000029745
ENSGALP00000029745	ENSGALP00000024874
ENSGALP00000024874	ENSGALP00000029745
ENSGALP00000010504	ENSGALP00000024874
ENSGALP00000024874	ENSGALP00000010504
ENSGALP00000014052	ENSGALP00000016604
ENSGALP00000016604	ENSGALP00000014052
ENSGALP00000017395	ENSGALP00000002709
ENSGALP00000002709	ENSGALP00000017395
ENSGALP00000017395	ENSGALP00000038367
ENSGALP00000038367	ENSGALP00000017395
ENSGALP00000017395	ENSGALP00000027845
ENSGALP00000027845	ENSGALP00000017395
ENSGALP00000002709	ENSGALP00000038367
ENSGALP00000038367	ENSGALP00000002709
ENSGALP00000002709	ENSGALP00000027845
ENSGALP00000027845	ENSGALP00000002709
ENSGALP00000038367	ENSGALP00000027845
ENSGALP00000027845	ENSGALP00000038367
ENSGALP00000020189	ENSGALP00000037182
ENSGALP00000037182	ENSGALP00000020189
ENSGALP00000027570	ENSGALP00000012479
ENSGALP00000012479	ENSGALP00000027570
ENSGALP00000027570	ENSGALP00000022564
ENSGALP00000022564	ENSGALP00000027570
ENSGALP00000012479	ENSGALP00000022564
ENSGALP00000022564	ENSGALP00000012479
ENSGALP00000015821	ENSGALP00000015772
ENSGALP00000015772	ENSGALP00000015821
ENSGALP00000015821	ENSGALP00000041912
ENSGALP00000041912	ENSGALP00000015821
ENSGALP00000015772	ENSGALP00000041912
ENSGALP00000041912	ENSGALP00000015772
ENSGALP00000005323	ENSGALP00000025683
ENSGALP00000025683	ENSGALP00000005323
ENSGALP00000006284	ENSGALP00000018846
ENSGALP00000018846	ENSGALP00000006284
ENSGALP00000006284	ENSGALP00000039530
ENSGALP00000039530	ENSGALP00000006284
ENSGALP00000018846	ENSGALP00000039530
ENSGALP00000039530	ENSGALP00000018846
ENSGALP00000014297	ENSGALP00000041357
ENSGALP00000041357	ENSGALP00000014297
ENSGALP00000014297	ENSGALP00000029247
ENSGALP00000029247	ENSGALP00000014297
ENSGALP00000041357	ENSGALP00000029247
ENSGALP00000029247	ENSGALP00000041357
ENSGALP00000000965	ENSGALP00000010949
ENSGALP00000010949	ENSGALP00000000965
ENSGALP00000010000	ENSGALP00000043462
ENSGALP00000043462	ENSGALP00000010000
ENSGALP00000010000	ENSGALP00000006789
ENSGALP00000006789	ENSGALP00000010000
ENSGALP00000043462	ENSGALP00000006789
ENSGALP00000006789	ENSGALP00000043462
ENSGALP00000007829	ENSGALP00000030283
ENSGALP00000030283	ENSGALP00000007829
ENSGALP00000007829	ENSGALP00000013985
ENSGALP00000013985	ENSGALP00000007829
ENSGALP00000007829	ENSGALP00000040860
ENSGALP00000040860	ENSGALP00000007829
ENSGALP00000030283	ENSGALP00000013985
ENSGALP00000013985	ENSGALP00000030283
ENSGALP00000030283	ENSGALP00000040860
ENSGALP00000040860	ENSGALP00000030283
ENSGALP00000013985	ENSGALP00000040860
ENSGALP00000040860	ENSGALP00000013985
ENSGALP00000015444	ENSGALP00000015936
ENSGALP00000015936	ENSGALP00000015444
ENSGALP00000015444	ENSGALP00000034561
ENSGALP00000034561	ENSGALP00000015444
ENSGALP00000015444	ENSGALP00000004951
ENSGALP00000004951	ENSGALP00000015444
ENSGALP00000015936	ENSGALP00000034561
ENSGALP00000034561	ENSGALP00000015936
ENSGALP00000015936	ENSGALP00000004951
ENSGALP00000004951	ENSGALP00000015936
ENSGALP00000034561	ENSGALP00000004951
ENSGALP00000004951	ENSGALP00000034561
ENSGALP00000032941	ENSGALP00000033143
ENSGALP00000033143	ENSGALP00000032941
ENSGALP00000001879	ENSGALP00000042524
ENSGALP00000042524	ENSGALP00000001879
ENSGALP00000001879	ENSGALP00000040655
ENSGALP00000040655	ENSGALP00000001879
ENSGALP00000042524	ENSGALP00000040655
ENSGALP00000040655	ENSGALP00000042524
ENSGALP00000030099	ENSGALP00000042708
ENSGALP00000042708	ENSGALP00000030099
ENSGALP00000030099	ENSGALP00000013367
ENSGALP00000013367	ENSGALP00000030099
ENSGALP00000030099	ENSGALP00000001068
ENSGALP00000001068	ENSGALP00000030099
ENSGALP00000042708	ENSGALP00000013367
ENSGALP00000013367	ENSGALP00000042708
ENSGALP00000042708	ENSGALP00000001068
ENSGALP00000001068	ENSGALP00000042708
ENSGALP00000013367	ENSGALP00000001068
ENSGALP00000001068	ENSGALP00000013367
ENSGALP00000017881	ENSGALP00000000538
ENSGALP00000000538	ENSGALP00000017881
ENSGALP00000021494	ENSGALP00000021498
ENSGALP00000021498	ENSGALP00000021494
ENSGALP00000014596	ENSGALP00000002038
ENSGALP00000002038	ENSGALP00000014596
ENSGALP00000003521	ENSGALP00000003523
ENSGALP00000003523	ENSGALP00000003521
ENSGALP00000003521	ENSGALP00000026044
ENSGALP00000026044	ENSGALP00000003521
ENSGALP00000003523	ENSGALP00000026044
ENSGALP00000026044	ENSGALP00000003523
ENSGALP00000005652	ENSGALP00000026597
ENSGALP00000026597	ENSGALP00000005652
ENSGALP00000005652	ENSGALP00000025795
ENSGALP00000025795	ENSGALP00000005652
ENSGALP00000026597	ENSGALP00000025795
ENSGALP00000025795	ENSGALP00000026597
ENSGALP00000042877	ENSGALP00000020664
ENSGALP00000020664	ENSGALP00000042877
ENSGALP00000019082	ENSGALP00000021271
ENSGALP00000021271	ENSGALP00000019082
ENSGALP00000040673	ENSGALP00000007721
ENSGALP00000007721	ENSGALP00000040673
ENSGALP00000040673	ENSGALP00000003601
ENSGALP00000003601	ENSGALP00000040673
ENSGALP00000007721	ENSGALP00000003601
ENSGALP00000003601	ENSGALP00000007721
ENSGALP00000024394	ENSGALP00000019465
ENSGALP00000019465	ENSGALP00000024394
ENSGALP00000037575	ENSGALP00000011186
ENSGALP00000011186	ENSGALP00000037575
ENSGALP00000042625	ENSGALP00000025250
ENSGALP00000025250	ENSGALP00000042625
ENSGALP00000040893	ENSGALP00000042788
ENSGALP00000042788	ENSGALP00000040893
ENSGALP00000043053	ENSGALP00000017875
ENSGALP00000017875	ENSGALP00000043053
ENSGALP00000031130	ENSGALP00000005583
ENSGALP00000005583	ENSGALP00000031130
ENSGALP00000027541	ENSGALP00000017462
ENSGALP00000017462	ENSGALP00000027541
ENSGALP00000036651	ENSGALP00000031235
ENSGALP00000031235	ENSGALP00000036651
ENSGALP00000035314	ENSGALP00000008334
ENSGALP00000008334	ENSGALP00000035314
ENSGALP00000016250	ENSGALP00000019859
ENSGALP00000019859	ENSGALP00000016250
ENSGALP00000004581	ENSGALP00000025912
ENSGALP00000025912	ENSGALP00000004581
ENSGALP00000004581	ENSGALP00000006593
ENSGALP00000006593	ENSGALP00000004581
ENSGALP00000004581	ENSGALP00000041553
ENSGALP00000041553	ENSGALP00000004581
ENSGALP00000004581	ENSGALP00000026101
ENSGALP00000026101	ENSGALP00000004581
ENSGALP00000025912	ENSGALP00000006593
ENSGALP00000006593	ENSGALP00000025912
ENSGALP00000025912	ENSGALP00000041553
ENSGALP00000041553	ENSGALP00000025912
ENSGALP00000025912	ENSGALP00000026101
ENSGALP00000026101	ENSGALP00000025912
ENSGALP00000006593	ENSGALP00000041553
ENSGALP00000041553	ENSGALP00000006593
ENSGALP00000006593	ENSGALP00000026101
ENSGALP00000026101	ENSGALP00000006593
ENSGALP00000041553	ENSGALP00000026101
ENSGALP00000026101	ENSGALP00000041553
ENSGALP00000022712	ENSGALP00000025180
ENSGALP00000025180	ENSGALP00000022712
ENSGALP00000022712	ENSGALP00000015299
ENSGALP00000015299	ENSGALP00000022712
ENSGALP00000025180	ENSGALP00000015299
ENSGALP00000015299	ENSGALP00000025180
ENSGALP00000037532	ENSGALP00000042295
ENSGALP00000042295	ENSGALP00000037532
ENSGALP00000037532	ENSGALP00000011581
ENSGALP00000011581	ENSGALP00000037532
ENSGALP00000037532	ENSGALP00000037214
ENSGALP00000037214	ENSGALP00000037532
ENSGALP00000037532	ENSGALP00000003536
ENSGALP00000003536	ENSGALP00000037532
ENSGALP00000042295	ENSGALP00000011581
ENSGALP00000011581	ENSGALP00000042295
ENSGALP00000042295	ENSGALP00000037214
ENSGALP00000037214	ENSGALP00000042295
ENSGALP00000042295	ENSGALP00000003536
ENSGALP00000003536	ENSGALP00000042295
ENSGALP00000011581	ENSGALP00000037214
ENSGALP00000037214	ENSGALP00000011581
ENSGALP00000011581	ENSGALP00000003536
ENSGALP00000003536	ENSGALP00000011581
ENSGALP00000037214	ENSGALP00000003536
ENSGALP00000003536	ENSGALP00000037214
ENSGALP00000023718	ENSGALP00000042976
ENSGALP00000042976	ENSGALP00000023718
ENSGALP00000023718	ENSGALP00000010123
ENSGALP00000010123	ENSGALP00000023718
ENSGALP00000042976	ENSGALP00000010123
ENSGALP00000010123	ENSGALP00000042976
ENSGALP00000001681	ENSGALP00000016796
ENSGALP00000016796	ENSGALP00000001681
ENSGALP00000041384	ENSGALP00000028525
ENSGALP00000028525	ENSGALP00000041384
ENSGALP00000036020	ENSGALP00000041082
ENSGALP00000041082	ENSGALP00000036020
ENSGALP00000005219	ENSGALP00000025281
ENSGALP00000025281	ENSGALP00000005219
ENSGALP00000005219	ENSGALP00000004690
ENSGALP00000004690	ENSGALP00000005219
ENSGALP00000025281	ENSGALP00000004690
ENSGALP00000004690	ENSGALP00000025281
ENSGALP00000009057	ENSGALP00000004385
ENSGALP00000004385	ENSGALP00000009057
ENSGALP00000005769	ENSGALP00000021509
ENSGALP00000021509	ENSGALP00000005769
ENSGALP00000002449	ENSGALP00000042061
ENSGALP00000042061	ENSGALP00000002449
ENSGALP00000001135	ENSGALP00000037435
ENSGALP00000037435	ENSGALP00000001135
ENSGALP00000013906	ENSGALP00000018485
ENSGALP00000018485	ENSGALP00000013906
ENSGALP00000021062	ENSGALP00000008399
ENSGALP00000008399	ENSGALP00000021062
ENSGALP00000017498	ENSGALP00000015245
ENSGALP00000015245	ENSGALP00000017498
ENSGALP00000025149	ENSGALP00000004906
ENSGALP00000004906	ENSGALP00000025149
ENSGALP00000006960	ENSGALP00000007528
ENSGALP00000007528	ENSGALP00000006960
