SINCAM012787	SINCAM922661
SINCAM010252	SINCAM010803
SINCAM922162	SINCAM012168
SINCAM009098	SINCAM000527
SINCAM009855	SINCAM920943
SINCAM007406	SINCAM003691
SINCAM009257	SINCAM010861
SINCAM923097	SINCAM922990
SINCAM008519	SINCAM003615
SINCAM010297	SINCAM000194
SINCAM921200	SINCAM014999
SINCAM002174	SINCAM006625
SINCAM001324	SINCAM003896
SINCAM004392	SINCAM009223
SINCAM005957	SINCAM011738
SINCAM002016	SINCAM001875
SINCAM006546	SINCAM001776
SINCAM016248	SINCAM011092
SINCAM009809	SINCAM006178
SINCAM015644	SINCAM012245
SINCAM923048	SINCAM012189
SINCAM008036	SINCAM005130
SINCAM015109	SINCAM002316
SINCAM013389	SINCAM002092
SINCAM014790	SINCAM012121
SINCAM002940	SINCAM009094
SINCAM014592	SINCAM014631
SINCAM012736	SINCAM013227
SINCAM006168	SINCAM002178
SINCAM013495	SINCAM007584
SINCAM014998	SINCAM921200
SINCAM001176	SINCAM001174
SINCAM002677	SINCAM012067
SINCAM010844	SINCAM003223
SINCAM000049	SINCAM922839
SINCAM002943	SINCAM002512
SINCAM006688	SINCAM012481
SINCAM009358	SINCAM018023
SINCAM009116	SINCAM013615
SINCAM009528	SINCAM012412
SINCAM007262	SINCAM008168
SINCAM015647	SINCAM923093
SINCAM010353	SINCAM002201
SINCAM007813	SINCAM005352
SINCAM005487	SINCAM001276
SINCAM014446	SINCAM011458
SINCAM009681	SINCAM012857
SINCAM922442	SINCAM900017
SINCAM009500	SINCAM921975
SINCAM008169	SINCAM012169
SINCAM008082	SINCAM000152
SINCAM001977	SINCAM017075
SINCAM014570	SINCAM017100
SINCAM008873	SINCAM922541
SINCAM010256	SINCAM010237
SINCAM012288	SINCAM922257
SINCAM011129	SINCAM014797
SINCAM015478	SINCAM015654
SINCAM922703	SINCAM015401
SINCAM005572	SINCAM004091
SINCAM011249	SINCAM004438
SINCAM015400	SINCAM015993
SINCAM920431	SINCAM004063
SINCAM008070	SINCAM000358
SINCAM007092	SINCAM922112
SINCAM016691	SINCAM005026
SINCAM012564	SINCAM001983
SINCAM003198	SINCAM012067
SINCAM001172	SINCAM003203
SINCAM000693	SINCAM007228
SINCAM015768	SINCAM003164
SINCAM005760	SINCAM011454
SINCAM012116	SINCAM009648
SINCAM922267	SINCAM004955
SINCAM014981	SINCAM014129
SINCAM003771	SINCAM015802
SINCAM010090	SINCAM007155
SINCAM922395	SINCAM002436
SINCAM007048	SINCAM900141
SINCAM011851	SINCAM003151
SINCAM012730	SINCAM001649
SINCAM006239	SINCAM014861
SINCAM004316	SINCAM000299
SINCAM010448	SINCAM013511
SINCAM920663	SINCAM008121
SINCAM012793	SINCAM900159
SINCAM921948	SINCAM016005
SINCAM013618	SINCAM000668
SINCAM002288	SINCAM001545
SINCAM001390	SINCAM013219
SINCAM010513	SINCAM002421
SINCAM017986	SINCAM015569
SINCAM011805	SINCAM008863
SINCAM005900	SINCAM009911
SINCAM013820	SINCAM006278
SINCAM015579	SINCAM014666
SINCAM004509	SINCAM921333
SINCAM013507	SINCAM009228
SINCAM922408	SINCAM002426
SINCAM005607	SINCAM001001
SINCAM008923	SINCAM010696
SINCAM009056	SINCAM016643
SINCAM005071	SINCAM001281
SINCAM017928	SINCAM000587
SINCAM016538	SINCAM010288
SINCAM005604	SINCAM006046
SINCAM920935	SINCAM009722
SINCAM010078	SINCAM000438
SINCAM921066	SINCAM011879
SINCAM003483	SINCAM013875
SINCAM003315	SINCAM001421
SINCAM923143	SINCAM923068
SINCAM006213	SINCAM012199
SINCAM001959	SINCAM006692
SINCAM005561	SINCAM001720
SINCAM920483	SINCAM016530
SINCAM921246	SINCAM015394
SINCAM011603	SINCAM008645
SINCAM011507	SINCAM012330
SINCAM922445	SINCAM920579
SINCAM017294	SINCAM011296
SINCAM006150	SINCAM006149
SINCAM009369	SINCAM009370
SINCAM920666	SINCAM010569
SINCAM000742	SINCAM014331
SINCAM017386	SINCAM016135
SINCAM921017	SINCAM921016
SINCAM008104	SINCAM003829
SINCAM004852	SINCAM000078
SINCAM004469	SINCAM010803
SINCAM000882	SINCAM013255
SINCAM009825	SINCAM012416
SINCAM015158	SINCAM003226
SINCAM016547	SINCAM003785
SINCAM009920	SINCAM005521
SINCAM006682	SINCAM006668
SINCAM005674	SINCAM011690
SINCAM004087	SINCAM921255
SINCAM002557	SINCAM003173
SINCAM014395	SINCAM920560
SINCAM013995	SINCAM013897
SINCAM011085	SINCAM016368
SINCAM014247	SINCAM006862
SINCAM012003	SINCAM005719
SINCAM000914	SINCAM013239
SINCAM004066	SINCAM921124
SINCAM006050	SINCAM006057
SINCAM011509	SINCAM011511
SINCAM015374	SINCAM014676
SINCAM007510	SINCAM015275
SINCAM002658	SINCAM010453
SINCAM013950	SINCAM922904
SINCAM001944	SINCAM014194
SINCAM014346	SINCAM922331
SINCAM011041	SINCAM011720
SINCAM013922	SINCAM002840
SINCAM922891	SINCAM921668
SINCAM012923	SINCAM922102
SINCAM000358	SINCAM002620
SINCAM015647	SINCAM015420
SINCAM015103	SINCAM010097
SINCAM012266	SINCAM900216
SINCAM000445	SINCAM014391
SINCAM015252	SINCAM014568
SINCAM015971	SINCAM000035
SINCAM002648	SINCAM003147
SINCAM010226	SINCAM009606
SINCAM001512	SINCAM007168
SINCAM015043	SINCAM014570
SINCAM900097	SINCAM922673
SINCAM014316	SINCAM921814
SINCAM007238	SINCAM007237
SINCAM015553	SINCAM014568
SINCAM009891	SINCAM922521
SINCAM001668	SINCAM013816
SINCAM009265	SINCAM004889
SINCAM015971	SINCAM014341
SINCAM000714	SINCAM006836
SINCAM012075	SINCAM011289
SINCAM007119	SINCAM921367
SINCAM009215	SINCAM921409
SINCAM010232	SINCAM004470
SINCAM006790	SINCAM922650
SINCAM008716	SINCAM007590
SINCAM001837	SINCAM009051
SINCAM011974	SINCAM010327
SINCAM014929	SINCAM013688
SINCAM009715	SINCAM002771
SINCAM014568	SINCAM015179
SINCAM005608	SINCAM012261
SINCAM014906	SINCAM011779
SINCAM006521	SINCAM001593
SINCAM922414	SINCAM009038
SINCAM001840	SINCAM002978
SINCAM014961	SINCAM005124
SINCAM000661	SINCAM001531
SINCAM017904	SINCAM017056
SINCAM004735	SINCAM004736
SINCAM002948	SINCAM013592
SINCAM922881	SINCAM013877
SINCAM001411	SINCAM922676
SINCAM009560	SINCAM005745
SINCAM012383	SINCAM016276
SINCAM009467	SINCAM013729
SINCAM012539	SINCAM011135
SINCAM004048	SINCAM003561
SINCAM010458	SINCAM008900
SINCAM014682	SINCAM922557
SINCAM012232	SINCAM008764
SINCAM002055	SINCAM015414
SINCAM001383	SINCAM012802
SINCAM014570	SINCAM922950
SINCAM016056	SINCAM000475
SINCAM015712	SINCAM015786
SINCAM012556	SINCAM005721
SINCAM002889	SINCAM002394
SINCAM006699	SINCAM001985
SINCAM013996	SINCAM013995
SINCAM012383	SINCAM012387
SINCAM006227	SINCAM922780
SINCAM000986	SINCAM012786
SINCAM006819	SINCAM014306
SINCAM003564	SINCAM009122
SINCAM008835	SINCAM008418
SINCAM000738	SINCAM922804
SINCAM006702	SINCAM013310
SINCAM004200	SINCAM009357
SINCAM000946	SINCAM015726
SINCAM003225	SINCAM008960
SINCAM010915	SINCAM002173
SINCAM000553	SINCAM922376
SINCAM922819	SINCAM007110
SINCAM007459	SINCAM011932
SINCAM014981	SINCAM011171
SINCAM013729	SINCAM009467
SINCAM018022	SINCAM014615
SINCAM007405	SINCAM015935
SINCAM005389	SINCAM012741
SINCAM015164	SINCAM006014
SINCAM016010	SINCAM014094
SINCAM007769	SINCAM005173
SINCAM014971	SINCAM015843
SINCAM006725	SINCAM002037
SINCAM002011	SINCAM002009
SINCAM000378	SINCAM006945
SINCAM922497	SINCAM922499
SINCAM003764	SINCAM922866
SINCAM920716	SINCAM010477
SINCAM012463	SINCAM922783
SINCAM014570	SINCAM015007
SINCAM011303	SINCAM015592
SINCAM923143	SINCAM923165
SINCAM009662	SINCAM014559
SINCAM006535	SINCAM921680
SINCAM000173	SINCAM001329
SINCAM001463	SINCAM920794
SINCAM004243	SINCAM009549
SINCAM012760	SINCAM922978
SINCAM921931	SINCAM009788
SINCAM002895	SINCAM002288
SINCAM009577	SINCAM922493
SINCAM013078	SINCAM001097
SINCAM900110	SINCAM000337
SINCAM006173	SINCAM004350
SINCAM011704	SINCAM012070
SINCAM010074	SINCAM008859
SINCAM017332	SINCAM014570
SINCAM921982	SINCAM012458
SINCAM004936	SINCAM920478
SINCAM014852	SINCAM005671
SINCAM014570	SINCAM015384
SINCAM011510	SINCAM011511
SINCAM012902	SINCAM922618
SINCAM014914	SINCAM004431
SINCAM000293	SINCAM010001
SINCAM014593	SINCAM923051
SINCAM015297	SINCAM015786
SINCAM010825	SINCAM009053
SINCAM923058	SINCAM015494
SINCAM005432	SINCAM017317
SINCAM017075	SINCAM001977
SINCAM920723	SINCAM013302
SINCAM921620	SINCAM920722
SINCAM922556	SINCAM013443
SINCAM920894	SINCAM007986
SINCAM013432	SINCAM006343
SINCAM000598	SINCAM922312
SINCAM009030	SINCAM922965
SINCAM007952	SINCAM014508
SINCAM016413	SINCAM010258
SINCAM920570	SINCAM016132
SINCAM010804	SINCAM004472
SINCAM922572	SINCAM007657
SINCAM010043	SINCAM000790
SINCAM004972	SINCAM922299
SINCAM012412	SINCAM009531
SINCAM015262	SINCAM009207
SINCAM011450	SINCAM011447
SINCAM921266	SINCAM000523
SINCAM000484	SINCAM010777
SINCAM007741	SINCAM005237
SINCAM009956	SINCAM921854
SINCAM002560	SINCAM007643
SINCAM001688	SINCAM006341
SINCAM017680	SINCAM007271
SINCAM013928	SINCAM010047
SINCAM010441	SINCAM003929
SINCAM015149	SINCAM008371
SINCAM004500	SINCAM015054
SINCAM005279	SINCAM012984
SINCAM006634	SINCAM013493
SINCAM921069	SINCAM920761
SINCAM004243	SINCAM009006
SINCAM921836	SINCAM920429
SINCAM920651	SINCAM018017
SINCAM004408	SINCAM004893
SINCAM008991	SINCAM002501
SINCAM014788	SINCAM014803
SINCAM011973	SINCAM002762
SINCAM009725	SINCAM006070
SINCAM007012	SINCAM004303
SINCAM012332	SINCAM012352
SINCAM007360	SINCAM009366
SINCAM921145	SINCAM002495
SINCAM011897	SINCAM002661
SINCAM003285	SINCAM002575
SINCAM007815	SINCAM014519
SINCAM922473	SINCAM016425
SINCAM008260	SINCAM007988
SINCAM012859	SINCAM009681
SINCAM013704	SINCAM007119
SINCAM011725	SINCAM013671
SINCAM002604	SINCAM922422
SINCAM004130	SINCAM004129
SINCAM003041	SINCAM921793
SINCAM018103	SINCAM007401
SINCAM000558	SINCAM008271
SINCAM012011	SINCAM002873
SINCAM009866	SINCAM005710
SINCAM012734	SINCAM006409
SINCAM004090	SINCAM016180
SINCAM012269	SINCAM921464
SINCAM007206	SINCAM014320
SINCAM011173	SINCAM012619
SINCAM010014	SINCAM000459
SINCAM922119	SINCAM005693
SINCAM922297	SINCAM922584
SINCAM017446	SINCAM922375
SINCAM921326	SINCAM009439
SINCAM006910	SINCAM920514
SINCAM000504	SINCAM010264
SINCAM003826	SINCAM008498
SINCAM016431	SINCAM923171
SINCAM014094	SINCAM013406
SINCAM016055	SINCAM016725
SINCAM013779	SINCAM008741
SINCAM921338	SINCAM921292
SINCAM003650	SINCAM003652
SINCAM922151	SINCAM006154
SINCAM009037	SINCAM002593
SINCAM014740	SINCAM900075
SINCAM013800	SINCAM017278
SINCAM015349	SINCAM003415
SINCAM000762	SINCAM006214
SINCAM011468	SINCAM012255
SINCAM017752	SINCAM007121
SINCAM003482	SINCAM005577
SINCAM922584	SINCAM921354
SINCAM010461	SINCAM013831
SINCAM007241	SINCAM013444
SINCAM013706	SINCAM009538
SINCAM920569	SINCAM922462
SINCAM014213	SINCAM006755
SINCAM005846	SINCAM009695
SINCAM007972	SINCAM012997
SINCAM000527	SINCAM009098
SINCAM010006	SINCAM007321
SINCAM014568	SINCAM015441
SINCAM002552	SINCAM011764
SINCAM922555	SINCAM009564
SINCAM005059	SINCAM922854
SINCAM920803	SINCAM009000
SINCAM014623	SINCAM921732
SINCAM002494	SINCAM011863
SINCAM009653	SINCAM012115
SINCAM004833	SINCAM000543
SINCAM922294	SINCAM008829
SINCAM017522	SINCAM921948
SINCAM017626	SINCAM014570
SINCAM000081	SINCAM008580
SINCAM921354	SINCAM922297
SINCAM004477	SINCAM010813
SINCAM920647	SINCAM013148
SINCAM002619	SINCAM010419
SINCAM921762	SINCAM003538
SINCAM005124	SINCAM014961
SINCAM002353	SINCAM010394
SINCAM012028	SINCAM008942
SINCAM006707	SINCAM014083
SINCAM006927	SINCAM013922
SINCAM012604	SINCAM922788
SINCAM920644	SINCAM012193
SINCAM000343	SINCAM015126
SINCAM016000	SINCAM921609
SINCAM015410	SINCAM017021
SINCAM015324	SINCAM015329
SINCAM011219	SINCAM012566
SINCAM000964	SINCAM013206
SINCAM922501	SINCAM006138
SINCAM012046	SINCAM002805
SINCAM010694	SINCAM011352
SINCAM012486	SINCAM011354
SINCAM008070	SINCAM003838
SINCAM923029	SINCAM017423
SINCAM016970	SINCAM006847
SINCAM015844	SINCAM014967
SINCAM921844	SINCAM008039
SINCAM008675	SINCAM007667
SINCAM013336	SINCAM001744
SINCAM012476	SINCAM011439
SINCAM921845	SINCAM015267
SINCAM016531	SINCAM017700
SINCAM920985	SINCAM011592
SINCAM006238	SINCAM011711
SINCAM011847	SINCAM003157
SINCAM010850	SINCAM009248
SINCAM015989	SINCAM015622
SINCAM000914	SINCAM014631
SINCAM009455	SINCAM004746
SINCAM017508	SINCAM003699
SINCAM014570	SINCAM015012
SINCAM014120	SINCAM014122
SINCAM012413	SINCAM009528
SINCAM921608	SINCAM011549
SINCAM004976	SINCAM922474
SINCAM015373	SINCAM016563
SINCAM004223	SINCAM004225
SINCAM010932	SINCAM000334
SINCAM003832	SINCAM015030
SINCAM006687	SINCAM003542
SINCAM014189	SINCAM013917
SINCAM012065	SINCAM002685
SINCAM003422	SINCAM923121
SINCAM016623	SINCAM015556
SINCAM014366	SINCAM010176
SINCAM014568	SINCAM015187
SINCAM923051	SINCAM014593
SINCAM001454	SINCAM015273
SINCAM013478	SINCAM002065
SINCAM923040	SINCAM923044
SINCAM015573	SINCAM003180
SINCAM002401	SINCAM015430
SINCAM011315	SINCAM004766
SINCAM014568	SINCAM015596
SINCAM011303	SINCAM015389
SINCAM005961	SINCAM013495
SINCAM007365	SINCAM008751
SINCAM900271	SINCAM008283
SINCAM013553	SINCAM001622
SINCAM921320	SINCAM000289
SINCAM005150	SINCAM007907
SINCAM002385	SINCAM011777
SINCAM004132	SINCAM000210
SINCAM017195	SINCAM920447
SINCAM000064	SINCAM010033
SINCAM006533	SINCAM010905
SINCAM015222	SINCAM005893
SINCAM920834	SINCAM013964
SINCAM002565	SINCAM001515
SINCAM002801	SINCAM010644
SINCAM006928	SINCAM004224
SINCAM003538	SINCAM921146
SINCAM015988	SINCAM015354
SINCAM921914	SINCAM012921
SINCAM016538	SINCAM921060
SINCAM010844	SINCAM004240
SINCAM009892	SINCAM000087
SINCAM012214	SINCAM006077
SINCAM012025	SINCAM002587
SINCAM006298	SINCAM013427
SINCAM004560	SINCAM923108
SINCAM015068	SINCAM014570
SINCAM013902	SINCAM013962
SINCAM015237	SINCAM920851
SINCAM921767	SINCAM003285
SINCAM008546	SINCAM007726
SINCAM010274	SINCAM012131
SINCAM010335	SINCAM012060
SINCAM010158	SINCAM000750
SINCAM004243	SINCAM009342
SINCAM001355	SINCAM900152
SINCAM921590	SINCAM014178
SINCAM002736	SINCAM012420
SINCAM005727	SINCAM012333
SINCAM011525	SINCAM014744
SINCAM005668	SINCAM002723
SINCAM001634	SINCAM000687
SINCAM014691	SINCAM014677
SINCAM013386	SINCAM002099
SINCAM006533	SINCAM016732
SINCAM017817	SINCAM014964
SINCAM006591	SINCAM006569
SINCAM001939	SINCAM920661
SINCAM008010	SINCAM004041
SINCAM014972	SINCAM015039
SINCAM008806	SINCAM008942
SINCAM011017	SINCAM003184
SINCAM014867	SINCAM012471
SINCAM000998	SINCAM005409
SINCAM015862	SINCAM016968
SINCAM014632	SINCAM014588
SINCAM011922	SINCAM001940
SINCAM920997	SINCAM014000
SINCAM922795	SINCAM009750
SINCAM002899	SINCAM009073
SINCAM013406	SINCAM014094
SINCAM008464	SINCAM921681
SINCAM921587	SINCAM002065
SINCAM015702	SINCAM011303
SINCAM001823	SINCAM922508
SINCAM004428	SINCAM004429
SINCAM008464	SINCAM008429
SINCAM012351	SINCAM012332
SINCAM005557	SINCAM014752
SINCAM014622	SINCAM014700
SINCAM006620	SINCAM001033
SINCAM003236	SINCAM004253
SINCAM002991	SINCAM008918
SINCAM004957	SINCAM010292
SINCAM013864	SINCAM016180
SINCAM012947	SINCAM013142
SINCAM015718	SINCAM014930
SINCAM922626	SINCAM014103
SINCAM002383	SINCAM011774
SINCAM012292	SINCAM005881
SINCAM921354	SINCAM921518
SINCAM010088	SINCAM000266
SINCAM009870	SINCAM005831
SINCAM007952	SINCAM922860
SINCAM014181	SINCAM006595
SINCAM005897	SINCAM009910
SINCAM920429	SINCAM001792
SINCAM015374	SINCAM016562
SINCAM009948	SINCAM007120
SINCAM921367	SINCAM005315
SINCAM015586	SINCAM014571
SINCAM013066	SINCAM001127
SINCAM007544	SINCAM008587
SINCAM005977	SINCAM002421
SINCAM001676	SINCAM006357
SINCAM922087	SINCAM010576
SINCAM013375	SINCAM006498
SINCAM005984	SINCAM005985
SINCAM011044	SINCAM004062
SINCAM010288	SINCAM000554
SINCAM012752	SINCAM922552
SINCAM007408	SINCAM016170
SINCAM922175	SINCAM011195
SINCAM004066	SINCAM004065
SINCAM920696	SINCAM002972
SINCAM015395	SINCAM923058
SINCAM002443	SINCAM002991
SINCAM008418	SINCAM008835
SINCAM002077	SINCAM006470
SINCAM016739	SINCAM013937
SINCAM009439	SINCAM921326
SINCAM003468	SINCAM014989
SINCAM920662	SINCAM017381
SINCAM001508	SINCAM006275
SINCAM009209	SINCAM010206
SINCAM007460	SINCAM007459
SINCAM004272	SINCAM010860
SINCAM007206	SINCAM010146
SINCAM005384	SINCAM007929
SINCAM007784	SINCAM005231
SINCAM006953	SINCAM922789
SINCAM921657	SINCAM921160
SINCAM921659	SINCAM920957
SINCAM013418	SINCAM921573
SINCAM001716	SINCAM006309
SINCAM001410	SINCAM922485
SINCAM013138	SINCAM001093
SINCAM011883	SINCAM002867
SINCAM014744	SINCAM920901
SINCAM922764	SINCAM001674
SINCAM003382	SINCAM006967
SINCAM017056	SINCAM017904
SINCAM014836	SINCAM017909
SINCAM014048	SINCAM921582
SINCAM003136	SINCAM002312
SINCAM010174	SINCAM920622
SINCAM008438	SINCAM014570
SINCAM012548	SINCAM014729
SINCAM005719	SINCAM012003
SINCAM008001	SINCAM008697
SINCAM004139	SINCAM920828
SINCAM012917	SINCAM001209
SINCAM000152	SINCAM008082
SINCAM922660	SINCAM900075
SINCAM007501	SINCAM001774
SINCAM016849	SINCAM012412
SINCAM006345	SINCAM002164
SINCAM008371	SINCAM004262
SINCAM922425	SINCAM920817
SINCAM002009	SINCAM002011
SINCAM006346	SINCAM006344
SINCAM007109	SINCAM010120
SINCAM008034	SINCAM010448
SINCAM012009	SINCAM001515
SINCAM920958	SINCAM006777
SINCAM005783	SINCAM009776
SINCAM002130	SINCAM006766
SINCAM005571	SINCAM011600
SINCAM001935	SINCAM001936
SINCAM010325	SINCAM002391
SINCAM004963	SINCAM000282
SINCAM011992	SINCAM003176
SINCAM001664	SINCAM001267
SINCAM007709	SINCAM008597
SINCAM007366	SINCAM015874
SINCAM007090	SINCAM010048
SINCAM007375	SINCAM008606
SINCAM003847	SINCAM016149
SINCAM010228	SINCAM010807
SINCAM012105	SINCAM003534
SINCAM009077	SINCAM001546
SINCAM016140	SINCAM920893
SINCAM921285	SINCAM010703
SINCAM922405	SINCAM920770
SINCAM013730	SINCAM009399
SINCAM921085	SINCAM921770
SINCAM017928	SINCAM922956
SINCAM009966	SINCAM000225
SINCAM004704	SINCAM010944
SINCAM014570	SINCAM014564
SINCAM005049	SINCAM920881
SINCAM009728	SINCAM006872
SINCAM015237	SINCAM011601
SINCAM920665	SINCAM006581
SINCAM003096	SINCAM011836
SINCAM002149	SINCAM921615
SINCAM015414	SINCAM007408
SINCAM007998	SINCAM005154
SINCAM922293	SINCAM009241
SINCAM006651	SINCAM006727
SINCAM005854	SINCAM012114
SINCAM007811	SINCAM005182
SINCAM000979	SINCAM922857
SINCAM010581	SINCAM001798
SINCAM921461	SINCAM006082
SINCAM011610	SINCAM005559
SINCAM922375	SINCAM923073
SINCAM014570	SINCAM015286
SINCAM016325	SINCAM012050
SINCAM011112	SINCAM003776
SINCAM011448	SINCAM006047
SINCAM009425	SINCAM013828
SINCAM001802	SINCAM010586
SINCAM013519	SINCAM001499
SINCAM013956	SINCAM004201
SINCAM900036	SINCAM009228
SINCAM003784	SINCAM921186
SINCAM009358	SINCAM015130
SINCAM006000	SINCAM012350
SINCAM017850	SINCAM015129
SINCAM922079	SINCAM006265
SINCAM008371	SINCAM015150
SINCAM006481	SINCAM014041
SINCAM005879	SINCAM012358
SINCAM011303	SINCAM016058
SINCAM009750	SINCAM001232
SINCAM920950	SINCAM011671
SINCAM007687	SINCAM002853
SINCAM001141	SINCAM000481
SINCAM011473	SINCAM004537
SINCAM011412	SINCAM014758
SINCAM015524	SINCAM923177
SINCAM009204	SINCAM009126
SINCAM922962	SINCAM922777
SINCAM002944	SINCAM002496
SINCAM006424	SINCAM001528
SINCAM000192	SINCAM004769
SINCAM007129	SINCAM922808
SINCAM014570	SINCAM923105
SINCAM010270	SINCAM921847
SINCAM005799	SINCAM015232
SINCAM015020	SINCAM017658
SINCAM010538	SINCAM002009
SINCAM921219	SINCAM015509
SINCAM004825	SINCAM000512
SINCAM000329	SINCAM010011
SINCAM011129	SINCAM009241
SINCAM014627	SINCAM014666
SINCAM005595	SINCAM920980
SINCAM922284	SINCAM003302
SINCAM016661	SINCAM921009
SINCAM004467	SINCAM010280
SINCAM010874	SINCAM010875
SINCAM010382	SINCAM922508
SINCAM003859	SINCAM921633
SINCAM007999	SINCAM014661
SINCAM003082	SINCAM002535
SINCAM006569	SINCAM006580
SINCAM000334	SINCAM008320
SINCAM017085	SINCAM001670
SINCAM006382	SINCAM015071
SINCAM014180	SINCAM006572
SINCAM921624	SINCAM002049
SINCAM003479	SINCAM015559
SINCAM900260	SINCAM017794
SINCAM014369	SINCAM015830
SINCAM012740	SINCAM923071
SINCAM007265	SINCAM010181
SINCAM006242	SINCAM011709
SINCAM014724	SINCAM011406
SINCAM015451	SINCAM014570
SINCAM004763	SINCAM922359
SINCAM920520	SINCAM007110
SINCAM014266	SINCAM000360
SINCAM013431	SINCAM006342
SINCAM010227	SINCAM920496
SINCAM013880	SINCAM001375
SINCAM014707	SINCAM011162
SINCAM014725	SINCAM011155
SINCAM004831	SINCAM000542
SINCAM007392	SINCAM005097
SINCAM921260	SINCAM013983
SINCAM001435	SINCAM922373
SINCAM015338	SINCAM009820
SINCAM014456	SINCAM014457
SINCAM003496	SINCAM008188
SINCAM923171	SINCAM016431
SINCAM014492	SINCAM920426
SINCAM009695	SINCAM015965
SINCAM010550	SINCAM006264
SINCAM009035	SINCAM003073
SINCAM920857	SINCAM005186
SINCAM008430	SINCAM008431
SINCAM923056	SINCAM015516
SINCAM014080	SINCAM013314
SINCAM012780	SINCAM000907
SINCAM015654	SINCAM922988
SINCAM007962	SINCAM005363
SINCAM015728	SINCAM003896
SINCAM001257	SINCAM013004
SINCAM015732	SINCAM900024
SINCAM016930	SINCAM015967
SINCAM010811	SINCAM921319
SINCAM006380	SINCAM014100
SINCAM011703	SINCAM920623
SINCAM011037	SINCAM004691
SINCAM005897	SINCAM013251
SINCAM004027	SINCAM010236
SINCAM006473	SINCAM001774
SINCAM014475	SINCAM012986
SINCAM920975	SINCAM002518
SINCAM007497	SINCAM004768
SINCAM007766	SINCAM005171
SINCAM004566	SINCAM003583
SINCAM000632	SINCAM010203
SINCAM009837	SINCAM012185
SINCAM000138	SINCAM015091
SINCAM010559	SINCAM003818
SINCAM002806	SINCAM002989
SINCAM003151	SINCAM011850
SINCAM017502	SINCAM014570
SINCAM000903	SINCAM012779
SINCAM010402	SINCAM012045
SINCAM001632	SINCAM014151
SINCAM920543	SINCAM013928
SINCAM001622	SINCAM013336
SINCAM011418	SINCAM922035
SINCAM003101	SINCAM003102
SINCAM009071	SINCAM002639
SINCAM006270	SINCAM016922
SINCAM014754	SINCAM006011
SINCAM015013	SINCAM014609
SINCAM014584	SINCAM005231
SINCAM004517	SINCAM007154
SINCAM013266	SINCAM001078
SINCAM922102	SINCAM003803
SINCAM013937	SINCAM016739
SINCAM921973	SINCAM922307
SINCAM007751	SINCAM921394
SINCAM008574	SINCAM921953
SINCAM014570	SINCAM015292
SINCAM003215	SINCAM010458
SINCAM922436	SINCAM002328
SINCAM920666	SINCAM010567
SINCAM920823	SINCAM001064
SINCAM008236	SINCAM015257
SINCAM005715	SINCAM015982
SINCAM014578	SINCAM004028
SINCAM003990	SINCAM015804
SINCAM012241	SINCAM009639
SINCAM008090	SINCAM003862
SINCAM007661	SINCAM008678
SINCAM003017	SINCAM006225
SINCAM921782	SINCAM009118
SINCAM006228	SINCAM011724
SINCAM006186	SINCAM009839
SINCAM010096	SINCAM000180
SINCAM921835	SINCAM920828
SINCAM009358	SINCAM016532
SINCAM002894	SINCAM001544
SINCAM013207	SINCAM012744
SINCAM921404	SINCAM004978
SINCAM007723	SINCAM002511
SINCAM000035	SINCAM014342
SINCAM922244	SINCAM002492
SINCAM015584	SINCAM016006
SINCAM003900	SINCAM005589
SINCAM920429	SINCAM921836
SINCAM012930	SINCAM013060
SINCAM015382	SINCAM014570
SINCAM013783	SINCAM009485
SINCAM013392	SINCAM006731
SINCAM016346	SINCAM014961
SINCAM008688	SINCAM007690
SINCAM007119	SINCAM000081
SINCAM003897	SINCAM004620
SINCAM014636	SINCAM014556
SINCAM011861	SINCAM007526
SINCAM014700	SINCAM014620
SINCAM921986	SINCAM011144
SINCAM922482	SINCAM013278
SINCAM010490	SINCAM004801
SINCAM014055	SINCAM002792
SINCAM012950	SINCAM922449
SINCAM011704	SINCAM014750
SINCAM010755	SINCAM921355
SINCAM010687	SINCAM010608
SINCAM012437	SINCAM922792
SINCAM008939	SINCAM002736
SINCAM001678	SINCAM013370
SINCAM010895	SINCAM004731
SINCAM006901	SINCAM014570
SINCAM000383	SINCAM006936
SINCAM010296	SINCAM015773
SINCAM012614	SINCAM006417
SINCAM007632	SINCAM009516
SINCAM010984	SINCAM004907
SINCAM014155	SINCAM001948
SINCAM011882	SINCAM001655
SINCAM002655	SINCAM003156
SINCAM013859	SINCAM005420
SINCAM002539	SINCAM003382
SINCAM000651	SINCAM922336
SINCAM000781	SINCAM006851
SINCAM014570	SINCAM006901
SINCAM921184	SINCAM011195
SINCAM015388	SINCAM015300
SINCAM001521	SINCAM921696
SINCAM004599	SINCAM000815
SINCAM010263	SINCAM001845
SINCAM013980	SINCAM014029
SINCAM000393	SINCAM006934
SINCAM003604	SINCAM008388
