SINCAM006024	ENSACAP00000000005
SINCAM008315	ENSACAP00000015604
SINCAM011562	ENSACAP00000015606
SINCAM008314	ENSACAP00000015608
SINCAM001709	ENSACAP00000015609
SINCAM005934	ENSACAP00000015610
SINCAM900045	ENSACAP00000015612
SINCAM006102	ENSACAP00000015615
SINCAM900141	ENSACAP00000015616
SINCAM005933	ENSACAP00000015617
SINCAM010175	ENSACAP00000015619
SINCAM012280	ENSACAP00000015621
SINCAM000245	ENSACAP00000015624
SINCAM005709	ENSACAP00000015625
SINCAM013019	ENSACAP00000015627
SINCAM001710	ENSACAP00000015628
SINCAM008263	ENSACAP00000015630
SINCAM006615	ENSACAP00000015631
SINCAM005459	ENSACAP00000015633
SINCAM014725	ENSACAP00000015635
SINCAM005708	ENSACAP00000015637
SINCAM001711	ENSACAP00000015639
SINCAM012279	ENSACAP00000015641
SINCAM006619	ENSACAP00000015642
SINCAM011697	ENSACAP00000015645
SINCAM000244	ENSACAP00000015646
SINCAM900143	ENSACAP00000015648
SINCAM006456	ENSACAP00000015649
SINCAM922640	ENSACAP00000015650
SINCAM011957	ENSACAP00000015652
SINCAM000650	ENSACAP00000015653
SINCAM008265	ENSACAP00000015655
SINCAM921661	ENSACAP00000015658
SINCAM008375	ENSACAP00000015659
SINCAM010176	ENSACAP00000015661
SINCAM008616	ENSACAP00000015662
SINCAM002219	ENSACAP00000015663
SINCAM012006	ENSACAP00000015664
SINCAM010161	ENSACAP00000015668
SINCAM012561	ENSACAP00000015670
SINCAM002706	ENSACAP00000015672
SINCAM005852	ENSACAP00000015673
SINCAM011956	ENSACAP00000015674
SINCAM921243	ENSACAP00000015677
SINCAM011954	ENSACAP00000015678
SINCAM010288	ENSACAP00000015679
SINCAM008376	ENSACAP00000015683
SINCAM921655	ENSACAP00000015684
SINCAM008518	ENSACAP00000015685
SINCAM012264	ENSACAP00000015686
SINCAM001933	ENSACAP00000015688
SINCAM921707	ENSACAP00000015689
SINCAM000243	ENSACAP00000015690
SINCAM921842	ENSACAP00000015691
SINCAM004862	ENSACAP00000015692
SINCAM012562	ENSACAP00000015696
SINCAM011096	ENSACAP00000015697
SINCAM010138	ENSACAP00000015698
SINCAM007943	ENSACAP00000015699
SINCAM014408	ENSACAP00000015701
SINCAM002218	ENSACAP00000015702
SINCAM007068	ENSACAP00000015703
SINCAM900050	ENSACAP00000015704
SINCAM012259	ENSACAP00000015708
SINCAM922672	ENSACAP00000015711
SINCAM011698	ENSACAP00000015712
SINCAM010287	ENSACAP00000015713
SINCAM002705	ENSACAP00000015714
SINCAM921708	ENSACAP00000015715
SINCAM012391	ENSACAP00000015717
SINCAM003050	ENSACAP00000015718
SINCAM014410	ENSACAP00000015719
SINCAM922565	ENSACAP00000015721
SINCAM921713	ENSACAP00000015722
SINCAM921441	ENSACAP00000015725
SINCAM006527	ENSACAP00000015727
SINCAM012563	ENSACAP00000015728
SINCAM013172	ENSACAP00000015729
SINCAM012906	ENSACAP00000015730
SINCAM007564	ENSACAP00000015731
SINCAM009344	ENSACAP00000015732
SINCAM012005	ENSACAP00000015734
SINCAM011917	ENSACAP00000015735
SINCAM009343	ENSACAP00000015737
SINCAM007712	ENSACAP00000015738
SINCAM008377	ENSACAP00000015740
SINCAM011918	ENSACAP00000015742
SINCAM000241	ENSACAP00000015743
SINCAM007069	ENSACAP00000015744
SINCAM006560	ENSACAP00000015745
SINCAM008085	ENSACAP00000015747
SINCAM012564	ENSACAP00000015752
SINCAM008086	ENSACAP00000015753
SINCAM005930	ENSACAP00000015756
SINCAM921433	ENSACAP00000015757
SINCAM921009	ENSACAP00000015759
SINCAM921581	ENSACAP00000015760
SINCAM008378	ENSACAP00000015764
SINCAM008274	ENSACAP00000015765
SINCAM005706	ENSACAP00000015767
SINCAM009134	ENSACAP00000015770
SINCAM011700	ENSACAP00000015771
SINCAM002703	ENSACAP00000015772
SINCAM014514	ENSACAP00000015773
SINCAM005602	ENSACAP00000015774
SINCAM014494	ENSACAP00000015778
SINCAM921434	ENSACAP00000015779
SINCAM010855	ENSACAP00000015780
SINCAM011701	ENSACAP00000015782
SINCAM921334	ENSACAP00000015783
SINCAM008273	ENSACAP00000015784
SINCAM009135	ENSACAP00000015785
SINCAM922438	ENSACAP00000015788
SINCAM008379	ENSACAP00000015789
SINCAM004539	ENSACAP00000015790
SINCAM011702	ENSACAP00000015792
SINCAM010285	ENSACAP00000015793
SINCAM000169	ENSACAP00000015794
SINCAM003345	ENSACAP00000015796
SINCAM004540	ENSACAP00000015799
SINCAM012063	ENSACAP00000015801
SINCAM001707	ENSACAP00000015802
SINCAM921006	ENSACAP00000015804
SINCAM012605	ENSACAP00000015805
SINCAM922704	ENSACAP00000015809
SINCAM010158	ENSACAP00000015811
SINCAM005633	ENSACAP00000015813
SINCAM921583	ENSACAP00000015814
SINCAM921659	ENSACAP00000015815
SINCAM008232	ENSACAP00000015816
SINCAM921435	ENSACAP00000015819
SINCAM008312	ENSACAP00000015822
SINCAM001555	ENSACAP00000015823
SINCAM001706	ENSACAP00000015824
SINCAM014733	ENSACAP00000015826
SINCAM922776	ENSACAP00000015828
SINCAM008460	ENSACAP00000015829
SINCAM922630	ENSACAP00000015833
SINCAM012887	ENSACAP00000015834
SINCAM013354	ENSACAP00000015840
SINCAM014768	ENSACAP00000015841
SINCAM015685	ENSACAP00000015845
SINCAM012232	ENSACAP00000015846
SINCAM002702	ENSACAP00000015848
SINCAM008088	ENSACAP00000015850
SINCAM012613	ENSACAP00000015851
SINCAM921632	ENSACAP00000015852
SINCAM922518	ENSACAP00000015854
SINCAM005704	ENSACAP00000015855
SINCAM006433	ENSACAP00000015856
SINCAM920615	ENSACAP00000015857
SINCAM009068	ENSACAP00000015858
SINCAM009137	ENSACAP00000015859
SINCAM920824	ENSACAP00000015861
SINCAM008370	ENSACAP00000015862
SINCAM008472	ENSACAP00000015863
SINCAM012062	ENSACAP00000015864
SINCAM006104	ENSACAP00000015866
SINCAM008089	ENSACAP00000015867
SINCAM008471	ENSACAP00000015870
SINCAM006215	ENSACAP00000015871
SINCAM014720	ENSACAP00000015872
SINCAM001704	ENSACAP00000015873
SINCAM006730	ENSACAP00000015875
SINCAM000171	ENSACAP00000015876
SINCAM012604	ENSACAP00000015877
SINCAM004512	ENSACAP00000015878
SINCAM002284	ENSACAP00000015879
SINCAM007955	ENSACAP00000015880
SINCAM006731	ENSACAP00000015883
SINCAM012049	ENSACAP00000015884
SINCAM013447	ENSACAP00000015885
SINCAM001935	ENSACAP00000015886
SINCAM008090	ENSACAP00000015887
SINCAM013902	ENSACAP00000015890
SINCAM004513	ENSACAP00000015891
SINCAM006732	ENSACAP00000015892
SINCAM005703	ENSACAP00000015893
SINCAM005702	ENSACAP00000015896
SINCAM921633	ENSACAP00000015897
SINCAM014718	ENSACAP00000015898
SINCAM017941	ENSACAP00000015899
SINCAM006733	ENSACAP00000015900
SINCAM002690	ENSACAP00000015901
SINCAM012616	ENSACAP00000015902
SINCAM012617	ENSACAP00000015904
SINCAM013874	ENSACAP00000015905
SINCAM007743	ENSACAP00000015907
SINCAM922195	ENSACAP00000015912
SINCAM922374	ENSACAP00000015914
SINCAM002577	ENSACAP00000015915
SINCAM010156	ENSACAP00000015916
SINCAM922778	ENSACAP00000015919
SINCAM012060	ENSACAP00000015920
SINCAM002699	ENSACAP00000015922
SINCAM921634	ENSACAP00000015923
SINCAM010282	ENSACAP00000015924
SINCAM007537	ENSACAP00000015925
SINCAM012532	ENSACAP00000015926
SINCAM015863	ENSACAP00000015927
SINCAM014671	ENSACAP00000015928
SINCAM007910	ENSACAP00000015931
SINCAM921690	ENSACAP00000015933
SINCAM922769	ENSACAP00000015936
SINCAM002631	ENSACAP00000015937
SINCAM012002	ENSACAP00000015938
SINCAM900144	ENSACAP00000015939
SINCAM922943	ENSACAP00000015941
SINCAM012618	ENSACAP00000015944
SINCAM012059	ENSACAP00000015945
SINCAM009718	ENSACAP00000015946
SINCAM011887	ENSACAP00000015947
SINCAM008368	ENSACAP00000015950
SINCAM008693	ENSACAP00000015951
SINCAM013744	ENSACAP00000015953
SINCAM004515	ENSACAP00000015954
SINCAM921511	ENSACAP00000015955
SINCAM012531	ENSACAP00000015956
SINCAM009416	ENSACAP00000015960
SINCAM006027	ENSACAP00000015962
SINCAM008345	ENSACAP00000015964
SINCAM011222	ENSACAP00000015966
SINCAM003975	ENSACAP00000015969
SINCAM011233	ENSACAP00000015971
SINCAM009415	ENSACAP00000015972
SINCAM005149	ENSACAP00000015973
SINCAM010529	ENSACAP00000015977
SINCAM013863	ENSACAP00000015978
SINCAM014726	ENSACAP00000015982
SINCAM001258	ENSACAP00000015983
SINCAM016429	ENSACAP00000015987
SINCAM005701	ENSACAP00000015990
SINCAM011983	ENSACAP00000015991
SINCAM922784	ENSACAP00000015992
SINCAM009431	ENSACAP00000015997
SINCAM009430	ENSACAP00000015998
SINCAM003642	ENSACAP00000015999
SINCAM007539	ENSACAP00000016000
SINCAM012529	ENSACAP00000016001
SINCAM009429	ENSACAP00000016005
SINCAM002632	ENSACAP00000016007
SINCAM922373	ENSACAP00000016009
SINCAM008228	ENSACAP00000016010
SINCAM921940	ENSACAP00000016011
SINCAM921689	ENSACAP00000016012
SINCAM922783	ENSACAP00000016014
SINCAM008367	ENSACAP00000016015
SINCAM922942	ENSACAP00000016017
SINCAM009418	ENSACAP00000016018
SINCAM014449	ENSACAP00000016019
SINCAM002633	ENSACAP00000016020
SINCAM016909	ENSACAP00000016021
SINCAM002544	ENSACAP00000016023
SINCAM010123	ENSACAP00000016025
SINCAM921236	ENSACAP00000016026
SINCAM011677	ENSACAP00000016027
SINCAM010057	ENSACAP00000016028
SINCAM013467	ENSACAP00000016029
SINCAM010178	ENSACAP00000016030
SINCAM007784	ENSACAP00000016031
SINCAM001703	ENSACAP00000016033
SINCAM005700	ENSACAP00000016035
SINCAM009419	ENSACAP00000016036
SINCAM009774	ENSACAP00000016037
SINCAM013862	ENSACAP00000016038
SINCAM002630	ENSACAP00000016042
SINCAM012527	ENSACAP00000016043
SINCAM008365	ENSACAP00000016045
SINCAM008468	ENSACAP00000016046
SINCAM011293	ENSACAP00000016049
SINCAM014670	ENSACAP00000016051
SINCAM008227	ENSACAP00000016054
SINCAM922785	ENSACAP00000016055
SINCAM922006	ENSACAP00000016056
SINCAM003984	ENSACAP00000016057
SINCAM014420	ENSACAP00000016060
SINCAM921688	ENSACAP00000016062
SINCAM006734	ENSACAP00000016064
SINCAM013666	ENSACAP00000016065
SINCAM012456	ENSACAP00000016067
SINCAM003983	ENSACAP00000016069
SINCAM001257	ENSACAP00000016070
SINCAM011890	ENSACAP00000016071
SINCAM002696	ENSACAP00000016076
SINCAM003982	ENSACAP00000016077
SINCAM005698	ENSACAP00000016079
SINCAM012963	ENSACAP00000016084
SINCAM010056	ENSACAP00000016085
SINCAM011278	ENSACAP00000016086
SINCAM008364	ENSACAP00000016087
SINCAM014907	ENSACAP00000016088
SINCAM011895	ENSACAP00000016091
SINCAM013861	ENSACAP00000016092
SINCAM005855	ENSACAP00000016093
SINCAM001702	ENSACAP00000016097
SINCAM011276	ENSACAP00000016102
SINCAM004591	ENSACAP00000016104
SINCAM922347	ENSACAP00000016106
SINCAM002579	ENSACAP00000016107
SINCAM012003	ENSACAP00000016109
SINCAM921908	ENSACAP00000016110
SINCAM017662	ENSACAP00000016111
SINCAM921215	ENSACAP00000016112
SINCAM007071	ENSACAP00000016114
SINCAM015546	ENSACAP00000016116
SINCAM010530	ENSACAP00000016121
SINCAM002635	ENSACAP00000016123
SINCAM008363	ENSACAP00000016124
SINCAM001256	ENSACAP00000016125
SINCAM921909	ENSACAP00000016126
SINCAM011273	ENSACAP00000016127
SINCAM007540	ENSACAP00000016128
SINCAM921687	ENSACAP00000016129
SINCAM008225	ENSACAP00000016130
SINCAM005857	ENSACAP00000016133
SINCAM001548	ENSACAP00000016134
SINCAM003863	ENSACAP00000016135
SINCAM009552	ENSACAP00000016136
SINCAM007470	ENSACAP00000016137
SINCAM010913	ENSACAP00000016138
SINCAM013547	ENSACAP00000016139
SINCAM004405	ENSACAP00000016141
SINCAM008224	ENSACAP00000016142
SINCAM000200	ENSACAP00000016145
SINCAM005858	ENSACAP00000016146
SINCAM001255	ENSACAP00000016149
SINCAM007776	ENSACAP00000016150
SINCAM012199	ENSACAP00000016151
SINCAM920819	ENSACAP00000016152
SINCAM001253	ENSACAP00000016155
SINCAM013610	ENSACAP00000016157
SINCAM921428	ENSACAP00000016158
SINCAM011378	ENSACAP00000016160
SINCAM920611	ENSACAP00000016161
SINCAM004589	ENSACAP00000016163
SINCAM017880	ENSACAP00000016164
SINCAM920751	ENSACAP00000016166
SINCAM010531	ENSACAP00000016167
SINCAM005664	ENSACAP00000016170
SINCAM920820	ENSACAP00000016171
SINCAM012050	ENSACAP00000016172
SINCAM002637	ENSACAP00000016173
SINCAM008466	ENSACAP00000016174
SINCAM016122	ENSACAP00000016176
SINCAM010532	ENSACAP00000016177
SINCAM012238	ENSACAP00000016179
SINCAM003309	ENSACAP00000016180
SINCAM010055	ENSACAP00000016181
SINCAM921427	ENSACAP00000016183
SINCAM011380	ENSACAP00000016184
SINCAM006345	ENSACAP00000016185
SINCAM007854	ENSACAP00000016186
SINCAM006211	ENSACAP00000016187
SINCAM013609	ENSACAP00000016188
SINCAM004404	ENSACAP00000016189
SINCAM922698	ENSACAP00000016190
SINCAM008039	ENSACAP00000016191
SINCAM013548	ENSACAP00000016195
SINCAM008040	ENSACAP00000016196
SINCAM009553	ENSACAP00000016197
SINCAM002224	ENSACAP00000016198
SINCAM007476	ENSACAP00000016199
SINCAM001252	ENSACAP00000016200
SINCAM921821	ENSACAP00000016201
SINCAM012278	ENSACAP00000016202
SINCAM008041	ENSACAP00000016203
SINCAM010533	ENSACAP00000016205
SINCAM006735	ENSACAP00000016208
SINCAM000198	ENSACAP00000016209
SINCAM013608	ENSACAP00000016210
SINCAM013550	ENSACAP00000016216
SINCAM010040	ENSACAP00000016217
SINCAM001015	ENSACAP00000016219
SINCAM921983	ENSACAP00000016222
SINCAM922024	ENSACAP00000016223
SINCAM920962	ENSACAP00000016224
SINCAM004588	ENSACAP00000016226
SINCAM011168	ENSACAP00000016228
SINCAM012454	ENSACAP00000016233
SINCAM007477	ENSACAP00000016234
SINCAM012276	ENSACAP00000016235
SINCAM014906	ENSACAP00000016238
SINCAM014216	ENSACAP00000016239
SINCAM920961	ENSACAP00000016240
SINCAM004411	ENSACAP00000016241
SINCAM001013	ENSACAP00000016243
SINCAM001012	ENSACAP00000016244
SINCAM009554	ENSACAP00000016246
SINCAM920569	ENSACAP00000016247
SINCAM012051	ENSACAP00000016248
SINCAM012117	ENSACAP00000016249
SINCAM004895	ENSACAP00000016251
SINCAM001251	ENSACAP00000016253
SINCAM920960	ENSACAP00000016257
SINCAM010062	ENSACAP00000016258
SINCAM923108	ENSACAP00000016259
SINCAM000197	ENSACAP00000016261
SINCAM921390	ENSACAP00000016268
SINCAM009555	ENSACAP00000016274
SINCAM012760	ENSACAP00000016278
SINCAM009295	ENSACAP00000016279
SINCAM005661	ENSACAP00000016281
SINCAM008361	ENSACAP00000016282
SINCAM002575	ENSACAP00000016283
SINCAM002807	ENSACAP00000016286
SINCAM002574	ENSACAP00000016289
SINCAM005660	ENSACAP00000016290
SINCAM008042	ENSACAP00000016291
SINCAM013545	ENSACAP00000016294
SINCAM012263	ENSACAP00000016295
SINCAM008222	ENSACAP00000016296
SINCAM009937	ENSACAP00000016298
SINCAM006210	ENSACAP00000016299
SINCAM922074	ENSACAP00000016303
SINCAM000100	ENSACAP00000016307
SINCAM921605	ENSACAP00000016308
SINCAM007465	ENSACAP00000016309
SINCAM014909	ENSACAP00000016314
SINCAM000196	ENSACAP00000016315
SINCAM015405	ENSACAP00000016316
SINCAM012266	ENSACAP00000016317
SINCAM921646	ENSACAP00000016318
SINCAM015899	ENSACAP00000016320
SINCAM921647	ENSACAP00000016321
SINCAM012761	ENSACAP00000016324
SINCAM005658	ENSACAP00000016325
SINCAM000395	ENSACAP00000016326
SINCAM007466	ENSACAP00000016328
SINCAM016658	ENSACAP00000016329
SINCAM015463	ENSACAP00000016330
SINCAM921606	ENSACAP00000016335
SINCAM000195	ENSACAP00000016337
SINCAM922857	ENSACAP00000016338
SINCAM002223	ENSACAP00000016340
SINCAM921192	ENSACAP00000016341
SINCAM004896	ENSACAP00000016342
SINCAM002573	ENSACAP00000016343
SINCAM012052	ENSACAP00000016345
SINCAM007155	ENSACAP00000016347
SINCAM001250	ENSACAP00000016349
SINCAM922527	ENSACAP00000016350
SINCAM921789	ENSACAP00000016351
SINCAM004897	ENSACAP00000016353
SINCAM001249	ENSACAP00000016355
SINCAM013542	ENSACAP00000016356
SINCAM921607	ENSACAP00000016357
SINCAM921790	ENSACAP00000016358
SINCAM922075	ENSACAP00000016361
SINCAM004898	ENSACAP00000016362
SINCAM921608	ENSACAP00000016363
SINCAM008043	ENSACAP00000016365
SINCAM014686	ENSACAP00000016367
SINCAM922528	ENSACAP00000016368
SINCAM003784	ENSACAP00000016369
SINCAM922529	ENSACAP00000016370
SINCAM922525	ENSACAP00000016372
SINCAM001009	ENSACAP00000016373
SINCAM006722	ENSACAP00000016375
SINCAM007467	ENSACAP00000016376
SINCAM002222	ENSACAP00000016377
SINCAM014339	ENSACAP00000016378
SINCAM013993	ENSACAP00000016379
SINCAM011296	ENSACAP00000016382
SINCAM920806	ENSACAP00000016387
SINCAM922331	ENSACAP00000016390
SINCAM004899	ENSACAP00000016391
SINCAM002571	ENSACAP00000016393
SINCAM001713	ENSACAP00000016394
SINCAM001248	ENSACAP00000016396
SINCAM922524	ENSACAP00000016397
SINCAM008044	ENSACAP00000016398
SINCAM009045	ENSACAP00000016401
SINCAM001714	ENSACAP00000016402
SINCAM013541	ENSACAP00000016403
SINCAM004202	ENSACAP00000016405
SINCAM012231	ENSACAP00000016407
SINCAM011686	ENSACAP00000016408
SINCAM004463	ENSACAP00000016410
SINCAM012055	ENSACAP00000016412
SINCAM012230	ENSACAP00000016413
SINCAM012524	ENSACAP00000016415
SINCAM002570	ENSACAP00000016416
SINCAM012523	ENSACAP00000016418
SINCAM012038	ENSACAP00000016419
SINCAM007786	ENSACAP00000016420
SINCAM002930	ENSACAP00000016421
SINCAM009048	ENSACAP00000016422
SINCAM920672	ENSACAP00000016424
SINCAM014299	ENSACAP00000016426
SINCAM012522	ENSACAP00000016427
SINCAM008046	ENSACAP00000016429
SINCAM006034	ENSACAP00000016430
SINCAM921426	ENSACAP00000016432
SINCAM002927	ENSACAP00000016434
SINCAM002569	ENSACAP00000016435
SINCAM004900	ENSACAP00000016436
SINCAM009049	ENSACAP00000016437
SINCAM008559	ENSACAP00000016438
SINCAM012040	ENSACAP00000016440
SINCAM013540	ENSACAP00000016443
SINCAM012519	ENSACAP00000016446
SINCAM012039	ENSACAP00000016447
SINCAM004518	ENSACAP00000016448
SINCAM922332	ENSACAP00000016450
SINCAM004519	ENSACAP00000016451
SINCAM001247	ENSACAP00000016452
SINCAM921280	ENSACAP00000016453
SINCAM013539	ENSACAP00000016455
SINCAM921281	ENSACAP00000016457
SINCAM012731	ENSACAP00000016458
SINCAM013538	ENSACAP00000016459
SINCAM010475	ENSACAP00000016460
SINCAM009050	ENSACAP00000016461
SINCAM012518	ENSACAP00000016462
SINCAM009051	ENSACAP00000016463
SINCAM012517	ENSACAP00000016466
SINCAM004901	ENSACAP00000016467
SINCAM014043	ENSACAP00000016468
SINCAM001246	ENSACAP00000016469
SINCAM922333	ENSACAP00000016472
SINCAM014711	ENSACAP00000016475
SINCAM004902	ENSACAP00000016478
SINCAM012358	ENSACAP00000016480
SINCAM002926	ENSACAP00000016481
SINCAM001245	ENSACAP00000016484
SINCAM008048	ENSACAP00000016485
SINCAM002568	ENSACAP00000016486
SINCAM921988	ENSACAP00000016488
SINCAM006780	ENSACAP00000016489
SINCAM006565	ENSACAP00000016490
SINCAM004075	ENSACAP00000016491
SINCAM922298	ENSACAP00000016492
SINCAM013459	ENSACAP00000016496
SINCAM007471	ENSACAP00000016497
SINCAM006867	ENSACAP00000016499
SINCAM922424	ENSACAP00000016500
SINCAM016660	ENSACAP00000016502
SINCAM000194	ENSACAP00000016503
SINCAM009382	ENSACAP00000016504
SINCAM002925	ENSACAP00000016505
SINCAM012210	ENSACAP00000016506
SINCAM002567	ENSACAP00000016507
SINCAM008049	ENSACAP00000016512
SINCAM004583	ENSACAP00000016513
SINCAM004585	ENSACAP00000016514
SINCAM001242	ENSACAP00000016516
SINCAM014497	ENSACAP00000016520
SINCAM922423	ENSACAP00000016521
SINCAM002566	ENSACAP00000016523
SINCAM004903	ENSACAP00000016524
SINCAM922186	ENSACAP00000016525
SINCAM922180	ENSACAP00000016526
SINCAM009053	ENSACAP00000016530
SINCAM005655	ENSACAP00000016534
SINCAM014208	ENSACAP00000016537
SINCAM921391	ENSACAP00000016538
SINCAM014527	ENSACAP00000016539
SINCAM014481	ENSACAP00000016540
SINCAM921392	ENSACAP00000016541
SINCAM016179	ENSACAP00000016542
SINCAM015227	ENSACAP00000016543
SINCAM012455	ENSACAP00000016544
SINCAM005435	ENSACAP00000016545
SINCAM000193	ENSACAP00000016547
SINCAM921750	ENSACAP00000016548
SINCAM921393	ENSACAP00000016549
SINCAM015214	ENSACAP00000016550
SINCAM004905	ENSACAP00000016552
SINCAM922179	ENSACAP00000016553
SINCAM002565	ENSACAP00000016554
SINCAM006749	ENSACAP00000016555
SINCAM922429	ENSACAP00000016556
SINCAM014209	ENSACAP00000016557
SINCAM920610	ENSACAP00000016558
SINCAM006487	ENSACAP00000016560
SINCAM012492	ENSACAP00000016561
SINCAM922334	ENSACAP00000016562
SINCAM015215	ENSACAP00000016565
SINCAM921450	ENSACAP00000016566
SINCAM014854	ENSACAP00000016567
SINCAM922076	ENSACAP00000016568
SINCAM010180	ENSACAP00000016569
SINCAM922422	ENSACAP00000016570
SINCAM014547	ENSACAP00000016571
SINCAM016349	ENSACAP00000016572
SINCAM002851	ENSACAP00000016575
SINCAM002920	ENSACAP00000016577
SINCAM002564	ENSACAP00000016581
SINCAM000192	ENSACAP00000016585
SINCAM000668	ENSACAP00000016586
SINCAM922655	ENSACAP00000016587
SINCAM922421	ENSACAP00000016589
SINCAM011992	ENSACAP00000016592
SINCAM012645	ENSACAP00000016593
SINCAM014855	ENSACAP00000016594
SINCAM014210	ENSACAP00000016598
SINCAM011307	ENSACAP00000016600
SINCAM002968	ENSACAP00000016603
SINCAM920609	ENSACAP00000016606
SINCAM012213	ENSACAP00000016608
SINCAM006870	ENSACAP00000016609
SINCAM922628	ENSACAP00000016611
SINCAM002563	ENSACAP00000016612
SINCAM004906	ENSACAP00000016613
SINCAM012647	ENSACAP00000016615
SINCAM922654	ENSACAP00000016616
SINCAM003304	ENSACAP00000016617
SINCAM006871	ENSACAP00000016618
SINCAM900007	ENSACAP00000016619
SINCAM922419	ENSACAP00000016622
SINCAM921197	ENSACAP00000016623
SINCAM004972	ENSACAP00000016624
SINCAM007827	ENSACAP00000016626
SINCAM014860	ENSACAP00000016627
SINCAM921073	ENSACAP00000016629
SINCAM922417	ENSACAP00000016630
SINCAM012313	ENSACAP00000016631
SINCAM000191	ENSACAP00000016632
SINCAM012214	ENSACAP00000016633
SINCAM007931	ENSACAP00000016634
SINCAM002562	ENSACAP00000016635
SINCAM003299	ENSACAP00000016636
SINCAM008634	ENSACAP00000016637
SINCAM007062	ENSACAP00000016639
SINCAM014212	ENSACAP00000016641
SINCAM011301	ENSACAP00000016642
SINCAM003298	ENSACAP00000016643
SINCAM014200	ENSACAP00000016644
SINCAM921074	ENSACAP00000016647
SINCAM012826	ENSACAP00000016648
SINCAM015093	ENSACAP00000016649
SINCAM000075	ENSACAP00000016653
SINCAM008975	ENSACAP00000016656
SINCAM013484	ENSACAP00000016657
SINCAM012397	ENSACAP00000016658
SINCAM005955	ENSACAP00000016660
SINCAM006189	ENSACAP00000016661
SINCAM015804	ENSACAP00000016663
SINCAM921602	ENSACAP00000016665
SINCAM009941	ENSACAP00000016666
SINCAM921075	ENSACAP00000016667
SINCAM006190	ENSACAP00000016668
SINCAM014546	ENSACAP00000016669
SINCAM015218	ENSACAP00000016670
SINCAM012898	ENSACAP00000016671
SINCAM008973	ENSACAP00000016672
SINCAM001465	ENSACAP00000016675
SINCAM017279	ENSACAP00000016676
SINCAM012899	ENSACAP00000016677
SINCAM921757	ENSACAP00000016678
SINCAM008961	ENSACAP00000016679
SINCAM006486	ENSACAP00000016681
SINCAM015545	ENSACAP00000016682
SINCAM009942	ENSACAP00000016687
SINCAM005553	ENSACAP00000016691
SINCAM922929	ENSACAP00000016693
SINCAM015217	ENSACAP00000016694
SINCAM013230	ENSACAP00000016695
SINCAM007265	ENSACAP00000016696
SINCAM008800	ENSACAP00000016697
SINCAM008960	ENSACAP00000016698
SINCAM014599	ENSACAP00000016699
SINCAM013483	ENSACAP00000016702
SINCAM005956	ENSACAP00000016703
SINCAM921601	ENSACAP00000016704
SINCAM014171	ENSACAP00000016705
SINCAM007264	ENSACAP00000016706
SINCAM008971	ENSACAP00000016707
SINCAM009110	ENSACAP00000016709
SINCAM008970	ENSACAP00000016710
SINCAM003297	ENSACAP00000016711
SINCAM009943	ENSACAP00000016713
SINCAM012392	ENSACAP00000016714
