ENSP00000001008	SINCAM006004
ENSP00000380460	SINCAM000984
ENSP00000380466	SINCAM011504
ENSP00000380467	SINCAM921675
ENSP00000380479	SINCAM000986
ENSP00000380489	SINCAM014909
ENSP00000380495	SINCAM007332
ENSP00000380505	SINCAM006364
ENSP00000380514	SINCAM900286
ENSP00000380516	SINCAM002842
ENSP00000380524	SINCAM007093
ENSP00000380530	SINCAM011487
ENSP00000380531	SINCAM011403
ENSP00000380544	SINCAM007597
ENSP00000380553	SINCAM922791
ENSP00000380557	SINCAM014456
ENSP00000380559	SINCAM011106
ENSP00000380594	SINCAM011937
ENSP00000380598	SINCAM002282
ENSP00000380602	SINCAM009654
ENSP00000380605	SINCAM921552
ENSP00000380635	SINCAM922180
ENSP00000380638	SINCAM017248
ENSP00000380659	SINCAM007355
ENSP00000380666	SINCAM001862
ENSP00000380671	SINCAM009417
ENSP00000380675	SINCAM921357
ENSP00000380679	SINCAM012562
ENSP00000380690	SINCAM007429
ENSP00000380692	SINCAM921018
ENSP00000380718	SINCAM001883
ENSP00000380734	SINCAM008264
ENSP00000380746	SINCAM011107
ENSP00000380747	SINCAM006147
ENSP00000380759	SINCAM003542
ENSP00000380762	SINCAM014020
ENSP00000380779	SINCAM007530
ENSP00000380793	SINCAM009314
ENSP00000380794	SINCAM014339
ENSP00000380820	SINCAM006454
ENSP00000380824	SINCAM004762
ENSP00000380837	SINCAM921556
ENSP00000380876	SINCAM011357
ENSP00000380877	SINCAM007490
ENSP00000380880	SINCAM002354
ENSP00000380883	SINCAM007488
ENSP00000380888	SINCAM008754
ENSP00000380901	SINCAM008903
ENSP00000380903	SINCAM922717
ENSP00000380904	SINCAM922800
ENSP00000380911	SINCAM005539
ENSP00000380921	SINCAM004378
ENSP00000380942	SINCAM014024
ENSP00000380948	SINCAM006505
ENSP00000380958	SINCAM002346
ENSP00000380959	SINCAM922208
ENSP00000380982	SINCAM920557
ENSP00000380996	SINCAM010890
ENSP00000380998	SINCAM010407
ENSP00000380999	SINCAM015051
ENSP00000381003	SINCAM007617
ENSP00000381008	SINCAM012862
ENSP00000381023	SINCAM006525
ENSP00000381034	SINCAM002420
ENSP00000381036	SINCAM003566
ENSP00000381045	SINCAM004946
ENSP00000381053	SINCAM001577
ENSP00000381058	SINCAM002756
ENSP00000381064	SINCAM000135
ENSP00000381066	SINCAM015437
ENSP00000381086	SINCAM900223
ENSP00000381089	SINCAM005797
ENSP00000381097	SINCAM009393
ENSP00000381098	SINCAM005789
ENSP00000381104	SINCAM011838
ENSP00000381132	SINCAM005714
ENSP00000381133	SINCAM000581
ENSP00000381140	SINCAM004120
ENSP00000381148	SINCAM014064
ENSP00000381150	SINCAM922917
ENSP00000381167	SINCAM004767
ENSP00000381185	SINCAM920726
ENSP00000381198	SINCAM920714
ENSP00000381204	SINCAM921299
ENSP00000381206	SINCAM921610
ENSP00000381213	SINCAM007693
ENSP00000381216	SINCAM014520
ENSP00000381220	SINCAM003166
ENSP00000381231	SINCAM004109
ENSP00000381237	SINCAM011821
ENSP00000381240	SINCAM003170
ENSP00000381247	SINCAM010004
ENSP00000381266	SINCAM004127
ENSP00000381270	SINCAM003182
ENSP00000381273	SINCAM921447
ENSP00000381282	SINCAM900132
ENSP00000381293	SINCAM013542
ENSP00000381298	SINCAM000565
ENSP00000381302	SINCAM007257
ENSP00000381333	SINCAM013529
ENSP00000381339	SINCAM012495
ENSP00000381364	SINCAM007351
ENSP00000381378	SINCAM004348
ENSP00000381382	SINCAM001410
ENSP00000381386	SINCAM007348
ENSP00000381399	SINCAM921415
ENSP00000381412	SINCAM010276
ENSP00000381425	SINCAM013472
ENSP00000381429	SINCAM016160
ENSP00000381448	SINCAM003679
ENSP00000381476	SINCAM014150
ENSP00000381490	SINCAM014153
ENSP00000381498	SINCAM000701
ENSP00000381499	SINCAM003661
ENSP00000381549	SINCAM009668
ENSP00000381553	SINCAM001424
ENSP00000381565	SINCAM010228
ENSP00000381566	SINCAM922481
ENSP00000381567	SINCAM009672
ENSP00000381577	SINCAM003809
ENSP00000381580	SINCAM922628
ENSP00000381581	SINCAM004406
ENSP00000381589	SINCAM010255
ENSP00000381590	SINCAM009686
ENSP00000381601	SINCAM921247
ENSP00000381613	SINCAM015509
ENSP00000381630	SINCAM920657
ENSP00000381631	SINCAM003833
ENSP00000381634	SINCAM920977
ENSP00000381654	SINCAM002923
ENSP00000381657	SINCAM012874
ENSP00000381666	SINCAM005858
ENSP00000381693	SINCAM921844
ENSP00000381698	SINCAM002711
ENSP00000381717	SINCAM000797
ENSP00000381739	SINCAM009943
ENSP00000381740	SINCAM009902
ENSP00000381768	SINCAM007072
ENSP00000381773	SINCAM007374
ENSP00000381785	SINCAM000930
ENSP00000381793	SINCAM920744
ENSP00000381795	SINCAM016025
ENSP00000381823	SINCAM009984
ENSP00000381824	SINCAM012983
ENSP00000381840	SINCAM005583
ENSP00000381844	SINCAM923028
ENSP00000381854	SINCAM002155
ENSP00000381876	SINCAM003880
ENSP00000381928	SINCAM000295
ENSP00000381932	SINCAM004089
ENSP00000381937	SINCAM000132
ENSP00000381958	SINCAM008623
ENSP00000381970	SINCAM007598
ENSP00000381981	SINCAM922727
ENSP00000381984	SINCAM001810
ENSP00000381992	SINCAM002355
ENSP00000382021	SINCAM011205
ENSP00000382030	SINCAM003009
ENSP00000382058	SINCAM001164
ENSP00000382071	SINCAM004100
ENSP00000382083	SINCAM000429
ENSP00000382086	SINCAM005134
ENSP00000382090	SINCAM004102
ENSP00000382091	SINCAM011200
ENSP00000382104	SINCAM004037
ENSP00000382120	SINCAM007418
ENSP00000382133	SINCAM921833
ENSP00000382163	SINCAM004033
ENSP00000382177	SINCAM900036
ENSP00000382204	SINCAM007110
ENSP00000382218	SINCAM008817
ENSP00000382237	SINCAM007116
ENSP00000382239	SINCAM920774
ENSP00000382241	SINCAM011718
ENSP00000382250	SINCAM921239
ENSP00000382269	SINCAM008279
ENSP00000382323	SINCAM011595
ENSP00000382328	SINCAM004866
ENSP00000382330	SINCAM012653
ENSP00000382342	SINCAM011334
ENSP00000382349	SINCAM011068
ENSP00000382356	SINCAM002082
ENSP00000382379	SINCAM002178
ENSP00000382419	SINCAM002681
ENSP00000382423	SINCAM001288
ENSP00000382474	SINCAM921419
ENSP00000382492	SINCAM012691
ENSP00000382508	SINCAM011392
ENSP00000382518	SINCAM011276
ENSP00000382544	SINCAM013584
ENSP00000382595	SINCAM000564
ENSP00000382628	SINCAM920796
ENSP00000382646	SINCAM001360
ENSP00000382670	SINCAM000514
ENSP00000382688	SINCAM005988
ENSP00000382697	SINCAM920787
ENSP00000382707	SINCAM922213
ENSP00000382708	SINCAM001995
ENSP00000382713	SINCAM002003
ENSP00000382714	SINCAM011510
ENSP00000382717	SINCAM000489
ENSP00000382733	SINCAM005840
ENSP00000382767	SINCAM000472
ENSP00000382779	SINCAM002763
ENSP00000382791	SINCAM004612
ENSP00000382800	SINCAM003109
ENSP00000382805	SINCAM004611
ENSP00000382814	SINCAM011381
ENSP00000382815	SINCAM000909
ENSP00000382834	SINCAM015230
ENSP00000382840	SINCAM921352
ENSP00000383003	SINCAM922381
ENSP00000383023	SINCAM000324
ENSP00000383042	SINCAM008971
ENSP00000383059	SINCAM004462
ENSP00000383063	SINCAM010883
ENSP00000383089	SINCAM004900
ENSP00000383115	SINCAM920790
ENSP00000383143	SINCAM004507
ENSP00000383145	SINCAM007357
ENSP00000383168	SINCAM921571
ENSP00000383178	SINCAM004472
ENSP00000383185	SINCAM002050
ENSP00000383199	SINCAM922679
ENSP00000383210	SINCAM921392
ENSP00000383212	SINCAM007683
ENSP00000383232	SINCAM921771
ENSP00000383234	SINCAM001422
ENSP00000383295	SINCAM004874
ENSP00000383301	SINCAM923171
ENSP00000383303	SINCAM004085
ENSP00000383333	SINCAM010727
ENSP00000383365	SINCAM007712
ENSP00000383376	SINCAM004053
ENSP00000383382	SINCAM921421
ENSP00000383392	SINCAM004050
ENSP00000383402	SINCAM011897
ENSP00000383449	SINCAM920791
ENSP00000383456	SINCAM001642
ENSP00000383515	SINCAM921503
ENSP00000383516	SINCAM000167
ENSP00000383558	SINCAM012489
ENSP00000383594	SINCAM003894
ENSP00000383599	SINCAM920868
ENSP00000383611	SINCAM013706
ENSP00000383692	SINCAM013849
ENSP00000383698	SINCAM013780
ENSP00000383719	SINCAM922577
ENSP00000383737	SINCAM003741
ENSP00000383820	SINCAM005068
ENSP00000383840	SINCAM005472
ENSP00000383851	SINCAM008878
ENSP00000383866	SINCAM013741
ENSP00000383873	SINCAM013801
ENSP00000383894	SINCAM921085
ENSP00000383909	SINCAM005003
ENSP00000383911	SINCAM004583
ENSP00000383933	SINCAM922513
ENSP00000383938	SINCAM006078
ENSP00000383949	SINCAM922010
ENSP00000383954	SINCAM014768
ENSP00000383986	SINCAM002039
ENSP00000384004	SINCAM001686
ENSP00000384006	SINCAM921563
ENSP00000384015	SINCAM011217
ENSP00000384018	SINCAM007579
ENSP00000384040	SINCAM003819
ENSP00000384048	SINCAM001529
ENSP00000384084	SINCAM003061
ENSP00000384092	SINCAM002823
ENSP00000384109	SINCAM900243
ENSP00000384115	SINCAM014812
ENSP00000384117	SINCAM010565
ENSP00000384126	SINCAM922319
ENSP00000384136	SINCAM004793
ENSP00000384144	SINCAM014011
ENSP00000384160	SINCAM001533
ENSP00000384164	SINCAM003772
ENSP00000384169	SINCAM009623
ENSP00000384179	SINCAM002364
ENSP00000384182	SINCAM000545
ENSP00000384183	SINCAM007508
ENSP00000384192	SINCAM003489
ENSP00000384193	SINCAM004117
ENSP00000384197	SINCAM005857
ENSP00000384198	SINCAM006540
ENSP00000384211	SINCAM003835
ENSP00000384222	SINCAM000616
ENSP00000384223	SINCAM009169
ENSP00000384234	SINCAM014947
ENSP00000384259	SINCAM009426
ENSP00000384262	SINCAM000318
ENSP00000384264	SINCAM000527
ENSP00000384290	SINCAM001579
ENSP00000384296	SINCAM009890
ENSP00000384302	SINCAM003933
ENSP00000384312	SINCAM014702
ENSP00000384334	SINCAM006207
ENSP00000384345	SINCAM007489
ENSP00000384364	SINCAM920728
ENSP00000384367	SINCAM002692
ENSP00000384369	SINCAM011673
ENSP00000384371	SINCAM009117
ENSP00000384376	SINCAM921083
ENSP00000384400	SINCAM006247
ENSP00000384408	SINCAM007042
ENSP00000384421	SINCAM007619
ENSP00000384449	SINCAM001437
ENSP00000384474	SINCAM013182
ENSP00000384477	SINCAM009720
ENSP00000384490	SINCAM014765
ENSP00000384491	SINCAM005550
ENSP00000384515	SINCAM005851
ENSP00000384527	SINCAM013711
ENSP00000384534	SINCAM007640
ENSP00000384537	SINCAM003609
ENSP00000384551	SINCAM920740
ENSP00000384564	SINCAM007641
ENSP00000384582	SINCAM001162
ENSP00000384588	SINCAM005047
ENSP00000384593	SINCAM003065
ENSP00000384604	SINCAM002957
ENSP00000384610	SINCAM007777
ENSP00000384625	SINCAM008625
ENSP00000384629	SINCAM007591
ENSP00000384651	SINCAM007491
ENSP00000384678	SINCAM004854
ENSP00000384690	SINCAM011443
ENSP00000384703	SINCAM005868
ENSP00000384708	SINCAM003976
ENSP00000384716	SINCAM009316
ENSP00000384719	SINCAM921081
ENSP00000384725	SINCAM001080
ENSP00000384748	SINCAM012884
ENSP00000384763	SINCAM921136
ENSP00000384766	SINCAM011235
ENSP00000384770	SINCAM015400
ENSP00000384774	SINCAM006916
ENSP00000384792	SINCAM015930
ENSP00000384823	SINCAM921227
ENSP00000384848	SINCAM005872
ENSP00000384849	SINCAM920990
ENSP00000384863	SINCAM003808
ENSP00000384869	SINCAM003828
ENSP00000384876	SINCAM011623
ENSP00000384886	SINCAM922475
ENSP00000384892	SINCAM002396
ENSP00000384894	SINCAM009415
ENSP00000384917	SINCAM000899
ENSP00000384932	SINCAM921378
ENSP00000384952	SINCAM015147
ENSP00000384965	SINCAM007347
ENSP00000384966	SINCAM921022
ENSP00000384967	SINCAM001806
ENSP00000384971	SINCAM002057
ENSP00000384996	SINCAM007518
ENSP00000384999	SINCAM010221
ENSP00000385000	SINCAM001274
ENSP00000385006	SINCAM009425
ENSP00000385019	SINCAM012405
ENSP00000385021	SINCAM003817
ENSP00000385025	SINCAM011128
ENSP00000385028	SINCAM001878
ENSP00000385035	SINCAM016667
ENSP00000385045	SINCAM003844
ENSP00000385080	SINCAM922685
ENSP00000385083	SINCAM001990
ENSP00000385098	SINCAM006494
ENSP00000385142	SINCAM921235
ENSP00000385143	SINCAM014341
ENSP00000385144	SINCAM004395
ENSP00000385158	SINCAM003806
ENSP00000385205	SINCAM014806
ENSP00000385215	SINCAM003245
ENSP00000385247	SINCAM921186
ENSP00000385269	SINCAM012786
ENSP00000385277	SINCAM014725
ENSP00000385285	SINCAM001535
ENSP00000385300	SINCAM009434
ENSP00000385312	SINCAM012635
ENSP00000385334	SINCAM011156
ENSP00000385347	SINCAM000444
ENSP00000385357	SINCAM007516
ENSP00000385361	SINCAM015556
ENSP00000385432	SINCAM009985
ENSP00000385450	SINCAM009680
ENSP00000385451	SINCAM011481
ENSP00000385477	SINCAM007392
ENSP00000385478	SINCAM002059
ENSP00000385479	SINCAM015191
ENSP00000385480	SINCAM922354
ENSP00000385491	SINCAM922619
ENSP00000385494	SINCAM008639
ENSP00000385510	SINCAM005294
ENSP00000385545	SINCAM003464
ENSP00000385570	SINCAM002076
ENSP00000385571	SINCAM005956
ENSP00000385579	SINCAM003810
ENSP00000385586	SINCAM006710
ENSP00000385597	SINCAM011160
ENSP00000385610	SINCAM920645
ENSP00000385616	SINCAM014893
ENSP00000385632	SINCAM002568
ENSP00000385636	SINCAM006272
ENSP00000385675	SINCAM002035
ENSP00000385684	SINCAM000022
ENSP00000385689	SINCAM006072
ENSP00000385720	SINCAM900271
ENSP00000385722	SINCAM921987
ENSP00000385727	SINCAM001258
ENSP00000385730	SINCAM922116
ENSP00000385735	SINCAM007510
ENSP00000385739	SINCAM921303
ENSP00000385746	SINCAM921281
ENSP00000385749	SINCAM011219
ENSP00000385757	SINCAM002173
ENSP00000385763	SINCAM000936
ENSP00000385780	SINCAM921588
ENSP00000385787	SINCAM002702
ENSP00000385795	SINCAM002075
ENSP00000385806	SINCAM007028
ENSP00000385814	SINCAM008571
ENSP00000385822	SINCAM008682
ENSP00000385824	SINCAM003353
ENSP00000385834	SINCAM007360
ENSP00000385852	SINCAM009734
ENSP00000385885	SINCAM009435
ENSP00000385899	SINCAM011123
ENSP00000385927	SINCAM002297
ENSP00000385957	SINCAM009804
ENSP00000385958	SINCAM010273
ENSP00000385968	SINCAM003041
ENSP00000385995	SINCAM003840
ENSP00000386023	SINCAM011423
ENSP00000386029	SINCAM003275
ENSP00000386039	SINCAM002079
ENSP00000386041	SINCAM011436
ENSP00000386043	SINCAM003490
ENSP00000386049	SINCAM006380
ENSP00000386069	SINCAM920517
ENSP00000386076	SINCAM007732
ENSP00000386079	SINCAM008960
ENSP00000386104	SINCAM000174
ENSP00000386105	SINCAM922831
ENSP00000386118	SINCAM005935
ENSP00000386126	SINCAM004073
ENSP00000386135	SINCAM001033
ENSP00000386137	SINCAM015667
ENSP00000386156	SINCAM014114
ENSP00000386165	SINCAM002430
ENSP00000386166	SINCAM923104
ENSP00000386170	SINCAM002274
ENSP00000386181	SINCAM011375
ENSP00000386187	SINCAM011509
ENSP00000386190	SINCAM002980
ENSP00000386200	SINCAM005827
ENSP00000386213	SINCAM921602
ENSP00000386226	SINCAM003447
ENSP00000386227	SINCAM001103
ENSP00000386229	SINCAM003664
ENSP00000386239	SINCAM017888
ENSP00000386264	SINCAM921574
ENSP00000386272	SINCAM006798
ENSP00000386277	SINCAM006321
ENSP00000386284	SINCAM007864
ENSP00000386289	SINCAM006658
ENSP00000386292	SINCAM006639
ENSP00000386302	SINCAM006434
ENSP00000386306	SINCAM001316
ENSP00000386331	SINCAM009408
ENSP00000386348	SINCAM921522
ENSP00000386357	SINCAM014326
ENSP00000386377	SINCAM006417
ENSP00000386380	SINCAM004732
ENSP00000386385	SINCAM922390
ENSP00000386389	SINCAM009373
ENSP00000386410	SINCAM009438
ENSP00000386439	SINCAM008880
ENSP00000386443	SINCAM921890
ENSP00000386452	SINCAM013417
ENSP00000386456	SINCAM006945
ENSP00000386458	SINCAM006760
ENSP00000386485	SINCAM008169
ENSP00000386499	SINCAM922026
ENSP00000386502	SINCAM011239
ENSP00000386520	SINCAM009845
ENSP00000386531	SINCAM007728
ENSP00000386532	SINCAM006478
ENSP00000386541	SINCAM921622
ENSP00000386543	SINCAM003965
ENSP00000386557	SINCAM012894
ENSP00000386563	SINCAM921172
ENSP00000386569	SINCAM001543
ENSP00000386597	SINCAM013967
ENSP00000386604	SINCAM001987
ENSP00000386607	SINCAM004137
ENSP00000386609	SINCAM008802
ENSP00000386636	SINCAM006746
ENSP00000386647	SINCAM006693
ENSP00000386651	SINCAM921212
ENSP00000386653	SINCAM921319
ENSP00000386660	SINCAM920521
ENSP00000386702	SINCAM012500
ENSP00000386710	SINCAM006294
ENSP00000386711	SINCAM000274
ENSP00000386717	SINCAM004720
ENSP00000386722	SINCAM004912
ENSP00000386738	SINCAM000069
ENSP00000386741	SINCAM006716
ENSP00000386759	SINCAM002784
ENSP00000386764	SINCAM003398
ENSP00000386766	SINCAM006628
ENSP00000386770	SINCAM007583
ENSP00000386787	SINCAM000245
ENSP00000386791	SINCAM922324
ENSP00000386807	SINCAM000679
ENSP00000386840	SINCAM006792
ENSP00000386845	SINCAM006684
ENSP00000386862	SINCAM006464
ENSP00000386869	SINCAM014262
ENSP00000386878	SINCAM001961
ENSP00000386881	SINCAM000766
ENSP00000386884	SINCAM006403
ENSP00000386895	SINCAM009503
ENSP00000386896	SINCAM006730
ENSP00000386908	SINCAM013111
ENSP00000386911	SINCAM014350
ENSP00000386921	SINCAM920472
ENSP00000386928	SINCAM006314
ENSP00000386935	SINCAM921521
ENSP00000386942	SINCAM004750
ENSP00000386959	SINCAM920969
ENSP00000386962	SINCAM015120
ENSP00000386972	SINCAM002105
ENSP00000386992	SINCAM001272
ENSP00000387006	SINCAM006683
ENSP00000387020	SINCAM003628
ENSP00000387050	SINCAM008187
ENSP00000387051	SINCAM009437
ENSP00000387077	SINCAM921551
ENSP00000387078	SINCAM006811
ENSP00000387088	SINCAM003633
ENSP00000387091	SINCAM921863
ENSP00000387100	SINCAM007861
ENSP00000387122	SINCAM011094
ENSP00000387123	SINCAM001074
ENSP00000387128	SINCAM006418
ENSP00000387159	SINCAM009181
ENSP00000387164	SINCAM001964
ENSP00000387170	SINCAM009461
ENSP00000387185	SINCAM011558
ENSP00000387194	SINCAM006852
ENSP00000387209	SINCAM009431
ENSP00000387211	SINCAM004733
ENSP00000387219	SINCAM006943
ENSP00000387246	SINCAM006283
ENSP00000387261	SINCAM920647
ENSP00000387262	SINCAM000706
ENSP00000387266	SINCAM002816
ENSP00000387278	SINCAM006519
ENSP00000387281	SINCAM014369
ENSP00000387282	SINCAM921928
ENSP00000387286	SINCAM003780
ENSP00000387292	SINCAM006952
ENSP00000387298	SINCAM921604
ENSP00000387303	SINCAM921638
ENSP00000387310	SINCAM922016
ENSP00000387331	SINCAM008397
ENSP00000387347	SINCAM006477
ENSP00000387356	SINCAM013060
ENSP00000387361	SINCAM007592
ENSP00000387362	SINCAM013929
ENSP00000387365	SINCAM005621
ENSP00000387380	SINCAM002378
ENSP00000387388	SINCAM921062
ENSP00000387426	SINCAM002808
ENSP00000387435	SINCAM920906
ENSP00000387462	SINCAM002590
ENSP00000387471	SINCAM010347
ENSP00000387498	SINCAM013459
ENSP00000387536	SINCAM004552
ENSP00000387593	SINCAM013534
ENSP00000387641	SINCAM003251
ENSP00000387662	SINCAM921619
ENSP00000387694	SINCAM011778
ENSP00000387699	SINCAM006536
ENSP00000387710	SINCAM920625
ENSP00000387739	SINCAM004657
ENSP00000387757	SINCAM007704
ENSP00000387784	SINCAM003620
ENSP00000387875	SINCAM001066
ENSP00000387882	SINCAM008051
ENSP00000387907	SINCAM009220
ENSP00000387911	SINCAM921980
ENSP00000387941	SINCAM013643
ENSP00000387982	SINCAM921243
ENSP00000388169	SINCAM017263
ENSP00000388241	SINCAM008176
ENSP00000388275	SINCAM008507
ENSP00000388293	SINCAM921341
ENSP00000388320	SINCAM010442
ENSP00000388325	SINCAM009826
ENSP00000388402	SINCAM008411
ENSP00000388431	SINCAM008075
ENSP00000388531	SINCAM010663
ENSP00000388550	SINCAM000722
ENSP00000388631	SINCAM006277
ENSP00000388638	SINCAM006188
ENSP00000388658	SINCAM006734
ENSP00000388713	SINCAM921591
ENSP00000388723	SINCAM900014
ENSP00000388731	SINCAM006677
ENSP00000388823	SINCAM007006
ENSP00000388878	SINCAM921158
ENSP00000388909	SINCAM012647
ENSP00000388920	SINCAM000613
ENSP00000388940	SINCAM922678
ENSP00000388942	SINCAM001960
ENSP00000388996	SINCAM005408
ENSP00000389039	SINCAM003859
ENSP00000389043	SINCAM003118
ENSP00000389060	SINCAM006376
ENSP00000389087	SINCAM000765
ENSP00000389103	SINCAM008699
ENSP00000389111	SINCAM013763
ENSP00000389128	SINCAM009191
ENSP00000389140	SINCAM013196
ENSP00000389168	SINCAM005668
ENSP00000389175	SINCAM009761
ENSP00000389176	SINCAM002083
ENSP00000389182	SINCAM007148
ENSP00000389252	SINCAM015081
ENSP00000389277	SINCAM014111
ENSP00000389326	SINCAM004356
ENSP00000389395	SINCAM014372
ENSP00000389399	SINCAM004333
ENSP00000389414	SINCAM005955
ENSP00000389427	SINCAM000636
ENSP00000389445	SINCAM017511
ENSP00000389588	SINCAM006336
ENSP00000389600	SINCAM015063
ENSP00000389625	SINCAM015668
ENSP00000389630	SINCAM002459
ENSP00000389631	SINCAM922037
ENSP00000389649	SINCAM921240
ENSP00000389714	SINCAM007107
ENSP00000389787	SINCAM922069
ENSP00000389792	SINCAM011729
ENSP00000389810	SINCAM014441
ENSP00000389813	SINCAM007653
ENSP00000389841	SINCAM921517
ENSP00000389843	SINCAM005725
ENSP00000389870	SINCAM013391
ENSP00000389903	SINCAM922754
ENSP00000389913	SINCAM016732
ENSP00000389934	SINCAM008340
ENSP00000389948	SINCAM013294
ENSP00000389951	SINCAM006177
ENSP00000389989	SINCAM002324
ENSP00000389998	SINCAM002368
ENSP00000390011	SINCAM007414
ENSP00000390084	SINCAM012374
ENSP00000390153	SINCAM003228
ENSP00000390158	SINCAM001348
ENSP00000390232	SINCAM921974
ENSP00000390252	SINCAM010748
ENSP00000390265	SINCAM006598
ENSP00000390407	SINCAM005959
ENSP00000390410	SINCAM002254
ENSP00000390423	SINCAM009015
ENSP00000390427	SINCAM007378
ENSP00000390436	SINCAM006355
ENSP00000390613	SINCAM014591
ENSP00000390621	SINCAM010484
ENSP00000390651	SINCAM005799
ENSP00000390722	SINCAM922008
ENSP00000390778	SINCAM011418
ENSP00000390783	SINCAM921656
ENSP00000390849	SINCAM002229
ENSP00000390941	SINCAM012753
ENSP00000391088	SINCAM006603
ENSP00000391121	SINCAM003619
ENSP00000391167	SINCAM013113
ENSP00000391211	SINCAM006124
ENSP00000391227	SINCAM012613
ENSP00000391249	SINCAM012620
ENSP00000391266	SINCAM012429
ENSP00000391299	SINCAM009348
ENSP00000391311	SINCAM921420
ENSP00000391372	SINCAM900100
ENSP00000391402	SINCAM013344
ENSP00000391409	SINCAM009903
ENSP00000391447	SINCAM003062
ENSP00000391457	SINCAM002135
ENSP00000391481	SINCAM009634
ENSP00000391498	SINCAM008326
ENSP00000391504	SINCAM006743
ENSP00000391524	SINCAM006260
ENSP00000391549	SINCAM920442
ENSP00000391561	SINCAM002260
ENSP00000391583	SINCAM005850
ENSP00000391594	SINCAM007330
ENSP00000391596	SINCAM011281
ENSP00000391669	SINCAM010552
ENSP00000391692	SINCAM013567
ENSP00000391723	SINCAM921773
ENSP00000391747	SINCAM004387
ENSP00000391774	SINCAM005735
ENSP00000391806	SINCAM015741
ENSP00000391826	SINCAM011505
ENSP00000391942	SINCAM013742
ENSP00000391950	SINCAM015931
ENSP00000392025	SINCAM010525
ENSP00000392028	SINCAM002555
ENSP00000392043	SINCAM005690
ENSP00000392057	SINCAM004848
ENSP00000392066	SINCAM006504
ENSP00000392094	SINCAM013412
ENSP00000392105	SINCAM922514
ENSP00000392147	SINCAM008012
ENSP00000392217	SINCAM001669
ENSP00000392252	SINCAM922136
ENSP00000392257	SINCAM003360
ENSP00000392270	SINCAM005593
ENSP00000392318	SINCAM003595
ENSP00000392353	SINCAM001877
ENSP00000392395	SINCAM007724
ENSP00000392423	SINCAM006128
ENSP00000392452	SINCAM001375
ENSP00000392466	SINCAM007301
ENSP00000392495	SINCAM004343
