SINCAM011582	ENSLOCP00000000004
SINCAM920957	ENSLOCP00000018759
SINCAM014306	ENSLOCP00000018762
SINCAM005633	ENSLOCP00000018763
SINCAM010927	ENSLOCP00000018765
SINCAM014305	ENSLOCP00000018766
SINCAM922937	ENSLOCP00000018767
SINCAM922812	ENSLOCP00000018768
SINCAM900243	ENSLOCP00000018769
SINCAM922801	ENSLOCP00000018770
SINCAM005632	ENSLOCP00000018771
SINCAM900244	ENSLOCP00000018772
SINCAM005631	ENSLOCP00000018776
SINCAM010797	ENSLOCP00000018778
SINCAM014397	ENSLOCP00000018784
SINCAM005629	ENSLOCP00000018785
SINCAM005628	ENSLOCP00000018786
SINCAM014394	ENSLOCP00000018787
SINCAM005627	ENSLOCP00000018788
SINCAM005626	ENSLOCP00000018790
SINCAM005625	ENSLOCP00000018793
SINCAM014363	ENSLOCP00000018795
SINCAM010795	ENSLOCP00000018796
SINCAM005623	ENSLOCP00000018799
SINCAM922283	ENSLOCP00000018800
SINCAM922830	ENSLOCP00000018801
SINCAM005621	ENSLOCP00000018802
SINCAM012343	ENSLOCP00000018803
SINCAM920945	ENSLOCP00000018804
SINCAM920946	ENSLOCP00000018805
SINCAM922282	ENSLOCP00000018806
SINCAM005542	ENSLOCP00000018807
SINCAM010791	ENSLOCP00000018809
SINCAM010749	ENSLOCP00000018810
SINCAM010748	ENSLOCP00000018812
SINCAM005543	ENSLOCP00000018813
SINCAM010787	ENSLOCP00000018814
SINCAM010788	ENSLOCP00000018816
SINCAM005545	ENSLOCP00000018818
SINCAM014407	ENSLOCP00000018819
SINCAM010790	ENSLOCP00000018822
SINCAM005546	ENSLOCP00000018823
SINCAM010750	ENSLOCP00000018826
SINCAM014355	ENSLOCP00000018828
SINCAM014357	ENSLOCP00000018830
SINCAM012298	ENSLOCP00000018831
SINCAM010738	ENSLOCP00000018833
SINCAM014354	ENSLOCP00000018834
SINCAM012627	ENSLOCP00000018836
SINCAM010736	ENSLOCP00000018840
SINCAM010739	ENSLOCP00000018842
SINCAM922218	ENSLOCP00000018843
SINCAM014313	ENSLOCP00000018844
SINCAM014312	ENSLOCP00000018848
SINCAM922267	ENSLOCP00000018849
SINCAM010699	ENSLOCP00000018851
SINCAM014358	ENSLOCP00000018852
SINCAM005547	ENSLOCP00000018853
SINCAM922803	ENSLOCP00000018857
SINCAM005548	ENSLOCP00000018858
SINCAM005549	ENSLOCP00000018859
SINCAM922802	ENSLOCP00000018860
SINCAM005550	ENSLOCP00000018862
SINCAM920947	ENSLOCP00000018865
SINCAM920948	ENSLOCP00000018866
SINCAM005552	ENSLOCP00000018868
SINCAM005553	ENSLOCP00000018869
SINCAM005555	ENSLOCP00000018874
SINCAM014030	ENSLOCP00000018876
SINCAM005556	ENSLOCP00000018877
SINCAM014349	ENSLOCP00000018878
SINCAM014350	ENSLOCP00000018882
SINCAM004474	ENSLOCP00000018883
SINCAM014752	ENSLOCP00000018884
SINCAM010803	ENSLOCP00000018885
SINCAM005558	ENSLOCP00000018887
SINCAM005559	ENSLOCP00000018889
SINCAM010801	ENSLOCP00000018890
SINCAM922837	ENSLOCP00000018891
SINCAM005593	ENSLOCP00000018892
SINCAM010800	ENSLOCP00000018894
SINCAM920940	ENSLOCP00000018895
SINCAM014404	ENSLOCP00000018898
SINCAM922271	ENSLOCP00000018899
SINCAM922270	ENSLOCP00000018900
SINCAM014403	ENSLOCP00000018901
SINCAM005524	ENSLOCP00000018904
SINCAM006092	ENSLOCP00000018907
SINCAM010770	ENSLOCP00000018908
SINCAM014379	ENSLOCP00000018909
SINCAM005851	ENSLOCP00000018910
SINCAM005850	ENSLOCP00000018911
SINCAM014315	ENSLOCP00000018912
SINCAM014316	ENSLOCP00000018914
SINCAM005574	ENSLOCP00000018918
SINCAM003821	ENSLOCP00000018921
SINCAM003822	ENSLOCP00000018922
SINCAM014259	ENSLOCP00000018924
SINCAM005573	ENSLOCP00000018926
SINCAM010772	ENSLOCP00000018927
SINCAM003823	ENSLOCP00000018928
SINCAM014261	ENSLOCP00000018929
SINCAM003479	ENSLOCP00000018931
SINCAM005569	ENSLOCP00000018932
SINCAM011571	ENSLOCP00000018933
SINCAM017407	ENSLOCP00000018934
SINCAM003478	ENSLOCP00000018937
SINCAM005567	ENSLOCP00000018938
SINCAM011030	ENSLOCP00000018939
SINCAM005566	ENSLOCP00000018940
SINCAM003477	ENSLOCP00000018941
SINCAM005579	ENSLOCP00000018943
SINCAM922807	ENSLOCP00000018946
SINCAM010886	ENSLOCP00000018950
SINCAM010888	ENSLOCP00000018952
SINCAM921152	ENSLOCP00000018955
SINCAM014330	ENSLOCP00000018956
SINCAM005580	ENSLOCP00000018958
SINCAM010889	ENSLOCP00000018960
SINCAM003458	ENSLOCP00000018962
SINCAM922797	ENSLOCP00000018965
SINCAM922296	ENSLOCP00000018966
SINCAM922825	ENSLOCP00000018967
SINCAM005581	ENSLOCP00000018968
SINCAM003460	ENSLOCP00000018969
SINCAM010845	ENSLOCP00000018970
SINCAM922826	ENSLOCP00000018973
SINCAM005582	ENSLOCP00000018974
SINCAM005583	ENSLOCP00000018976
SINCAM005584	ENSLOCP00000018979
SINCAM002851	ENSLOCP00000018980
SINCAM003304	ENSLOCP00000018983
SINCAM003302	ENSLOCP00000018984
SINCAM013921	ENSLOCP00000018985
SINCAM005585	ENSLOCP00000018988
SINCAM005784	ENSLOCP00000018990
SINCAM003587	ENSLOCP00000018991
SINCAM000714	ENSLOCP00000018993
SINCAM002878	ENSLOCP00000018999
SINCAM002881	ENSLOCP00000019001
SINCAM921065	ENSLOCP00000019004
SINCAM013459	ENSLOCP00000019009
SINCAM003574	ENSLOCP00000019012
SINCAM920937	ENSLOCP00000019013
SINCAM003908	ENSLOCP00000019016
SINCAM014271	ENSLOCP00000019017
SINCAM003754	ENSLOCP00000019018
SINCAM011549	ENSLOCP00000019019
SINCAM005521	ENSLOCP00000019023
SINCAM003752	ENSLOCP00000019025
SINCAM006091	ENSLOCP00000019026
SINCAM014412	ENSLOCP00000019028
SINCAM003578	ENSLOCP00000019029
SINCAM003579	ENSLOCP00000019030
SINCAM003580	ENSLOCP00000019032
SINCAM006136	ENSLOCP00000019034
SINCAM003581	ENSLOCP00000019037
SINCAM009291	ENSLOCP00000019040
SINCAM920679	ENSLOCP00000019041
SINCAM006237	ENSLOCP00000019042
SINCAM921168	ENSLOCP00000019043
SINCAM006128	ENSLOCP00000019046
SINCAM921167	ENSLOCP00000019050
SINCAM922148	ENSLOCP00000019051
SINCAM006132	ENSLOCP00000019052
SINCAM003790	ENSLOCP00000019054
SINCAM921034	ENSLOCP00000019055
SINCAM006133	ENSLOCP00000019058
SINCAM003524	ENSLOCP00000019061
SINCAM921035	ENSLOCP00000019062
SINCAM003525	ENSLOCP00000019065
SINCAM003526	ENSLOCP00000019067
SINCAM921036	ENSLOCP00000019068
SINCAM006093	ENSLOCP00000019069
SINCAM921153	ENSLOCP00000019071
SINCAM006089	ENSLOCP00000019074
SINCAM002848	ENSLOCP00000019075
SINCAM006087	ENSLOCP00000019076
SINCAM006085	ENSLOCP00000019079
SINCAM002877	ENSLOCP00000019080
SINCAM002875	ENSLOCP00000019083
SINCAM006083	ENSLOCP00000019084
SINCAM006081	ENSLOCP00000019089
SINCAM003393	ENSLOCP00000019091
SINCAM003389	ENSLOCP00000019095
SINCAM015354	ENSLOCP00000019096
SINCAM003481	ENSLOCP00000019098
SINCAM006215	ENSLOCP00000019099
SINCAM003500	ENSLOCP00000019104
SINCAM003834	ENSLOCP00000019105
SINCAM015168	ENSLOCP00000019107
SINCAM003833	ENSLOCP00000019108
SINCAM006098	ENSLOCP00000019112
SINCAM007738	ENSLOCP00000019114
SINCAM006099	ENSLOCP00000019119
SINCAM921054	ENSLOCP00000019121
SINCAM003832	ENSLOCP00000019124
SINCAM006225	ENSLOCP00000019126
SINCAM006226	ENSLOCP00000019130
SINCAM006223	ENSLOCP00000019131
SINCAM006222	ENSLOCP00000019132
SINCAM003830	ENSLOCP00000019133
SINCAM009831	ENSLOCP00000019135
SINCAM003829	ENSLOCP00000019136
SINCAM006216	ENSLOCP00000019137
SINCAM921053	ENSLOCP00000019141
SINCAM003828	ENSLOCP00000019142
SINCAM006228	ENSLOCP00000019143
SINCAM013475	ENSLOCP00000019145
SINCAM009466	ENSLOCP00000019146
SINCAM005892	ENSLOCP00000019149
SINCAM003827	ENSLOCP00000019150
SINCAM014971	ENSLOCP00000019151
SINCAM006229	ENSLOCP00000019154
SINCAM006230	ENSLOCP00000019155
SINCAM009634	ENSLOCP00000019160
SINCAM006232	ENSLOCP00000019161
SINCAM003824	ENSLOCP00000019163
SINCAM003865	ENSLOCP00000019164
SINCAM006250	ENSLOCP00000019165
SINCAM006251	ENSLOCP00000019171
SINCAM006252	ENSLOCP00000019173
SINCAM921215	ENSLOCP00000019175
SINCAM003863	ENSLOCP00000019178
SINCAM920994	ENSLOCP00000019179
SINCAM003862	ENSLOCP00000019183
SINCAM005838	ENSLOCP00000019185
SINCAM003861	ENSLOCP00000019186
SINCAM005837	ENSLOCP00000019187
SINCAM005835	ENSLOCP00000019191
SINCAM003683	ENSLOCP00000019192
SINCAM012081	ENSLOCP00000019196
SINCAM012080	ENSLOCP00000019198
SINCAM014999	ENSLOCP00000019199
SINCAM920992	ENSLOCP00000019200
SINCAM014329	ENSLOCP00000019201
SINCAM921200	ENSLOCP00000019203
SINCAM005831	ENSLOCP00000019204
SINCAM014319	ENSLOCP00000019205
SINCAM009871	ENSLOCP00000019206
SINCAM005830	ENSLOCP00000019207
SINCAM001724	ENSLOCP00000019208
SINCAM014269	ENSLOCP00000019211
SINCAM014270	ENSLOCP00000019213
SINCAM006150	ENSLOCP00000019214
SINCAM006151	ENSLOCP00000019215
SINCAM003386	ENSLOCP00000019216
SINCAM014289	ENSLOCP00000019218
SINCAM003385	ENSLOCP00000019219
SINCAM921137	ENSLOCP00000019221
SINCAM014291	ENSLOCP00000019222
SINCAM006153	ENSLOCP00000019223
SINCAM014292	ENSLOCP00000019226
SINCAM003384	ENSLOCP00000019227
SINCAM003749	ENSLOCP00000019228
SINCAM006154	ENSLOCP00000019229
SINCAM922808	ENSLOCP00000019232
SINCAM003704	ENSLOCP00000019233
SINCAM006155	ENSLOCP00000019237
SINCAM006156	ENSLOCP00000019239
SINCAM003652	ENSLOCP00000019243
SINCAM003649	ENSLOCP00000019244
SINCAM006158	ENSLOCP00000019245
SINCAM922347	ENSLOCP00000019246
SINCAM006159	ENSLOCP00000019247
SINCAM003697	ENSLOCP00000019248
SINCAM014370	ENSLOCP00000019252
SINCAM006161	ENSLOCP00000019253
SINCAM006162	ENSLOCP00000019254
SINCAM014371	ENSLOCP00000019255
SINCAM006163	ENSLOCP00000019256
SINCAM003783	ENSLOCP00000019258
SINCAM006174	ENSLOCP00000019259
SINCAM014369	ENSLOCP00000019260
SINCAM006173	ENSLOCP00000019262
SINCAM006170	ENSLOCP00000019263
SINCAM006169	ENSLOCP00000019265
SINCAM014410	ENSLOCP00000019266
SINCAM006168	ENSLOCP00000019267
SINCAM006908	ENSLOCP00000019268
SINCAM003785	ENSLOCP00000019270
SINCAM014256	ENSLOCP00000019271
SINCAM006167	ENSLOCP00000019272
SINCAM015151	ENSLOCP00000019274
SINCAM006188	ENSLOCP00000019276
SINCAM014254	ENSLOCP00000019278
SINCAM006187	ENSLOCP00000019282
SINCAM922805	ENSLOCP00000019283
SINCAM006186	ENSLOCP00000019285
SINCAM006185	ENSLOCP00000019286
SINCAM014252	ENSLOCP00000019287
SINCAM014409	ENSLOCP00000019290
SINCAM014337	ENSLOCP00000019291
SINCAM006184	ENSLOCP00000019292
SINCAM007011	ENSLOCP00000019293
SINCAM006183	ENSLOCP00000019295
SINCAM003946	ENSLOCP00000019297
SINCAM003737	ENSLOCP00000019298
SINCAM006182	ENSLOCP00000019299
SINCAM006181	ENSLOCP00000019302
SINCAM006180	ENSLOCP00000019303
SINCAM006179	ENSLOCP00000019305
SINCAM014257	ENSLOCP00000019306
SINCAM003601	ENSLOCP00000019307
SINCAM006178	ENSLOCP00000019308
SINCAM003600	ENSLOCP00000019314
SINCAM003599	ENSLOCP00000019315
SINCAM003597	ENSLOCP00000019318
SINCAM006177	ENSLOCP00000019319
SINCAM006175	ENSLOCP00000019320
SINCAM006190	ENSLOCP00000019321
SINCAM003595	ENSLOCP00000019322
SINCAM003484	ENSLOCP00000019323
SINCAM003593	ENSLOCP00000019325
SINCAM006191	ENSLOCP00000019327
SINCAM003483	ENSLOCP00000019328
SINCAM003592	ENSLOCP00000019329
SINCAM003677	ENSLOCP00000019332
SINCAM003455	ENSLOCP00000019333
SINCAM921043	ENSLOCP00000019334
SINCAM921044	ENSLOCP00000019338
SINCAM003681	ENSLOCP00000019339
SINCAM006193	ENSLOCP00000019342
SINCAM006127	ENSLOCP00000019343
SINCAM921045	ENSLOCP00000019344
SINCAM006194	ENSLOCP00000019345
SINCAM006195	ENSLOCP00000019347
SINCAM003720	ENSLOCP00000019348
SINCAM921046	ENSLOCP00000019349
SINCAM921047	ENSLOCP00000019350
SINCAM921178	ENSLOCP00000019352
SINCAM006197	ENSLOCP00000019353
SINCAM003551	ENSLOCP00000019354
SINCAM003687	ENSLOCP00000019355
SINCAM006198	ENSLOCP00000019356
SINCAM921156	ENSLOCP00000019358
SINCAM003680	ENSLOCP00000019360
SINCAM015344	ENSLOCP00000019362
SINCAM015343	ENSLOCP00000019363
SINCAM005163	ENSLOCP00000019364
SINCAM003945	ENSLOCP00000019365
SINCAM015342	ENSLOCP00000019366
SINCAM003547	ENSLOCP00000019367
SINCAM003558	ENSLOCP00000019369
SINCAM003944	ENSLOCP00000019371
SINCAM920941	ENSLOCP00000019376
SINCAM003555	ENSLOCP00000019377
SINCAM005527	ENSLOCP00000019378
SINCAM003554	ENSLOCP00000019380
SINCAM921136	ENSLOCP00000019381
SINCAM009820	ENSLOCP00000019382
SINCAM005529	ENSLOCP00000019384
SINCAM000884	ENSLOCP00000019385
SINCAM005530	ENSLOCP00000019388
SINCAM005532	ENSLOCP00000019390
SINCAM003553	ENSLOCP00000019391
SINCAM003616	ENSLOCP00000019392
SINCAM005534	ENSLOCP00000019394
SINCAM920942	ENSLOCP00000019396
SINCAM003456	ENSLOCP00000019397
SINCAM920943	ENSLOCP00000019398
SINCAM005538	ENSLOCP00000019400
SINCAM003617	ENSLOCP00000019401
SINCAM003457	ENSLOCP00000019402
SINCAM003619	ENSLOCP00000019403
SINCAM003517	ENSLOCP00000019404
SINCAM005525	ENSLOCP00000019405
SINCAM003521	ENSLOCP00000019406
SINCAM003620	ENSLOCP00000019407
SINCAM005539	ENSLOCP00000019408
SINCAM003518	ENSLOCP00000019409
SINCAM005540	ENSLOCP00000019411
SINCAM003519	ENSLOCP00000019412
SINCAM003628	ENSLOCP00000019413
SINCAM921172	ENSLOCP00000019415
SINCAM006255	ENSLOCP00000019418
SINCAM003627	ENSLOCP00000019420
SINCAM003626	ENSLOCP00000019423
SINCAM003520	ENSLOCP00000019424
SINCAM003624	ENSLOCP00000019425
SINCAM006254	ENSLOCP00000019426
SINCAM921158	ENSLOCP00000019428
SINCAM003623	ENSLOCP00000019430
SINCAM921062	ENSLOCP00000019432
SINCAM006253	ENSLOCP00000019434
SINCAM005804	ENSLOCP00000019438
SINCAM005803	ENSLOCP00000019439
SINCAM003694	ENSLOCP00000019440
SINCAM005802	ENSLOCP00000019441
SINCAM015336	ENSLOCP00000019442
SINCAM003635	ENSLOCP00000019443
SINCAM005801	ENSLOCP00000019444
SINCAM003693	ENSLOCP00000019447
SINCAM005800	ENSLOCP00000019449
SINCAM009698	ENSLOCP00000019450
SINCAM003636	ENSLOCP00000019451
SINCAM003892	ENSLOCP00000019452
SINCAM005847	ENSLOCP00000019453
SINCAM005516	ENSLOCP00000019455
SINCAM920935	ENSLOCP00000019456
SINCAM003886	ENSLOCP00000019457
SINCAM003738	ENSLOCP00000019459
SINCAM003442	ENSLOCP00000019463
SINCAM920934	ENSLOCP00000019464
SINCAM003107	ENSLOCP00000019466
SINCAM920933	ENSLOCP00000019467
SINCAM003108	ENSLOCP00000019468
SINCAM920932	ENSLOCP00000019470
SINCAM003109	ENSLOCP00000019471
SINCAM003440	ENSLOCP00000019472
SINCAM003110	ENSLOCP00000019473
SINCAM005513	ENSLOCP00000019474
SINCAM003111	ENSLOCP00000019475
SINCAM003112	ENSLOCP00000019476
SINCAM003439	ENSLOCP00000019477
SINCAM003095	ENSLOCP00000019478
SINCAM005512	ENSLOCP00000019480
SINCAM003438	ENSLOCP00000019481
SINCAM005511	ENSLOCP00000019482
SINCAM003094	ENSLOCP00000019483
SINCAM003437	ENSLOCP00000019485
SINCAM012416	ENSLOCP00000019486
SINCAM003093	ENSLOCP00000019487
SINCAM003436	ENSLOCP00000019488
SINCAM003091	ENSLOCP00000019489
SINCAM003344	ENSLOCP00000019493
SINCAM921169	ENSLOCP00000019494
SINCAM006033	ENSLOCP00000019495
SINCAM003345	ENSLOCP00000019497
SINCAM006034	ENSLOCP00000019498
SINCAM005950	ENSLOCP00000019500
SINCAM003346	ENSLOCP00000019501
SINCAM012086	ENSLOCP00000019502
SINCAM003071	ENSLOCP00000019503
SINCAM005951	ENSLOCP00000019506
SINCAM003590	ENSLOCP00000019507
SINCAM005952	ENSLOCP00000019508
SINCAM003075	ENSLOCP00000019509
SINCAM003076	ENSLOCP00000019511
SINCAM003589	ENSLOCP00000019512
SINCAM015022	ENSLOCP00000019513
SINCAM921009	ENSLOCP00000019516
SINCAM003077	ENSLOCP00000019518
SINCAM921010	ENSLOCP00000019519
SINCAM005939	ENSLOCP00000019521
SINCAM012155	ENSLOCP00000019522
SINCAM004563	ENSLOCP00000019523
SINCAM005940	ENSLOCP00000019526
SINCAM005941	ENSLOCP00000019528
SINCAM003078	ENSLOCP00000019529
SINCAM005942	ENSLOCP00000019530
SINCAM003750	ENSLOCP00000019531
SINCAM005943	ENSLOCP00000019532
SINCAM005944	ENSLOCP00000019535
SINCAM016418	ENSLOCP00000019537
SINCAM921092	ENSLOCP00000019539
SINCAM005945	ENSLOCP00000019540
SINCAM005946	ENSLOCP00000019541
SINCAM003690	ENSLOCP00000019542
SINCAM005927	ENSLOCP00000019545
SINCAM921093	ENSLOCP00000019547
SINCAM003689	ENSLOCP00000019548
SINCAM921179	ENSLOCP00000019552
SINCAM003716	ENSLOCP00000019554
SINCAM003081	ENSLOCP00000019555
SINCAM003113	ENSLOCP00000019557
SINCAM005841	ENSLOCP00000019559
SINCAM003114	ENSLOCP00000019560
SINCAM003115	ENSLOCP00000019562
SINCAM003717	ENSLOCP00000019563
SINCAM005843	ENSLOCP00000019564
SINCAM003116	ENSLOCP00000019565
SINCAM003718	ENSLOCP00000019568
SINCAM005844	ENSLOCP00000019569
SINCAM015614	ENSLOCP00000019571
SINCAM003443	ENSLOCP00000019572
SINCAM015965	ENSLOCP00000019573
SINCAM003444	ENSLOCP00000019574
SINCAM003445	ENSLOCP00000019576
SINCAM005517	ENSLOCP00000019577
SINCAM001459	ENSLOCP00000019578
SINCAM003446	ENSLOCP00000019579
SINCAM003734	ENSLOCP00000019580
SINCAM003447	ENSLOCP00000019582
SINCAM003735	ENSLOCP00000019583
SINCAM921665	ENSLOCP00000019584
SINCAM003448	ENSLOCP00000019585
SINCAM006043	ENSLOCP00000019586
SINCAM003586	ENSLOCP00000019587
SINCAM006044	ENSLOCP00000019588
SINCAM921193	ENSLOCP00000019589
SINCAM921022	ENSLOCP00000019591
SINCAM921194	ENSLOCP00000019592
SINCAM006021	ENSLOCP00000019593
SINCAM003744	ENSLOCP00000019596
SINCAM003508	ENSLOCP00000019597
SINCAM003740	ENSLOCP00000019600
SINCAM003873	ENSLOCP00000019601
SINCAM003509	ENSLOCP00000019602
SINCAM003872	ENSLOCP00000019603
SINCAM003510	ENSLOCP00000019605
SINCAM003871	ENSLOCP00000019606
SINCAM015616	ENSLOCP00000019608
SINCAM006020	ENSLOCP00000019609
SINCAM006019	ENSLOCP00000019610
SINCAM003511	ENSLOCP00000019614
SINCAM006018	ENSLOCP00000019615
SINCAM005825	ENSLOCP00000019616
SINCAM005824	ENSLOCP00000019617
SINCAM005826	ENSLOCP00000019618
SINCAM003512	ENSLOCP00000019620
SINCAM003739	ENSLOCP00000019621
SINCAM003513	ENSLOCP00000019622
SINCAM005827	ENSLOCP00000019623
SINCAM003914	ENSLOCP00000019624
SINCAM005829	ENSLOCP00000019627
SINCAM003916	ENSLOCP00000019628
SINCAM921358	ENSLOCP00000019631
SINCAM003514	ENSLOCP00000019632
SINCAM003515	ENSLOCP00000019634
SINCAM015615	ENSLOCP00000019635
SINCAM006147	ENSLOCP00000019636
SINCAM008368	ENSLOCP00000019637
SINCAM003577	ENSLOCP00000019639
SINCAM006138	ENSLOCP00000019640
SINCAM003472	ENSLOCP00000019642
SINCAM003913	ENSLOCP00000019645
SINCAM003912	ENSLOCP00000019647
SINCAM006140	ENSLOCP00000019648
SINCAM002822	ENSLOCP00000019649
SINCAM921057	ENSLOCP00000019651
SINCAM006141	ENSLOCP00000019652
SINCAM006142	ENSLOCP00000019653
SINCAM002821	ENSLOCP00000019655
SINCAM006143	ENSLOCP00000019656
SINCAM003910	ENSLOCP00000019657
SINCAM002831	ENSLOCP00000019658
SINCAM003909	ENSLOCP00000019659
SINCAM006144	ENSLOCP00000019660
SINCAM006146	ENSLOCP00000019664
SINCAM921038	ENSLOCP00000019665
SINCAM921037	ENSLOCP00000019666
SINCAM002837	ENSLOCP00000019667
SINCAM003777	ENSLOCP00000019669
SINCAM016287	ENSLOCP00000019671
SINCAM921199	ENSLOCP00000019672
SINCAM009722	ENSLOCP00000019674
SINCAM921198	ENSLOCP00000019675
SINCAM006124	ENSLOCP00000019676
SINCAM003774	ENSLOCP00000019677
SINCAM006123	ENSLOCP00000019678
SINCAM006122	ENSLOCP00000019681
SINCAM922451	ENSLOCP00000019682
SINCAM006120	ENSLOCP00000019683
SINCAM006119	ENSLOCP00000019684
SINCAM006116	ENSLOCP00000019685
SINCAM006117	ENSLOCP00000019687
SINCAM003772	ENSLOCP00000019688
SINCAM006115	ENSLOCP00000019691
SINCAM006113	ENSLOCP00000019693
SINCAM002845	ENSLOCP00000019694
SINCAM006114	ENSLOCP00000019697
SINCAM003771	ENSLOCP00000019698
SINCAM002842	ENSLOCP00000019700
SINCAM003767	ENSLOCP00000019702
SINCAM006112	ENSLOCP00000019703
SINCAM002841	ENSLOCP00000019704
SINCAM003766	ENSLOCP00000019705
SINCAM015427	ENSLOCP00000019706
SINCAM006111	ENSLOCP00000019707
SINCAM003765	ENSLOCP00000019708
SINCAM006110	ENSLOCP00000019709
SINCAM003764	ENSLOCP00000019710
SINCAM003648	ENSLOCP00000019712
SINCAM003647	ENSLOCP00000019717
SINCAM003646	ENSLOCP00000019720
SINCAM006108	ENSLOCP00000019721
SINCAM921196	ENSLOCP00000019723
SINCAM003763	ENSLOCP00000019724
SINCAM006107	ENSLOCP00000019725
SINCAM003762	ENSLOCP00000019726
SINCAM006104	ENSLOCP00000019729
SINCAM003761	ENSLOCP00000019730
SINCAM003696	ENSLOCP00000019731
SINCAM003760	ENSLOCP00000019732
SINCAM006102	ENSLOCP00000019733
SINCAM003759	ENSLOCP00000019734
SINCAM003757	ENSLOCP00000019737
SINCAM008160	ENSLOCP00000019739
SINCAM003756	ENSLOCP00000019741
SINCAM015429	ENSLOCP00000019742
SINCAM006100	ENSLOCP00000019743
SINCAM003755	ENSLOCP00000019744
SINCAM002838	ENSLOCP00000019746
SINCAM921050	ENSLOCP00000019747
SINCAM921737	ENSLOCP00000019748
SINCAM003682	ENSLOCP00000019749
SINCAM003780	ENSLOCP00000019752
SINCAM002847	ENSLOCP00000019753
SINCAM003779	ENSLOCP00000019757
SINCAM006080	ENSLOCP00000019758
SINCAM006079	ENSLOCP00000019759
SINCAM003878	ENSLOCP00000019760
SINCAM006078	ENSLOCP00000019761
SINCAM003778	ENSLOCP00000019762
SINCAM921030	ENSLOCP00000019764
SINCAM921206	ENSLOCP00000019765
SINCAM006077	ENSLOCP00000019767
SINCAM003793	ENSLOCP00000019770
SINCAM006074	ENSLOCP00000019771
SINCAM003877	ENSLOCP00000019772
SINCAM006073	ENSLOCP00000019775
SINCAM003794	ENSLOCP00000019778
SINCAM003876	ENSLOCP00000019780
SINCAM003795	ENSLOCP00000019781
SINCAM003875	ENSLOCP00000019783
SINCAM006072	ENSLOCP00000019784
SINCAM003874	ENSLOCP00000019788
SINCAM017041	ENSLOCP00000019789
SINCAM014961	ENSLOCP00000019791
SINCAM006070	ENSLOCP00000019792
SINCAM014263	ENSLOCP00000019794
SINCAM003797	ENSLOCP00000019796
SINCAM006069	ENSLOCP00000019800
SINCAM014297	ENSLOCP00000019801
SINCAM003798	ENSLOCP00000019803
SINCAM003799	ENSLOCP00000019804
SINCAM014298	ENSLOCP00000019805
SINCAM921029	ENSLOCP00000019808
SINCAM003800	ENSLOCP00000019809
SINCAM921028	ENSLOCP00000019810
SINCAM014262	ENSLOCP00000019811
SINCAM006067	ENSLOCP00000019813
SINCAM922800	ENSLOCP00000019814
SINCAM003802	ENSLOCP00000019815
SINCAM003803	ENSLOCP00000019817
SINCAM006066	ENSLOCP00000019818
SINCAM003804	ENSLOCP00000019820
SINCAM922821	ENSLOCP00000019821
SINCAM003805	ENSLOCP00000019822
SINCAM003806	ENSLOCP00000019823
SINCAM014335	ENSLOCP00000019824
SINCAM003807	ENSLOCP00000019827
SINCAM006065	ENSLOCP00000019830
SINCAM006064	ENSLOCP00000019832
SINCAM014321	ENSLOCP00000019833
SINCAM014325	ENSLOCP00000019834
SINCAM003808	ENSLOCP00000019835
SINCAM006061	ENSLOCP00000019836
SINCAM006060	ENSLOCP00000019838
SINCAM014324	ENSLOCP00000019839
SINCAM014322	ENSLOCP00000019842
SINCAM006057	ENSLOCP00000019843
SINCAM006055	ENSLOCP00000019845
SINCAM014326	ENSLOCP00000019846
SINCAM005997	ENSLOCP00000019851
SINCAM003809	ENSLOCP00000019852
SINCAM005949	ENSLOCP00000019855
SINCAM921162	ENSLOCP00000019862
SINCAM003810	ENSLOCP00000019863
SINCAM003812	ENSLOCP00000019864
SINCAM005972	ENSLOCP00000019865
SINCAM005971	ENSLOCP00000019866
SINCAM003814	ENSLOCP00000019867
SINCAM005970	ENSLOCP00000019869
SINCAM921161	ENSLOCP00000019871
SINCAM005968	ENSLOCP00000019873
SINCAM003815	ENSLOCP00000019874
SINCAM005911	ENSLOCP00000019876
SINCAM005907	ENSLOCP00000019877
SINCAM921000	ENSLOCP00000019878
SINCAM003816	ENSLOCP00000019879
SINCAM005586	ENSLOCP00000019880
SINCAM921207	ENSLOCP00000019881
SINCAM003567	ENSLOCP00000019882
SINCAM003817	ENSLOCP00000019883
SINCAM005588	ENSLOCP00000019884
SINCAM003818	ENSLOCP00000019886
SINCAM013328	ENSLOCP00000019887
SINCAM003819	ENSLOCP00000019889
SINCAM005590	ENSLOCP00000019890
SINCAM003679	ENSLOCP00000019891
SINCAM920949	ENSLOCP00000019892
SINCAM003566	ENSLOCP00000019893
SINCAM005591	ENSLOCP00000019895
SINCAM003565	ENSLOCP00000019896
SINCAM005592	ENSLOCP00000019897
SINCAM005782	ENSLOCP00000019898
SINCAM003564	ENSLOCP00000019899
SINCAM003676	ENSLOCP00000019900
SINCAM005780	ENSLOCP00000019903
SINCAM003674	ENSLOCP00000019904
SINCAM921166	ENSLOCP00000019905
SINCAM921165	ENSLOCP00000019909
SINCAM921164	ENSLOCP00000019910
SINCAM005778	ENSLOCP00000019911
SINCAM922920	ENSLOCP00000019912
SINCAM003673	ENSLOCP00000019914
SINCAM005785	ENSLOCP00000019916
SINCAM005786	ENSLOCP00000019917
