ENSGALP00000000002	SINCAM006085
ENSGALP00000040728	SINCAM001019
ENSGALP00000040730	SINCAM007467
ENSGALP00000040731	SINCAM011305
ENSGALP00000040733	SINCAM920529
ENSGALP00000040734	SINCAM009584
ENSGALP00000040735	SINCAM007447
ENSGALP00000040736	SINCAM008564
ENSGALP00000040737	SINCAM003181
ENSGALP00000040738	SINCAM003083
ENSGALP00000040741	SINCAM920642
ENSGALP00000040742	SINCAM013118
ENSGALP00000040745	SINCAM921972
ENSGALP00000040748	SINCAM920764
ENSGALP00000040749	SINCAM900030
ENSGALP00000040750	SINCAM006749
ENSGALP00000040753	SINCAM000034
ENSGALP00000040755	SINCAM000759
ENSGALP00000040758	SINCAM012624
ENSGALP00000040762	SINCAM006630
ENSGALP00000040765	SINCAM921169
ENSGALP00000040766	SINCAM011811
ENSGALP00000040768	SINCAM921099
ENSGALP00000040769	SINCAM005655
ENSGALP00000040770	SINCAM003838
ENSGALP00000040776	SINCAM014085
ENSGALP00000040780	SINCAM000898
ENSGALP00000040782	SINCAM014057
ENSGALP00000040783	SINCAM012946
ENSGALP00000040784	SINCAM000174
ENSGALP00000040785	SINCAM922533
ENSGALP00000040786	SINCAM013793
ENSGALP00000040790	SINCAM013301
ENSGALP00000040791	SINCAM015336
ENSGALP00000040792	SINCAM004987
ENSGALP00000040794	SINCAM004794
ENSGALP00000040798	SINCAM921981
ENSGALP00000040803	SINCAM007229
ENSGALP00000040805	SINCAM002875
ENSGALP00000040806	SINCAM921494
ENSGALP00000040810	SINCAM000086
ENSGALP00000040813	SINCAM014067
ENSGALP00000040814	SINCAM011170
ENSGALP00000040816	SINCAM003965
ENSGALP00000040818	SINCAM921988
ENSGALP00000040819	SINCAM005012
ENSGALP00000040823	SINCAM002583
ENSGALP00000040827	SINCAM014129
ENSGALP00000040830	SINCAM010306
ENSGALP00000040832	SINCAM009985
ENSGALP00000040833	SINCAM012621
ENSGALP00000040836	SINCAM003612
ENSGALP00000040837	SINCAM008806
ENSGALP00000040840	SINCAM003063
ENSGALP00000040842	SINCAM005013
ENSGALP00000040847	SINCAM921778
ENSGALP00000040848	SINCAM003258
ENSGALP00000040860	SINCAM004717
ENSGALP00000040862	SINCAM009024
ENSGALP00000040867	SINCAM012675
ENSGALP00000040868	SINCAM009729
ENSGALP00000040869	SINCAM900255
ENSGALP00000040872	SINCAM014114
ENSGALP00000040873	SINCAM006236
ENSGALP00000040875	SINCAM013655
ENSGALP00000040876	SINCAM012235
ENSGALP00000040877	SINCAM005662
ENSGALP00000040878	SINCAM011082
ENSGALP00000040880	SINCAM009449
ENSGALP00000040888	SINCAM008322
ENSGALP00000040889	SINCAM920548
ENSGALP00000040891	SINCAM014048
ENSGALP00000040892	SINCAM009903
ENSGALP00000040893	SINCAM005059
ENSGALP00000040895	SINCAM014807
ENSGALP00000040897	SINCAM006842
ENSGALP00000040900	SINCAM003467
ENSGALP00000040901	SINCAM015216
ENSGALP00000040906	SINCAM920777
ENSGALP00000040912	SINCAM922260
ENSGALP00000040914	SINCAM921483
ENSGALP00000040915	SINCAM000986
ENSGALP00000040916	SINCAM920578
ENSGALP00000040918	SINCAM009175
ENSGALP00000040921	SINCAM011833
ENSGALP00000040922	SINCAM922492
ENSGALP00000040925	SINCAM900151
ENSGALP00000040926	SINCAM012945
ENSGALP00000040927	SINCAM002384
ENSGALP00000040928	SINCAM920982
ENSGALP00000040930	SINCAM001371
ENSGALP00000040931	SINCAM001512
ENSGALP00000040933	SINCAM015052
ENSGALP00000040934	SINCAM004463
ENSGALP00000040936	SINCAM012378
ENSGALP00000040937	SINCAM002005
ENSGALP00000040938	SINCAM921205
ENSGALP00000040939	SINCAM008802
ENSGALP00000040940	SINCAM012844
ENSGALP00000040941	SINCAM004930
ENSGALP00000040947	SINCAM004600
ENSGALP00000040953	SINCAM010766
ENSGALP00000040954	SINCAM921603
ENSGALP00000040955	SINCAM013306
ENSGALP00000040956	SINCAM012931
ENSGALP00000040957	SINCAM006087
ENSGALP00000040958	SINCAM015191
ENSGALP00000040959	SINCAM009192
ENSGALP00000040960	SINCAM012366
ENSGALP00000040964	SINCAM013992
ENSGALP00000040967	SINCAM920703
ENSGALP00000040968	SINCAM006981
ENSGALP00000040969	SINCAM007007
ENSGALP00000040974	SINCAM014193
ENSGALP00000040975	SINCAM005166
ENSGALP00000040979	SINCAM001443
ENSGALP00000040980	SINCAM006395
ENSGALP00000040983	SINCAM900132
ENSGALP00000040986	SINCAM012722
ENSGALP00000040987	SINCAM007140
ENSGALP00000040988	SINCAM003248
ENSGALP00000040989	SINCAM007613
ENSGALP00000040991	SINCAM008241
ENSGALP00000040993	SINCAM009611
ENSGALP00000040997	SINCAM012959
ENSGALP00000040998	SINCAM010470
ENSGALP00000040999	SINCAM009606
ENSGALP00000041002	SINCAM014043
ENSGALP00000041003	SINCAM922687
ENSGALP00000041007	SINCAM014736
ENSGALP00000041009	SINCAM003188
ENSGALP00000041010	SINCAM016046
ENSGALP00000041013	SINCAM003870
ENSGALP00000041023	SINCAM004495
ENSGALP00000041024	SINCAM003903
ENSGALP00000041025	SINCAM002347
ENSGALP00000041026	SINCAM008963
ENSGALP00000041028	SINCAM004682
ENSGALP00000041030	SINCAM922086
ENSGALP00000041031	SINCAM922437
ENSGALP00000041034	SINCAM005737
ENSGALP00000041037	SINCAM010088
ENSGALP00000041039	SINCAM016154
ENSGALP00000041041	SINCAM005952
ENSGALP00000041043	SINCAM006168
ENSGALP00000041044	SINCAM012793
ENSGALP00000041045	SINCAM006482
ENSGALP00000041046	SINCAM922826
ENSGALP00000041048	SINCAM012588
ENSGALP00000041050	SINCAM921947
ENSGALP00000041051	SINCAM000858
ENSGALP00000041053	SINCAM006926
ENSGALP00000041054	SINCAM013115
ENSGALP00000041055	SINCAM921371
ENSGALP00000041057	SINCAM922358
ENSGALP00000041058	SINCAM009886
ENSGALP00000041061	SINCAM000589
ENSGALP00000041062	SINCAM001357
ENSGALP00000041067	SINCAM014801
ENSGALP00000041068	SINCAM001125
ENSGALP00000041070	SINCAM008692
ENSGALP00000041071	SINCAM001644
ENSGALP00000041072	SINCAM000365
ENSGALP00000041073	SINCAM005821
ENSGALP00000041075	SINCAM009887
ENSGALP00000041077	SINCAM002999
ENSGALP00000041079	SINCAM001303
ENSGALP00000041080	SINCAM002382
ENSGALP00000041083	SINCAM013624
ENSGALP00000041085	SINCAM005644
ENSGALP00000041086	SINCAM005884
ENSGALP00000041087	SINCAM921102
ENSGALP00000041090	SINCAM003399
ENSGALP00000041097	SINCAM920675
ENSGALP00000041098	SINCAM009311
ENSGALP00000041099	SINCAM001002
ENSGALP00000041101	SINCAM014224
ENSGALP00000041104	SINCAM004020
ENSGALP00000041106	SINCAM003256
ENSGALP00000041107	SINCAM013172
ENSGALP00000041108	SINCAM002185
ENSGALP00000041110	SINCAM013718
ENSGALP00000041111	SINCAM012736
ENSGALP00000041112	SINCAM012097
ENSGALP00000041113	SINCAM007116
ENSGALP00000041117	SINCAM004738
ENSGALP00000041118	SINCAM009295
ENSGALP00000041119	SINCAM900233
ENSGALP00000041120	SINCAM002133
ENSGALP00000041124	SINCAM001885
ENSGALP00000041126	SINCAM006323
ENSGALP00000041129	SINCAM900192
ENSGALP00000041132	SINCAM015544
ENSGALP00000041133	SINCAM009992
ENSGALP00000041134	SINCAM013181
ENSGALP00000041135	SINCAM922434
ENSGALP00000041136	SINCAM922021
ENSGALP00000041139	SINCAM005263
ENSGALP00000041141	SINCAM013970
ENSGALP00000041143	SINCAM001302
ENSGALP00000041146	SINCAM001820
ENSGALP00000041148	SINCAM002586
ENSGALP00000041152	SINCAM921564
ENSGALP00000041155	SINCAM000148
ENSGALP00000041156	SINCAM005516
ENSGALP00000041157	SINCAM010317
ENSGALP00000041160	SINCAM007283
ENSGALP00000041161	SINCAM002884
ENSGALP00000041166	SINCAM013446
ENSGALP00000041170	SINCAM922394
ENSGALP00000041172	SINCAM002336
ENSGALP00000041175	SINCAM010784
ENSGALP00000041179	SINCAM009929
ENSGALP00000041180	SINCAM013684
ENSGALP00000041184	SINCAM006999
ENSGALP00000041185	SINCAM009479
ENSGALP00000041186	SINCAM013046
ENSGALP00000041187	SINCAM922382
ENSGALP00000041188	SINCAM017101
ENSGALP00000041189	SINCAM014027
ENSGALP00000041190	SINCAM013155
ENSGALP00000041193	SINCAM014400
ENSGALP00000041195	SINCAM001096
ENSGALP00000041199	SINCAM014836
ENSGALP00000041200	SINCAM010409
ENSGALP00000041202	SINCAM016675
ENSGALP00000041204	SINCAM003433
ENSGALP00000041205	SINCAM009205
ENSGALP00000041207	SINCAM003661
ENSGALP00000041208	SINCAM011593
ENSGALP00000041209	SINCAM013786
ENSGALP00000041210	SINCAM012371
ENSGALP00000041213	SINCAM921924
ENSGALP00000041214	SINCAM921005
ENSGALP00000041215	SINCAM920747
ENSGALP00000041217	SINCAM009315
ENSGALP00000041218	SINCAM013316
ENSGALP00000041219	SINCAM009674
ENSGALP00000041223	SINCAM001489
ENSGALP00000041224	SINCAM922439
ENSGALP00000041225	SINCAM011665
ENSGALP00000041227	SINCAM922483
ENSGALP00000041228	SINCAM012575
ENSGALP00000041229	SINCAM922045
ENSGALP00000041230	SINCAM005939
ENSGALP00000041232	SINCAM920809
ENSGALP00000041233	SINCAM003462
ENSGALP00000041235	SINCAM008851
ENSGALP00000041236	SINCAM920739
ENSGALP00000041240	SINCAM920682
ENSGALP00000041243	SINCAM920632
ENSGALP00000041245	SINCAM011675
ENSGALP00000041246	SINCAM013709
ENSGALP00000041251	SINCAM013061
ENSGALP00000041252	SINCAM011355
ENSGALP00000041254	SINCAM010467
ENSGALP00000041256	SINCAM008551
ENSGALP00000041259	SINCAM001736
ENSGALP00000041260	SINCAM922334
ENSGALP00000041266	SINCAM003098
ENSGALP00000041268	SINCAM004407
ENSGALP00000041270	SINCAM001899
ENSGALP00000041275	SINCAM005933
ENSGALP00000041279	SINCAM007169
ENSGALP00000041285	SINCAM922915
ENSGALP00000041288	SINCAM012933
ENSGALP00000041292	SINCAM004629
ENSGALP00000041294	SINCAM922602
ENSGALP00000041295	SINCAM009064
ENSGALP00000041297	SINCAM002783
ENSGALP00000041300	SINCAM923094
ENSGALP00000041304	SINCAM010601
ENSGALP00000041307	SINCAM922585
ENSGALP00000041309	SINCAM001744
ENSGALP00000041310	SINCAM006430
ENSGALP00000041317	SINCAM007666
ENSGALP00000041319	SINCAM001976
ENSGALP00000041320	SINCAM005649
ENSGALP00000041324	SINCAM010339
ENSGALP00000041325	SINCAM010258
ENSGALP00000041327	SINCAM005502
ENSGALP00000041329	SINCAM921777
ENSGALP00000041330	SINCAM006793
ENSGALP00000041331	SINCAM003869
ENSGALP00000041332	SINCAM921090
ENSGALP00000041335	SINCAM001741
ENSGALP00000041340	SINCAM015219
ENSGALP00000041343	SINCAM012507
ENSGALP00000041347	SINCAM921982
ENSGALP00000041351	SINCAM004056
ENSGALP00000041354	SINCAM921863
ENSGALP00000041356	SINCAM013293
ENSGALP00000041357	SINCAM922517
ENSGALP00000041358	SINCAM006022
ENSGALP00000041360	SINCAM004954
ENSGALP00000041362	SINCAM003311
ENSGALP00000041366	SINCAM016150
ENSGALP00000041373	SINCAM920506
ENSGALP00000041374	SINCAM000560
ENSGALP00000041377	SINCAM013274
ENSGALP00000041378	SINCAM922139
ENSGALP00000041379	SINCAM001236
ENSGALP00000041380	SINCAM920844
ENSGALP00000041385	SINCAM013292
ENSGALP00000041387	SINCAM003460
ENSGALP00000041389	SINCAM012136
ENSGALP00000041391	SINCAM004945
ENSGALP00000041394	SINCAM001714
ENSGALP00000041396	SINCAM007516
ENSGALP00000041397	SINCAM921846
ENSGALP00000041399	SINCAM005398
ENSGALP00000041400	SINCAM001952
ENSGALP00000041402	SINCAM920895
ENSGALP00000041403	SINCAM002424
ENSGALP00000041404	SINCAM009843
ENSGALP00000041406	SINCAM012928
ENSGALP00000041409	SINCAM002230
ENSGALP00000041413	SINCAM011100
ENSGALP00000041417	SINCAM008308
ENSGALP00000041418	SINCAM012495
ENSGALP00000041419	SINCAM013484
ENSGALP00000041421	SINCAM009012
ENSGALP00000041423	SINCAM922144
ENSGALP00000041424	SINCAM922775
ENSGALP00000041427	SINCAM006831
ENSGALP00000041429	SINCAM000577
ENSGALP00000041432	SINCAM000027
ENSGALP00000041434	SINCAM002500
ENSGALP00000041435	SINCAM012974
ENSGALP00000041438	SINCAM922945
ENSGALP00000041443	SINCAM002711
ENSGALP00000041444	SINCAM003469
ENSGALP00000041446	SINCAM013598
ENSGALP00000041448	SINCAM005959
ENSGALP00000041453	SINCAM921429
ENSGALP00000041454	SINCAM923119
ENSGALP00000041455	SINCAM011109
ENSGALP00000041459	SINCAM001184
ENSGALP00000041463	SINCAM006331
ENSGALP00000041470	SINCAM013070
ENSGALP00000041477	SINCAM010311
ENSGALP00000041478	SINCAM011863
ENSGALP00000041479	SINCAM014864
ENSGALP00000041481	SINCAM922350
ENSGALP00000041483	SINCAM003980
ENSGALP00000041489	SINCAM002087
ENSGALP00000041491	SINCAM015528
ENSGALP00000041494	SINCAM010762
ENSGALP00000041501	SINCAM920590
ENSGALP00000041503	SINCAM900177
ENSGALP00000041505	SINCAM007222
ENSGALP00000041506	SINCAM922568
ENSGALP00000041507	SINCAM013673
ENSGALP00000041508	SINCAM012693
ENSGALP00000041511	SINCAM014792
ENSGALP00000041513	SINCAM010724
ENSGALP00000041514	SINCAM005224
ENSGALP00000041515	SINCAM005816
ENSGALP00000041516	SINCAM007958
ENSGALP00000041519	SINCAM013751
ENSGALP00000041526	SINCAM015190
ENSGALP00000041527	SINCAM922458
ENSGALP00000041529	SINCAM004825
ENSGALP00000041532	SINCAM010436
ENSGALP00000041533	SINCAM016467
ENSGALP00000041535	SINCAM001980
ENSGALP00000041537	SINCAM008531
ENSGALP00000041541	SINCAM012381
ENSGALP00000041542	SINCAM001829
ENSGALP00000041545	SINCAM010508
ENSGALP00000041546	SINCAM000999
ENSGALP00000041549	SINCAM001459
ENSGALP00000041550	SINCAM012627
ENSGALP00000041556	SINCAM000418
ENSGALP00000041559	SINCAM010444
ENSGALP00000041561	SINCAM012461
ENSGALP00000041562	SINCAM920928
ENSGALP00000041564	SINCAM922963
ENSGALP00000041565	SINCAM006631
ENSGALP00000041567	SINCAM004047
ENSGALP00000041570	SINCAM012105
ENSGALP00000041575	SINCAM006422
ENSGALP00000041576	SINCAM921133
ENSGALP00000041577	SINCAM015562
ENSGALP00000041578	SINCAM008796
ENSGALP00000041579	SINCAM001278
ENSGALP00000041581	SINCAM921381
ENSGALP00000041586	SINCAM001737
ENSGALP00000041590	SINCAM008970
ENSGALP00000041591	SINCAM002940
ENSGALP00000041595	SINCAM920436
ENSGALP00000041598	SINCAM000571
ENSGALP00000041603	SINCAM011073
ENSGALP00000041604	SINCAM003625
ENSGALP00000041605	SINCAM920940
ENSGALP00000041606	SINCAM000209
ENSGALP00000041609	SINCAM014252
ENSGALP00000041611	SINCAM001129
ENSGALP00000041612	SINCAM009407
ENSGALP00000041614	SINCAM921032
ENSGALP00000041615	SINCAM920568
ENSGALP00000041616	SINCAM005018
ENSGALP00000041620	SINCAM009526
ENSGALP00000041621	SINCAM001393
ENSGALP00000041622	SINCAM003299
ENSGALP00000041626	SINCAM014261
ENSGALP00000041628	SINCAM011660
ENSGALP00000041630	SINCAM012604
ENSGALP00000041632	SINCAM001012
ENSGALP00000041633	SINCAM922704
ENSGALP00000041639	SINCAM015605
ENSGALP00000041640	SINCAM017840
ENSGALP00000041642	SINCAM006822
ENSGALP00000041643	SINCAM003079
ENSGALP00000041644	SINCAM009190
ENSGALP00000041645	SINCAM009560
ENSGALP00000041646	SINCAM011251
ENSGALP00000041647	SINCAM015432
ENSGALP00000041648	SINCAM002705
ENSGALP00000041650	SINCAM003720
ENSGALP00000041653	SINCAM006310
ENSGALP00000041657	SINCAM922428
ENSGALP00000041658	SINCAM920907
ENSGALP00000041666	SINCAM922588
ENSGALP00000041671	SINCAM009828
ENSGALP00000041673	SINCAM007904
ENSGALP00000041679	SINCAM921551
ENSGALP00000041680	SINCAM005020
ENSGALP00000041681	SINCAM002851
ENSGALP00000041684	SINCAM000443
ENSGALP00000041690	SINCAM014406
ENSGALP00000041693	SINCAM921671
ENSGALP00000041694	SINCAM008842
ENSGALP00000041695	SINCAM013435
ENSGALP00000041701	SINCAM005143
ENSGALP00000041702	SINCAM003871
ENSGALP00000041707	SINCAM007582
ENSGALP00000041710	SINCAM014896
ENSGALP00000041711	SINCAM920479
ENSGALP00000041714	SINCAM002712
ENSGALP00000041715	SINCAM010679
ENSGALP00000041717	SINCAM005108
ENSGALP00000041720	SINCAM921450
ENSGALP00000041721	SINCAM006716
ENSGALP00000041722	SINCAM015165
ENSGALP00000041724	SINCAM013224
ENSGALP00000041728	SINCAM003123
ENSGALP00000041731	SINCAM005782
ENSGALP00000041732	SINCAM921420
ENSGALP00000041733	SINCAM014098
ENSGALP00000041734	SINCAM013218
ENSGALP00000041735	SINCAM005347
ENSGALP00000041736	SINCAM922363
ENSGALP00000041738	SINCAM000159
ENSGALP00000041743	SINCAM002592
ENSGALP00000041744	SINCAM005135
ENSGALP00000041745	SINCAM001344
ENSGALP00000041747	SINCAM002766
ENSGALP00000041749	SINCAM012558
ENSGALP00000041750	SINCAM001615
ENSGALP00000041753	SINCAM007978
ENSGALP00000041755	SINCAM014104
ENSGALP00000041756	SINCAM013683
ENSGALP00000041758	SINCAM000780
ENSGALP00000041760	SINCAM011890
ENSGALP00000041761	SINCAM014248
ENSGALP00000041763	SINCAM005304
ENSGALP00000041768	SINCAM009076
ENSGALP00000041770	SINCAM007268
ENSGALP00000041771	SINCAM004564
ENSGALP00000041772	SINCAM016682
ENSGALP00000041773	SINCAM013312
ENSGALP00000041777	SINCAM005724
ENSGALP00000041778	SINCAM922227
ENSGALP00000041780	SINCAM007047
ENSGALP00000041782	SINCAM004799
ENSGALP00000041783	SINCAM922574
ENSGALP00000041784	SINCAM003109
ENSGALP00000041785	SINCAM013839
ENSGALP00000041786	SINCAM013808
ENSGALP00000041787	SINCAM000926
ENSGALP00000041788	SINCAM921527
ENSGALP00000041790	SINCAM012712
ENSGALP00000041792	SINCAM005569
ENSGALP00000041794	SINCAM002529
ENSGALP00000041795	SINCAM007159
ENSGALP00000041798	SINCAM003139
ENSGALP00000041799	SINCAM001267
ENSGALP00000041804	SINCAM004670
ENSGALP00000041805	SINCAM014675
ENSGALP00000041806	SINCAM011075
ENSGALP00000041807	SINCAM922147
ENSGALP00000041809	SINCAM005017
ENSGALP00000041810	SINCAM010270
ENSGALP00000041812	SINCAM004772
ENSGALP00000041814	SINCAM921877
ENSGALP00000041816	SINCAM009476
ENSGALP00000041817	SINCAM922729
ENSGALP00000041819	SINCAM010715
ENSGALP00000041822	SINCAM921756
ENSGALP00000041823	SINCAM921500
ENSGALP00000041824	SINCAM008387
ENSGALP00000041826	SINCAM001439
ENSGALP00000041827	SINCAM009524
ENSGALP00000041828	SINCAM001174
ENSGALP00000041829	SINCAM921301
ENSGALP00000041832	SINCAM011976
ENSGALP00000041833	SINCAM921243
ENSGALP00000041834	SINCAM009048
ENSGALP00000041836	SINCAM016134
ENSGALP00000041837	SINCAM005597
ENSGALP00000041841	SINCAM921774
ENSGALP00000041842	SINCAM015114
ENSGALP00000041843	SINCAM005822
ENSGALP00000041845	SINCAM000874
ENSGALP00000041847	SINCAM921675
ENSGALP00000041849	SINCAM922569
ENSGALP00000041850	SINCAM011542
ENSGALP00000041851	SINCAM921854
ENSGALP00000041853	SINCAM002754
ENSGALP00000041854	SINCAM007452
ENSGALP00000041855	SINCAM013633
ENSGALP00000041857	SINCAM006566
ENSGALP00000041858	SINCAM000638
ENSGALP00000041860	SINCAM001989
ENSGALP00000041861	SINCAM008261
ENSGALP00000041862	SINCAM900206
ENSGALP00000041864	SINCAM922136
ENSGALP00000041866	SINCAM012796
ENSGALP00000041867	SINCAM005580
ENSGALP00000041869	SINCAM013897
ENSGALP00000041876	SINCAM008545
ENSGALP00000041877	SINCAM000788
ENSGALP00000041879	SINCAM007641
ENSGALP00000041880	SINCAM011278
ENSGALP00000041881	SINCAM920602
ENSGALP00000041885	SINCAM008157
ENSGALP00000041886	SINCAM010499
ENSGALP00000041887	SINCAM012782
ENSGALP00000041889	SINCAM014779
ENSGALP00000041892	SINCAM003555
ENSGALP00000041894	SINCAM007674
ENSGALP00000041896	SINCAM001086
ENSGALP00000041897	SINCAM000097
ENSGALP00000041898	SINCAM012884
ENSGALP00000041899	SINCAM013438
ENSGALP00000041900	SINCAM004197
ENSGALP00000041901	SINCAM001806
ENSGALP00000041903	SINCAM013315
ENSGALP00000041905	SINCAM921973
ENSGALP00000041907	SINCAM014312
ENSGALP00000041910	SINCAM002654
ENSGALP00000041912	SINCAM009719
ENSGALP00000041915	SINCAM012084
ENSGALP00000041918	SINCAM002189
ENSGALP00000041920	SINCAM012300
ENSGALP00000041925	SINCAM900140
ENSGALP00000041926	SINCAM012522
ENSGALP00000041927	SINCAM014064
ENSGALP00000041928	SINCAM003572
ENSGALP00000041933	SINCAM010117
ENSGALP00000041934	SINCAM921991
ENSGALP00000041940	SINCAM012889
ENSGALP00000041942	SINCAM007498
ENSGALP00000041944	SINCAM014465
ENSGALP00000041945	SINCAM007092
ENSGALP00000041946	SINCAM005817
ENSGALP00000041949	SINCAM007913
ENSGALP00000041953	SINCAM014526
ENSGALP00000041954	SINCAM012531
ENSGALP00000041959	SINCAM921565
ENSGALP00000041960	SINCAM002090
ENSGALP00000041961	SINCAM000834
ENSGALP00000041962	SINCAM000075
ENSGALP00000041965	SINCAM001636
ENSGALP00000041966	SINCAM000556
ENSGALP00000041968	SINCAM009888
ENSGALP00000041973	SINCAM014083
ENSGALP00000041974	SINCAM921629
ENSGALP00000041979	SINCAM005339
ENSGALP00000041980	SINCAM005899
ENSGALP00000041982	SINCAM005970
ENSGALP00000041984	SINCAM010434
ENSGALP00000041986	SINCAM005495
ENSGALP00000041987	SINCAM010851
ENSGALP00000041988	SINCAM015470
ENSGALP00000041989	SINCAM920978
ENSGALP00000041990	SINCAM013553
ENSGALP00000041991	SINCAM001300
ENSGALP00000041992	SINCAM012463
ENSGALP00000041993	SINCAM004832
ENSGALP00000041995	SINCAM013985
ENSGALP00000041996	SINCAM008659
ENSGALP00000041999	SINCAM002058
ENSGALP00000042001	SINCAM922609
ENSGALP00000042002	SINCAM005613
ENSGALP00000042003	SINCAM001970
ENSGALP00000042005	SINCAM001346
ENSGALP00000042007	SINCAM011118
ENSGALP00000042010	SINCAM920494
ENSGALP00000042012	SINCAM009097
ENSGALP00000042014	SINCAM006354
ENSGALP00000042023	SINCAM000422
ENSGALP00000042026	SINCAM004540
ENSGALP00000042027	SINCAM011747
ENSGALP00000042029	SINCAM920585
ENSGALP00000042030	SINCAM017346
ENSGALP00000042032	SINCAM920924
ENSGALP00000042033	SINCAM922424
ENSGALP00000042034	SINCAM014124
ENSGALP00000042035	SINCAM003678
ENSGALP00000042036	SINCAM007959
ENSGALP00000042039	SINCAM010667
ENSGALP00000042043	SINCAM009223
ENSGALP00000042047	SINCAM001931
ENSGALP00000042049	SINCAM001248
ENSGALP00000042050	SINCAM012745
ENSGALP00000042051	SINCAM000521
ENSGALP00000042052	SINCAM900183
ENSGALP00000042054	SINCAM920637
ENSGALP00000042057	SINCAM012144
ENSGALP00000042058	SINCAM006612
ENSGALP00000042060	SINCAM922283
ENSGALP00000042062	SINCAM005519
ENSGALP00000042064	SINCAM004549
ENSGALP00000042067	SINCAM001937
ENSGALP00000042073	SINCAM008478
ENSGALP00000042074	SINCAM922633
ENSGALP00000042075	SINCAM012255
ENSGALP00000042076	SINCAM920638
ENSGALP00000042077	SINCAM013064
ENSGALP00000042078	SINCAM007948
ENSGALP00000042079	SINCAM015363
ENSGALP00000042080	SINCAM921876
ENSGALP00000042082	SINCAM007983
ENSGALP00000042083	SINCAM010108
ENSGALP00000042085	SINCAM010449
ENSGALP00000042088	SINCAM014549
ENSGALP00000042091	SINCAM009535
ENSGALP00000042092	SINCAM922261
ENSGALP00000042094	SINCAM007935
ENSGALP00000042096	SINCAM005614
ENSGALP00000042097	SINCAM921100
ENSGALP00000042100	SINCAM001824
ENSGALP00000042102	SINCAM921173
ENSGALP00000042103	SINCAM000447
ENSGALP00000042105	SINCAM922780
ENSGALP00000042109	SINCAM920522
ENSGALP00000042110	SINCAM014227
ENSGALP00000042112	SINCAM007771
ENSGALP00000042116	SINCAM000316
ENSGALP00000042118	SINCAM012866
ENSGALP00000042126	SINCAM921580
ENSGALP00000042133	SINCAM003087
ENSGALP00000042134	SINCAM007122
ENSGALP00000042135	SINCAM000512
ENSGALP00000042136	SINCAM011664
ENSGALP00000042138	SINCAM007880
ENSGALP00000042139	SINCAM922413
ENSGALP00000042146	SINCAM005357
ENSGALP00000042148	SINCAM008847
ENSGALP00000042150	SINCAM012633
ENSGALP00000042151	SINCAM015123
ENSGALP00000042152	SINCAM005951
ENSGALP00000042153	SINCAM008544
ENSGALP00000042156	SINCAM009631
ENSGALP00000042157	SINCAM014250
ENSGALP00000042158	SINCAM011400
ENSGALP00000042159	SINCAM007899
ENSGALP00000042160	SINCAM014889
ENSGALP00000042161	SINCAM004461
ENSGALP00000042162	SINCAM016111
ENSGALP00000042163	SINCAM012200
