ENSACAP00000000005	SINCAM006024
ENSACAP00000018495	SINCAM007213
ENSACAP00000018503	SINCAM008640
ENSACAP00000018510	SINCAM920662
ENSACAP00000018516	SINCAM004628
ENSACAP00000018519	SINCAM006814
ENSACAP00000018522	SINCAM010908
ENSACAP00000018526	SINCAM010899
ENSACAP00000018531	SINCAM003647
ENSACAP00000018540	SINCAM006241
ENSACAP00000018542	SINCAM010584
ENSACAP00000018544	SINCAM920533
ENSACAP00000018552	SINCAM012769
ENSACAP00000018554	SINCAM000962
ENSACAP00000018562	SINCAM007146
ENSACAP00000018571	SINCAM000441
ENSACAP00000018575	SINCAM008432
ENSACAP00000018579	SINCAM008389
ENSACAP00000018582	SINCAM014732
ENSACAP00000018587	SINCAM920599
ENSACAP00000018599	SINCAM007511
ENSACAP00000018600	SINCAM921409
ENSACAP00000018603	SINCAM922535
ENSACAP00000018607	SINCAM008993
ENSACAP00000018616	SINCAM002796
ENSACAP00000018618	SINCAM006865
ENSACAP00000018620	SINCAM010137
ENSACAP00000018624	SINCAM002351
ENSACAP00000018634	SINCAM007798
ENSACAP00000018638	SINCAM011940
ENSACAP00000018646	SINCAM921802
ENSACAP00000018648	SINCAM000560
ENSACAP00000018653	SINCAM922070
ENSACAP00000018659	SINCAM009861
ENSACAP00000018671	SINCAM013796
ENSACAP00000018676	SINCAM014522
ENSACAP00000018682	SINCAM006988
ENSACAP00000018694	SINCAM921503
ENSACAP00000018700	SINCAM008383
ENSACAP00000018706	SINCAM001284
ENSACAP00000018709	SINCAM012922
ENSACAP00000018711	SINCAM008711
ENSACAP00000018716	SINCAM002603
ENSACAP00000018717	SINCAM003079
ENSACAP00000018719	SINCAM000661
ENSACAP00000018729	SINCAM012710
ENSACAP00000018733	SINCAM920480
ENSACAP00000018737	SINCAM015995
ENSACAP00000018742	SINCAM922945
ENSACAP00000018743	SINCAM923145
ENSACAP00000018754	SINCAM922281
ENSACAP00000018756	SINCAM015199
ENSACAP00000018764	SINCAM005588
ENSACAP00000018769	SINCAM922794
ENSACAP00000018770	SINCAM003236
ENSACAP00000018772	SINCAM005755
ENSACAP00000018773	SINCAM008560
ENSACAP00000018784	SINCAM011113
ENSACAP00000018788	SINCAM013155
ENSACAP00000018806	SINCAM922980
ENSACAP00000018807	SINCAM002559
ENSACAP00000018808	SINCAM006765
ENSACAP00000018810	SINCAM013944
ENSACAP00000018816	SINCAM003101
ENSACAP00000018820	SINCAM011118
ENSACAP00000018825	SINCAM921903
ENSACAP00000018830	SINCAM009069
ENSACAP00000018833	SINCAM003750
ENSACAP00000018834	SINCAM003764
ENSACAP00000018838	SINCAM020422
ENSACAP00000018853	SINCAM011289
ENSACAP00000018875	SINCAM923010
ENSACAP00000018880	SINCAM015667
ENSACAP00000018889	SINCAM009320
ENSACAP00000018894	SINCAM006927
ENSACAP00000018895	SINCAM900254
ENSACAP00000018897	SINCAM000827
ENSACAP00000018902	SINCAM012354
ENSACAP00000018905	SINCAM011364
ENSACAP00000018906	SINCAM921325
ENSACAP00000018909	SINCAM900108
ENSACAP00000018911	SINCAM009898
ENSACAP00000018928	SINCAM013819
ENSACAP00000018929	SINCAM008502
ENSACAP00000018937	SINCAM016360
ENSACAP00000018943	SINCAM007230
ENSACAP00000018945	SINCAM008983
ENSACAP00000018948	SINCAM006392
ENSACAP00000018952	SINCAM003155
ENSACAP00000018954	SINCAM002095
ENSACAP00000018974	SINCAM000116
ENSACAP00000018979	SINCAM006713
ENSACAP00000018980	SINCAM922031
ENSACAP00000018986	SINCAM013818
ENSACAP00000018994	SINCAM920546
ENSACAP00000018999	SINCAM012442
ENSACAP00000019004	SINCAM922979
ENSACAP00000019006	SINCAM000608
ENSACAP00000019007	SINCAM013226
ENSACAP00000019010	SINCAM015690
ENSACAP00000019020	SINCAM010255
ENSACAP00000019022	SINCAM921136
ENSACAP00000019029	SINCAM017734
ENSACAP00000019030	SINCAM003275
ENSACAP00000019037	SINCAM900142
ENSACAP00000019046	SINCAM921906
ENSACAP00000019049	SINCAM013926
ENSACAP00000019058	SINCAM922719
ENSACAP00000019060	SINCAM014073
ENSACAP00000019061	SINCAM012599
ENSACAP00000019072	SINCAM011732
ENSACAP00000019077	SINCAM922716
ENSACAP00000019085	SINCAM004866
ENSACAP00000019093	SINCAM921623
ENSACAP00000019096	SINCAM000859
ENSACAP00000019104	SINCAM003604
ENSACAP00000019106	SINCAM009951
ENSACAP00000019114	SINCAM006092
ENSACAP00000019128	SINCAM011976
ENSACAP00000019131	SINCAM003342
ENSACAP00000019132	SINCAM002062
ENSACAP00000019136	SINCAM921031
ENSACAP00000019146	SINCAM002195
ENSACAP00000019151	SINCAM002720
ENSACAP00000019157	SINCAM015056
ENSACAP00000019163	SINCAM015520
ENSACAP00000019166	SINCAM013824
ENSACAP00000019169	SINCAM013972
ENSACAP00000019172	SINCAM000707
ENSACAP00000019177	SINCAM016042
ENSACAP00000019179	SINCAM920899
ENSACAP00000019180	SINCAM004790
ENSACAP00000019181	SINCAM016104
ENSACAP00000019182	SINCAM006741
ENSACAP00000019185	SINCAM003392
ENSACAP00000019188	SINCAM013272
ENSACAP00000019189	SINCAM001568
ENSACAP00000019193	SINCAM922917
ENSACAP00000019201	SINCAM011872
ENSACAP00000019207	SINCAM012958
ENSACAP00000019211	SINCAM009238
ENSACAP00000019214	SINCAM004627
ENSACAP00000019218	SINCAM012676
ENSACAP00000019224	SINCAM016123
ENSACAP00000019226	SINCAM921095
ENSACAP00000019228	SINCAM000516
ENSACAP00000019234	SINCAM017807
ENSACAP00000019238	SINCAM002261
ENSACAP00000019240	SINCAM005746
ENSACAP00000019244	SINCAM922722
ENSACAP00000019247	SINCAM009299
ENSACAP00000019250	SINCAM001571
ENSACAP00000019251	SINCAM017782
ENSACAP00000019255	SINCAM004454
ENSACAP00000019257	SINCAM001042
ENSACAP00000019258	SINCAM921676
ENSACAP00000019260	SINCAM016738
ENSACAP00000019267	SINCAM004929
ENSACAP00000019274	SINCAM002612
ENSACAP00000019276	SINCAM015359
ENSACAP00000019277	SINCAM005355
ENSACAP00000019279	SINCAM011365
ENSACAP00000019287	SINCAM013757
ENSACAP00000019288	SINCAM003926
ENSACAP00000019289	SINCAM002954
ENSACAP00000019293	SINCAM005773
ENSACAP00000019294	SINCAM008029
ENSACAP00000019298	SINCAM009191
ENSACAP00000019299	SINCAM922610
ENSACAP00000019300	SINCAM013645
ENSACAP00000019304	SINCAM921083
ENSACAP00000019308	SINCAM920773
ENSACAP00000019310	SINCAM001133
ENSACAP00000019315	SINCAM012747
ENSACAP00000019326	SINCAM015148
ENSACAP00000019339	SINCAM003366
ENSACAP00000019346	SINCAM920841
ENSACAP00000019354	SINCAM013003
ENSACAP00000019355	SINCAM005903
ENSACAP00000019356	SINCAM007222
ENSACAP00000019366	SINCAM010170
ENSACAP00000019369	SINCAM923094
ENSACAP00000019370	SINCAM010630
ENSACAP00000019379	SINCAM920602
ENSACAP00000019384	SINCAM000653
ENSACAP00000019387	SINCAM003561
ENSACAP00000019395	SINCAM002009
ENSACAP00000019400	SINCAM009854
ENSACAP00000019402	SINCAM006528
ENSACAP00000019414	SINCAM922755
ENSACAP00000019423	SINCAM012423
ENSACAP00000019433	SINCAM013602
ENSACAP00000019437	SINCAM000027
ENSACAP00000019438	SINCAM921999
ENSACAP00000019439	SINCAM922396
ENSACAP00000019441	SINCAM004320
ENSACAP00000019445	SINCAM005200
ENSACAP00000019463	SINCAM005478
ENSACAP00000019467	SINCAM010580
ENSACAP00000019472	SINCAM014980
ENSACAP00000019476	SINCAM007524
ENSACAP00000019482	SINCAM007903
ENSACAP00000019484	SINCAM015612
ENSACAP00000019488	SINCAM004045
ENSACAP00000019490	SINCAM009250
ENSACAP00000019498	SINCAM009348
ENSACAP00000019501	SINCAM014601
ENSACAP00000019506	SINCAM003734
ENSACAP00000019507	SINCAM008311
ENSACAP00000019511	SINCAM920438
ENSACAP00000019512	SINCAM000860
ENSACAP00000019518	SINCAM004225
ENSACAP00000019524	SINCAM007008
ENSACAP00000019525	SINCAM008864
ENSACAP00000019536	SINCAM922185
ENSACAP00000019544	SINCAM008030
ENSACAP00000019554	SINCAM005143
ENSACAP00000019572	SINCAM920885
ENSACAP00000019574	SINCAM013798
ENSACAP00000019580	SINCAM001579
ENSACAP00000019585	SINCAM921950
ENSACAP00000019597	SINCAM003052
ENSACAP00000019599	SINCAM900076
ENSACAP00000019600	SINCAM017278
ENSACAP00000019602	SINCAM013361
ENSACAP00000019604	SINCAM016595
ENSACAP00000019608	SINCAM922562
ENSACAP00000019610	SINCAM010099
ENSACAP00000019613	SINCAM013304
ENSACAP00000019615	SINCAM001585
ENSACAP00000019618	SINCAM012160
ENSACAP00000019620	SINCAM001803
ENSACAP00000019625	SINCAM921850
ENSACAP00000019626	SINCAM009328
ENSACAP00000019631	SINCAM002642
ENSACAP00000019633	SINCAM013734
ENSACAP00000019640	SINCAM922273
ENSACAP00000019642	SINCAM005731
ENSACAP00000019656	SINCAM009542
ENSACAP00000019659	SINCAM922570
ENSACAP00000019661	SINCAM003302
ENSACAP00000019664	SINCAM013026
ENSACAP00000019673	SINCAM000030
ENSACAP00000019684	SINCAM007360
ENSACAP00000019686	SINCAM922656
ENSACAP00000019693	SINCAM010656
ENSACAP00000019694	SINCAM012650
ENSACAP00000019695	SINCAM900037
ENSACAP00000019705	SINCAM011343
ENSACAP00000019713	SINCAM004547
ENSACAP00000019721	SINCAM920578
ENSACAP00000019724	SINCAM000550
ENSACAP00000019731	SINCAM921724
ENSACAP00000019733	SINCAM006173
ENSACAP00000019736	SINCAM010731
ENSACAP00000019737	SINCAM000242
ENSACAP00000019740	SINCAM002466
ENSACAP00000019744	SINCAM920707
ENSACAP00000019760	SINCAM003601
ENSACAP00000019761	SINCAM016134
ENSACAP00000019777	SINCAM017494
ENSACAP00000019782	SINCAM012862
ENSACAP00000019783	SINCAM922500
ENSACAP00000019791	SINCAM001366
ENSACAP00000019793	SINCAM002317
ENSACAP00000019794	SINCAM002236
ENSACAP00000019798	SINCAM014793
ENSACAP00000019810	SINCAM923179
ENSACAP00000019818	SINCAM010434
ENSACAP00000019819	SINCAM922220
ENSACAP00000019824	SINCAM000212
ENSACAP00000019828	SINCAM921603
ENSACAP00000019835	SINCAM009422
ENSACAP00000019837	SINCAM004915
ENSACAP00000019842	SINCAM007492
ENSACAP00000019843	SINCAM004022
ENSACAP00000019852	SINCAM009865
ENSACAP00000019865	SINCAM013319
ENSACAP00000019878	SINCAM006519
ENSACAP00000019881	SINCAM011868
ENSACAP00000019887	SINCAM922403
ENSACAP00000019888	SINCAM921209
ENSACAP00000019893	SINCAM006029
ENSACAP00000019903	SINCAM014824
ENSACAP00000019908	SINCAM011469
ENSACAP00000019924	SINCAM014709
ENSACAP00000019928	SINCAM009969
ENSACAP00000019929	SINCAM013024
ENSACAP00000019932	SINCAM010344
ENSACAP00000019934	SINCAM005628
ENSACAP00000019940	SINCAM016734
ENSACAP00000019948	SINCAM009540
ENSACAP00000019949	SINCAM010472
ENSACAP00000019951	SINCAM014437
ENSACAP00000019958	SINCAM014758
ENSACAP00000019963	SINCAM922432
ENSACAP00000019964	SINCAM016180
ENSACAP00000019965	SINCAM010334
ENSACAP00000019979	SINCAM922546
ENSACAP00000019982	SINCAM004554
ENSACAP00000019985	SINCAM000877
ENSACAP00000019994	SINCAM010660
ENSACAP00000020001	SINCAM008623
ENSACAP00000020004	SINCAM010724
ENSACAP00000020013	SINCAM014638
ENSACAP00000020018	SINCAM000319
ENSACAP00000020027	SINCAM004174
ENSACAP00000020028	SINCAM000643
ENSACAP00000020030	SINCAM921134
ENSACAP00000020038	SINCAM009318
ENSACAP00000020040	SINCAM011015
ENSACAP00000020042	SINCAM014218
ENSACAP00000020048	SINCAM017698
ENSACAP00000020049	SINCAM014820
ENSACAP00000020058	SINCAM001809
ENSACAP00000020059	SINCAM922132
ENSACAP00000020061	SINCAM004531
ENSACAP00000020077	SINCAM921974
ENSACAP00000020080	SINCAM014839
ENSACAP00000020087	SINCAM920774
ENSACAP00000020091	SINCAM015372
ENSACAP00000020092	SINCAM922048
ENSACAP00000020093	SINCAM007590
ENSACAP00000020094	SINCAM008878
ENSACAP00000020095	SINCAM003879
ENSACAP00000020098	SINCAM013845
ENSACAP00000020101	SINCAM008098
ENSACAP00000020102	SINCAM000507
ENSACAP00000020104	SINCAM011572
ENSACAP00000020106	SINCAM010230
ENSACAP00000020107	SINCAM014873
ENSACAP00000020110	SINCAM922372
ENSACAP00000020113	SINCAM004486
ENSACAP00000020123	SINCAM009648
ENSACAP00000020129	SINCAM920458
ENSACAP00000020134	SINCAM922923
ENSACAP00000020141	SINCAM014866
ENSACAP00000020150	SINCAM007191
ENSACAP00000020153	SINCAM007874
ENSACAP00000020161	SINCAM002142
ENSACAP00000020168	SINCAM016229
ENSACAP00000020188	SINCAM009006
ENSACAP00000020192	SINCAM006903
ENSACAP00000020196	SINCAM900215
ENSACAP00000020198	SINCAM006164
ENSACAP00000020202	SINCAM008257
ENSACAP00000020209	SINCAM012100
ENSACAP00000020213	SINCAM920705
ENSACAP00000020220	SINCAM017627
ENSACAP00000020222	SINCAM007278
ENSACAP00000020223	SINCAM921616
ENSACAP00000020224	SINCAM013765
ENSACAP00000020229	SINCAM005409
ENSACAP00000020231	SINCAM005920
ENSACAP00000020238	SINCAM016135
ENSACAP00000020240	SINCAM006928
ENSACAP00000020241	SINCAM007144
ENSACAP00000020251	SINCAM012565
ENSACAP00000020258	SINCAM012890
ENSACAP00000020260	SINCAM923139
ENSACAP00000020265	SINCAM005851
ENSACAP00000020267	SINCAM920836
ENSACAP00000020283	SINCAM012832
ENSACAP00000020284	SINCAM003320
ENSACAP00000020292	SINCAM007300
ENSACAP00000020300	SINCAM007177
ENSACAP00000020312	SINCAM921964
ENSACAP00000020315	SINCAM014246
ENSACAP00000020321	SINCAM011155
ENSACAP00000020322	SINCAM011494
ENSACAP00000020329	SINCAM013236
ENSACAP00000020330	SINCAM002339
ENSACAP00000020331	SINCAM012326
ENSACAP00000020332	SINCAM921130
ENSACAP00000020341	SINCAM010614
ENSACAP00000020344	SINCAM921775
ENSACAP00000020346	SINCAM003507
ENSACAP00000020350	SINCAM002600
ENSACAP00000020355	SINCAM011496
ENSACAP00000020358	SINCAM013617
ENSACAP00000020359	SINCAM010221
ENSACAP00000020361	SINCAM922431
ENSACAP00000020373	SINCAM008296
ENSACAP00000020374	SINCAM005237
ENSACAP00000020386	SINCAM923171
ENSACAP00000020388	SINCAM007571
ENSACAP00000020394	SINCAM012763
ENSACAP00000020398	SINCAM007396
ENSACAP00000020399	SINCAM002259
ENSACAP00000020401	SINCAM009520
ENSACAP00000020405	SINCAM921739
ENSACAP00000020411	SINCAM007650
ENSACAP00000020418	SINCAM011536
ENSACAP00000020424	SINCAM007096
ENSACAP00000020429	SINCAM002830
ENSACAP00000020434	SINCAM011963
ENSACAP00000020435	SINCAM002262
ENSACAP00000020446	SINCAM922086
ENSACAP00000020449	SINCAM011097
ENSACAP00000020452	SINCAM922706
ENSACAP00000020455	SINCAM002734
ENSACAP00000020457	SINCAM922182
ENSACAP00000020460	SINCAM002247
ENSACAP00000020465	SINCAM009744
ENSACAP00000020470	SINCAM007965
ENSACAP00000020478	SINCAM000408
ENSACAP00000020480	SINCAM921589
ENSACAP00000020481	SINCAM015607
ENSACAP00000020485	SINCAM008457
ENSACAP00000020487	SINCAM922622
ENSACAP00000020490	SINCAM006623
ENSACAP00000020492	SINCAM921297
ENSACAP00000020497	SINCAM017645
ENSACAP00000020502	SINCAM010049
ENSACAP00000020510	SINCAM000016
ENSACAP00000020514	SINCAM921340
ENSACAP00000020516	SINCAM011461
ENSACAP00000020519	SINCAM010985
ENSACAP00000020521	SINCAM005314
ENSACAP00000020527	SINCAM010612
ENSACAP00000020531	SINCAM002136
ENSACAP00000020536	SINCAM009915
ENSACAP00000020539	SINCAM003313
ENSACAP00000020541	SINCAM005745
ENSACAP00000020546	SINCAM007516
ENSACAP00000020553	SINCAM011945
ENSACAP00000020558	SINCAM001051
ENSACAP00000020560	SINCAM012498
ENSACAP00000020564	SINCAM921000
ENSACAP00000020570	SINCAM001728
ENSACAP00000020572	SINCAM009513
ENSACAP00000020575	SINCAM013922
ENSACAP00000020587	SINCAM009696
ENSACAP00000020589	SINCAM004791
ENSACAP00000020601	SINCAM016133
ENSACAP00000020603	SINCAM006968
ENSACAP00000020609	SINCAM006366
ENSACAP00000020611	SINCAM010457
ENSACAP00000020615	SINCAM002149
ENSACAP00000020617	SINCAM922560
ENSACAP00000020621	SINCAM001972
ENSACAP00000020628	SINCAM002189
ENSACAP00000020632	SINCAM921698
ENSACAP00000020634	SINCAM008129
ENSACAP00000020635	SINCAM922314
ENSACAP00000020638	SINCAM010973
ENSACAP00000020642	SINCAM001888
ENSACAP00000020644	SINCAM014114
ENSACAP00000020645	SINCAM005758
ENSACAP00000020647	SINCAM007042
ENSACAP00000020649	SINCAM003133
ENSACAP00000020655	SINCAM007127
ENSACAP00000020669	SINCAM004226
ENSACAP00000020674	SINCAM008628
ENSACAP00000020677	SINCAM005597
ENSACAP00000020678	SINCAM007500
ENSACAP00000020679	SINCAM001805
ENSACAP00000020692	SINCAM000585
ENSACAP00000020693	SINCAM011755
ENSACAP00000020702	SINCAM010002
ENSACAP00000020706	SINCAM005277
ENSACAP00000020708	SINCAM011084
ENSACAP00000020710	SINCAM008369
ENSACAP00000020714	SINCAM922033
ENSACAP00000020720	SINCAM921245
ENSACAP00000020721	SINCAM001327
ENSACAP00000020724	SINCAM015559
ENSACAP00000020726	SINCAM008215
ENSACAP00000020727	SINCAM017726
ENSACAP00000020730	SINCAM010428
ENSACAP00000020731	SINCAM005986
ENSACAP00000020736	SINCAM006259
ENSACAP00000020747	SINCAM920817
ENSACAP00000020748	SINCAM923057
ENSACAP00000020756	SINCAM922514
ENSACAP00000020759	SINCAM009947
ENSACAP00000020761	SINCAM921007
ENSACAP00000020766	SINCAM922003
ENSACAP00000020770	SINCAM013584
ENSACAP00000020775	SINCAM008133
ENSACAP00000020779	SINCAM014084
ENSACAP00000020784	SINCAM005021
ENSACAP00000020785	SINCAM005743
ENSACAP00000020789	SINCAM013566
ENSACAP00000020790	SINCAM921669
ENSACAP00000020794	SINCAM920634
ENSACAP00000020799	SINCAM006838
ENSACAP00000020801	SINCAM008071
ENSACAP00000020802	SINCAM921371
ENSACAP00000020805	SINCAM002828
ENSACAP00000020809	SINCAM010272
ENSACAP00000020811	SINCAM004101
ENSACAP00000020815	SINCAM009215
ENSACAP00000020816	SINCAM008306
ENSACAP00000020817	SINCAM004517
ENSACAP00000020825	SINCAM007609
ENSACAP00000020833	SINCAM011383
ENSACAP00000020838	SINCAM010755
ENSACAP00000020839	SINCAM921118
ENSACAP00000020841	SINCAM922773
ENSACAP00000020851	SINCAM921247
ENSACAP00000020858	SINCAM011056
ENSACAP00000020870	SINCAM014189
ENSACAP00000020873	SINCAM009860
ENSACAP00000020892	SINCAM920936
ENSACAP00000020896	SINCAM011092
ENSACAP00000020901	SINCAM001736
ENSACAP00000020903	SINCAM012268
ENSACAP00000020905	SINCAM014499
ENSACAP00000020911	SINCAM013278
ENSACAP00000020913	SINCAM013760
ENSACAP00000020914	SINCAM006275
ENSACAP00000020940	SINCAM005872
ENSACAP00000020943	SINCAM922268
ENSACAP00000020948	SINCAM007823
ENSACAP00000020950	SINCAM003462
ENSACAP00000020952	SINCAM921658
ENSACAP00000020955	SINCAM921321
ENSACAP00000020957	SINCAM012420
ENSACAP00000020972	SINCAM015130
ENSACAP00000020974	SINCAM014680
ENSACAP00000020997	SINCAM004302
ENSACAP00000021004	SINCAM922901
ENSACAP00000021011	SINCAM010469
ENSACAP00000021024	SINCAM005386
ENSACAP00000021027	SINCAM011041
ENSACAP00000021031	SINCAM013642
ENSACAP00000021034	SINCAM003336
ENSACAP00000021036	SINCAM011903
ENSACAP00000021037	SINCAM921158
ENSACAP00000021053	SINCAM007086
ENSACAP00000021056	SINCAM920808
ENSACAP00000021061	SINCAM003139
ENSACAP00000021062	SINCAM015513
ENSACAP00000021067	SINCAM922748
ENSACAP00000021068	SINCAM004402
ENSACAP00000021073	SINCAM920715
ENSACAP00000021076	SINCAM007794
ENSACAP00000021079	SINCAM005353
ENSACAP00000021080	SINCAM004313
ENSACAP00000021090	SINCAM000679
ENSACAP00000021093	SINCAM005062
ENSACAP00000021094	SINCAM010113
ENSACAP00000021099	SINCAM921313
ENSACAP00000021100	SINCAM920772
ENSACAP00000021104	SINCAM009583
ENSACAP00000021105	SINCAM014106
ENSACAP00000021106	SINCAM004441
ENSACAP00000021112	SINCAM922921
ENSACAP00000021113	SINCAM921087
ENSACAP00000021127	SINCAM001987
ENSACAP00000021129	SINCAM003084
ENSACAP00000021135	SINCAM001881
ENSACAP00000021136	SINCAM008974
ENSACAP00000021145	SINCAM003206
ENSACAP00000021150	SINCAM920830
ENSACAP00000021151	SINCAM013629
ENSACAP00000021153	SINCAM922629
ENSACAP00000021157	SINCAM920904
ENSACAP00000021159	SINCAM008649
ENSACAP00000021167	SINCAM011465
ENSACAP00000021172	SINCAM922663
ENSACAP00000021191	SINCAM920990
ENSACAP00000021207	SINCAM006150
ENSACAP00000021213	SINCAM920682
ENSACAP00000021222	SINCAM014035
ENSACAP00000021225	SINCAM002387
ENSACAP00000021247	SINCAM004448
ENSACAP00000021248	SINCAM003386
ENSACAP00000021250	SINCAM922139
ENSACAP00000021254	SINCAM010284
ENSACAP00000021257	SINCAM004391
ENSACAP00000021260	SINCAM009369
ENSACAP00000021265	SINCAM922156
ENSACAP00000021268	SINCAM010693
ENSACAP00000021270	SINCAM015663
ENSACAP00000021281	SINCAM922761
ENSACAP00000021284	SINCAM003757
ENSACAP00000021286	SINCAM007966
ENSACAP00000021303	SINCAM008190
ENSACAP00000021314	SINCAM007988
ENSACAP00000021319	SINCAM920764
ENSACAP00000021331	SINCAM921218
ENSACAP00000021340	SINCAM011521
ENSACAP00000021342	SINCAM007899
ENSACAP00000021344	SINCAM010556
ENSACAP00000021353	SINCAM010978
ENSACAP00000021355	SINCAM014454
ENSACAP00000021356	SINCAM008183
ENSACAP00000021361	SINCAM012126
ENSACAP00000021368	SINCAM002500
ENSACAP00000021377	SINCAM003466
ENSACAP00000021386	SINCAM921307
ENSACAP00000021391	SINCAM000359
ENSACAP00000021397	SINCAM010384
ENSACAP00000021405	SINCAM921927
ENSACAP00000021407	SINCAM002417
ENSACAP00000021421	SINCAM014178
ENSACAP00000021427	SINCAM010427
ENSACAP00000021429	SINCAM003555
ENSACAP00000021436	SINCAM013110
ENSACAP00000021438	SINCAM005456
ENSACAP00000021443	SINCAM017084
ENSACAP00000021444	SINCAM922405
ENSACAP00000021448	SINCAM006419
ENSACAP00000021451	SINCAM014737
ENSACAP00000021452	SINCAM004237
ENSACAP00000021453	SINCAM015637
ENSACAP00000021457	SINCAM013827
ENSACAP00000021458	SINCAM015108
ENSACAP00000021463	SINCAM001730
ENSACAP00000021467	SINCAM015803
ENSACAP00000021472	SINCAM004008
ENSACAP00000021478	SINCAM014128
ENSACAP00000021486	SINCAM012277
ENSACAP00000021488	SINCAM011520
ENSACAP00000021490	SINCAM000652
ENSACAP00000021494	SINCAM002452
ENSACAP00000021496	SINCAM012008
ENSACAP00000021502	SINCAM014402
ENSACAP00000021507	SINCAM008611
ENSACAP00000021513	SINCAM002082
ENSACAP00000021514	SINCAM004027
ENSACAP00000021520	SINCAM012739
ENSACAP00000021523	SINCAM005000
ENSACAP00000021525	SINCAM011318
ENSACAP00000021526	SINCAM922586
ENSACAP00000021546	SINCAM010166
ENSACAP00000021547	SINCAM011621
ENSACAP00000021554	SINCAM922615
ENSACAP00000021556	SINCAM922049
ENSACAP00000021560	SINCAM014017
ENSACAP00000021564	SINCAM014111
ENSACAP00000021569	SINCAM001837
ENSACAP00000021570	SINCAM016869
ENSACAP00000021572	SINCAM003179
ENSACAP00000021576	SINCAM011534
ENSACAP00000021584	SINCAM009173
ENSACAP00000021586	SINCAM923118
ENSACAP00000021589	SINCAM008482
ENSACAP00000021590	SINCAM923119
ENSACAP00000021591	SINCAM003781
ENSACAP00000021592	SINCAM015003
ENSACAP00000021596	SINCAM007034
ENSACAP00000021598	SINCAM014833
ENSACAP00000021599	SINCAM006984
ENSACAP00000021603	SINCAM002853
ENSACAP00000021606	SINCAM003261
ENSACAP00000021608	SINCAM014271
ENSACAP00000021609	SINCAM013847
ENSACAP00000021614	SINCAM000167
ENSACAP00000021615	SINCAM921498
ENSACAP00000021617	SINCAM003731
ENSACAP00000021621	SINCAM010385
ENSACAP00000021624	SINCAM920986
ENSACAP00000021627	SINCAM008761
ENSACAP00000021629	SINCAM921032
ENSACAP00000021633	SINCAM921287
ENSACAP00000021634	SINCAM011969
ENSACAP00000021642	SINCAM011068
ENSACAP00000021643	SINCAM010367
ENSACAP00000021646	SINCAM006524
ENSACAP00000021651	SINCAM011073
ENSACAP00000021652	SINCAM921592
ENSACAP00000021654	SINCAM006384
ENSACAP00000021667	SINCAM923078
ENSACAP00000021672	SINCAM002924
ENSACAP00000021675	SINCAM005016
ENSACAP00000021681	SINCAM003811
ENSACAP00000021682	SINCAM016361
ENSACAP00000021698	SINCAM016428
ENSACAP00000021699	SINCAM921173
ENSACAP00000021700	SINCAM008325
