SINCAM006085	ENSGALP00000000002
SINCAM001644	ENSGALP00000041071
SINCAM000365	ENSGALP00000041072
SINCAM005821	ENSGALP00000041073
SINCAM009887	ENSGALP00000041075
SINCAM002999	ENSGALP00000041077
SINCAM001303	ENSGALP00000041079
SINCAM002382	ENSGALP00000041080
SINCAM013624	ENSGALP00000041083
SINCAM005644	ENSGALP00000041085
SINCAM005884	ENSGALP00000041086
SINCAM921102	ENSGALP00000041087
SINCAM003399	ENSGALP00000041090
SINCAM920675	ENSGALP00000041097
SINCAM009311	ENSGALP00000041098
SINCAM001002	ENSGALP00000041099
SINCAM014224	ENSGALP00000041101
SINCAM004020	ENSGALP00000041104
SINCAM003256	ENSGALP00000041106
SINCAM013172	ENSGALP00000041107
SINCAM002185	ENSGALP00000041108
SINCAM013718	ENSGALP00000041110
SINCAM012736	ENSGALP00000041111
SINCAM012097	ENSGALP00000041112
SINCAM007116	ENSGALP00000041113
SINCAM004738	ENSGALP00000041117
SINCAM009295	ENSGALP00000041118
SINCAM900233	ENSGALP00000041119
SINCAM002133	ENSGALP00000041120
SINCAM001885	ENSGALP00000041124
SINCAM006323	ENSGALP00000041126
SINCAM900192	ENSGALP00000041129
SINCAM015544	ENSGALP00000041132
SINCAM009992	ENSGALP00000041133
SINCAM013181	ENSGALP00000041134
SINCAM922434	ENSGALP00000041135
SINCAM922021	ENSGALP00000041136
SINCAM005263	ENSGALP00000041139
SINCAM013970	ENSGALP00000041141
SINCAM001302	ENSGALP00000041143
SINCAM001820	ENSGALP00000041146
SINCAM002586	ENSGALP00000041148
SINCAM921564	ENSGALP00000041152
SINCAM000148	ENSGALP00000041155
SINCAM005516	ENSGALP00000041156
SINCAM010317	ENSGALP00000041157
SINCAM007283	ENSGALP00000041160
SINCAM002884	ENSGALP00000041161
SINCAM013446	ENSGALP00000041166
SINCAM922394	ENSGALP00000041170
SINCAM002336	ENSGALP00000041172
SINCAM010784	ENSGALP00000041175
SINCAM009929	ENSGALP00000041179
SINCAM013684	ENSGALP00000041180
SINCAM006999	ENSGALP00000041184
SINCAM009479	ENSGALP00000041185
SINCAM013046	ENSGALP00000041186
SINCAM922382	ENSGALP00000041187
SINCAM017101	ENSGALP00000041188
SINCAM014027	ENSGALP00000041189
SINCAM013155	ENSGALP00000041190
SINCAM014400	ENSGALP00000041193
SINCAM001096	ENSGALP00000041195
SINCAM014836	ENSGALP00000041199
SINCAM010409	ENSGALP00000041200
SINCAM016675	ENSGALP00000041202
SINCAM003433	ENSGALP00000041204
SINCAM009205	ENSGALP00000041205
SINCAM003661	ENSGALP00000041207
SINCAM011593	ENSGALP00000041208
SINCAM013786	ENSGALP00000041209
SINCAM012371	ENSGALP00000041210
SINCAM921924	ENSGALP00000041213
SINCAM921005	ENSGALP00000041214
SINCAM920747	ENSGALP00000041215
SINCAM009315	ENSGALP00000041217
SINCAM013316	ENSGALP00000041218
SINCAM009674	ENSGALP00000041219
SINCAM001489	ENSGALP00000041223
SINCAM922439	ENSGALP00000041224
SINCAM011665	ENSGALP00000041225
SINCAM922483	ENSGALP00000041227
SINCAM012575	ENSGALP00000041228
SINCAM922045	ENSGALP00000041229
SINCAM005939	ENSGALP00000041230
SINCAM920809	ENSGALP00000041232
SINCAM003462	ENSGALP00000041233
SINCAM008851	ENSGALP00000041235
SINCAM920739	ENSGALP00000041236
SINCAM920682	ENSGALP00000041240
SINCAM920632	ENSGALP00000041243
SINCAM011675	ENSGALP00000041245
SINCAM013709	ENSGALP00000041246
SINCAM013061	ENSGALP00000041251
SINCAM011355	ENSGALP00000041252
SINCAM010467	ENSGALP00000041254
SINCAM008551	ENSGALP00000041256
SINCAM001736	ENSGALP00000041259
SINCAM922334	ENSGALP00000041260
SINCAM003098	ENSGALP00000041266
SINCAM004407	ENSGALP00000041268
SINCAM001899	ENSGALP00000041270
SINCAM005933	ENSGALP00000041275
SINCAM007169	ENSGALP00000041279
SINCAM922915	ENSGALP00000041285
SINCAM012933	ENSGALP00000041288
SINCAM004629	ENSGALP00000041292
SINCAM922602	ENSGALP00000041294
SINCAM009064	ENSGALP00000041295
SINCAM002783	ENSGALP00000041297
SINCAM923094	ENSGALP00000041300
SINCAM010601	ENSGALP00000041304
SINCAM922585	ENSGALP00000041307
SINCAM001744	ENSGALP00000041309
SINCAM006430	ENSGALP00000041310
SINCAM007666	ENSGALP00000041317
SINCAM001976	ENSGALP00000041319
SINCAM005649	ENSGALP00000041320
SINCAM010339	ENSGALP00000041324
SINCAM010258	ENSGALP00000041325
SINCAM005502	ENSGALP00000041327
SINCAM921777	ENSGALP00000041329
SINCAM006793	ENSGALP00000041330
SINCAM003869	ENSGALP00000041331
SINCAM921090	ENSGALP00000041332
SINCAM001741	ENSGALP00000041335
SINCAM015219	ENSGALP00000041340
SINCAM012507	ENSGALP00000041343
SINCAM921982	ENSGALP00000041347
SINCAM004056	ENSGALP00000041351
SINCAM921863	ENSGALP00000041354
SINCAM013293	ENSGALP00000041356
SINCAM922517	ENSGALP00000041357
SINCAM006022	ENSGALP00000041358
SINCAM004954	ENSGALP00000041360
SINCAM003311	ENSGALP00000041362
SINCAM016150	ENSGALP00000041366
SINCAM920506	ENSGALP00000041373
SINCAM000560	ENSGALP00000041374
SINCAM013274	ENSGALP00000041377
SINCAM922139	ENSGALP00000041378
SINCAM001236	ENSGALP00000041379
SINCAM920844	ENSGALP00000041380
SINCAM013292	ENSGALP00000041385
SINCAM003460	ENSGALP00000041387
SINCAM012136	ENSGALP00000041389
SINCAM004945	ENSGALP00000041391
SINCAM001714	ENSGALP00000041394
SINCAM007516	ENSGALP00000041396
SINCAM921846	ENSGALP00000041397
SINCAM005398	ENSGALP00000041399
SINCAM001952	ENSGALP00000041400
SINCAM920895	ENSGALP00000041402
SINCAM002424	ENSGALP00000041403
SINCAM009843	ENSGALP00000041404
SINCAM012928	ENSGALP00000041406
SINCAM002230	ENSGALP00000041409
SINCAM011100	ENSGALP00000041413
SINCAM008308	ENSGALP00000041417
SINCAM012495	ENSGALP00000041418
SINCAM013484	ENSGALP00000041419
SINCAM009012	ENSGALP00000041421
SINCAM922144	ENSGALP00000041423
SINCAM922775	ENSGALP00000041424
SINCAM006831	ENSGALP00000041427
SINCAM000577	ENSGALP00000041429
SINCAM000027	ENSGALP00000041432
SINCAM002500	ENSGALP00000041434
SINCAM012974	ENSGALP00000041435
SINCAM922945	ENSGALP00000041438
SINCAM002711	ENSGALP00000041443
SINCAM003469	ENSGALP00000041444
SINCAM013598	ENSGALP00000041446
SINCAM005959	ENSGALP00000041448
SINCAM921429	ENSGALP00000041453
SINCAM923119	ENSGALP00000041454
SINCAM011109	ENSGALP00000041455
SINCAM001184	ENSGALP00000041459
SINCAM006331	ENSGALP00000041463
SINCAM013070	ENSGALP00000041470
SINCAM010311	ENSGALP00000041477
SINCAM011863	ENSGALP00000041478
SINCAM014864	ENSGALP00000041479
SINCAM922350	ENSGALP00000041481
SINCAM003980	ENSGALP00000041483
SINCAM002087	ENSGALP00000041489
SINCAM015528	ENSGALP00000041491
SINCAM010762	ENSGALP00000041494
SINCAM920590	ENSGALP00000041501
SINCAM900177	ENSGALP00000041503
SINCAM007222	ENSGALP00000041505
SINCAM922568	ENSGALP00000041506
SINCAM013673	ENSGALP00000041507
SINCAM012693	ENSGALP00000041508
SINCAM014792	ENSGALP00000041511
SINCAM010724	ENSGALP00000041513
SINCAM005224	ENSGALP00000041514
SINCAM005816	ENSGALP00000041515
SINCAM007958	ENSGALP00000041516
SINCAM013751	ENSGALP00000041519
SINCAM015190	ENSGALP00000041526
SINCAM922458	ENSGALP00000041527
SINCAM004825	ENSGALP00000041529
SINCAM010436	ENSGALP00000041532
SINCAM016467	ENSGALP00000041533
SINCAM001980	ENSGALP00000041535
SINCAM008531	ENSGALP00000041537
SINCAM012381	ENSGALP00000041541
SINCAM001829	ENSGALP00000041542
SINCAM010508	ENSGALP00000041545
SINCAM000999	ENSGALP00000041546
SINCAM001459	ENSGALP00000041549
SINCAM012627	ENSGALP00000041550
SINCAM000418	ENSGALP00000041556
SINCAM010444	ENSGALP00000041559
SINCAM012461	ENSGALP00000041561
SINCAM920928	ENSGALP00000041562
SINCAM922963	ENSGALP00000041564
SINCAM006631	ENSGALP00000041565
SINCAM004047	ENSGALP00000041567
SINCAM012105	ENSGALP00000041570
SINCAM006422	ENSGALP00000041575
SINCAM921133	ENSGALP00000041576
SINCAM015562	ENSGALP00000041577
SINCAM008796	ENSGALP00000041578
SINCAM001278	ENSGALP00000041579
SINCAM921381	ENSGALP00000041581
SINCAM001737	ENSGALP00000041586
SINCAM008970	ENSGALP00000041590
SINCAM002940	ENSGALP00000041591
SINCAM920436	ENSGALP00000041595
SINCAM000571	ENSGALP00000041598
SINCAM011073	ENSGALP00000041603
SINCAM003625	ENSGALP00000041604
SINCAM920940	ENSGALP00000041605
SINCAM000209	ENSGALP00000041606
SINCAM014252	ENSGALP00000041609
SINCAM001129	ENSGALP00000041611
SINCAM009407	ENSGALP00000041612
SINCAM921032	ENSGALP00000041614
SINCAM920568	ENSGALP00000041615
SINCAM005018	ENSGALP00000041616
SINCAM009526	ENSGALP00000041620
SINCAM001393	ENSGALP00000041621
SINCAM003299	ENSGALP00000041622
SINCAM014261	ENSGALP00000041626
SINCAM011660	ENSGALP00000041628
SINCAM012604	ENSGALP00000041630
SINCAM001012	ENSGALP00000041632
SINCAM922704	ENSGALP00000041633
SINCAM015605	ENSGALP00000041639
SINCAM017840	ENSGALP00000041640
SINCAM006822	ENSGALP00000041642
SINCAM003079	ENSGALP00000041643
SINCAM009190	ENSGALP00000041644
SINCAM009560	ENSGALP00000041645
SINCAM011251	ENSGALP00000041646
SINCAM015432	ENSGALP00000041647
SINCAM002705	ENSGALP00000041648
SINCAM003720	ENSGALP00000041650
SINCAM006310	ENSGALP00000041653
SINCAM922428	ENSGALP00000041657
SINCAM920907	ENSGALP00000041658
SINCAM922588	ENSGALP00000041666
SINCAM009828	ENSGALP00000041671
SINCAM007904	ENSGALP00000041673
SINCAM921551	ENSGALP00000041679
SINCAM005020	ENSGALP00000041680
SINCAM002851	ENSGALP00000041681
SINCAM000443	ENSGALP00000041684
SINCAM014406	ENSGALP00000041690
SINCAM921671	ENSGALP00000041693
SINCAM008842	ENSGALP00000041694
SINCAM013435	ENSGALP00000041695
SINCAM005143	ENSGALP00000041701
SINCAM003871	ENSGALP00000041702
SINCAM007582	ENSGALP00000041707
SINCAM014896	ENSGALP00000041710
SINCAM920479	ENSGALP00000041711
SINCAM002712	ENSGALP00000041714
SINCAM010679	ENSGALP00000041715
SINCAM005108	ENSGALP00000041717
SINCAM921450	ENSGALP00000041720
SINCAM006716	ENSGALP00000041721
SINCAM015165	ENSGALP00000041722
SINCAM013224	ENSGALP00000041724
SINCAM003123	ENSGALP00000041728
SINCAM005782	ENSGALP00000041731
SINCAM921420	ENSGALP00000041732
SINCAM014098	ENSGALP00000041733
SINCAM013218	ENSGALP00000041734
SINCAM005347	ENSGALP00000041735
SINCAM922363	ENSGALP00000041736
SINCAM000159	ENSGALP00000041738
SINCAM002592	ENSGALP00000041743
SINCAM005135	ENSGALP00000041744
SINCAM001344	ENSGALP00000041745
SINCAM002766	ENSGALP00000041747
SINCAM012558	ENSGALP00000041749
SINCAM001615	ENSGALP00000041750
SINCAM007978	ENSGALP00000041753
SINCAM014104	ENSGALP00000041755
SINCAM013683	ENSGALP00000041756
SINCAM000780	ENSGALP00000041758
SINCAM011890	ENSGALP00000041760
SINCAM014248	ENSGALP00000041761
SINCAM005304	ENSGALP00000041763
SINCAM009076	ENSGALP00000041768
SINCAM007268	ENSGALP00000041770
SINCAM004564	ENSGALP00000041771
SINCAM016682	ENSGALP00000041772
SINCAM013312	ENSGALP00000041773
SINCAM005724	ENSGALP00000041777
SINCAM922227	ENSGALP00000041778
SINCAM007047	ENSGALP00000041780
SINCAM004799	ENSGALP00000041782
SINCAM922574	ENSGALP00000041783
SINCAM003109	ENSGALP00000041784
SINCAM013839	ENSGALP00000041785
SINCAM013808	ENSGALP00000041786
SINCAM000926	ENSGALP00000041787
SINCAM921527	ENSGALP00000041788
SINCAM012712	ENSGALP00000041790
SINCAM005569	ENSGALP00000041792
SINCAM002529	ENSGALP00000041794
SINCAM007159	ENSGALP00000041795
SINCAM003139	ENSGALP00000041798
SINCAM001267	ENSGALP00000041799
SINCAM004670	ENSGALP00000041804
SINCAM014675	ENSGALP00000041805
SINCAM011075	ENSGALP00000041806
SINCAM922147	ENSGALP00000041807
SINCAM005017	ENSGALP00000041809
SINCAM010270	ENSGALP00000041810
SINCAM004772	ENSGALP00000041812
SINCAM921877	ENSGALP00000041814
SINCAM009476	ENSGALP00000041816
SINCAM922729	ENSGALP00000041817
SINCAM010715	ENSGALP00000041819
SINCAM921756	ENSGALP00000041822
SINCAM921500	ENSGALP00000041823
SINCAM008387	ENSGALP00000041824
SINCAM001439	ENSGALP00000041826
SINCAM009524	ENSGALP00000041827
SINCAM001174	ENSGALP00000041828
SINCAM921301	ENSGALP00000041829
SINCAM011976	ENSGALP00000041832
SINCAM921243	ENSGALP00000041833
SINCAM009048	ENSGALP00000041834
SINCAM016134	ENSGALP00000041836
SINCAM005597	ENSGALP00000041837
SINCAM921774	ENSGALP00000041841
SINCAM015114	ENSGALP00000041842
SINCAM005822	ENSGALP00000041843
SINCAM000874	ENSGALP00000041845
SINCAM921675	ENSGALP00000041847
SINCAM922569	ENSGALP00000041849
SINCAM011542	ENSGALP00000041850
SINCAM921854	ENSGALP00000041851
SINCAM002754	ENSGALP00000041853
SINCAM007452	ENSGALP00000041854
SINCAM013633	ENSGALP00000041855
SINCAM006566	ENSGALP00000041857
SINCAM000638	ENSGALP00000041858
SINCAM001989	ENSGALP00000041860
SINCAM008261	ENSGALP00000041861
SINCAM900206	ENSGALP00000041862
SINCAM922136	ENSGALP00000041864
SINCAM012796	ENSGALP00000041866
SINCAM005580	ENSGALP00000041867
SINCAM013897	ENSGALP00000041869
SINCAM008545	ENSGALP00000041876
SINCAM000788	ENSGALP00000041877
SINCAM007641	ENSGALP00000041879
SINCAM011278	ENSGALP00000041880
SINCAM920602	ENSGALP00000041881
SINCAM008157	ENSGALP00000041885
SINCAM010499	ENSGALP00000041886
SINCAM012782	ENSGALP00000041887
SINCAM014779	ENSGALP00000041889
SINCAM003555	ENSGALP00000041892
SINCAM007674	ENSGALP00000041894
SINCAM001086	ENSGALP00000041896
SINCAM000097	ENSGALP00000041897
SINCAM012884	ENSGALP00000041898
SINCAM013438	ENSGALP00000041899
SINCAM004197	ENSGALP00000041900
SINCAM001806	ENSGALP00000041901
SINCAM013315	ENSGALP00000041903
SINCAM921973	ENSGALP00000041905
SINCAM014312	ENSGALP00000041907
SINCAM002654	ENSGALP00000041910
SINCAM009719	ENSGALP00000041912
SINCAM012084	ENSGALP00000041915
SINCAM002189	ENSGALP00000041918
SINCAM012300	ENSGALP00000041920
SINCAM900140	ENSGALP00000041925
SINCAM012522	ENSGALP00000041926
SINCAM014064	ENSGALP00000041927
SINCAM003572	ENSGALP00000041928
SINCAM010117	ENSGALP00000041933
SINCAM921991	ENSGALP00000041934
SINCAM012889	ENSGALP00000041940
SINCAM007498	ENSGALP00000041942
SINCAM014465	ENSGALP00000041944
SINCAM007092	ENSGALP00000041945
SINCAM005817	ENSGALP00000041946
SINCAM007913	ENSGALP00000041949
SINCAM014526	ENSGALP00000041953
SINCAM012531	ENSGALP00000041954
SINCAM921565	ENSGALP00000041959
SINCAM002090	ENSGALP00000041960
SINCAM000834	ENSGALP00000041961
SINCAM000075	ENSGALP00000041962
SINCAM001636	ENSGALP00000041965
SINCAM000556	ENSGALP00000041966
SINCAM009888	ENSGALP00000041968
SINCAM014083	ENSGALP00000041973
SINCAM921629	ENSGALP00000041974
SINCAM005339	ENSGALP00000041979
SINCAM005899	ENSGALP00000041980
SINCAM005970	ENSGALP00000041982
SINCAM010434	ENSGALP00000041984
SINCAM005495	ENSGALP00000041986
SINCAM010851	ENSGALP00000041987
SINCAM015470	ENSGALP00000041988
SINCAM920978	ENSGALP00000041989
SINCAM013553	ENSGALP00000041990
SINCAM001300	ENSGALP00000041991
SINCAM012463	ENSGALP00000041992
SINCAM004832	ENSGALP00000041993
SINCAM013985	ENSGALP00000041995
SINCAM008659	ENSGALP00000041996
SINCAM002058	ENSGALP00000041999
SINCAM922609	ENSGALP00000042001
SINCAM005613	ENSGALP00000042002
SINCAM001970	ENSGALP00000042003
SINCAM001346	ENSGALP00000042005
SINCAM011118	ENSGALP00000042007
SINCAM920494	ENSGALP00000042010
SINCAM009097	ENSGALP00000042012
SINCAM006354	ENSGALP00000042014
SINCAM000422	ENSGALP00000042023
SINCAM004540	ENSGALP00000042026
SINCAM011747	ENSGALP00000042027
SINCAM920585	ENSGALP00000042029
SINCAM017346	ENSGALP00000042030
SINCAM920924	ENSGALP00000042032
SINCAM922424	ENSGALP00000042033
SINCAM014124	ENSGALP00000042034
SINCAM003678	ENSGALP00000042035
SINCAM007959	ENSGALP00000042036
SINCAM010667	ENSGALP00000042039
SINCAM009223	ENSGALP00000042043
SINCAM001931	ENSGALP00000042047
SINCAM001248	ENSGALP00000042049
SINCAM012745	ENSGALP00000042050
SINCAM000521	ENSGALP00000042051
SINCAM900183	ENSGALP00000042052
SINCAM920637	ENSGALP00000042054
SINCAM012144	ENSGALP00000042057
SINCAM006612	ENSGALP00000042058
SINCAM922283	ENSGALP00000042060
SINCAM005519	ENSGALP00000042062
SINCAM004549	ENSGALP00000042064
SINCAM001937	ENSGALP00000042067
SINCAM008478	ENSGALP00000042073
SINCAM922633	ENSGALP00000042074
SINCAM012255	ENSGALP00000042075
SINCAM920638	ENSGALP00000042076
SINCAM013064	ENSGALP00000042077
SINCAM007948	ENSGALP00000042078
SINCAM015363	ENSGALP00000042079
SINCAM921876	ENSGALP00000042080
SINCAM007983	ENSGALP00000042082
SINCAM010108	ENSGALP00000042083
SINCAM010449	ENSGALP00000042085
SINCAM014549	ENSGALP00000042088
SINCAM009535	ENSGALP00000042091
SINCAM922261	ENSGALP00000042092
SINCAM007935	ENSGALP00000042094
SINCAM005614	ENSGALP00000042096
SINCAM921100	ENSGALP00000042097
SINCAM001824	ENSGALP00000042100
SINCAM921173	ENSGALP00000042102
SINCAM000447	ENSGALP00000042103
SINCAM922780	ENSGALP00000042105
SINCAM920522	ENSGALP00000042109
SINCAM014227	ENSGALP00000042110
SINCAM007771	ENSGALP00000042112
SINCAM000316	ENSGALP00000042116
SINCAM012866	ENSGALP00000042118
SINCAM921580	ENSGALP00000042126
SINCAM003087	ENSGALP00000042133
SINCAM007122	ENSGALP00000042134
SINCAM000512	ENSGALP00000042135
SINCAM011664	ENSGALP00000042136
SINCAM007880	ENSGALP00000042138
SINCAM922413	ENSGALP00000042139
SINCAM005357	ENSGALP00000042146
SINCAM008847	ENSGALP00000042148
SINCAM012633	ENSGALP00000042150
SINCAM015123	ENSGALP00000042151
SINCAM005951	ENSGALP00000042152
SINCAM008544	ENSGALP00000042153
SINCAM009631	ENSGALP00000042156
SINCAM014250	ENSGALP00000042157
SINCAM011400	ENSGALP00000042158
SINCAM007899	ENSGALP00000042159
SINCAM014889	ENSGALP00000042160
SINCAM004461	ENSGALP00000042161
SINCAM016111	ENSGALP00000042162
SINCAM012200	ENSGALP00000042163
SINCAM008302	ENSGALP00000042165
SINCAM900095	ENSGALP00000042166
SINCAM921023	ENSGALP00000042167
SINCAM012938	ENSGALP00000042168
SINCAM017278	ENSGALP00000042170
SINCAM003846	ENSGALP00000042172
SINCAM002847	ENSGALP00000042174
SINCAM008774	ENSGALP00000042178
SINCAM009303	ENSGALP00000042179
SINCAM011402	ENSGALP00000042185
SINCAM002362	ENSGALP00000042187
SINCAM005314	ENSGALP00000042190
SINCAM004521	ENSGALP00000042191
SINCAM007257	ENSGALP00000042193
SINCAM013354	ENSGALP00000042198
SINCAM922446	ENSGALP00000042202
SINCAM009195	ENSGALP00000042204
SINCAM006666	ENSGALP00000042205
SINCAM920633	ENSGALP00000042211
SINCAM005760	ENSGALP00000042218
SINCAM011088	ENSGALP00000042221
SINCAM006063	ENSGALP00000042222
SINCAM005444	ENSGALP00000042223
SINCAM009150	ENSGALP00000042224
SINCAM921705	ENSGALP00000042225
SINCAM920992	ENSGALP00000042226
SINCAM005264	ENSGALP00000042229
SINCAM001460	ENSGALP00000042230
SINCAM922221	ENSGALP00000042231
SINCAM922020	ENSGALP00000042232
SINCAM002973	ENSGALP00000042236
SINCAM922161	ENSGALP00000042238
SINCAM006061	ENSGALP00000042241
SINCAM006559	ENSGALP00000042242
SINCAM007583	ENSGALP00000042244
SINCAM003341	ENSGALP00000042245
SINCAM005572	ENSGALP00000042246
SINCAM016003	ENSGALP00000042247
SINCAM922985	ENSGALP00000042251
SINCAM005592	ENSGALP00000042252
SINCAM005390	ENSGALP00000042256
SINCAM009774	ENSGALP00000042260
SINCAM009477	ENSGALP00000042261
SINCAM007683	ENSGALP00000042262
SINCAM006275	ENSGALP00000042264
SINCAM012860	ENSGALP00000042265
SINCAM921406	ENSGALP00000042268
SINCAM013616	ENSGALP00000042272
SINCAM920701	ENSGALP00000042274
SINCAM003028	ENSGALP00000042275
SINCAM012634	ENSGALP00000042277
SINCAM012769	ENSGALP00000042278
SINCAM008629	ENSGALP00000042280
SINCAM006454	ENSGALP00000042281
SINCAM921976	ENSGALP00000042284
SINCAM004244	ENSGALP00000042287
SINCAM011732	ENSGALP00000042288
SINCAM922525	ENSGALP00000042291
SINCAM014376	ENSGALP00000042292
SINCAM012523	ENSGALP00000042295
SINCAM011703	ENSGALP00000042296
SINCAM015616	ENSGALP00000042298
SINCAM014136	ENSGALP00000042299
SINCAM003201	ENSGALP00000042300
SINCAM010731	ENSGALP00000042304
SINCAM005872	ENSGALP00000042305
SINCAM006835	ENSGALP00000042307
SINCAM921094	ENSGALP00000042308
SINCAM007001	ENSGALP00000042309
SINCAM003860	ENSGALP00000042310
SINCAM921779	ENSGALP00000042317
SINCAM922138	ENSGALP00000042321
SINCAM009542	ENSGALP00000042322
SINCAM900162	ENSGALP00000042328
SINCAM000751	ENSGALP00000042330
SINCAM012958	ENSGALP00000042331
SINCAM006859	ENSGALP00000042332
SINCAM001339	ENSGALP00000042334
SINCAM014742	ENSGALP00000042337
SINCAM009849	ENSGALP00000042342
SINCAM000407	ENSGALP00000042345
SINCAM010087	ENSGALP00000042347
SINCAM012921	ENSGALP00000042348
SINCAM008071	ENSGALP00000042353
SINCAM013964	ENSGALP00000042357
SINCAM922093	ENSGALP00000042358
SINCAM005671	ENSGALP00000042359
SINCAM003757	ENSGALP00000042360
SINCAM014477	ENSGALP00000042361
SINCAM006203	ENSGALP00000042363
SINCAM006140	ENSGALP00000042365
SINCAM013084	ENSGALP00000042367
SINCAM922746	ENSGALP00000042370
SINCAM012906	ENSGALP00000042374
SINCAM922128	ENSGALP00000042380
SINCAM010213	ENSGALP00000042382
SINCAM005131	ENSGALP00000042383
SINCAM000068	ENSGALP00000042390
SINCAM000226	ENSGALP00000042391
SINCAM012138	ENSGALP00000042394
SINCAM007505	ENSGALP00000042395
SINCAM007021	ENSGALP00000042397
SINCAM014556	ENSGALP00000042399
SINCAM013078	ENSGALP00000042401
SINCAM920432	ENSGALP00000042402
SINCAM921074	ENSGALP00000042407
SINCAM900173	ENSGALP00000042409
SINCAM015263	ENSGALP00000042410
SINCAM014983	ENSGALP00000042411
SINCAM920656	ENSGALP00000042412
SINCAM012887	ENSGALP00000042414
SINCAM013002	ENSGALP00000042417
SINCAM011035	ENSGALP00000042418
SINCAM014448	ENSGALP00000042419
SINCAM002376	ENSGALP00000042422
SINCAM922196	ENSGALP00000042423
SINCAM009630	ENSGALP00000042424
SINCAM009667	ENSGALP00000042425
SINCAM002787	ENSGALP00000042427
SINCAM010060	ENSGALP00000042428
SINCAM011360	ENSGALP00000042429
SINCAM010209	ENSGALP00000042432
SINCAM922832	ENSGALP00000042434
SINCAM010911	ENSGALP00000042435
SINCAM012380	ENSGALP00000042436
SINCAM002404	ENSGALP00000042439
SINCAM922239	ENSGALP00000042443
SINCAM004724	ENSGALP00000042444
SINCAM922140	ENSGALP00000042447
SINCAM001365	ENSGALP00000042448
SINCAM011509	ENSGALP00000042451
SINCAM921784	ENSGALP00000042453
SINCAM002690	ENSGALP00000042455
SINCAM008642	ENSGALP00000042456
SINCAM013374	ENSGALP00000042461
SINCAM011819	ENSGALP00000042464
SINCAM000953	ENSGALP00000042466
SINCAM013401	ENSGALP00000042467
SINCAM011874	ENSGALP00000042469
SINCAM920554	ENSGALP00000042470
SINCAM010051	ENSGALP00000042475
SINCAM900260	ENSGALP00000042477
SINCAM009662	ENSGALP00000042485
SINCAM014381	ENSGALP00000042488
SINCAM013770	ENSGALP00000042490
SINCAM000998	ENSGALP00000042492
SINCAM007871	ENSGALP00000042493
SINCAM920713	ENSGALP00000042495
SINCAM922285	ENSGALP00000042500
SINCAM009319	ENSGALP00000042503
SINCAM001151	ENSGALP00000042505
SINCAM011350	ENSGALP00000042506
SINCAM009079	ENSGALP00000042507
SINCAM012822	ENSGALP00000042512
SINCAM012794	ENSGALP00000042519
SINCAM000329	ENSGALP00000042524
SINCAM001163	ENSGALP00000042525
SINCAM013241	ENSGALP00000042527
SINCAM013023	ENSGALP00000042528
SINCAM012470	ENSGALP00000042530
