ENSMUSP00000000001	SINCAM012129
ENSMUSP00000110724	SINCAM010947
ENSMUSP00000110728	SINCAM009329
ENSMUSP00000110729	SINCAM016455
ENSMUSP00000110748	SINCAM006161
ENSMUSP00000110749	SINCAM001395
ENSMUSP00000110751	SINCAM002224
ENSMUSP00000110752	SINCAM009328
ENSMUSP00000110762	SINCAM003498
ENSMUSP00000110771	SINCAM900243
ENSMUSP00000110777	SINCAM009319
ENSMUSP00000110781	SINCAM006133
ENSMUSP00000110798	SINCAM001404
ENSMUSP00000110801	SINCAM013860
ENSMUSP00000110804	SINCAM009419
ENSMUSP00000110813	SINCAM006147
ENSMUSP00000110817	SINCAM009430
ENSMUSP00000110822	SINCAM009431
ENSMUSP00000110835	SINCAM011298
ENSMUSP00000110860	SINCAM006141
ENSMUSP00000110872	SINCAM006120
ENSMUSP00000110877	SINCAM013912
ENSMUSP00000110882	SINCAM009297
ENSMUSP00000110894	SINCAM010919
ENSMUSP00000110897	SINCAM922501
ENSMUSP00000110898	SINCAM922719
ENSMUSP00000110899	SINCAM009077
ENSMUSP00000110900	SINCAM006113
ENSMUSP00000110914	SINCAM921033
ENSMUSP00000110916	SINCAM010564
ENSMUSP00000110941	SINCAM006227
ENSMUSP00000110975	SINCAM005952
ENSMUSP00000110978	SINCAM921009
ENSMUSP00000110986	SINCAM921010
ENSMUSP00000110993	SINCAM007851
ENSMUSP00000111009	SINCAM002612
ENSMUSP00000111022	SINCAM006208
ENSMUSP00000111023	SINCAM900214
ENSMUSP00000111032	SINCAM009752
ENSMUSP00000111041	SINCAM005801
ENSMUSP00000111048	SINCAM011259
ENSMUSP00000111062	SINCAM002629
ENSMUSP00000111081	SINCAM002219
ENSMUSP00000111096	SINCAM004637
ENSMUSP00000111101	SINCAM001708
ENSMUSP00000111103	SINCAM920992
ENSMUSP00000111120	SINCAM009171
ENSMUSP00000111127	SINCAM005830
ENSMUSP00000111137	SINCAM005827
ENSMUSP00000111150	SINCAM014515
ENSMUSP00000111151	SINCAM002521
ENSMUSP00000111173	SINCAM002075
ENSMUSP00000111175	SINCAM004630
ENSMUSP00000111186	SINCAM004627
ENSMUSP00000111199	SINCAM002082
ENSMUSP00000111204	SINCAM002084
ENSMUSP00000111221	SINCAM002088
ENSMUSP00000111222	SINCAM009361
ENSMUSP00000111229	SINCAM009966
ENSMUSP00000111240	SINCAM002097
ENSMUSP00000111241	SINCAM007390
ENSMUSP00000111269	SINCAM007712
ENSMUSP00000111276	SINCAM007714
ENSMUSP00000111291	SINCAM007716
ENSMUSP00000111296	SINCAM007717
ENSMUSP00000111297	SINCAM010228
ENSMUSP00000111304	SINCAM007718
ENSMUSP00000111309	SINCAM007719
ENSMUSP00000111363	SINCAM007703
ENSMUSP00000111378	SINCAM010050
ENSMUSP00000111381	SINCAM010048
ENSMUSP00000111386	SINCAM007378
ENSMUSP00000111391	SINCAM015540
ENSMUSP00000111393	SINCAM010042
ENSMUSP00000111398	SINCAM004773
ENSMUSP00000111400	SINCAM010178
ENSMUSP00000111412	SINCAM010717
ENSMUSP00000111413	SINCAM003555
ENSMUSP00000111418	SINCAM010715
ENSMUSP00000111443	SINCAM011976
ENSMUSP00000111457	SINCAM921181
ENSMUSP00000111463	SINCAM003895
ENSMUSP00000111471	SINCAM011327
ENSMUSP00000111475	SINCAM009407
ENSMUSP00000111479	SINCAM001342
ENSMUSP00000111483	SINCAM013230
ENSMUSP00000111484	SINCAM001371
ENSMUSP00000111498	SINCAM002433
ENSMUSP00000111501	SINCAM011085
ENSMUSP00000111510	SINCAM011101
ENSMUSP00000111514	SINCAM002746
ENSMUSP00000111523	SINCAM002681
ENSMUSP00000111535	SINCAM001612
ENSMUSP00000111568	SINCAM920649
ENSMUSP00000111624	SINCAM010757
ENSMUSP00000111780	SINCAM922579
ENSMUSP00000111939	SINCAM921680
ENSMUSP00000111942	SINCAM005654
ENSMUSP00000111946	SINCAM006916
ENSMUSP00000111963	SINCAM003296
ENSMUSP00000111977	SINCAM008971
ENSMUSP00000111984	SINCAM011349
ENSMUSP00000111990	SINCAM900232
ENSMUSP00000112019	SINCAM014496
ENSMUSP00000112044	SINCAM000068
ENSMUSP00000112052	SINCAM012443
ENSMUSP00000112063	SINCAM922590
ENSMUSP00000112064	SINCAM012381
ENSMUSP00000112076	SINCAM011917
ENSMUSP00000112081	SINCAM011864
ENSMUSP00000112089	SINCAM008158
ENSMUSP00000112099	SINCAM003669
ENSMUSP00000112101	SINCAM014110
ENSMUSP00000112113	SINCAM010442
ENSMUSP00000112121	SINCAM008095
ENSMUSP00000112137	SINCAM002052
ENSMUSP00000112157	SINCAM011242
ENSMUSP00000112170	SINCAM004799
ENSMUSP00000112174	SINCAM012083
ENSMUSP00000112195	SINCAM004343
ENSMUSP00000112213	SINCAM014778
ENSMUSP00000112221	SINCAM009455
ENSMUSP00000112283	SINCAM004051
ENSMUSP00000112314	SINCAM013874
ENSMUSP00000112338	SINCAM920588
ENSMUSP00000112340	SINCAM011137
ENSMUSP00000112385	SINCAM013275
ENSMUSP00000112410	SINCAM921169
ENSMUSP00000112421	SINCAM013258
ENSMUSP00000112430	SINCAM007255
ENSMUSP00000112432	SINCAM014914
ENSMUSP00000112434	SINCAM011346
ENSMUSP00000112436	SINCAM005129
ENSMUSP00000112438	SINCAM012255
ENSMUSP00000112472	SINCAM006431
ENSMUSP00000112498	SINCAM011693
ENSMUSP00000112508	SINCAM003945
ENSMUSP00000112534	SINCAM005157
ENSMUSP00000112538	SINCAM009558
ENSMUSP00000112539	SINCAM921270
ENSMUSP00000112551	SINCAM008271
ENSMUSP00000112554	SINCAM000663
ENSMUSP00000112563	SINCAM001416
ENSMUSP00000112578	SINCAM012241
ENSMUSP00000112595	SINCAM007105
ENSMUSP00000112597	SINCAM015291
ENSMUSP00000112600	SINCAM006903
ENSMUSP00000112602	SINCAM000559
ENSMUSP00000112617	SINCAM005949
ENSMUSP00000112618	SINCAM921448
ENSMUSP00000112620	SINCAM004441
ENSMUSP00000112634	SINCAM921119
ENSMUSP00000112637	SINCAM000302
ENSMUSP00000112638	SINCAM008895
ENSMUSP00000112640	SINCAM000202
ENSMUSP00000112644	SINCAM922758
ENSMUSP00000112662	SINCAM000708
ENSMUSP00000112673	SINCAM011496
ENSMUSP00000112675	SINCAM002761
ENSMUSP00000112685	SINCAM007069
ENSMUSP00000112688	SINCAM002020
ENSMUSP00000112715	SINCAM001274
ENSMUSP00000112717	SINCAM921923
ENSMUSP00000112719	SINCAM007867
ENSMUSP00000112725	SINCAM009396
ENSMUSP00000112727	SINCAM013941
ENSMUSP00000112741	SINCAM920815
ENSMUSP00000112751	SINCAM005457
ENSMUSP00000112766	SINCAM010519
ENSMUSP00000112776	SINCAM004113
ENSMUSP00000112782	SINCAM010216
ENSMUSP00000112790	SINCAM013104
ENSMUSP00000112801	SINCAM922727
ENSMUSP00000112810	SINCAM009083
ENSMUSP00000112815	SINCAM010086
ENSMUSP00000112820	SINCAM010960
ENSMUSP00000112833	SINCAM015274
ENSMUSP00000112836	SINCAM001359
ENSMUSP00000112860	SINCAM921918
ENSMUSP00000112871	SINCAM000451
ENSMUSP00000112897	SINCAM003608
ENSMUSP00000112903	SINCAM921428
ENSMUSP00000112905	SINCAM010996
ENSMUSP00000112919	SINCAM002227
ENSMUSP00000112926	SINCAM017645
ENSMUSP00000112930	SINCAM000171
ENSMUSP00000112934	SINCAM012075
ENSMUSP00000112942	SINCAM008187
ENSMUSP00000112947	SINCAM921524
ENSMUSP00000112953	SINCAM008115
ENSMUSP00000112957	SINCAM012266
ENSMUSP00000112965	SINCAM005944
ENSMUSP00000112975	SINCAM007066
ENSMUSP00000112977	SINCAM000374
ENSMUSP00000112978	SINCAM013853
ENSMUSP00000112988	SINCAM922684
ENSMUSP00000112998	SINCAM004430
ENSMUSP00000113022	SINCAM012171
ENSMUSP00000113032	SINCAM010832
ENSMUSP00000113042	SINCAM001580
ENSMUSP00000113051	SINCAM900286
ENSMUSP00000113052	SINCAM004152
ENSMUSP00000113053	SINCAM005494
ENSMUSP00000113090	SINCAM007573
ENSMUSP00000113091	SINCAM001254
ENSMUSP00000113097	SINCAM007546
ENSMUSP00000113103	SINCAM005780
ENSMUSP00000113105	SINCAM005597
ENSMUSP00000113115	SINCAM921854
ENSMUSP00000113116	SINCAM922724
ENSMUSP00000113120	SINCAM921342
ENSMUSP00000113147	SINCAM012908
ENSMUSP00000113152	SINCAM922128
ENSMUSP00000113157	SINCAM014076
ENSMUSP00000113161	SINCAM921450
ENSMUSP00000113162	SINCAM012933
ENSMUSP00000113174	SINCAM000475
ENSMUSP00000113197	SINCAM014451
ENSMUSP00000113210	SINCAM009487
ENSMUSP00000113216	SINCAM005055
ENSMUSP00000113221	SINCAM012751
ENSMUSP00000113234	SINCAM009560
ENSMUSP00000113235	SINCAM000237
ENSMUSP00000113247	SINCAM004855
ENSMUSP00000113259	SINCAM007361
ENSMUSP00000113265	SINCAM920878
ENSMUSP00000113266	SINCAM016153
ENSMUSP00000113270	SINCAM921655
ENSMUSP00000113273	SINCAM013178
ENSMUSP00000113274	SINCAM001146
ENSMUSP00000113286	SINCAM010096
ENSMUSP00000113291	SINCAM011896
ENSMUSP00000113305	SINCAM007015
ENSMUSP00000113308	SINCAM921245
ENSMUSP00000113309	SINCAM921437
ENSMUSP00000113319	SINCAM921168
ENSMUSP00000113333	SINCAM005276
ENSMUSP00000113341	SINCAM014727
ENSMUSP00000113342	SINCAM005063
ENSMUSP00000113343	SINCAM003856
ENSMUSP00000113344	SINCAM004201
ENSMUSP00000113346	SINCAM013929
ENSMUSP00000113349	SINCAM000080
ENSMUSP00000113353	SINCAM009378
ENSMUSP00000113365	SINCAM017984
ENSMUSP00000113385	SINCAM005369
ENSMUSP00000113388	SINCAM004785
ENSMUSP00000113390	SINCAM013223
ENSMUSP00000113395	SINCAM003503
ENSMUSP00000113398	SINCAM002529
ENSMUSP00000113400	SINCAM007340
ENSMUSP00000113414	SINCAM002569
ENSMUSP00000113429	SINCAM921813
ENSMUSP00000113431	SINCAM011324
ENSMUSP00000113436	SINCAM012103
ENSMUSP00000113441	SINCAM001528
ENSMUSP00000113444	SINCAM013173
ENSMUSP00000113457	SINCAM007280
ENSMUSP00000113475	SINCAM009169
ENSMUSP00000113488	SINCAM001281
ENSMUSP00000113494	SINCAM921562
ENSMUSP00000113498	SINCAM011273
ENSMUSP00000113499	SINCAM002886
ENSMUSP00000113516	SINCAM010987
ENSMUSP00000113521	SINCAM011308
ENSMUSP00000113527	SINCAM010399
ENSMUSP00000113537	SINCAM013856
ENSMUSP00000113540	SINCAM013185
ENSMUSP00000113553	SINCAM002375
ENSMUSP00000113560	SINCAM900165
ENSMUSP00000113571	SINCAM000081
ENSMUSP00000113575	SINCAM010411
ENSMUSP00000113582	SINCAM007362
ENSMUSP00000113587	SINCAM921917
ENSMUSP00000113588	SINCAM010828
ENSMUSP00000113603	SINCAM005363
ENSMUSP00000113616	SINCAM014744
ENSMUSP00000113621	SINCAM004882
ENSMUSP00000113652	SINCAM012581
ENSMUSP00000113660	SINCAM004089
ENSMUSP00000113672	SINCAM005050
ENSMUSP00000113676	SINCAM010021
ENSMUSP00000113680	SINCAM013206
ENSMUSP00000113685	SINCAM005052
ENSMUSP00000113690	SINCAM008341
ENSMUSP00000113695	SINCAM002421
ENSMUSP00000113697	SINCAM922689
ENSMUSP00000113703	SINCAM922433
ENSMUSP00000113704	SINCAM000492
ENSMUSP00000113705	SINCAM900021
ENSMUSP00000113708	SINCAM003093
ENSMUSP00000113717	SINCAM921368
ENSMUSP00000113718	SINCAM010627
ENSMUSP00000113720	SINCAM005915
ENSMUSP00000113729	SINCAM000577
ENSMUSP00000113755	SINCAM002438
ENSMUSP00000113767	SINCAM921367
ENSMUSP00000113768	SINCAM004805
ENSMUSP00000113769	SINCAM010531
ENSMUSP00000113778	SINCAM000200
ENSMUSP00000113785	SINCAM922514
ENSMUSP00000113792	SINCAM000562
ENSMUSP00000113793	SINCAM013180
ENSMUSP00000113806	SINCAM008369
ENSMUSP00000113811	SINCAM002544
ENSMUSP00000113835	SINCAM004067
ENSMUSP00000113840	SINCAM005357
ENSMUSP00000113852	SINCAM900195
ENSMUSP00000113854	SINCAM010573
ENSMUSP00000113862	SINCAM007366
ENSMUSP00000113864	SINCAM007571
ENSMUSP00000113869	SINCAM008732
ENSMUSP00000113881	SINCAM003916
ENSMUSP00000113891	SINCAM008920
ENSMUSP00000113899	SINCAM011705
ENSMUSP00000113912	SINCAM000569
ENSMUSP00000113919	SINCAM920492
ENSMUSP00000113928	SINCAM921435
ENSMUSP00000113962	SINCAM003095
ENSMUSP00000113963	SINCAM005713
ENSMUSP00000113964	SINCAM007035
ENSMUSP00000113974	SINCAM920716
ENSMUSP00000113977	SINCAM013893
ENSMUSP00000113979	SINCAM922806
ENSMUSP00000113998	SINCAM012303
ENSMUSP00000114014	SINCAM920883
ENSMUSP00000114016	SINCAM004060
ENSMUSP00000114020	SINCAM004955
ENSMUSP00000114024	SINCAM922003
ENSMUSP00000114026	SINCAM010325
ENSMUSP00000114028	SINCAM002674
ENSMUSP00000114053	SINCAM013958
ENSMUSP00000114056	SINCAM003607
ENSMUSP00000114062	SINCAM011718
ENSMUSP00000114068	SINCAM015278
ENSMUSP00000114069	SINCAM012980
ENSMUSP00000114074	SINCAM003285
ENSMUSP00000114076	SINCAM011505
ENSMUSP00000114087	SINCAM006108
ENSMUSP00000114088	SINCAM008383
ENSMUSP00000114093	SINCAM000195
ENSMUSP00000114094	SINCAM001412
ENSMUSP00000114099	SINCAM009030
ENSMUSP00000114114	SINCAM007570
ENSMUSP00000114125	SINCAM008553
ENSMUSP00000114144	SINCAM010615
ENSMUSP00000114159	SINCAM920922
ENSMUSP00000114173	SINCAM001686
ENSMUSP00000114175	SINCAM004936
ENSMUSP00000114202	SINCAM008661
ENSMUSP00000114203	SINCAM012868
ENSMUSP00000114223	SINCAM003283
ENSMUSP00000114304	SINCAM009814
ENSMUSP00000114323	SINCAM001339
ENSMUSP00000114325	SINCAM006680
ENSMUSP00000114356	SINCAM005332
ENSMUSP00000114381	SINCAM007484
ENSMUSP00000114402	SINCAM009857
ENSMUSP00000114404	SINCAM900265
ENSMUSP00000114458	SINCAM920739
ENSMUSP00000114489	SINCAM014318
ENSMUSP00000114504	SINCAM005908
ENSMUSP00000114572	SINCAM920673
ENSMUSP00000114578	SINCAM011525
ENSMUSP00000114583	SINCAM000138
ENSMUSP00000114624	SINCAM921296
ENSMUSP00000114643	SINCAM002135
ENSMUSP00000114652	SINCAM006910
ENSMUSP00000114668	SINCAM921517
ENSMUSP00000114682	SINCAM008634
ENSMUSP00000114699	SINCAM001004
ENSMUSP00000114705	SINCAM006435
ENSMUSP00000114717	SINCAM004135
ENSMUSP00000114787	SINCAM001518
ENSMUSP00000114839	SINCAM017263
ENSMUSP00000114844	SINCAM012640
ENSMUSP00000114852	SINCAM921279
ENSMUSP00000114904	SINCAM009369
ENSMUSP00000114906	SINCAM005448
ENSMUSP00000114909	SINCAM006025
ENSMUSP00000114921	SINCAM002750
ENSMUSP00000114931	SINCAM920430
ENSMUSP00000114963	SINCAM009567
ENSMUSP00000114968	SINCAM000249
ENSMUSP00000114974	SINCAM006396
ENSMUSP00000115011	SINCAM008860
ENSMUSP00000115044	SINCAM012429
ENSMUSP00000115062	SINCAM002289
ENSMUSP00000115078	SINCAM001619
ENSMUSP00000115090	SINCAM921424
ENSMUSP00000115094	SINCAM003417
ENSMUSP00000115111	SINCAM012741
ENSMUSP00000115136	SINCAM013098
ENSMUSP00000115219	SINCAM008455
ENSMUSP00000115246	SINCAM010739
ENSMUSP00000115260	SINCAM920428
ENSMUSP00000115320	SINCAM002276
ENSMUSP00000115325	SINCAM015429
ENSMUSP00000115353	SINCAM012038
ENSMUSP00000115419	SINCAM920597
ENSMUSP00000115503	SINCAM011211
ENSMUSP00000115512	SINCAM002533
ENSMUSP00000115539	SINCAM010030
ENSMUSP00000115558	SINCAM920867
ENSMUSP00000115599	SINCAM001888
ENSMUSP00000115645	SINCAM016064
ENSMUSP00000115672	SINCAM015470
ENSMUSP00000115679	SINCAM008486
ENSMUSP00000115695	SINCAM008753
ENSMUSP00000115704	SINCAM008377
ENSMUSP00000115718	SINCAM001485
ENSMUSP00000115722	SINCAM008968
ENSMUSP00000115729	SINCAM013603
ENSMUSP00000115738	SINCAM921593
ENSMUSP00000115750	SINCAM921833
ENSMUSP00000115754	SINCAM012821
ENSMUSP00000115756	SINCAM004167
ENSMUSP00000115772	SINCAM003738
ENSMUSP00000115813	SINCAM014091
ENSMUSP00000115822	SINCAM005226
ENSMUSP00000115860	SINCAM008416
ENSMUSP00000115865	SINCAM007060
ENSMUSP00000115871	SINCAM000531
ENSMUSP00000115881	SINCAM001877
ENSMUSP00000115883	SINCAM003648
ENSMUSP00000115957	SINCAM005923
ENSMUSP00000116006	SINCAM002185
ENSMUSP00000116028	SINCAM900036
ENSMUSP00000116056	SINCAM920724
ENSMUSP00000116057	SINCAM003195
ENSMUSP00000116090	SINCAM921395
ENSMUSP00000116098	SINCAM009043
ENSMUSP00000116103	SINCAM014705
ENSMUSP00000116108	SINCAM017978
ENSMUSP00000116130	SINCAM921317
ENSMUSP00000116176	SINCAM003860
ENSMUSP00000116191	SINCAM922204
ENSMUSP00000116200	SINCAM922829
ENSMUSP00000116205	SINCAM009453
ENSMUSP00000116231	SINCAM009073
ENSMUSP00000116234	SINCAM921008
ENSMUSP00000116249	SINCAM002241
ENSMUSP00000116252	SINCAM014671
ENSMUSP00000116271	SINCAM004406
ENSMUSP00000116278	SINCAM017649
ENSMUSP00000116282	SINCAM012107
ENSMUSP00000116313	SINCAM002784
ENSMUSP00000116327	SINCAM013401
ENSMUSP00000116397	SINCAM003049
ENSMUSP00000116426	SINCAM014066
ENSMUSP00000116492	SINCAM921579
ENSMUSP00000116494	SINCAM008005
ENSMUSP00000116574	SINCAM921610
ENSMUSP00000116575	SINCAM011726
ENSMUSP00000116591	SINCAM921202
ENSMUSP00000116625	SINCAM015453
ENSMUSP00000116627	SINCAM920806
ENSMUSP00000116747	SINCAM006268
ENSMUSP00000116757	SINCAM013854
ENSMUSP00000116869	SINCAM001731
ENSMUSP00000116886	SINCAM010803
ENSMUSP00000116898	SINCAM921685
ENSMUSP00000117009	SINCAM001713
ENSMUSP00000117017	SINCAM013902
ENSMUSP00000117025	SINCAM921070
ENSMUSP00000117040	SINCAM000459
ENSMUSP00000117045	SINCAM922528
ENSMUSP00000117052	SINCAM008561
ENSMUSP00000117082	SINCAM000811
ENSMUSP00000117108	SINCAM008477
ENSMUSP00000117160	SINCAM922455
ENSMUSP00000117169	SINCAM008327
ENSMUSP00000117200	SINCAM922812
ENSMUSP00000117246	SINCAM002720
ENSMUSP00000117304	SINCAM000574
ENSMUSP00000117326	SINCAM010360
ENSMUSP00000117336	SINCAM921867
ENSMUSP00000117346	SINCAM007019
ENSMUSP00000117347	SINCAM921453
ENSMUSP00000117384	SINCAM003062
ENSMUSP00000117392	SINCAM001906
ENSMUSP00000117414	SINCAM920472
ENSMUSP00000117421	SINCAM002631
ENSMUSP00000117496	SINCAM900086
ENSMUSP00000117509	SINCAM002205
ENSMUSP00000117531	SINCAM010148
ENSMUSP00000117533	SINCAM006794
ENSMUSP00000117538	SINCAM922195
ENSMUSP00000117569	SINCAM012383
ENSMUSP00000117583	SINCAM013641
ENSMUSP00000117616	SINCAM005216
ENSMUSP00000117636	SINCAM001389
ENSMUSP00000117687	SINCAM921164
ENSMUSP00000117690	SINCAM012030
ENSMUSP00000117710	SINCAM000629
ENSMUSP00000117725	SINCAM013998
ENSMUSP00000117778	SINCAM014353
ENSMUSP00000117838	SINCAM003786
ENSMUSP00000117872	SINCAM012656
ENSMUSP00000117891	SINCAM011722
ENSMUSP00000117928	SINCAM008301
ENSMUSP00000117947	SINCAM900133
ENSMUSP00000117987	SINCAM014406
ENSMUSP00000118015	SINCAM008627
ENSMUSP00000118070	SINCAM015899
ENSMUSP00000118105	SINCAM013687
ENSMUSP00000118107	SINCAM006258
ENSMUSP00000118125	SINCAM000481
ENSMUSP00000118169	SINCAM008347
ENSMUSP00000118221	SINCAM002218
ENSMUSP00000118257	SINCAM000094
ENSMUSP00000118312	SINCAM001151
ENSMUSP00000118318	SINCAM003553
ENSMUSP00000118322	SINCAM002524
ENSMUSP00000118333	SINCAM921116
ENSMUSP00000118348	SINCAM922042
ENSMUSP00000118361	SINCAM002338
ENSMUSP00000118368	SINCAM003055
ENSMUSP00000118416	SINCAM011975
ENSMUSP00000118452	SINCAM014552
ENSMUSP00000118491	SINCAM001593
ENSMUSP00000118546	SINCAM007301
ENSMUSP00000118564	SINCAM003752
ENSMUSP00000118610	SINCAM002495
ENSMUSP00000118656	SINCAM008492
ENSMUSP00000118666	SINCAM016431
ENSMUSP00000118729	SINCAM920711
ENSMUSP00000118743	SINCAM006871
ENSMUSP00000118751	SINCAM008580
ENSMUSP00000118759	SINCAM010419
ENSMUSP00000118776	SINCAM011968
ENSMUSP00000118779	SINCAM921022
ENSMUSP00000118787	SINCAM013678
ENSMUSP00000118841	SINCAM003541
ENSMUSP00000118911	SINCAM012752
ENSMUSP00000118918	SINCAM006002
ENSMUSP00000118931	SINCAM012946
ENSMUSP00000118935	SINCAM921147
ENSMUSP00000118956	SINCAM008328
ENSMUSP00000118984	SINCAM920682
ENSMUSP00000119002	SINCAM006889
ENSMUSP00000119041	SINCAM001086
ENSMUSP00000119049	SINCAM920473
ENSMUSP00000119083	SINCAM002354
ENSMUSP00000119102	SINCAM010991
ENSMUSP00000119238	SINCAM004191
ENSMUSP00000119261	SINCAM002516
ENSMUSP00000119303	SINCAM008370
ENSMUSP00000119308	SINCAM005716
ENSMUSP00000119345	SINCAM008625
ENSMUSP00000119369	SINCAM013501
ENSMUSP00000119386	SINCAM002590
ENSMUSP00000119399	SINCAM007370
ENSMUSP00000119443	SINCAM016373
ENSMUSP00000119447	SINCAM010011
ENSMUSP00000119468	SINCAM005396
ENSMUSP00000119482	SINCAM008176
ENSMUSP00000119485	SINCAM921511
ENSMUSP00000119518	SINCAM017989
ENSMUSP00000119535	SINCAM014354
ENSMUSP00000119565	SINCAM005045
ENSMUSP00000119603	SINCAM013409
ENSMUSP00000119606	SINCAM000721
ENSMUSP00000119607	SINCAM004834
ENSMUSP00000119608	SINCAM005340
ENSMUSP00000119609	SINCAM000029
ENSMUSP00000119711	SINCAM921672
ENSMUSP00000119715	SINCAM008594
ENSMUSP00000119724	SINCAM002567
ENSMUSP00000119745	SINCAM012769
ENSMUSP00000119774	SINCAM921259
ENSMUSP00000119782	SINCAM003634
ENSMUSP00000119806	SINCAM004683
ENSMUSP00000119827	SINCAM921934
ENSMUSP00000119829	SINCAM002865
ENSMUSP00000119841	SINCAM000216
ENSMUSP00000119875	SINCAM011236
ENSMUSP00000119912	SINCAM000566
ENSMUSP00000119939	SINCAM004748
ENSMUSP00000119949	SINCAM000238
ENSMUSP00000119993	SINCAM001309
ENSMUSP00000120007	SINCAM004767
ENSMUSP00000120014	SINCAM011114
ENSMUSP00000120016	SINCAM921607
ENSMUSP00000120071	SINCAM004809
ENSMUSP00000120075	SINCAM005143
ENSMUSP00000120085	SINCAM005137
ENSMUSP00000120106	SINCAM011750
ENSMUSP00000120115	SINCAM922442
ENSMUSP00000120152	SINCAM013493
ENSMUSP00000120154	SINCAM001756
ENSMUSP00000120276	SINCAM001972
ENSMUSP00000120285	SINCAM015108
ENSMUSP00000120314	SINCAM010773
ENSMUSP00000120362	SINCAM004504
ENSMUSP00000120365	SINCAM005091
ENSMUSP00000120414	SINCAM921785
ENSMUSP00000120421	SINCAM007465
ENSMUSP00000120456	SINCAM921015
ENSMUSP00000120461	SINCAM015171
ENSMUSP00000120466	SINCAM000876
ENSMUSP00000120516	SINCAM007436
ENSMUSP00000120528	SINCAM002541
ENSMUSP00000120547	SINCAM921981
ENSMUSP00000120595	SINCAM008655
ENSMUSP00000120598	SINCAM012914
ENSMUSP00000120632	SINCAM000563
ENSMUSP00000120649	SINCAM922636
ENSMUSP00000120658	SINCAM011542
ENSMUSP00000120659	SINCAM011424
ENSMUSP00000120778	SINCAM922887
ENSMUSP00000120802	SINCAM009115
ENSMUSP00000120803	SINCAM002154
ENSMUSP00000120807	SINCAM009002
ENSMUSP00000120810	SINCAM008094
ENSMUSP00000120816	SINCAM008157
ENSMUSP00000120830	SINCAM003511
ENSMUSP00000120840	SINCAM005916
ENSMUSP00000120881	SINCAM923119
ENSMUSP00000120904	SINCAM001096
ENSMUSP00000120911	SINCAM011414
ENSMUSP00000120925	SINCAM008861
ENSMUSP00000120938	SINCAM004761
ENSMUSP00000120966	SINCAM922045
ENSMUSP00000120967	SINCAM000306
ENSMUSP00000120976	SINCAM003067
ENSMUSP00000120994	SINCAM010967
ENSMUSP00000121000	SINCAM005703
ENSMUSP00000121005	SINCAM000424
ENSMUSP00000121007	SINCAM000045
ENSMUSP00000121020	SINCAM007533
ENSMUSP00000121032	SINCAM013977
ENSMUSP00000121038	SINCAM008379
ENSMUSP00000121042	SINCAM012960
ENSMUSP00000121085	SINCAM921879
ENSMUSP00000121111	SINCAM012797
ENSMUSP00000121182	SINCAM010027
ENSMUSP00000121203	SINCAM011591
ENSMUSP00000121212	SINCAM004725
ENSMUSP00000121233	SINCAM001632
ENSMUSP00000121249	SINCAM004497
ENSMUSP00000121266	SINCAM921163
ENSMUSP00000121290	SINCAM012695
ENSMUSP00000121309	SINCAM017880
ENSMUSP00000121346	SINCAM004251
ENSMUSP00000121358	SINCAM007171
ENSMUSP00000121390	SINCAM922173
ENSMUSP00000121493	SINCAM014224
ENSMUSP00000121504	SINCAM014831
ENSMUSP00000121557	SINCAM002657
ENSMUSP00000121576	SINCAM002387
ENSMUSP00000121617	SINCAM008299
ENSMUSP00000121744	SINCAM000849
ENSMUSP00000121753	SINCAM009277
ENSMUSP00000121775	SINCAM002641
ENSMUSP00000121820	SINCAM921212
ENSMUSP00000121832	SINCAM008767
ENSMUSP00000121835	SINCAM002493
ENSMUSP00000121846	SINCAM007980
ENSMUSP00000121862	SINCAM921496
ENSMUSP00000121887	SINCAM922130
ENSMUSP00000121973	SINCAM012524
ENSMUSP00000121977	SINCAM920860
ENSMUSP00000122056	SINCAM007079
ENSMUSP00000122058	SINCAM002269
ENSMUSP00000122066	SINCAM011989
ENSMUSP00000122080	SINCAM008211
ENSMUSP00000122103	SINCAM006734
ENSMUSP00000122124	SINCAM005067
ENSMUSP00000122199	SINCAM922691
ENSMUSP00000122227	SINCAM000017
ENSMUSP00000122274	SINCAM002229
ENSMUSP00000122355	SINCAM922560
ENSMUSP00000122360	SINCAM008011
ENSMUSP00000122363	SINCAM000495
ENSMUSP00000122366	SINCAM921224
ENSMUSP00000122395	SINCAM900128
ENSMUSP00000122402	SINCAM010509
ENSMUSP00000122403	SINCAM005706
ENSMUSP00000122420	SINCAM010127
ENSMUSP00000122471	SINCAM000496
ENSMUSP00000122476	SINCAM014073
ENSMUSP00000122497	SINCAM001744
ENSMUSP00000122550	SINCAM007705
ENSMUSP00000122552	SINCAM013588
ENSMUSP00000122623	SINCAM016450
ENSMUSP00000122733	SINCAM011587
ENSMUSP00000122852	SINCAM013187
ENSMUSP00000122855	SINCAM921615
ENSMUSP00000122859	SINCAM015802
ENSMUSP00000122881	SINCAM006640
ENSMUSP00000122894	SINCAM000030
ENSMUSP00000122895	SINCAM011387
ENSMUSP00000122896	SINCAM002500
ENSMUSP00000122915	SINCAM017510
ENSMUSP00000122962	SINCAM010389
ENSMUSP00000122964	SINCAM000241
ENSMUSP00000122966	SINCAM900077
ENSMUSP00000123029	SINCAM921458
ENSMUSP00000123078	SINCAM002949
