ENSTGUP00000000001	SINCAM013965
ENSTGUP00000014038	SINCAM004159
ENSTGUP00000014039	SINCAM921256
ENSTGUP00000014040	SINCAM921257
ENSTGUP00000014041	SINCAM004161
ENSTGUP00000014042	SINCAM004162
ENSTGUP00000014043	SINCAM004163
ENSTGUP00000014044	SINCAM004164
ENSTGUP00000014048	SINCAM013246
ENSTGUP00000014050	SINCAM014188
ENSTGUP00000014056	SINCAM004476
ENSTGUP00000014058	SINCAM012103
ENSTGUP00000014093	SINCAM012101
ENSTGUP00000014096	SINCAM006162
ENSTGUP00000014101	SINCAM013064
ENSTGUP00000014104	SINCAM002377
ENSTGUP00000014107	SINCAM014530
ENSTGUP00000014118	SINCAM005015
ENSTGUP00000014120	SINCAM012281
ENSTGUP00000014140	SINCAM014537
ENSTGUP00000014145	SINCAM014114
ENSTGUP00000014153	SINCAM006665
ENSTGUP00000014154	SINCAM013380
ENSTGUP00000014155	SINCAM014465
ENSTGUP00000014159	SINCAM006847
ENSTGUP00000014175	SINCAM013477
ENSTGUP00000014176	SINCAM002022
ENSTGUP00000014207	SINCAM000532
ENSTGUP00000014221	SINCAM013453
ENSTGUP00000014228	SINCAM016132
ENSTGUP00000014233	SINCAM014778
ENSTGUP00000014234	SINCAM013296
ENSTGUP00000014243	SINCAM004734
ENSTGUP00000014245	SINCAM012725
ENSTGUP00000014257	SINCAM922441
ENSTGUP00000014278	SINCAM012998
ENSTGUP00000014282	SINCAM007943
ENSTGUP00000014301	SINCAM014443
ENSTGUP00000014304	SINCAM012943
ENSTGUP00000014305	SINCAM004775
ENSTGUP00000014310	SINCAM003054
ENSTGUP00000014313	SINCAM014371
ENSTGUP00000014333	SINCAM012944
ENSTGUP00000014339	SINCAM015897
ENSTGUP00000014346	SINCAM922466
ENSTGUP00000014359	SINCAM012970
ENSTGUP00000014388	SINCAM000505
ENSTGUP00000014400	SINCAM000502
ENSTGUP00000014403	SINCAM015598
ENSTGUP00000014409	SINCAM012928
ENSTGUP00000014416	SINCAM012936
ENSTGUP00000014428	SINCAM018019
ENSTGUP00000014429	SINCAM006257
ENSTGUP00000014440	SINCAM012914
ENSTGUP00000014443	SINCAM920678
ENSTGUP00000014450	SINCAM013596
ENSTGUP00000014454	SINCAM921294
ENSTGUP00000014457	SINCAM013691
ENSTGUP00000014461	SINCAM922464
ENSTGUP00000014467	SINCAM015353
ENSTGUP00000014472	SINCAM003905
ENSTGUP00000014508	SINCAM017969
ENSTGUP00000014515	SINCAM921979
ENSTGUP00000014518	SINCAM008468
ENSTGUP00000014521	SINCAM010006
ENSTGUP00000014524	SINCAM010689
ENSTGUP00000014529	SINCAM015123
ENSTGUP00000014546	SINCAM013598
ENSTGUP00000014551	SINCAM006146
ENSTGUP00000014568	SINCAM001253
ENSTGUP00000014570	SINCAM920611
ENSTGUP00000014579	SINCAM001078
ENSTGUP00000014591	SINCAM001252
ENSTGUP00000014594	SINCAM012841
ENSTGUP00000014597	SINCAM013262
ENSTGUP00000014610	SINCAM001516
ENSTGUP00000014617	SINCAM013190
ENSTGUP00000014625	SINCAM014980
ENSTGUP00000014634	SINCAM013281
ENSTGUP00000014645	SINCAM013075
ENSTGUP00000014647	SINCAM013084
ENSTGUP00000014649	SINCAM001962
ENSTGUP00000014651	SINCAM000861
ENSTGUP00000014652	SINCAM922988
ENSTGUP00000014657	SINCAM001096
ENSTGUP00000014658	SINCAM013100
ENSTGUP00000014670	SINCAM922606
ENSTGUP00000014681	SINCAM014083
ENSTGUP00000014694	SINCAM017518
ENSTGUP00000014700	SINCAM014038
ENSTGUP00000014702	SINCAM014529
ENSTGUP00000014743	SINCAM010307
ENSTGUP00000014746	SINCAM900240
ENSTGUP00000014760	SINCAM922041
ENSTGUP00000014776	SINCAM002980
ENSTGUP00000014786	SINCAM011143
ENSTGUP00000014796	SINCAM003055
ENSTGUP00000014802	SINCAM920533
ENSTGUP00000014805	SINCAM016970
ENSTGUP00000014828	SINCAM923020
ENSTGUP00000014830	SINCAM009554
ENSTGUP00000014832	SINCAM014984
ENSTGUP00000014844	SINCAM003068
ENSTGUP00000014851	SINCAM012976
ENSTGUP00000014858	SINCAM010304
ENSTGUP00000014872	SINCAM013339
ENSTGUP00000014881	SINCAM010378
ENSTGUP00000014883	SINCAM014084
ENSTGUP00000014887	SINCAM003067
ENSTGUP00000014890	SINCAM004305
ENSTGUP00000014892	SINCAM009621
ENSTGUP00000014896	SINCAM014065
ENSTGUP00000014898	SINCAM003062
ENSTGUP00000014902	SINCAM014382
ENSTGUP00000014908	SINCAM009656
ENSTGUP00000014914	SINCAM011639
ENSTGUP00000014915	SINCAM011266
ENSTGUP00000014935	SINCAM016547
ENSTGUP00000014939	SINCAM010724
ENSTGUP00000014946	SINCAM015667
ENSTGUP00000014950	SINCAM010121
ENSTGUP00000014953	SINCAM921093
ENSTGUP00000014964	SINCAM010178
ENSTGUP00000014987	SINCAM001390
ENSTGUP00000014989	SINCAM008923
ENSTGUP00000014997	SINCAM922748
ENSTGUP00000014998	SINCAM922347
ENSTGUP00000015009	SINCAM010040
ENSTGUP00000015025	SINCAM010279
ENSTGUP00000015026	SINCAM003884
ENSTGUP00000015027	SINCAM003075
ENSTGUP00000015036	SINCAM010226
ENSTGUP00000015039	SINCAM003099
ENSTGUP00000015053	SINCAM013909
ENSTGUP00000015063	SINCAM922729
ENSTGUP00000015065	SINCAM011555
ENSTGUP00000015068	SINCAM013552
ENSTGUP00000015072	SINCAM010170
ENSTGUP00000015075	SINCAM003081
ENSTGUP00000015077	SINCAM921737
ENSTGUP00000015082	SINCAM013305
ENSTGUP00000015084	SINCAM922916
ENSTGUP00000015091	SINCAM012969
ENSTGUP00000015093	SINCAM010171
ENSTGUP00000015109	SINCAM002847
ENSTGUP00000015114	SINCAM010169
ENSTGUP00000015124	SINCAM003343
ENSTGUP00000015134	SINCAM002848
ENSTGUP00000015142	SINCAM008455
ENSTGUP00000015152	SINCAM009067
ENSTGUP00000015159	SINCAM010138
ENSTGUP00000015162	SINCAM000095
ENSTGUP00000015164	SINCAM922894
ENSTGUP00000015169	SINCAM008116
ENSTGUP00000015173	SINCAM012963
ENSTGUP00000015174	SINCAM003309
ENSTGUP00000015180	SINCAM003308
ENSTGUP00000015194	SINCAM001488
ENSTGUP00000015199	SINCAM922544
ENSTGUP00000015208	SINCAM003310
ENSTGUP00000015211	SINCAM014782
ENSTGUP00000015212	SINCAM008945
ENSTGUP00000015216	SINCAM922709
ENSTGUP00000015219	SINCAM003079
ENSTGUP00000015223	SINCAM921092
ENSTGUP00000015232	SINCAM010066
ENSTGUP00000015246	SINCAM014792
ENSTGUP00000015249	SINCAM921091
ENSTGUP00000015250	SINCAM018006
ENSTGUP00000015253	SINCAM006241
ENSTGUP00000015260	SINCAM003076
ENSTGUP00000015263	SINCAM010175
ENSTGUP00000015265	SINCAM922759
ENSTGUP00000015267	SINCAM921273
ENSTGUP00000015273	SINCAM007939
ENSTGUP00000015277	SINCAM006781
ENSTGUP00000015294	SINCAM014133
ENSTGUP00000015308	SINCAM004213
ENSTGUP00000015311	SINCAM003311
ENSTGUP00000015313	SINCAM010174
ENSTGUP00000015318	SINCAM014455
ENSTGUP00000015319	SINCAM001459
ENSTGUP00000015337	SINCAM921088
ENSTGUP00000015340	SINCAM014464
ENSTGUP00000015343	SINCAM015615
ENSTGUP00000015345	SINCAM015369
ENSTGUP00000015352	SINCAM010172
ENSTGUP00000015363	SINCAM014302
ENSTGUP00000015374	SINCAM002714
ENSTGUP00000015376	SINCAM014870
ENSTGUP00000015388	SINCAM003386
ENSTGUP00000015389	SINCAM012769
ENSTGUP00000015391	SINCAM920723
ENSTGUP00000015393	SINCAM003094
ENSTGUP00000015405	SINCAM010290
ENSTGUP00000015408	SINCAM013129
ENSTGUP00000015416	SINCAM012818
ENSTGUP00000015419	SINCAM014329
ENSTGUP00000015438	SINCAM016437
ENSTGUP00000015439	SINCAM009145
ENSTGUP00000015448	SINCAM922291
ENSTGUP00000015465	SINCAM922989
ENSTGUP00000015466	SINCAM010828
ENSTGUP00000015472	SINCAM922816
ENSTGUP00000015476	SINCAM900272
ENSTGUP00000015484	SINCAM010224
ENSTGUP00000015494	SINCAM011032
ENSTGUP00000015506	SINCAM006818
ENSTGUP00000015509	SINCAM014113
ENSTGUP00000015532	SINCAM008517
ENSTGUP00000015535	SINCAM920657
ENSTGUP00000015537	SINCAM014336
ENSTGUP00000015547	SINCAM014101
ENSTGUP00000015549	SINCAM010108
ENSTGUP00000015566	SINCAM003639
ENSTGUP00000015574	SINCAM012336
ENSTGUP00000015579	SINCAM014363
ENSTGUP00000015581	SINCAM006276
ENSTGUP00000015597	SINCAM008895
ENSTGUP00000015613	SINCAM016102
ENSTGUP00000015619	SINCAM017784
ENSTGUP00000015626	SINCAM008585
ENSTGUP00000015646	SINCAM017347
ENSTGUP00000015650	SINCAM014129
ENSTGUP00000015654	SINCAM014130
ENSTGUP00000015656	SINCAM921004
ENSTGUP00000015661	SINCAM002712
ENSTGUP00000015667	SINCAM922961
ENSTGUP00000015668	SINCAM007830
ENSTGUP00000015673	SINCAM000136
ENSTGUP00000015674	SINCAM000739
ENSTGUP00000015692	SINCAM000738
ENSTGUP00000015699	SINCAM013713
ENSTGUP00000015708	SINCAM011420
ENSTGUP00000015712	SINCAM000143
ENSTGUP00000015717	SINCAM011419
ENSTGUP00000015726	SINCAM922035
ENSTGUP00000015731	SINCAM001885
ENSTGUP00000015733	SINCAM010699
ENSTGUP00000015739	SINCAM004199
ENSTGUP00000015744	SINCAM014168
ENSTGUP00000015746	SINCAM922805
ENSTGUP00000015748	SINCAM922000
ENSTGUP00000015753	SINCAM000787
ENSTGUP00000015756	SINCAM000786
ENSTGUP00000015765	SINCAM014286
ENSTGUP00000015777	SINCAM011209
ENSTGUP00000015780	SINCAM011695
ENSTGUP00000015784	SINCAM000776
ENSTGUP00000015785	SINCAM013553
ENSTGUP00000015786	SINCAM005470
ENSTGUP00000015787	SINCAM000775
ENSTGUP00000015788	SINCAM922006
ENSTGUP00000015790	SINCAM013906
ENSTGUP00000015792	SINCAM008856
ENSTGUP00000015802	SINCAM009545
ENSTGUP00000015809	SINCAM008190
ENSTGUP00000015811	SINCAM000773
ENSTGUP00000015815	SINCAM010124
ENSTGUP00000015816	SINCAM011293
ENSTGUP00000015817	SINCAM001536
ENSTGUP00000015821	SINCAM004356
ENSTGUP00000015824	SINCAM922007
ENSTGUP00000015830	SINCAM007716
ENSTGUP00000015832	SINCAM921584
ENSTGUP00000015834	SINCAM002739
ENSTGUP00000015837	SINCAM007717
ENSTGUP00000015854	SINCAM006173
ENSTGUP00000015860	SINCAM922853
ENSTGUP00000015872	SINCAM922228
ENSTGUP00000015889	SINCAM017645
ENSTGUP00000015894	SINCAM007509
ENSTGUP00000015899	SINCAM014082
ENSTGUP00000015901	SINCAM921314
ENSTGUP00000015909	SINCAM014654
ENSTGUP00000015914	SINCAM006826
ENSTGUP00000015916	SINCAM009449
ENSTGUP00000015935	SINCAM014294
ENSTGUP00000015938	SINCAM006245
ENSTGUP00000015946	SINCAM002846
ENSTGUP00000015948	SINCAM007506
ENSTGUP00000015949	SINCAM014379
ENSTGUP00000015954	SINCAM003774
ENSTGUP00000015955	SINCAM922750
ENSTGUP00000015959	SINCAM922749
ENSTGUP00000015961	SINCAM016666
ENSTGUP00000015969	SINCAM014204
ENSTGUP00000015970	SINCAM014447
ENSTGUP00000015973	SINCAM014646
ENSTGUP00000015974	SINCAM923078
ENSTGUP00000015976	SINCAM007467
ENSTGUP00000015977	SINCAM922747
ENSTGUP00000015979	SINCAM017760
ENSTGUP00000015983	SINCAM014750
ENSTGUP00000015984	SINCAM000766
ENSTGUP00000015988	SINCAM923038
ENSTGUP00000015996	SINCAM017494
ENSTGUP00000016004	SINCAM002316
ENSTGUP00000016008	SINCAM018085
ENSTGUP00000016010	SINCAM000160
ENSTGUP00000016017	SINCAM014036
ENSTGUP00000016027	SINCAM011261
ENSTGUP00000016028	SINCAM014399
ENSTGUP00000016029	SINCAM007780
ENSTGUP00000016044	SINCAM006212
ENSTGUP00000016045	SINCAM009417
ENSTGUP00000016059	SINCAM005207
ENSTGUP00000016062	SINCAM012401
ENSTGUP00000016067	SINCAM012537
ENSTGUP00000016072	SINCAM012735
ENSTGUP00000016076	SINCAM922253
ENSTGUP00000016079	SINCAM004062
ENSTGUP00000016081	SINCAM007738
ENSTGUP00000016084	SINCAM015031
ENSTGUP00000016109	SINCAM922199
ENSTGUP00000016110	SINCAM011684
ENSTGUP00000016119	SINCAM012577
ENSTGUP00000016120	SINCAM011687
ENSTGUP00000016151	SINCAM012529
ENSTGUP00000016155	SINCAM009181
ENSTGUP00000016157	SINCAM012551
ENSTGUP00000016172	SINCAM011688
ENSTGUP00000016176	SINCAM006391
ENSTGUP00000016187	SINCAM011690
ENSTGUP00000016190	SINCAM014931
ENSTGUP00000016201	SINCAM011691
ENSTGUP00000016204	SINCAM900167
ENSTGUP00000016207	SINCAM008693
ENSTGUP00000016209	SINCAM001421
ENSTGUP00000016211	SINCAM001420
ENSTGUP00000016220	SINCAM922764
ENSTGUP00000016224	SINCAM004806
ENSTGUP00000016227	SINCAM920833
ENSTGUP00000016228	SINCAM011692
ENSTGUP00000016230	SINCAM006306
ENSTGUP00000016232	SINCAM012959
ENSTGUP00000016237	SINCAM008692
ENSTGUP00000016238	SINCAM014144
ENSTGUP00000016243	SINCAM012960
ENSTGUP00000016246	SINCAM920947
ENSTGUP00000016248	SINCAM012935
ENSTGUP00000016254	SINCAM012934
ENSTGUP00000016261	SINCAM014136
ENSTGUP00000016264	SINCAM015540
ENSTGUP00000016266	SINCAM015165
ENSTGUP00000016269	SINCAM007923
ENSTGUP00000016271	SINCAM014883
ENSTGUP00000016280	SINCAM006237
ENSTGUP00000016291	SINCAM014109
ENSTGUP00000016296	SINCAM016024
ENSTGUP00000016297	SINCAM006238
ENSTGUP00000016300	SINCAM001423
ENSTGUP00000016307	SINCAM015166
ENSTGUP00000016310	SINCAM013244
ENSTGUP00000016313	SINCAM922909
ENSTGUP00000016343	SINCAM921061
ENSTGUP00000016344	SINCAM011741
ENSTGUP00000016352	SINCAM017872
ENSTGUP00000016366	SINCAM922262
ENSTGUP00000016376	SINCAM006244
ENSTGUP00000016385	SINCAM011279
ENSTGUP00000016398	SINCAM002080
ENSTGUP00000016403	SINCAM017880
ENSTGUP00000016411	SINCAM011900
ENSTGUP00000016416	SINCAM006256
ENSTGUP00000016418	SINCAM922263
ENSTGUP00000016432	SINCAM011391
ENSTGUP00000016442	SINCAM921707
ENSTGUP00000016443	SINCAM014745
ENSTGUP00000016470	SINCAM922753
ENSTGUP00000016485	SINCAM921064
ENSTGUP00000016487	SINCAM012440
ENSTGUP00000016492	SINCAM011746
ENSTGUP00000016511	SINCAM922286
ENSTGUP00000016512	SINCAM006229
ENSTGUP00000016521	SINCAM006255
ENSTGUP00000016536	SINCAM014265
ENSTGUP00000016541	SINCAM922264
ENSTGUP00000016554	SINCAM921002
ENSTGUP00000016558	SINCAM000959
ENSTGUP00000016559	SINCAM009069
ENSTGUP00000016561	SINCAM014385
ENSTGUP00000016565	SINCAM013920
ENSTGUP00000016569	SINCAM006143
ENSTGUP00000016577	SINCAM017355
ENSTGUP00000016584	SINCAM008041
ENSTGUP00000016586	SINCAM002206
ENSTGUP00000016604	SINCAM014812
ENSTGUP00000016607	SINCAM008311
ENSTGUP00000016609	SINCAM005597
ENSTGUP00000016611	SINCAM004027
ENSTGUP00000016619	SINCAM004698
ENSTGUP00000016633	SINCAM013990
ENSTGUP00000016647	SINCAM004133
ENSTGUP00000016659	SINCAM009240
ENSTGUP00000016676	SINCAM006966
ENSTGUP00000016686	SINCAM010166
ENSTGUP00000016690	SINCAM014248
ENSTGUP00000016698	SINCAM014971
ENSTGUP00000016703	SINCAM014034
ENSTGUP00000016718	SINCAM006647
ENSTGUP00000016722	SINCAM015910
ENSTGUP00000016723	SINCAM016545
ENSTGUP00000016726	SINCAM000563
ENSTGUP00000016727	SINCAM921396
ENSTGUP00000016733	SINCAM007126
ENSTGUP00000016735	SINCAM015057
ENSTGUP00000016737	SINCAM007127
ENSTGUP00000016739	SINCAM009993
ENSTGUP00000016740	SINCAM003028
ENSTGUP00000016750	SINCAM001427
ENSTGUP00000016783	SINCAM007130
ENSTGUP00000016786	SINCAM015147
ENSTGUP00000016793	SINCAM010315
ENSTGUP00000016801	SINCAM016154
ENSTGUP00000016807	SINCAM012066
ENSTGUP00000016830	SINCAM011959
ENSTGUP00000016832	SINCAM923054
ENSTGUP00000016846	SINCAM004696
ENSTGUP00000016849	SINCAM017211
ENSTGUP00000016869	SINCAM009088
ENSTGUP00000016870	SINCAM013699
ENSTGUP00000016878	SINCAM015935
ENSTGUP00000016880	SINCAM013761
ENSTGUP00000016882	SINCAM922897
ENSTGUP00000016883	SINCAM013628
ENSTGUP00000016885	SINCAM016402
ENSTGUP00000016889	SINCAM007086
ENSTGUP00000016891	SINCAM013590
ENSTGUP00000016909	SINCAM013223
ENSTGUP00000016912	SINCAM013745
ENSTGUP00000016925	SINCAM920955
ENSTGUP00000016941	SINCAM013744
ENSTGUP00000016942	SINCAM922569
ENSTGUP00000016952	SINCAM007092
ENSTGUP00000016972	SINCAM003358
ENSTGUP00000016975	SINCAM007671
ENSTGUP00000016993	SINCAM015647
ENSTGUP00000016997	SINCAM015737
ENSTGUP00000017000	SINCAM010064
ENSTGUP00000017010	SINCAM015260
ENSTGUP00000017013	SINCAM002141
ENSTGUP00000017014	SINCAM921240
ENSTGUP00000017018	SINCAM006499
ENSTGUP00000017024	SINCAM014110
ENSTGUP00000017034	SINCAM012571
ENSTGUP00000017036	SINCAM013643
ENSTGUP00000017043	SINCAM013158
ENSTGUP00000017047	SINCAM013434
ENSTGUP00000017059	SINCAM002624
ENSTGUP00000017062	SINCAM005412
ENSTGUP00000017065	SINCAM013657
ENSTGUP00000017066	SINCAM015759
ENSTGUP00000017068	SINCAM006366
ENSTGUP00000017078	SINCAM922716
ENSTGUP00000017082	SINCAM013938
ENSTGUP00000017089	SINCAM004075
ENSTGUP00000017094	SINCAM005439
ENSTGUP00000017107	SINCAM014236
ENSTGUP00000017110	SINCAM009574
ENSTGUP00000017112	SINCAM921555
ENSTGUP00000017115	SINCAM014208
ENSTGUP00000017134	SINCAM017734
ENSTGUP00000017137	SINCAM006771
ENSTGUP00000017138	SINCAM015562
ENSTGUP00000017143	SINCAM006772
ENSTGUP00000017153	SINCAM921219
ENSTGUP00000017162	SINCAM921089
ENSTGUP00000017163	SINCAM013644
ENSTGUP00000017192	SINCAM922766
ENSTGUP00000017200	SINCAM013303
ENSTGUP00000017214	SINCAM013645
ENSTGUP00000017225	SINCAM009116
ENSTGUP00000017228	SINCAM900273
ENSTGUP00000017233	SINCAM015467
ENSTGUP00000017241	SINCAM014086
ENSTGUP00000017247	SINCAM015466
ENSTGUP00000017249	SINCAM920867
ENSTGUP00000017250	SINCAM922860
ENSTGUP00000017252	SINCAM013719
ENSTGUP00000017254	SINCAM007911
ENSTGUP00000017268	SINCAM920721
ENSTGUP00000017270	SINCAM001787
ENSTGUP00000017276	SINCAM015605
ENSTGUP00000017277	SINCAM900245
ENSTGUP00000017279	SINCAM013641
ENSTGUP00000017285	SINCAM923114
ENSTGUP00000017292	SINCAM013640
ENSTGUP00000017293	SINCAM012588
ENSTGUP00000017296	SINCAM002823
ENSTGUP00000017303	SINCAM014510
ENSTGUP00000017304	SINCAM900257
ENSTGUP00000017305	SINCAM007610
ENSTGUP00000017307	SINCAM008968
ENSTGUP00000017314	SINCAM922855
ENSTGUP00000017316	SINCAM011686
ENSTGUP00000017317	SINCAM013570
ENSTGUP00000017321	SINCAM002808
ENSTGUP00000017323	SINCAM014128
ENSTGUP00000017327	SINCAM922545
ENSTGUP00000017330	SINCAM922578
ENSTGUP00000017333	SINCAM920857
ENSTGUP00000017341	SINCAM920458
ENSTGUP00000017342	SINCAM013789
ENSTGUP00000017350	SINCAM005151
ENSTGUP00000017354	SINCAM002741
ENSTGUP00000017358	SINCAM005153
ENSTGUP00000017360	SINCAM922585
ENSTGUP00000017370	SINCAM005255
ENSTGUP00000017373	SINCAM014159
ENSTGUP00000017382	SINCAM013788
ENSTGUP00000017384	SINCAM007722
ENSTGUP00000017385	SINCAM009315
ENSTGUP00000017388	SINCAM013785
ENSTGUP00000017389	SINCAM014234
ENSTGUP00000017391	SINCAM013401
ENSTGUP00000017394	SINCAM014142
ENSTGUP00000017396	SINCAM013842
ENSTGUP00000017401	SINCAM013720
ENSTGUP00000017406	SINCAM003768
ENSTGUP00000017410	SINCAM013721
ENSTGUP00000017424	SINCAM005257
ENSTGUP00000017430	SINCAM922564
ENSTGUP00000017436	SINCAM005261
ENSTGUP00000017445	SINCAM005259
ENSTGUP00000017446	SINCAM005260
ENSTGUP00000017449	SINCAM922565
ENSTGUP00000017450	SINCAM921674
ENSTGUP00000017453	SINCAM008432
ENSTGUP00000017457	SINCAM006985
ENSTGUP00000017459	SINCAM004045
ENSTGUP00000017467	SINCAM011562
ENSTGUP00000017471	SINCAM013718
ENSTGUP00000017474	SINCAM008384
ENSTGUP00000017492	SINCAM008414
ENSTGUP00000017504	SINCAM004112
ENSTGUP00000017505	SINCAM008396
ENSTGUP00000017506	SINCAM005135
ENSTGUP00000017513	SINCAM013716
ENSTGUP00000017516	SINCAM013714
ENSTGUP00000017517	SINCAM014560
ENSTGUP00000017519	SINCAM005150
ENSTGUP00000017520	SINCAM011649
ENSTGUP00000017524	SINCAM005190
ENSTGUP00000017527	SINCAM013712
ENSTGUP00000017528	SINCAM005189
ENSTGUP00000017529	SINCAM013600
ENSTGUP00000017530	SINCAM013601
ENSTGUP00000017531	SINCAM013603
ENSTGUP00000017532	SINCAM920862
ENSTGUP00000017533	SINCAM922548
ENSTGUP00000017534	SINCAM005248
ENSTGUP00000017536	SINCAM922549
ENSTGUP00000017537	SINCAM005232
ENSTGUP00000017539	SINCAM005233
ENSTGUP00000017540	SINCAM005234
ENSTGUP00000017541	SINCAM005237
ENSTGUP00000017542	SINCAM005238
ENSTGUP00000017543	SINCAM013688
ENSTGUP00000017552	SINCAM922535
ENSTGUP00000017556	SINCAM005242
ENSTGUP00000017561	SINCAM005243
ENSTGUP00000017563	SINCAM006832
ENSTGUP00000017565	SINCAM920860
ENSTGUP00000017566	SINCAM920861
ENSTGUP00000017567	SINCAM014339
ENSTGUP00000017569	SINCAM014249
ENSTGUP00000017570	SINCAM005245
ENSTGUP00000017572	SINCAM006890
ENSTGUP00000017573	SINCAM010476
ENSTGUP00000017576	SINCAM005193
ENSTGUP00000017577	SINCAM005194
ENSTGUP00000017579	SINCAM922833
ENSTGUP00000017580	SINCAM922835
ENSTGUP00000017581	SINCAM922834
ENSTGUP00000017584	SINCAM005195
ENSTGUP00000017585	SINCAM005188
ENSTGUP00000017588	SINCAM005187
ENSTGUP00000017589	SINCAM002390
ENSTGUP00000017590	SINCAM921493
ENSTGUP00000017591	SINCAM013034
ENSTGUP00000017593	SINCAM005148
ENSTGUP00000017594	SINCAM005147
ENSTGUP00000017596	SINCAM005262
ENSTGUP00000017600	SINCAM014262
ENSTGUP00000017602	SINCAM005252
ENSTGUP00000017604	SINCAM920865
ENSTGUP00000017605	SINCAM005250
ENSTGUP00000017606	SINCAM009037
ENSTGUP00000017608	SINCAM009012
ENSTGUP00000017609	SINCAM009080
ENSTGUP00000017610	SINCAM005160
ENSTGUP00000017611	SINCAM005159
ENSTGUP00000017613	SINCAM009083
ENSTGUP00000017614	SINCAM005158
ENSTGUP00000017618	SINCAM005265
ENSTGUP00000017624	SINCAM005127
ENSTGUP00000017625	SINCAM921785
ENSTGUP00000017629	SINCAM010004
ENSTGUP00000017635	SINCAM013925
ENSTGUP00000017636	SINCAM005129
ENSTGUP00000017637	SINCAM013996
ENSTGUP00000017638	SINCAM014012
ENSTGUP00000017640	SINCAM005140
ENSTGUP00000017641	SINCAM005139
ENSTGUP00000017645	SINCAM005138
ENSTGUP00000017648	SINCAM005181
ENSTGUP00000017651	SINCAM005180
ENSTGUP00000017654	SINCAM005179
ENSTGUP00000017658	SINCAM001072
ENSTGUP00000017659	SINCAM005137
ENSTGUP00000017660	SINCAM005166
ENSTGUP00000017662	SINCAM005170
ENSTGUP00000017663	SINCAM005169
ENSTGUP00000017664	SINCAM012745
ENSTGUP00000017666	SINCAM920856
ENSTGUP00000017667	SINCAM018095
ENSTGUP00000017668	SINCAM920854
ENSTGUP00000017671	SINCAM005183
ENSTGUP00000017673	SINCAM005182
ENSTGUP00000017674	SINCAM005157
ENSTGUP00000017675	SINCAM018024
ENSTGUP00000017677	SINCAM005156
ENSTGUP00000017680	SINCAM005155
ENSTGUP00000017681	SINCAM012364
ENSTGUP00000017683	SINCAM005164
ENSTGUP00000017685	SINCAM005473
ENSTGUP00000017688	SINCAM001233
ENSTGUP00000017692	SINCAM007769
ENSTGUP00000017693	SINCAM003253
ENSTGUP00000017694	SINCAM005172
ENSTGUP00000017695	SINCAM016064
ENSTGUP00000017696	SINCAM016063
ENSTGUP00000017697	SINCAM005132
ENSTGUP00000017698	SINCAM016621
ENSTGUP00000017701	SINCAM012993
ENSTGUP00000017705	SINCAM005131
ENSTGUP00000017711	SINCAM922491
ENSTGUP00000017715	SINCAM920873
ENSTGUP00000017724	SINCAM009369
ENSTGUP00000017725	SINCAM012148
ENSTGUP00000017727	SINCAM012147
ENSTGUP00000017730	SINCAM009541
ENSTGUP00000017732	SINCAM012144
ENSTGUP00000017736	SINCAM012161
ENSTGUP00000017737	SINCAM012139
ENSTGUP00000017740	SINCAM014197
ENSTGUP00000017745	SINCAM002163
ENSTGUP00000017748	SINCAM012126
ENSTGUP00000017749	SINCAM922524
ENSTGUP00000017751	SINCAM013665
ENSTGUP00000017752	SINCAM013642
ENSTGUP00000017753	SINCAM012122
ENSTGUP00000017755	SINCAM012121
ENSTGUP00000017762	SINCAM001391
ENSTGUP00000017763	SINCAM012116
ENSTGUP00000017764	SINCAM001392
ENSTGUP00000017766	SINCAM012143
ENSTGUP00000017768	SINCAM001396
ENSTGUP00000017769	SINCAM013260
ENSTGUP00000017771	SINCAM012115
ENSTGUP00000017772	SINCAM001399
ENSTGUP00000017773	SINCAM922496
ENSTGUP00000017774	SINCAM001401
ENSTGUP00000017776	SINCAM001402
ENSTGUP00000017777	SINCAM922495
ENSTGUP00000017784	SINCAM001405
ENSTGUP00000017786	SINCAM005717
ENSTGUP00000017789	SINCAM001408
ENSTGUP00000017790	SINCAM012154
ENSTGUP00000017791	SINCAM001409
ENSTGUP00000017792	SINCAM012156
ENSTGUP00000017794	SINCAM012157
ENSTGUP00000017795	SINCAM012159
ENSTGUP00000017797	SINCAM012106
ENSTGUP00000017798	SINCAM012107
ENSTGUP00000017799	SINCAM012160
ENSTGUP00000017804	SINCAM012075
ENSTGUP00000017806	SINCAM012076
ENSTGUP00000017807	SINCAM012077
ENSTGUP00000017808	SINCAM001189
ENSTGUP00000017809	SINCAM922486
ENSTGUP00000017810	SINCAM001188
ENSTGUP00000017811	SINCAM001186
ENSTGUP00000017813	SINCAM012078
ENSTGUP00000017814	SINCAM005773
ENSTGUP00000017815	SINCAM012079
ENSTGUP00000017819	SINCAM920763
ENSTGUP00000017820	SINCAM012785
ENSTGUP00000017821	SINCAM920440
ENSTGUP00000017822	SINCAM001094
ENSTGUP00000017823	SINCAM001093
ENSTGUP00000017826	SINCAM012082
ENSTGUP00000017827	SINCAM001091
ENSTGUP00000017830	SINCAM001090
ENSTGUP00000017831	SINCAM001089
ENSTGUP00000017832	SINCAM001087
ENSTGUP00000017833	SINCAM001086
ENSTGUP00000017835	SINCAM009925
ENSTGUP00000017850	SINCAM009818
