SINCAM003135	ENSCAFP00000000001
SINCAM007948	ENSCAFP00000036741
SINCAM010304	ENSCAFP00000036742
SINCAM921267	ENSCAFP00000036743
SINCAM007658	ENSCAFP00000036744
SINCAM920543	ENSCAFP00000036749
SINCAM008485	ENSCAFP00000036750
SINCAM003359	ENSCAFP00000036753
SINCAM001186	ENSCAFP00000036754
SINCAM921958	ENSCAFP00000036757
SINCAM001339	ENSCAFP00000036759
SINCAM006982	ENSCAFP00000036761
SINCAM921084	ENSCAFP00000036770
SINCAM004672	ENSCAFP00000036772
SINCAM921407	ENSCAFP00000036773
SINCAM920541	ENSCAFP00000036776
SINCAM001874	ENSCAFP00000036780
SINCAM920649	ENSCAFP00000036781
SINCAM005857	ENSCAFP00000036795
SINCAM007467	ENSCAFP00000036797
SINCAM006986	ENSCAFP00000036799
SINCAM016025	ENSCAFP00000036807
SINCAM012038	ENSCAFP00000036818
SINCAM001182	ENSCAFP00000036827
SINCAM013182	ENSCAFP00000036833
SINCAM012618	ENSCAFP00000036839
SINCAM922206	ENSCAFP00000036841
SINCAM900037	ENSCAFP00000036843
SINCAM007222	ENSCAFP00000036846
SINCAM004762	ENSCAFP00000036852
SINCAM002430	ENSCAFP00000036854
SINCAM921146	ENSCAFP00000036860
SINCAM008264	ENSCAFP00000036861
SINCAM002692	ENSCAFP00000036862
SINCAM004267	ENSCAFP00000036878
SINCAM003922	ENSCAFP00000036885
SINCAM009982	ENSCAFP00000036889
SINCAM921317	ENSCAFP00000036910
SINCAM921104	ENSCAFP00000036921
SINCAM008280	ENSCAFP00000036922
SINCAM011197	ENSCAFP00000036927
SINCAM920764	ENSCAFP00000036935
SINCAM921358	ENSCAFP00000036936
SINCAM003064	ENSCAFP00000036940
SINCAM010725	ENSCAFP00000036941
SINCAM012581	ENSCAFP00000036951
SINCAM013595	ENSCAFP00000036953
SINCAM003273	ENSCAFP00000036957
SINCAM009350	ENSCAFP00000036958
SINCAM922565	ENSCAFP00000036961
SINCAM922523	ENSCAFP00000036965
SINCAM900271	ENSCAFP00000036971
SINCAM006522	ENSCAFP00000036986
SINCAM001081	ENSCAFP00000036987
SINCAM009424	ENSCAFP00000036994
SINCAM002082	ENSCAFP00000036998
SINCAM012980	ENSCAFP00000036999
SINCAM003924	ENSCAFP00000037010
SINCAM000246	ENSCAFP00000037011
SINCAM013459	ENSCAFP00000037029
SINCAM920616	ENSCAFP00000037035
SINCAM922142	ENSCAFP00000037042
SINCAM014278	ENSCAFP00000037049
SINCAM000938	ENSCAFP00000037071
SINCAM014004	ENSCAFP00000037075
SINCAM921647	ENSCAFP00000037078
SINCAM005516	ENSCAFP00000037080
SINCAM922664	ENSCAFP00000037088
SINCAM012704	ENSCAFP00000037092
SINCAM014065	ENSCAFP00000037097
SINCAM007112	ENSCAFP00000037099
SINCAM922260	ENSCAFP00000037103
SINCAM002248	ENSCAFP00000037104
SINCAM000440	ENSCAFP00000037106
SINCAM922606	ENSCAFP00000037111
SINCAM015127	ENSCAFP00000037113
SINCAM003364	ENSCAFP00000037115
SINCAM005054	ENSCAFP00000037117
SINCAM001166	ENSCAFP00000037123
SINCAM921222	ENSCAFP00000037126
SINCAM921836	ENSCAFP00000037130
SINCAM010303	ENSCAFP00000037136
SINCAM006299	ENSCAFP00000037138
SINCAM006611	ENSCAFP00000037149
SINCAM921176	ENSCAFP00000037150
SINCAM004970	ENSCAFP00000037157
SINCAM010273	ENSCAFP00000037158
SINCAM002207	ENSCAFP00000037159
SINCAM011747	ENSCAFP00000037162
SINCAM000711	ENSCAFP00000037164
SINCAM008266	ENSCAFP00000037169
SINCAM921675	ENSCAFP00000037177
SINCAM002079	ENSCAFP00000037178
SINCAM922538	ENSCAFP00000037182
SINCAM921292	ENSCAFP00000037189
SINCAM921942	ENSCAFP00000037192
SINCAM000045	ENSCAFP00000037196
SINCAM011175	ENSCAFP00000037206
SINCAM005712	ENSCAFP00000037218
SINCAM010666	ENSCAFP00000037226
SINCAM921106	ENSCAFP00000037227
SINCAM012214	ENSCAFP00000037231
SINCAM922293	ENSCAFP00000037233
SINCAM009037	ENSCAFP00000037234
SINCAM008719	ENSCAFP00000037244
SINCAM004352	ENSCAFP00000037249
SINCAM015516	ENSCAFP00000037258
SINCAM922307	ENSCAFP00000037263
SINCAM011184	ENSCAFP00000037264
SINCAM005553	ENSCAFP00000037270
SINCAM003028	ENSCAFP00000037280
SINCAM017507	ENSCAFP00000037281
SINCAM922208	ENSCAFP00000037286
SINCAM005854	ENSCAFP00000037299
SINCAM004825	ENSCAFP00000037302
SINCAM012908	ENSCAFP00000037303
SINCAM012565	ENSCAFP00000037305
SINCAM010876	ENSCAFP00000037306
SINCAM011320	ENSCAFP00000037318
SINCAM007313	ENSCAFP00000037321
SINCAM011006	ENSCAFP00000037326
SINCAM013241	ENSCAFP00000037328
SINCAM921759	ENSCAFP00000037334
SINCAM002924	ENSCAFP00000037336
SINCAM003686	ENSCAFP00000037339
SINCAM007510	ENSCAFP00000037347
SINCAM922609	ENSCAFP00000037348
SINCAM013312	ENSCAFP00000037349
SINCAM004001	ENSCAFP00000037351
SINCAM001195	ENSCAFP00000037352
SINCAM002973	ENSCAFP00000037360
SINCAM921294	ENSCAFP00000037362
SINCAM000855	ENSCAFP00000037367
SINCAM009464	ENSCAFP00000037370
SINCAM003649	ENSCAFP00000037374
SINCAM011188	ENSCAFP00000037398
SINCAM000818	ENSCAFP00000037401
SINCAM000195	ENSCAFP00000037402
SINCAM001615	ENSCAFP00000037405
SINCAM004366	ENSCAFP00000037407
SINCAM005542	ENSCAFP00000037410
SINCAM000539	ENSCAFP00000037413
SINCAM001346	ENSCAFP00000037416
SINCAM922506	ENSCAFP00000037417
SINCAM012248	ENSCAFP00000037421
SINCAM013679	ENSCAFP00000037426
SINCAM010902	ENSCAFP00000037429
SINCAM003825	ENSCAFP00000037430
SINCAM000496	ENSCAFP00000037431
SINCAM003131	ENSCAFP00000037440
SINCAM000765	ENSCAFP00000037441
SINCAM002375	ENSCAFP00000037443
SINCAM001365	ENSCAFP00000037454
SINCAM005608	ENSCAFP00000037462
SINCAM921212	ENSCAFP00000037469
SINCAM007134	ENSCAFP00000037472
SINCAM003841	ENSCAFP00000037474
SINCAM008611	ENSCAFP00000037475
SINCAM007115	ENSCAFP00000037476
SINCAM000628	ENSCAFP00000037482
SINCAM009184	ENSCAFP00000037491
SINCAM001978	ENSCAFP00000037493
SINCAM007958	ENSCAFP00000037498
SINCAM922137	ENSCAFP00000037504
SINCAM922072	ENSCAFP00000037507
SINCAM005492	ENSCAFP00000037510
SINCAM921790	ENSCAFP00000037514
SINCAM000656	ENSCAFP00000037520
SINCAM920939	ENSCAFP00000037524
SINCAM000532	ENSCAFP00000037535
SINCAM013151	ENSCAFP00000037536
SINCAM921057	ENSCAFP00000037538
SINCAM000935	ENSCAFP00000037540
SINCAM006950	ENSCAFP00000037542
SINCAM000582	ENSCAFP00000037543
SINCAM008484	ENSCAFP00000037547
SINCAM000899	ENSCAFP00000037548
SINCAM000256	ENSCAFP00000037553
SINCAM014719	ENSCAFP00000037556
SINCAM001239	ENSCAFP00000037565
SINCAM007140	ENSCAFP00000037568
SINCAM015236	ENSCAFP00000037574
SINCAM008804	ENSCAFP00000037577
SINCAM001058	ENSCAFP00000037587
SINCAM008482	ENSCAFP00000037589
SINCAM003100	ENSCAFP00000037592
SINCAM921061	ENSCAFP00000037593
SINCAM011238	ENSCAFP00000037595
SINCAM922411	ENSCAFP00000037603
SINCAM001870	ENSCAFP00000037606
SINCAM007564	ENSCAFP00000037609
SINCAM010873	ENSCAFP00000037611
SINCAM011162	ENSCAFP00000037612
SINCAM004168	ENSCAFP00000037613
SINCAM011842	ENSCAFP00000037619
SINCAM004676	ENSCAFP00000037626
SINCAM002842	ENSCAFP00000037634
SINCAM005067	ENSCAFP00000037637
SINCAM921111	ENSCAFP00000037639
SINCAM002409	ENSCAFP00000037641
SINCAM921311	ENSCAFP00000037643
SINCAM011833	ENSCAFP00000037654
SINCAM920470	ENSCAFP00000037662
SINCAM014388	ENSCAFP00000037663
SINCAM010664	ENSCAFP00000037675
SINCAM007109	ENSCAFP00000037679
SINCAM004774	ENSCAFP00000037685
SINCAM005260	ENSCAFP00000037690
SINCAM900216	ENSCAFP00000037692
SINCAM900132	ENSCAFP00000037694
SINCAM009690	ENSCAFP00000037697
SINCAM013543	ENSCAFP00000037707
SINCAM010460	ENSCAFP00000037711
SINCAM004451	ENSCAFP00000037714
SINCAM921397	ENSCAFP00000037728
SINCAM000841	ENSCAFP00000037731
SINCAM011715	ENSCAFP00000037732
SINCAM003043	ENSCAFP00000037739
SINCAM007927	ENSCAFP00000037741
SINCAM014859	ENSCAFP00000037746
SINCAM004809	ENSCAFP00000037751
SINCAM003391	ENSCAFP00000037767
SINCAM011284	ENSCAFP00000037789
SINCAM002687	ENSCAFP00000037791
SINCAM003037	ENSCAFP00000037793
SINCAM921503	ENSCAFP00000037803
SINCAM012572	ENSCAFP00000037819
SINCAM006005	ENSCAFP00000037823
SINCAM014680	ENSCAFP00000037824
SINCAM007295	ENSCAFP00000037826
SINCAM002909	ENSCAFP00000037830
SINCAM001684	ENSCAFP00000037840
SINCAM014073	ENSCAFP00000037844
SINCAM003982	ENSCAFP00000037851
SINCAM011125	ENSCAFP00000037852
SINCAM002133	ENSCAFP00000037858
SINCAM012695	ENSCAFP00000037862
SINCAM900249	ENSCAFP00000037863
SINCAM001414	ENSCAFP00000037872
SINCAM922001	ENSCAFP00000037879
SINCAM009475	ENSCAFP00000037880
SINCAM000725	ENSCAFP00000037885
SINCAM003862	ENSCAFP00000037889
SINCAM003387	ENSCAFP00000037890
SINCAM012832	ENSCAFP00000037892
SINCAM011490	ENSCAFP00000037897
SINCAM003903	ENSCAFP00000037902
SINCAM013832	ENSCAFP00000037907
SINCAM005970	ENSCAFP00000037911
SINCAM921108	ENSCAFP00000037912
SINCAM921027	ENSCAFP00000037913
SINCAM007944	ENSCAFP00000037914
SINCAM009650	ENSCAFP00000037924
SINCAM013598	ENSCAFP00000037927
SINCAM921710	ENSCAFP00000037929
SINCAM001475	ENSCAFP00000037936
SINCAM000843	ENSCAFP00000037941
SINCAM010069	ENSCAFP00000037942
SINCAM012627	ENSCAFP00000037945
SINCAM922782	ENSCAFP00000037948
SINCAM011346	ENSCAFP00000037950
SINCAM013995	ENSCAFP00000037953
SINCAM013793	ENSCAFP00000037956
SINCAM921186	ENSCAFP00000037967
SINCAM003472	ENSCAFP00000037968
SINCAM001303	ENSCAFP00000037980
SINCAM007001	ENSCAFP00000037984
SINCAM009679	ENSCAFP00000037986
SINCAM013100	ENSCAFP00000037992
SINCAM012364	ENSCAFP00000037999
SINCAM921125	ENSCAFP00000038006
SINCAM923118	ENSCAFP00000038013
SINCAM010774	ENSCAFP00000038019
SINCAM013608	ENSCAFP00000038035
SINCAM001204	ENSCAFP00000038042
SINCAM014009	ENSCAFP00000038044
SINCAM004918	ENSCAFP00000038052
SINCAM009277	ENSCAFP00000038053
SINCAM009011	ENSCAFP00000038061
SINCAM011930	ENSCAFP00000038062
SINCAM007074	ENSCAFP00000038069
SINCAM003675	ENSCAFP00000038070
SINCAM016580	ENSCAFP00000038071
SINCAM003545	ENSCAFP00000038072
SINCAM920713	ENSCAFP00000038078
SINCAM012643	ENSCAFP00000038079
SINCAM922533	ENSCAFP00000038087
SINCAM008272	ENSCAFP00000038092
SINCAM017251	ENSCAFP00000038097
SINCAM011461	ENSCAFP00000038098
SINCAM008085	ENSCAFP00000038099
SINCAM010108	ENSCAFP00000038105
SINCAM012894	ENSCAFP00000038110
SINCAM010970	ENSCAFP00000038114
SINCAM008305	ENSCAFP00000038125
SINCAM921707	ENSCAFP00000038127
SINCAM002630	ENSCAFP00000038130
SINCAM010094	ENSCAFP00000038131
SINCAM012941	ENSCAFP00000038133
SINCAM003392	ENSCAFP00000038138
SINCAM003118	ENSCAFP00000038143
SINCAM004509	ENSCAFP00000038145
SINCAM001760	ENSCAFP00000038152
SINCAM006568	ENSCAFP00000038155
SINCAM007340	ENSCAFP00000038159
SINCAM920489	ENSCAFP00000038162
SINCAM921060	ENSCAFP00000038169
SINCAM920989	ENSCAFP00000038175
SINCAM922891	ENSCAFP00000038177
SINCAM013933	ENSCAFP00000038185
SINCAM003399	ENSCAFP00000038187
SINCAM922601	ENSCAFP00000038188
SINCAM008167	ENSCAFP00000038196
SINCAM003747	ENSCAFP00000038197
SINCAM004042	ENSCAFP00000038199
SINCAM008903	ENSCAFP00000038205
SINCAM002427	ENSCAFP00000038211
SINCAM921255	ENSCAFP00000038215
SINCAM008920	ENSCAFP00000038219
SINCAM006508	ENSCAFP00000038238
SINCAM007330	ENSCAFP00000038239
SINCAM002647	ENSCAFP00000038250
SINCAM003323	ENSCAFP00000038257
SINCAM007950	ENSCAFP00000038258
SINCAM000307	ENSCAFP00000038259
SINCAM010393	ENSCAFP00000038266
SINCAM008250	ENSCAFP00000038268
SINCAM010401	ENSCAFP00000038277
SINCAM013678	ENSCAFP00000038283
SINCAM012503	ENSCAFP00000038291
SINCAM920923	ENSCAFP00000038294
SINCAM921969	ENSCAFP00000038302
SINCAM005723	ENSCAFP00000038303
SINCAM005552	ENSCAFP00000038305
SINCAM001665	ENSCAFP00000038306
SINCAM015148	ENSCAFP00000038307
SINCAM921565	ENSCAFP00000038309
SINCAM000308	ENSCAFP00000038311
SINCAM014889	ENSCAFP00000038312
SINCAM008749	ENSCAFP00000038313
SINCAM009857	ENSCAFP00000038322
SINCAM014280	ENSCAFP00000038332
SINCAM000101	ENSCAFP00000038333
SINCAM006691	ENSCAFP00000038335
SINCAM002282	ENSCAFP00000038340
SINCAM005784	ENSCAFP00000038342
SINCAM003950	ENSCAFP00000038348
SINCAM009511	ENSCAFP00000038350
SINCAM004421	ENSCAFP00000038353
SINCAM005759	ENSCAFP00000038355
SINCAM002499	ENSCAFP00000038364
SINCAM011036	ENSCAFP00000038367
SINCAM001534	ENSCAFP00000038369
SINCAM017069	ENSCAFP00000038371
SINCAM922497	ENSCAFP00000038372
SINCAM002059	ENSCAFP00000038375
SINCAM012456	ENSCAFP00000038376
SINCAM014170	ENSCAFP00000038378
SINCAM921462	ENSCAFP00000038379
SINCAM007308	ENSCAFP00000038383
SINCAM921147	ENSCAFP00000038391
SINCAM012253	ENSCAFP00000038401
SINCAM013641	ENSCAFP00000038404
SINCAM014784	ENSCAFP00000038412
SINCAM922577	ENSCAFP00000038414
SINCAM922763	ENSCAFP00000038416
SINCAM003174	ENSCAFP00000038422
SINCAM005644	ENSCAFP00000038424
SINCAM008545	ENSCAFP00000038426
SINCAM004379	ENSCAFP00000038427
SINCAM009903	ENSCAFP00000038433
SINCAM002097	ENSCAFP00000038434
SINCAM005719	ENSCAFP00000038437
SINCAM005198	ENSCAFP00000038440
SINCAM000913	ENSCAFP00000038443
SINCAM922479	ENSCAFP00000038444
SINCAM003639	ENSCAFP00000038461
SINCAM001537	ENSCAFP00000038472
SINCAM003158	ENSCAFP00000038476
SINCAM012696	ENSCAFP00000038477
SINCAM011290	ENSCAFP00000038481
SINCAM015826	ENSCAFP00000038487
SINCAM001168	ENSCAFP00000038493
SINCAM006794	ENSCAFP00000038496
SINCAM002383	ENSCAFP00000038497
SINCAM922915	ENSCAFP00000038507
SINCAM012673	ENSCAFP00000038516
SINCAM922041	ENSCAFP00000038517
SINCAM010469	ENSCAFP00000038518
SINCAM000772	ENSCAFP00000038525
SINCAM923089	ENSCAFP00000038528
SINCAM003307	ENSCAFP00000038530
SINCAM009725	ENSCAFP00000038535
SINCAM006377	ENSCAFP00000038537
SINCAM016361	ENSCAFP00000038538
SINCAM005860	ENSCAFP00000038540
SINCAM014821	ENSCAFP00000038548
SINCAM000489	ENSCAFP00000038553
SINCAM920699	ENSCAFP00000038556
SINCAM008733	ENSCAFP00000038558
SINCAM009195	ENSCAFP00000038561
SINCAM008372	ENSCAFP00000038562
SINCAM920736	ENSCAFP00000038573
SINCAM922080	ENSCAFP00000038578
SINCAM922810	ENSCAFP00000038581
SINCAM012454	ENSCAFP00000038587
SINCAM006698	ENSCAFP00000038589
SINCAM003233	ENSCAFP00000038591
SINCAM008155	ENSCAFP00000038596
SINCAM011794	ENSCAFP00000038599
SINCAM001961	ENSCAFP00000038608
SINCAM000248	ENSCAFP00000038612
SINCAM009656	ENSCAFP00000038623
SINCAM006180	ENSCAFP00000038624
SINCAM004331	ENSCAFP00000038629
SINCAM001927	ENSCAFP00000038630
SINCAM009600	ENSCAFP00000038638
SINCAM015213	ENSCAFP00000038645
SINCAM003068	ENSCAFP00000038646
SINCAM004020	ENSCAFP00000038647
SINCAM010753	ENSCAFP00000038649
SINCAM005298	ENSCAFP00000038656
SINCAM004321	ENSCAFP00000038657
SINCAM005314	ENSCAFP00000038663
SINCAM002487	ENSCAFP00000038665
SINCAM013849	ENSCAFP00000038666
SINCAM008946	ENSCAFP00000038674
SINCAM922864	ENSCAFP00000038682
SINCAM005204	ENSCAFP00000038683
SINCAM011062	ENSCAFP00000038684
SINCAM009197	ENSCAFP00000038688
SINCAM002297	ENSCAFP00000038697
SINCAM009371	ENSCAFP00000038699
SINCAM009060	ENSCAFP00000038700
SINCAM004016	ENSCAFP00000038703
SINCAM002400	ENSCAFP00000038707
SINCAM014132	ENSCAFP00000038712
SINCAM921524	ENSCAFP00000038724
SINCAM900255	ENSCAFP00000038725
SINCAM005647	ENSCAFP00000038728
SINCAM920715	ENSCAFP00000038733
SINCAM005356	ENSCAFP00000038734
SINCAM014323	ENSCAFP00000038739
SINCAM014343	ENSCAFP00000038741
SINCAM005888	ENSCAFP00000038744
SINCAM013838	ENSCAFP00000038750
SINCAM921369	ENSCAFP00000038753
SINCAM011608	ENSCAFP00000038757
SINCAM005590	ENSCAFP00000038758
SINCAM921005	ENSCAFP00000038760
SINCAM008876	ENSCAFP00000038761
SINCAM011734	ENSCAFP00000038762
SINCAM005286	ENSCAFP00000038773
SINCAM015078	ENSCAFP00000038775
SINCAM920547	ENSCAFP00000038777
SINCAM004318	ENSCAFP00000038782
SINCAM000808	ENSCAFP00000038785
SINCAM017021	ENSCAFP00000038803
SINCAM002951	ENSCAFP00000038811
SINCAM011678	ENSCAFP00000038822
SINCAM011762	ENSCAFP00000038824
SINCAM000920	ENSCAFP00000038835
SINCAM002851	ENSCAFP00000038836
SINCAM008699	ENSCAFP00000038842
SINCAM921109	ENSCAFP00000038844
SINCAM015263	ENSCAFP00000038845
SINCAM011968	ENSCAFP00000038846
SINCAM009925	ENSCAFP00000038847
SINCAM920592	ENSCAFP00000038849
SINCAM920482	ENSCAFP00000038852
SINCAM000433	ENSCAFP00000038861
SINCAM009392	ENSCAFP00000038871
SINCAM922807	ENSCAFP00000038872
SINCAM900054	ENSCAFP00000038873
SINCAM922372	ENSCAFP00000038877
SINCAM010737	ENSCAFP00000038886
SINCAM004174	ENSCAFP00000038890
SINCAM004989	ENSCAFP00000038892
SINCAM004391	ENSCAFP00000038912
SINCAM007834	ENSCAFP00000038919
SINCAM011465	ENSCAFP00000038927
SINCAM012692	ENSCAFP00000038931
SINCAM002310	ENSCAFP00000038936
SINCAM921551	ENSCAFP00000038938
SINCAM001672	ENSCAFP00000038945
SINCAM004720	ENSCAFP00000038952
SINCAM004659	ENSCAFP00000038953
SINCAM012706	ENSCAFP00000038959
SINCAM003000	ENSCAFP00000038961
SINCAM001184	ENSCAFP00000038964
SINCAM921130	ENSCAFP00000038966
SINCAM000436	ENSCAFP00000038967
SINCAM012125	ENSCAFP00000038970
SINCAM013574	ENSCAFP00000038972
SINCAM015031	ENSCAFP00000038973
SINCAM007354	ENSCAFP00000038978
SINCAM000585	ENSCAFP00000038980
SINCAM003584	ENSCAFP00000038981
SINCAM000571	ENSCAFP00000038985
SINCAM921083	ENSCAFP00000038986
SINCAM921318	ENSCAFP00000038989
SINCAM011298	ENSCAFP00000038995
SINCAM010381	ENSCAFP00000039003
SINCAM001590	ENSCAFP00000039008
SINCAM006975	ENSCAFP00000039017
SINCAM015500	ENSCAFP00000039024
SINCAM001443	ENSCAFP00000039029
SINCAM005442	ENSCAFP00000039033
SINCAM014858	ENSCAFP00000039035
SINCAM007867	ENSCAFP00000039037
SINCAM920614	ENSCAFP00000039045
SINCAM009417	ENSCAFP00000039046
SINCAM001720	ENSCAFP00000039048
SINCAM014256	ENSCAFP00000039051
SINCAM921697	ENSCAFP00000039055
SINCAM014705	ENSCAFP00000039063
SINCAM922014	ENSCAFP00000039067
SINCAM921098	ENSCAFP00000039068
SINCAM011361	ENSCAFP00000039069
SINCAM008381	ENSCAFP00000039070
SINCAM009079	ENSCAFP00000039089
SINCAM008940	ENSCAFP00000039096
SINCAM010545	ENSCAFP00000039098
SINCAM001603	ENSCAFP00000039108
SINCAM010913	ENSCAFP00000039109
SINCAM015917	ENSCAFP00000039111
SINCAM005419	ENSCAFP00000039125
SINCAM011178	ENSCAFP00000039127
SINCAM011431	ENSCAFP00000039129
SINCAM005222	ENSCAFP00000039134
SINCAM013538	ENSCAFP00000039135
SINCAM003829	ENSCAFP00000039140
SINCAM006927	ENSCAFP00000039142
SINCAM001707	ENSCAFP00000039144
SINCAM920442	ENSCAFP00000039145
SINCAM010984	ENSCAFP00000039150
SINCAM000617	ENSCAFP00000039155
SINCAM017211	ENSCAFP00000039173
SINCAM009916	ENSCAFP00000039174
SINCAM013558	ENSCAFP00000039178
SINCAM005926	ENSCAFP00000039181
SINCAM011314	ENSCAFP00000039193
SINCAM001642	ENSCAFP00000039195
SINCAM010391	ENSCAFP00000039200
SINCAM000537	ENSCAFP00000039204
SINCAM009069	ENSCAFP00000039205
SINCAM920900	ENSCAFP00000039212
SINCAM004407	ENSCAFP00000039213
SINCAM007951	ENSCAFP00000039216
SINCAM006429	ENSCAFP00000039217
SINCAM005653	ENSCAFP00000039218
SINCAM007876	ENSCAFP00000039219
SINCAM921486	ENSCAFP00000039220
SINCAM013550	ENSCAFP00000039226
SINCAM013842	ENSCAFP00000039234
SINCAM921239	ENSCAFP00000039236
SINCAM003465	ENSCAFP00000039242
SINCAM921023	ENSCAFP00000039244
SINCAM002564	ENSCAFP00000039259
SINCAM015968	ENSCAFP00000039262
SINCAM003436	ENSCAFP00000039263
SINCAM922127	ENSCAFP00000039266
SINCAM010554	ENSCAFP00000039270
SINCAM011553	ENSCAFP00000039271
SINCAM014174	ENSCAFP00000039272
SINCAM002481	ENSCAFP00000039273
SINCAM922439	ENSCAFP00000039274
SINCAM006509	ENSCAFP00000039300
SINCAM013187	ENSCAFP00000039311
SINCAM013249	ENSCAFP00000039312
SINCAM920893	ENSCAFP00000039320
SINCAM000316	ENSCAFP00000039325
SINCAM014099	ENSCAFP00000039330
SINCAM900198	ENSCAFP00000039331
SINCAM001430	ENSCAFP00000039333
SINCAM004136	ENSCAFP00000039337
SINCAM013167	ENSCAFP00000039339
SINCAM008224	ENSCAFP00000039351
SINCAM013693	ENSCAFP00000039352
SINCAM012178	ENSCAFP00000039353
SINCAM005913	ENSCAFP00000039361
SINCAM010994	ENSCAFP00000039362
SINCAM922397	ENSCAFP00000039372
SINCAM001022	ENSCAFP00000039374
SINCAM006273	ENSCAFP00000039377
SINCAM008300	ENSCAFP00000039382
SINCAM005824	ENSCAFP00000039384
SINCAM013714	ENSCAFP00000039386
SINCAM922998	ENSCAFP00000039402
SINCAM920930	ENSCAFP00000039403
SINCAM013267	ENSCAFP00000039406
SINCAM011969	ENSCAFP00000039409
SINCAM016250	ENSCAFP00000039411
SINCAM921350	ENSCAFP00000039412
SINCAM921430	ENSCAFP00000039415
SINCAM010311	ENSCAFP00000039424
SINCAM016186	ENSCAFP00000039427
SINCAM014795	ENSCAFP00000039431
SINCAM009513	ENSCAFP00000039446
SINCAM004346	ENSCAFP00000039448
SINCAM011976	ENSCAFP00000039450
SINCAM007409	ENSCAFP00000039451
SINCAM006671	ENSCAFP00000039452
SINCAM008216	ENSCAFP00000039454
SINCAM015899	ENSCAFP00000039456
SINCAM008490	ENSCAFP00000039458
SINCAM008103	ENSCAFP00000039463
SINCAM000049	ENSCAFP00000039464
SINCAM920538	ENSCAFP00000039465
SINCAM000553	ENSCAFP00000039467
SINCAM003343	ENSCAFP00000039471
SINCAM005996	ENSCAFP00000039483
SINCAM922490	ENSCAFP00000039489
SINCAM014020	ENSCAFP00000039495
SINCAM015260	ENSCAFP00000039497
SINCAM001982	ENSCAFP00000039499
SINCAM017989	ENSCAFP00000039503
SINCAM010562	ENSCAFP00000039507
SINCAM921856	ENSCAFP00000039510
SINCAM009263	ENSCAFP00000039515
SINCAM006489	ENSCAFP00000039527
SINCAM013824	ENSCAFP00000039533
SINCAM006525	ENSCAFP00000039546
SINCAM002230	ENSCAFP00000039556
SINCAM003685	ENSCAFP00000039565
SINCAM015667	ENSCAFP00000039577
SINCAM900117	ENSCAFP00000039580
SINCAM002995	ENSCAFP00000039587
SINCAM001031	ENSCAFP00000039590
SINCAM008648	ENSCAFP00000039601
SINCAM921802	ENSCAFP00000039612
SINCAM922783	ENSCAFP00000039613
SINCAM013484	ENSCAFP00000039620
SINCAM921633	ENSCAFP00000039622
SINCAM922157	ENSCAFP00000039632
SINCAM006837	ENSCAFP00000039634
SINCAM013344	ENSCAFP00000039636
SINCAM007947	ENSCAFP00000039641
SINCAM002563	ENSCAFP00000039644
SINCAM005817	ENSCAFP00000039647
SINCAM003799	ENSCAFP00000039649
SINCAM006022	ENSCAFP00000039651
SINCAM017055	ENSCAFP00000039657
SINCAM001683	ENSCAFP00000039663
SINCAM007111	ENSCAFP00000039665
SINCAM007181	ENSCAFP00000039677
SINCAM005782	ENSCAFP00000039680
SINCAM000534	ENSCAFP00000039682
SINCAM006749	ENSCAFP00000039685
SINCAM009325	ENSCAFP00000039688
SINCAM921536	ENSCAFP00000039698
SINCAM010997	ENSCAFP00000039699
SINCAM015123	ENSCAFP00000039701
SINCAM013259	ENSCAFP00000039710
SINCAM009406	ENSCAFP00000039716
SINCAM009611	ENSCAFP00000039723
SINCAM003771	ENSCAFP00000039726
SINCAM016090	ENSCAFP00000039727
SINCAM011535	ENSCAFP00000039728
SINCAM007309	ENSCAFP00000039731
SINCAM920823	ENSCAFP00000039733
SINCAM003334	ENSCAFP00000039736
SINCAM002941	ENSCAFP00000039739
SINCAM008289	ENSCAFP00000039744
SINCAM008771	ENSCAFP00000039745
SINCAM001572	ENSCAFP00000039748
SINCAM013374	ENSCAFP00000039760
SINCAM003932	ENSCAFP00000039761
SINCAM005265	ENSCAFP00000039762
SINCAM003624	ENSCAFP00000039765
SINCAM008468	ENSCAFP00000039766
SINCAM921912	ENSCAFP00000039774
SINCAM013284	ENSCAFP00000039776
SINCAM003009	ENSCAFP00000039780
SINCAM004884	ENSCAFP00000039788
SINCAM012729	ENSCAFP00000039798
SINCAM003481	ENSCAFP00000039802
SINCAM013645	ENSCAFP00000039804
SINCAM004662	ENSCAFP00000039807
SINCAM013806	ENSCAFP00000039810
SINCAM012462	ENSCAFP00000039820
SINCAM000919	ENSCAFP00000039823
SINCAM013615	ENSCAFP00000039824
SINCAM005887	ENSCAFP00000039833
SINCAM002328	ENSCAFP00000039837
SINCAM007428	ENSCAFP00000039838
SINCAM014399	ENSCAFP00000039844
SINCAM010147	ENSCAFP00000039849
SINCAM004730	ENSCAFP00000039852
SINCAM003671	ENSCAFP00000039857
SINCAM005398	ENSCAFP00000039871
SINCAM920613	ENSCAFP00000039872
SINCAM003339	ENSCAFP00000039873
SINCAM016425	ENSCAFP00000039878
SINCAM000985	ENSCAFP00000039884
SINCAM011500	ENSCAFP00000039890
SINCAM002750	ENSCAFP00000039892
SINCAM009793	ENSCAFP00000039895
SINCAM010425	ENSCAFP00000039909
SINCAM002891	ENSCAFP00000039915
