ENSMGAP00000000006	SINCAM000417
ENSMGAP00000016999	SINCAM920599
ENSMGAP00000017000	SINCAM922886
ENSMGAP00000017003	SINCAM921971
ENSMGAP00000017006	SINCAM921273
ENSMGAP00000017010	SINCAM900103
ENSMGAP00000017011	SINCAM004244
ENSMGAP00000017013	SINCAM920590
ENSMGAP00000017021	SINCAM002079
ENSMGAP00000017022	SINCAM001166
ENSMGAP00000017024	SINCAM016160
ENSMGAP00000017025	SINCAM009247
ENSMGAP00000017028	SINCAM922890
ENSMGAP00000017033	SINCAM000897
ENSMGAP00000017035	SINCAM921301
ENSMGAP00000017037	SINCAM004566
ENSMGAP00000017041	SINCAM011588
ENSMGAP00000017043	SINCAM015141
ENSMGAP00000017046	SINCAM920588
ENSMGAP00000017047	SINCAM900167
ENSMGAP00000017049	SINCAM001086
ENSMGAP00000017050	SINCAM004143
ENSMGAP00000017054	SINCAM002226
ENSMGAP00000017057	SINCAM012586
ENSMGAP00000017060	SINCAM922690
ENSMGAP00000017061	SINCAM000046
ENSMGAP00000017062	SINCAM920704
ENSMGAP00000017064	SINCAM900024
ENSMGAP00000017068	SINCAM015759
ENSMGAP00000017069	SINCAM920739
ENSMGAP00000017070	SINCAM007330
ENSMGAP00000017075	SINCAM900112
ENSMGAP00000017076	SINCAM004020
ENSMGAP00000017077	SINCAM921566
ENSMGAP00000017078	SINCAM921239
ENSMGAP00000017080	SINCAM001210
ENSMGAP00000017082	SINCAM920756
ENSMGAP00000017084	SINCAM004030
ENSMGAP00000017086	SINCAM922092
ENSMGAP00000017087	SINCAM012941
ENSMGAP00000017099	SINCAM922324
ENSMGAP00000017100	SINCAM007489
ENSMGAP00000017102	SINCAM006537
ENSMGAP00000017104	SINCAM004027
ENSMGAP00000017107	SINCAM006984
ENSMGAP00000017108	SINCAM004091
ENSMGAP00000017109	SINCAM005214
ENSMGAP00000017110	SINCAM004074
ENSMGAP00000017113	SINCAM010689
ENSMGAP00000017117	SINCAM014419
ENSMGAP00000017128	SINCAM922967
ENSMGAP00000017135	SINCAM920623
ENSMGAP00000017137	SINCAM012372
ENSMGAP00000017150	SINCAM013301
ENSMGAP00000017157	SINCAM016135
ENSMGAP00000017162	SINCAM016133
ENSMGAP00000017170	SINCAM012909
ENSMGAP00000017173	SINCAM015097
ENSMGAP00000017174	SINCAM017600
ENSMGAP00000017184	SINCAM000809
ENSMGAP00000017189	SINCAM000027
ENSMGAP00000017200	SINCAM921311
ENSMGAP00000017203	SINCAM010987
ENSMGAP00000017204	SINCAM016229
ENSMGAP00000017205	SINCAM922268
ENSMGAP00000017207	SINCAM001099
ENSMGAP00000017211	SINCAM002938
ENSMGAP00000017215	SINCAM002763
ENSMGAP00000017217	SINCAM921772
ENSMGAP00000017221	SINCAM016545
ENSMGAP00000017223	SINCAM011794
ENSMGAP00000017241	SINCAM009261
ENSMGAP00000017242	SINCAM921672
ENSMGAP00000017243	SINCAM000921
ENSMGAP00000017253	SINCAM005358
ENSMGAP00000017259	SINCAM009933
ENSMGAP00000017264	SINCAM012669
ENSMGAP00000017266	SINCAM006284
ENSMGAP00000017267	SINCAM011117
ENSMGAP00000017270	SINCAM900144
ENSMGAP00000017273	SINCAM922361
ENSMGAP00000017275	SINCAM012316
ENSMGAP00000017277	SINCAM004925
ENSMGAP00000017296	SINCAM006528
ENSMGAP00000017297	SINCAM003996
ENSMGAP00000017299	SINCAM921974
ENSMGAP00000017307	SINCAM920485
ENSMGAP00000017308	SINCAM000484
ENSMGAP00000017309	SINCAM921817
ENSMGAP00000017314	SINCAM007992
ENSMGAP00000017317	SINCAM008190
ENSMGAP00000017319	SINCAM008690
ENSMGAP00000017322	SINCAM921505
ENSMGAP00000017323	SINCAM003414
ENSMGAP00000017324	SINCAM008488
ENSMGAP00000017325	SINCAM012758
ENSMGAP00000017327	SINCAM005314
ENSMGAP00000017333	SINCAM005955
ENSMGAP00000017337	SINCAM003070
ENSMGAP00000017341	SINCAM011363
ENSMGAP00000017352	SINCAM007767
ENSMGAP00000017353	SINCAM921215
ENSMGAP00000017356	SINCAM007721
ENSMGAP00000017358	SINCAM007849
ENSMGAP00000017359	SINCAM922417
ENSMGAP00000017372	SINCAM003463
ENSMGAP00000017375	SINCAM006498
ENSMGAP00000017377	SINCAM006730
ENSMGAP00000017378	SINCAM002339
ENSMGAP00000017379	SINCAM001263
ENSMGAP00000017380	SINCAM012664
ENSMGAP00000017383	SINCAM004918
ENSMGAP00000017385	SINCAM921069
ENSMGAP00000017386	SINCAM010276
ENSMGAP00000017389	SINCAM006252
ENSMGAP00000017396	SINCAM004618
ENSMGAP00000017401	SINCAM004824
ENSMGAP00000017406	SINCAM009147
ENSMGAP00000017408	SINCAM008957
ENSMGAP00000017412	SINCAM000407
ENSMGAP00000017413	SINCAM013643
ENSMGAP00000017414	SINCAM005177
ENSMGAP00000017419	SINCAM001674
ENSMGAP00000017422	SINCAM921845
ENSMGAP00000017423	SINCAM013354
ENSMGAP00000017429	SINCAM013688
ENSMGAP00000017432	SINCAM014854
ENSMGAP00000017440	SINCAM006927
ENSMGAP00000017442	SINCAM007020
ENSMGAP00000017444	SINCAM003845
ENSMGAP00000017446	SINCAM006206
ENSMGAP00000017452	SINCAM920797
ENSMGAP00000017455	SINCAM015707
ENSMGAP00000017456	SINCAM008282
ENSMGAP00000017457	SINCAM011273
ENSMGAP00000017460	SINCAM006385
ENSMGAP00000017464	SINCAM003551
ENSMGAP00000017467	SINCAM007034
ENSMGAP00000017468	SINCAM009690
ENSMGAP00000017473	SINCAM922804
ENSMGAP00000017476	SINCAM922021
ENSMGAP00000017480	SINCAM011780
ENSMGAP00000017485	SINCAM900023
ENSMGAP00000017487	SINCAM012187
ENSMGAP00000017493	SINCAM003603
ENSMGAP00000017494	SINCAM013121
ENSMGAP00000017495	SINCAM012439
ENSMGAP00000017507	SINCAM001280
ENSMGAP00000017508	SINCAM921391
ENSMGAP00000017513	SINCAM921490
ENSMGAP00000017521	SINCAM006940
ENSMGAP00000017522	SINCAM000329
ENSMGAP00000017525	SINCAM920541
ENSMGAP00000017532	SINCAM011431
ENSMGAP00000017533	SINCAM007183
ENSMGAP00000017536	SINCAM014064
ENSMGAP00000017537	SINCAM014396
ENSMGAP00000017542	SINCAM921082
ENSMGAP00000017550	SINCAM009962
ENSMGAP00000017551	SINCAM004187
ENSMGAP00000017553	SINCAM004002
ENSMGAP00000017554	SINCAM922536
ENSMGAP00000017555	SINCAM008663
ENSMGAP00000017556	SINCAM000991
ENSMGAP00000017558	SINCAM000035
ENSMGAP00000017568	SINCAM005516
ENSMGAP00000017570	SINCAM003415
ENSMGAP00000017577	SINCAM921614
ENSMGAP00000017580	SINCAM921947
ENSMGAP00000017583	SINCAM003537
ENSMGAP00000017584	SINCAM012747
ENSMGAP00000017591	SINCAM011864
ENSMGAP00000017600	SINCAM003562
ENSMGAP00000017605	SINCAM006978
ENSMGAP00000017608	SINCAM005808
ENSMGAP00000017611	SINCAM012924
ENSMGAP00000017617	SINCAM002822
ENSMGAP00000017619	SINCAM001145
ENSMGAP00000017624	SINCAM005650
ENSMGAP00000017626	SINCAM012722
ENSMGAP00000017632	SINCAM010716
ENSMGAP00000017637	SINCAM013060
ENSMGAP00000017642	SINCAM013151
ENSMGAP00000017646	SINCAM009493
ENSMGAP00000017650	SINCAM014125
ENSMGAP00000017658	SINCAM006015
ENSMGAP00000017659	SINCAM010826
ENSMGAP00000017660	SINCAM922666
ENSMGAP00000017662	SINCAM003740
ENSMGAP00000017663	SINCAM001336
ENSMGAP00000017666	SINCAM002608
ENSMGAP00000017671	SINCAM922156
ENSMGAP00000017672	SINCAM921523
ENSMGAP00000017676	SINCAM002760
ENSMGAP00000017678	SINCAM010913
ENSMGAP00000017684	SINCAM009401
ENSMGAP00000017685	SINCAM016674
ENSMGAP00000017687	SINCAM004914
ENSMGAP00000017691	SINCAM007571
ENSMGAP00000017694	SINCAM001071
ENSMGAP00000017700	SINCAM014838
ENSMGAP00000017701	SINCAM922790
ENSMGAP00000017702	SINCAM007948
ENSMGAP00000017709	SINCAM003677
ENSMGAP00000017717	SINCAM000671
ENSMGAP00000017718	SINCAM005108
ENSMGAP00000017720	SINCAM920665
ENSMGAP00000017723	SINCAM003021
ENSMGAP00000017728	SINCAM001289
ENSMGAP00000017731	SINCAM008284
ENSMGAP00000017737	SINCAM000902
ENSMGAP00000017741	SINCAM009768
ENSMGAP00000017742	SINCAM013357
ENSMGAP00000017744	SINCAM004394
ENSMGAP00000017747	SINCAM012478
ENSMGAP00000017751	SINCAM921133
ENSMGAP00000017753	SINCAM004590
ENSMGAP00000017755	SINCAM010936
ENSMGAP00000017761	SINCAM002948
ENSMGAP00000017764	SINCAM004691
ENSMGAP00000017767	SINCAM012702
ENSMGAP00000017769	SINCAM015417
ENSMGAP00000017777	SINCAM011334
ENSMGAP00000017780	SINCAM011325
ENSMGAP00000017782	SINCAM922629
ENSMGAP00000017783	SINCAM011776
ENSMGAP00000017787	SINCAM007951
ENSMGAP00000017789	SINCAM001037
ENSMGAP00000017796	SINCAM002268
ENSMGAP00000017800	SINCAM008809
ENSMGAP00000017803	SINCAM004083
ENSMGAP00000017806	SINCAM005297
ENSMGAP00000017807	SINCAM007338
ENSMGAP00000017808	SINCAM001665
ENSMGAP00000017810	SINCAM015335
ENSMGAP00000017811	SINCAM011414
ENSMGAP00000017821	SINCAM001555
ENSMGAP00000017822	SINCAM000987
ENSMGAP00000017825	SINCAM010450
ENSMGAP00000017829	SINCAM008726
ENSMGAP00000017833	SINCAM003183
ENSMGAP00000017835	SINCAM006204
ENSMGAP00000017839	SINCAM010533
ENSMGAP00000017841	SINCAM001478
ENSMGAP00000017846	SINCAM001366
ENSMGAP00000017850	SINCAM006835
ENSMGAP00000017860	SINCAM922383
ENSMGAP00000017863	SINCAM013166
ENSMGAP00000017867	SINCAM013089
ENSMGAP00000017876	SINCAM005599
ENSMGAP00000017882	SINCAM001516
ENSMGAP00000017883	SINCAM002539
ENSMGAP00000017885	SINCAM000427
ENSMGAP00000017890	SINCAM013843
ENSMGAP00000017895	SINCAM921892
ENSMGAP00000017906	SINCAM003717
ENSMGAP00000017908	SINCAM921010
ENSMGAP00000017910	SINCAM002865
ENSMGAP00000017911	SINCAM006310
ENSMGAP00000017913	SINCAM001368
ENSMGAP00000017915	SINCAM013540
ENSMGAP00000017920	SINCAM005188
ENSMGAP00000017921	SINCAM004314
ENSMGAP00000017925	SINCAM002466
ENSMGAP00000017932	SINCAM922571
ENSMGAP00000017938	SINCAM015342
ENSMGAP00000017940	SINCAM008432
ENSMGAP00000017941	SINCAM011624
ENSMGAP00000017942	SINCAM003283
ENSMGAP00000017943	SINCAM010414
ENSMGAP00000017947	SINCAM003488
ENSMGAP00000017951	SINCAM000031
ENSMGAP00000017953	SINCAM004378
ENSMGAP00000017957	SINCAM013837
ENSMGAP00000017961	SINCAM007214
ENSMGAP00000017965	SINCAM920521
ENSMGAP00000017967	SINCAM008288
ENSMGAP00000017968	SINCAM921727
ENSMGAP00000017970	SINCAM004371
ENSMGAP00000017974	SINCAM000118
ENSMGAP00000017976	SINCAM001597
ENSMGAP00000017978	SINCAM012345
ENSMGAP00000017983	SINCAM000826
ENSMGAP00000017984	SINCAM920830
ENSMGAP00000017986	SINCAM003079
ENSMGAP00000017989	SINCAM010877
ENSMGAP00000017993	SINCAM001937
ENSMGAP00000017998	SINCAM920557
ENSMGAP00000018003	SINCAM008383
ENSMGAP00000018004	SINCAM922011
ENSMGAP00000018005	SINCAM007927
ENSMGAP00000018006	SINCAM922658
ENSMGAP00000018013	SINCAM922285
ENSMGAP00000018017	SINCAM007754
ENSMGAP00000018023	SINCAM006429
ENSMGAP00000018024	SINCAM014602
ENSMGAP00000018044	SINCAM006975
ENSMGAP00000018053	SINCAM014848
ENSMGAP00000018054	SINCAM922325
ENSMGAP00000018056	SINCAM013541
ENSMGAP00000018057	SINCAM005030
ENSMGAP00000018060	SINCAM015001
ENSMGAP00000018062	SINCAM002402
ENSMGAP00000018065	SINCAM014459
ENSMGAP00000018068	SINCAM012060
ENSMGAP00000018071	SINCAM012487
ENSMGAP00000018073	SINCAM003407
ENSMGAP00000018076	SINCAM002213
ENSMGAP00000018077	SINCAM007161
ENSMGAP00000018080	SINCAM006634
ENSMGAP00000018093	SINCAM002064
ENSMGAP00000018095	SINCAM007153
ENSMGAP00000018097	SINCAM000861
ENSMGAP00000018098	SINCAM922884
ENSMGAP00000018102	SINCAM005664
ENSMGAP00000018104	SINCAM006016
ENSMGAP00000018109	SINCAM008074
ENSMGAP00000018120	SINCAM001434
ENSMGAP00000018122	SINCAM017872
ENSMGAP00000018124	SINCAM012945
ENSMGAP00000018126	SINCAM001116
ENSMGAP00000018129	SINCAM001989
ENSMGAP00000018132	SINCAM007744
ENSMGAP00000018137	SINCAM003826
ENSMGAP00000018138	SINCAM002794
ENSMGAP00000018140	SINCAM013992
ENSMGAP00000018142	SINCAM923016
ENSMGAP00000018144	SINCAM011907
ENSMGAP00000018149	SINCAM008878
ENSMGAP00000018154	SINCAM922802
ENSMGAP00000018159	SINCAM001363
ENSMGAP00000018161	SINCAM001019
ENSMGAP00000018162	SINCAM007589
ENSMGAP00000018164	SINCAM007024
ENSMGAP00000018166	SINCAM010346
ENSMGAP00000018171	SINCAM000888
ENSMGAP00000018178	SINCAM003108
ENSMGAP00000018182	SINCAM013596
ENSMGAP00000018187	SINCAM011869
ENSMGAP00000018193	SINCAM000180
ENSMGAP00000018195	SINCAM008212
ENSMGAP00000018196	SINCAM001018
ENSMGAP00000018199	SINCAM007819
ENSMGAP00000018201	SINCAM922136
ENSMGAP00000018204	SINCAM012530
ENSMGAP00000018207	SINCAM000248
ENSMGAP00000018214	SINCAM003270
ENSMGAP00000018215	SINCAM005014
ENSMGAP00000018219	SINCAM001507
ENSMGAP00000018224	SINCAM003322
ENSMGAP00000018225	SINCAM000445
ENSMGAP00000018229	SINCAM004271
ENSMGAP00000018235	SINCAM007949
ENSMGAP00000018241	SINCAM000649
ENSMGAP00000018242	SINCAM007934
ENSMGAP00000018246	SINCAM000810
ENSMGAP00000018247	SINCAM900217
ENSMGAP00000018248	SINCAM002000
ENSMGAP00000018256	SINCAM015318
ENSMGAP00000018260	SINCAM921447
ENSMGAP00000018264	SINCAM003253
ENSMGAP00000018275	SINCAM001814
ENSMGAP00000018280	SINCAM010755
ENSMGAP00000018283	SINCAM007699
ENSMGAP00000018289	SINCAM000877
ENSMGAP00000018296	SINCAM000795
ENSMGAP00000018307	SINCAM001231
ENSMGAP00000018308	SINCAM000932
ENSMGAP00000018310	SINCAM014053
ENSMGAP00000018314	SINCAM000410
ENSMGAP00000018317	SINCAM010020
ENSMGAP00000018319	SINCAM014699
ENSMGAP00000018321	SINCAM004584
ENSMGAP00000018327	SINCAM009925
ENSMGAP00000018328	SINCAM004018
ENSMGAP00000018333	SINCAM014350
ENSMGAP00000018334	SINCAM000541
ENSMGAP00000018335	SINCAM000497
ENSMGAP00000018336	SINCAM922039
ENSMGAP00000018338	SINCAM920656
ENSMGAP00000018342	SINCAM001375
ENSMGAP00000018344	SINCAM003273
ENSMGAP00000018346	SINCAM004408
ENSMGAP00000018347	SINCAM011682
ENSMGAP00000018349	SINCAM920989
ENSMGAP00000018354	SINCAM003927
ENSMGAP00000018356	SINCAM009136
ENSMGAP00000018363	SINCAM007172
ENSMGAP00000018365	SINCAM012013
ENSMGAP00000018368	SINCAM002073
ENSMGAP00000018369	SINCAM006686
ENSMGAP00000018370	SINCAM922551
ENSMGAP00000018371	SINCAM002429
ENSMGAP00000018372	SINCAM013098
ENSMGAP00000018373	SINCAM005697
ENSMGAP00000018382	SINCAM002010
ENSMGAP00000018386	SINCAM921872
ENSMGAP00000018388	SINCAM008643
ENSMGAP00000018400	SINCAM013303
ENSMGAP00000018404	SINCAM920549
ENSMGAP00000018408	SINCAM006965
ENSMGAP00000018409	SINCAM921258
ENSMGAP00000018412	SINCAM010036
ENSMGAP00000018423	SINCAM920924
ENSMGAP00000018426	SINCAM010117
ENSMGAP00000018436	SINCAM017532
ENSMGAP00000018437	SINCAM006805
ENSMGAP00000018438	SINCAM012075
ENSMGAP00000018441	SINCAM015266
ENSMGAP00000018444	SINCAM009853
ENSMGAP00000018445	SINCAM001437
ENSMGAP00000018448	SINCAM001790
ENSMGAP00000018449	SINCAM004671
ENSMGAP00000018450	SINCAM005024
ENSMGAP00000018453	SINCAM922083
ENSMGAP00000018462	SINCAM921067
ENSMGAP00000018466	SINCAM004927
ENSMGAP00000018471	SINCAM003434
ENSMGAP00000018472	SINCAM920503
ENSMGAP00000018474	SINCAM000662
ENSMGAP00000018475	SINCAM922475
ENSMGAP00000018477	SINCAM001822
ENSMGAP00000018479	SINCAM005732
ENSMGAP00000018489	SINCAM010546
ENSMGAP00000018491	SINCAM017386
ENSMGAP00000018493	SINCAM012527
ENSMGAP00000018494	SINCAM003338
ENSMGAP00000018495	SINCAM008837
ENSMGAP00000018500	SINCAM008892
ENSMGAP00000018506	SINCAM011254
ENSMGAP00000018510	SINCAM005160
ENSMGAP00000018525	SINCAM010295
ENSMGAP00000018526	SINCAM006136
ENSMGAP00000018530	SINCAM003003
ENSMGAP00000018535	SINCAM010626
ENSMGAP00000018540	SINCAM921633
ENSMGAP00000018544	SINCAM009459
ENSMGAP00000018546	SINCAM006553
ENSMGAP00000018549	SINCAM008568
ENSMGAP00000018552	SINCAM004951
ENSMGAP00000018556	SINCAM004576
ENSMGAP00000018561	SINCAM010810
ENSMGAP00000018563	SINCAM920933
ENSMGAP00000018567	SINCAM012144
ENSMGAP00000018569	SINCAM007579
ENSMGAP00000018575	SINCAM002849
ENSMGAP00000018580	SINCAM010880
ENSMGAP00000018584	SINCAM001154
ENSMGAP00000018587	SINCAM001238
ENSMGAP00000018590	SINCAM920612
ENSMGAP00000018591	SINCAM002788
ENSMGAP00000018592	SINCAM007917
ENSMGAP00000018594	SINCAM004096
ENSMGAP00000018599	SINCAM001027
ENSMGAP00000018606	SINCAM014095
ENSMGAP00000018609	SINCAM920639
ENSMGAP00000018612	SINCAM922573
ENSMGAP00000018615	SINCAM005644
ENSMGAP00000018618	SINCAM000176
ENSMGAP00000018621	SINCAM013424
ENSMGAP00000018624	SINCAM000112
ENSMGAP00000018627	SINCAM921675
ENSMGAP00000018628	SINCAM004387
ENSMGAP00000018636	SINCAM014591
ENSMGAP00000018638	SINCAM001519
ENSMGAP00000018640	SINCAM005603
ENSMGAP00000018641	SINCAM009869
ENSMGAP00000018644	SINCAM000036
ENSMGAP00000018647	SINCAM004116
ENSMGAP00000018652	SINCAM001973
ENSMGAP00000018658	SINCAM006177
ENSMGAP00000018662	SINCAM008819
ENSMGAP00000018663	SINCAM010176
ENSMGAP00000018670	SINCAM922424
ENSMGAP00000018671	SINCAM920553
ENSMGAP00000018675	SINCAM012670
ENSMGAP00000018677	SINCAM007642
ENSMGAP00000018678	SINCAM011423
ENSMGAP00000018679	SINCAM011594
ENSMGAP00000018680	SINCAM922061
ENSMGAP00000018681	SINCAM006073
ENSMGAP00000018684	SINCAM006475
ENSMGAP00000018685	SINCAM921923
ENSMGAP00000018690	SINCAM004708
ENSMGAP00000018702	SINCAM008966
ENSMGAP00000018704	SINCAM002432
ENSMGAP00000018711	SINCAM002035
ENSMGAP00000018721	SINCAM014067
ENSMGAP00000018724	SINCAM922689
ENSMGAP00000018725	SINCAM010379
ENSMGAP00000018726	SINCAM922844
ENSMGAP00000018730	SINCAM920502
ENSMGAP00000018732	SINCAM001778
ENSMGAP00000018735	SINCAM007270
ENSMGAP00000018737	SINCAM015502
ENSMGAP00000018739	SINCAM008573
ENSMGAP00000018740	SINCAM012280
ENSMGAP00000018743	SINCAM002619
ENSMGAP00000018755	SINCAM007015
ENSMGAP00000018762	SINCAM013384
ENSMGAP00000018764	SINCAM003600
ENSMGAP00000018771	SINCAM011368
ENSMGAP00000018773	SINCAM002058
ENSMGAP00000018777	SINCAM008607
ENSMGAP00000018781	SINCAM009546
ENSMGAP00000018783	SINCAM002900
ENSMGAP00000018786	SINCAM921599
ENSMGAP00000018791	SINCAM921083
ENSMGAP00000018796	SINCAM920548
ENSMGAP00000018798	SINCAM920643
ENSMGAP00000018800	SINCAM010017
ENSMGAP00000018802	SINCAM012104
ENSMGAP00000018806	SINCAM922563
ENSMGAP00000018810	SINCAM000926
ENSMGAP00000018813	SINCAM007840
ENSMGAP00000018821	SINCAM012785
ENSMGAP00000018825	SINCAM005880
ENSMGAP00000018826	SINCAM007499
ENSMGAP00000018830	SINCAM921720
ENSMGAP00000018834	SINCAM008722
ENSMGAP00000018837	SINCAM010197
ENSMGAP00000018838	SINCAM922382
ENSMGAP00000018839	SINCAM006402
ENSMGAP00000018841	SINCAM003364
ENSMGAP00000018844	SINCAM012166
ENSMGAP00000018847	SINCAM006500
ENSMGAP00000018849	SINCAM921637
ENSMGAP00000018853	SINCAM012958
ENSMGAP00000018859	SINCAM922344
ENSMGAP00000018862	SINCAM002765
ENSMGAP00000018863	SINCAM001168
ENSMGAP00000018867	SINCAM009738
ENSMGAP00000018886	SINCAM004308
ENSMGAP00000018889	SINCAM013499
ENSMGAP00000018894	SINCAM923083
ENSMGAP00000018895	SINCAM000048
ENSMGAP00000018896	SINCAM007098
ENSMGAP00000018899	SINCAM013188
ENSMGAP00000018900	SINCAM008562
ENSMGAP00000018903	SINCAM921201
ENSMGAP00000018904	SINCAM921292
ENSMGAP00000018906	SINCAM005155
ENSMGAP00000018907	SINCAM008895
ENSMGAP00000018908	SINCAM012114
ENSMGAP00000018911	SINCAM002700
ENSMGAP00000018912	SINCAM000935
ENSMGAP00000018913	SINCAM006321
ENSMGAP00000018917	SINCAM009195
ENSMGAP00000018918	SINCAM007028
ENSMGAP00000018923	SINCAM010532
ENSMGAP00000018924	SINCAM005887
ENSMGAP00000018927	SINCAM002851
ENSMGAP00000018930	SINCAM920529
ENSMGAP00000018933	SINCAM011795
ENSMGAP00000018940	SINCAM000250
ENSMGAP00000018942	SINCAM008103
ENSMGAP00000018943	SINCAM921622
ENSMGAP00000018944	SINCAM006373
ENSMGAP00000018949	SINCAM004258
ENSMGAP00000018950	SINCAM008166
ENSMGAP00000018951	SINCAM014380
ENSMGAP00000018955	SINCAM922262
ENSMGAP00000018956	SINCAM000431
ENSMGAP00000018963	SINCAM922411
ENSMGAP00000018965	SINCAM922282
ENSMGAP00000018966	SINCAM007465
ENSMGAP00000018970	SINCAM009311
ENSMGAP00000018973	SINCAM011480
ENSMGAP00000018977	SINCAM014309
ENSMGAP00000018979	SINCAM920459
ENSMGAP00000018981	SINCAM013480
ENSMGAP00000018983	SINCAM920618
ENSMGAP00000018984	SINCAM900113
ENSMGAP00000018985	SINCAM921737
ENSMGAP00000018988	SINCAM002710
ENSMGAP00000018989	SINCAM011324
ENSMGAP00000018992	SINCAM001161
ENSMGAP00000018996	SINCAM012926
ENSMGAP00000018998	SINCAM006815
ENSMGAP00000019005	SINCAM922510
ENSMGAP00000019009	SINCAM000198
ENSMGAP00000019015	SINCAM001383
ENSMGAP00000019016	SINCAM005900
ENSMGAP00000019018	SINCAM015142
ENSMGAP00000019023	SINCAM013816
ENSMGAP00000019025	SINCAM000052
ENSMGAP00000019027	SINCAM920673
ENSMGAP00000019034	SINCAM003007
ENSMGAP00000019035	SINCAM011541
ENSMGAP00000019036	SINCAM004067
ENSMGAP00000019038	SINCAM012531
ENSMGAP00000019042	SINCAM008764
ENSMGAP00000019046	SINCAM001570
ENSMGAP00000019048	SINCAM012609
ENSMGAP00000019051	SINCAM007939
ENSMGAP00000019054	SINCAM001588
ENSMGAP00000019056	SINCAM011866
ENSMGAP00000019061	SINCAM011610
ENSMGAP00000019064	SINCAM001317
ENSMGAP00000019066	SINCAM017627
ENSMGAP00000019067	SINCAM004222
ENSMGAP00000019072	SINCAM007534
ENSMGAP00000019073	SINCAM008330
ENSMGAP00000019074	SINCAM001889
ENSMGAP00000019081	SINCAM000971
ENSMGAP00000019084	SINCAM001068
ENSMGAP00000019088	SINCAM010950
ENSMGAP00000019089	SINCAM922606
ENSMGAP00000019099	SINCAM004558
ENSMGAP00000019100	SINCAM004461
ENSMGAP00000019101	SINCAM004554
ENSMGAP00000019102	SINCAM001443
ENSMGAP00000019103	SINCAM009290
ENSMGAP00000019107	SINCAM012737
ENSMGAP00000019112	SINCAM001508
ENSMGAP00000019120	SINCAM008418
ENSMGAP00000019123	SINCAM920744
ENSMGAP00000019126	SINCAM921735
ENSMGAP00000019132	SINCAM921108
ENSMGAP00000019133	SINCAM006009
ENSMGAP00000019135	SINCAM010159
ENSMGAP00000019137	SINCAM004349
ENSMGAP00000019148	SINCAM010998
ENSMGAP00000019149	SINCAM004587
ENSMGAP00000019151	SINCAM006124
ENSMGAP00000019154	SINCAM009156
ENSMGAP00000019156	SINCAM004593
ENSMGAP00000019160	SINCAM014011
ENSMGAP00000019178	SINCAM007622
ENSMGAP00000019181	SINCAM003022
ENSMGAP00000019188	SINCAM006810
ENSMGAP00000019194	SINCAM008188
ENSMGAP00000019200	SINCAM001091
ENSMGAP00000019209	SINCAM001286
ENSMGAP00000019210	SINCAM005179
ENSMGAP00000019214	SINCAM011517
ENSMGAP00000019218	SINCAM013131
ENSMGAP00000019223	SINCAM011124
ENSMGAP00000019224	SINCAM922841
ENSMGAP00000019236	SINCAM007916
ENSMGAP00000019238	SINCAM010304
ENSMGAP00000019244	SINCAM001195
ENSMGAP00000019245	SINCAM008071
ENSMGAP00000019251	SINCAM920433
ENSMGAP00000019257	SINCAM007611
ENSMGAP00000019258	SINCAM004497
ENSMGAP00000019259	SINCAM923119
ENSMGAP00000019261	SINCAM005444
ENSMGAP00000019263	SINCAM000347
ENSMGAP00000019264	SINCAM001459
ENSMGAP00000019265	SINCAM001148
ENSMGAP00000019266	SINCAM009905
ENSMGAP00000019269	SINCAM013755
ENSMGAP00000019274	SINCAM011308
ENSMGAP00000019279	SINCAM014449
ENSMGAP00000019291	SINCAM014930
ENSMGAP00000019293	SINCAM006921
ENSMGAP00000019294	SINCAM006062
ENSMGAP00000019298	SINCAM003134
ENSMGAP00000019299	SINCAM001579
ENSMGAP00000019305	SINCAM920681
ENSMGAP00000019307	SINCAM013308
ENSMGAP00000019309	SINCAM011395
ENSMGAP00000019311	SINCAM013947
ENSMGAP00000019312	SINCAM921448
ENSMGAP00000019313	SINCAM005340
ENSMGAP00000019316	SINCAM000903
ENSMGAP00000019326	SINCAM004011
ENSMGAP00000019340	SINCAM003746
ENSMGAP00000019348	SINCAM008618
ENSMGAP00000019349	SINCAM000330
ENSMGAP00000019357	SINCAM004430
ENSMGAP00000019363	SINCAM014394
ENSMGAP00000019365	SINCAM006110
ENSMGAP00000019368	SINCAM920768
ENSMGAP00000019376	SINCAM014742
ENSMGAP00000019382	SINCAM922388
ENSMGAP00000019383	SINCAM003484
ENSMGAP00000019388	SINCAM009106
ENSMGAP00000019389	SINCAM003123
ENSMGAP00000019397	SINCAM014937
ENSMGAP00000019398	SINCAM004252
ENSMGAP00000019399	SINCAM016022
ENSMGAP00000019400	SINCAM001687
ENSMGAP00000019402	SINCAM900036
ENSMGAP00000019403	SINCAM008497
ENSMGAP00000019405	SINCAM004340
ENSMGAP00000019406	SINCAM921626
ENSMGAP00000019410	SINCAM007463
ENSMGAP00000019412	SINCAM920547
ENSMGAP00000019421	SINCAM001217
ENSMGAP00000019423	SINCAM921284
ENSMGAP00000019424	SINCAM001190
ENSMGAP00000019425	SINCAM008408
ENSMGAP00000019426	SINCAM001247
ENSMGAP00000019437	SINCAM006715
ENSMGAP00000019439	SINCAM009299
ENSMGAP00000019441	SINCAM002875
ENSMGAP00000019442	SINCAM002309
ENSMGAP00000019447	SINCAM008829
