ENSMODP00000000002	SINCAM921321
ENSMODP00000024345	SINCAM900094
ENSMODP00000024346	SINCAM013002
ENSMODP00000024347	SINCAM900096
ENSMODP00000024348	SINCAM900095
ENSMODP00000024349	SINCAM001290
ENSMODP00000024351	SINCAM001289
ENSMODP00000024353	SINCAM922606
ENSMODP00000024354	SINCAM001288
ENSMODP00000024355	SINCAM016111
ENSMODP00000024356	SINCAM001287
ENSMODP00000024358	SINCAM011811
ENSMODP00000024360	SINCAM001555
ENSMODP00000024362	SINCAM001286
ENSMODP00000024368	SINCAM013138
ENSMODP00000024372	SINCAM013061
ENSMODP00000024375	SINCAM011756
ENSMODP00000024377	SINCAM013062
ENSMODP00000024378	SINCAM001285
ENSMODP00000024379	SINCAM011755
ENSMODP00000024384	SINCAM922382
ENSMODP00000024390	SINCAM922381
ENSMODP00000024395	SINCAM013056
ENSMODP00000024398	SINCAM011752
ENSMODP00000024401	SINCAM001283
ENSMODP00000024406	SINCAM010609
ENSMODP00000024409	SINCAM920931
ENSMODP00000024410	SINCAM013055
ENSMODP00000024412	SINCAM001281
ENSMODP00000024414	SINCAM013054
ENSMODP00000024418	SINCAM922588
ENSMODP00000024419	SINCAM013058
ENSMODP00000024421	SINCAM007744
ENSMODP00000024423	SINCAM013059
ENSMODP00000024425	SINCAM007743
ENSMODP00000024427	SINCAM921468
ENSMODP00000024431	SINCAM001280
ENSMODP00000024433	SINCAM013069
ENSMODP00000024435	SINCAM013068
ENSMODP00000024436	SINCAM920619
ENSMODP00000024437	SINCAM001278
ENSMODP00000024438	SINCAM013053
ENSMODP00000024440	SINCAM013052
ENSMODP00000024441	SINCAM013051
ENSMODP00000024442	SINCAM920618
ENSMODP00000024446	SINCAM007765
ENSMODP00000024447	SINCAM005487
ENSMODP00000024452	SINCAM011545
ENSMODP00000024457	SINCAM007766
ENSMODP00000024458	SINCAM013047
ENSMODP00000024460	SINCAM007769
ENSMODP00000024461	SINCAM013714
ENSMODP00000024463	SINCAM921878
ENSMODP00000024465	SINCAM001274
ENSMODP00000024469	SINCAM009700
ENSMODP00000024470	SINCAM001272
ENSMODP00000024477	SINCAM007770
ENSMODP00000024479	SINCAM001269
ENSMODP00000024483	SINCAM001268
ENSMODP00000024484	SINCAM001267
ENSMODP00000024487	SINCAM005495
ENSMODP00000024489	SINCAM007740
ENSMODP00000024490	SINCAM921516
ENSMODP00000024491	SINCAM007995
ENSMODP00000024492	SINCAM007938
ENSMODP00000024496	SINCAM001265
ENSMODP00000024502	SINCAM012852
ENSMODP00000024504	SINCAM007713
ENSMODP00000024507	SINCAM007988
ENSMODP00000024511	SINCAM001263
ENSMODP00000024514	SINCAM001262
ENSMODP00000024516	SINCAM920894
ENSMODP00000024518	SINCAM007984
ENSMODP00000024520	SINCAM006509
ENSMODP00000024522	SINCAM001261
ENSMODP00000024529	SINCAM013595
ENSMODP00000024530	SINCAM920615
ENSMODP00000024532	SINCAM920614
ENSMODP00000024533	SINCAM011582
ENSMODP00000024536	SINCAM011580
ENSMODP00000024538	SINCAM007991
ENSMODP00000024542	SINCAM007992
ENSMODP00000024545	SINCAM005460
ENSMODP00000024552	SINCAM014323
ENSMODP00000024555	SINCAM017300
ENSMODP00000024556	SINCAM007951
ENSMODP00000024557	SINCAM007950
ENSMODP00000024558	SINCAM005319
ENSMODP00000024562	SINCAM007948
ENSMODP00000024563	SINCAM011776
ENSMODP00000024566	SINCAM001257
ENSMODP00000024568	SINCAM007946
ENSMODP00000024569	SINCAM922385
ENSMODP00000024577	SINCAM001256
ENSMODP00000024579	SINCAM001255
ENSMODP00000024582	SINCAM920611
ENSMODP00000024583	SINCAM001252
ENSMODP00000024585	SINCAM001251
ENSMODP00000024590	SINCAM001250
ENSMODP00000024593	SINCAM001249
ENSMODP00000024599	SINCAM001248
ENSMODP00000024609	SINCAM001246
ENSMODP00000024616	SINCAM001245
ENSMODP00000024621	SINCAM008037
ENSMODP00000024622	SINCAM001242
ENSMODP00000024624	SINCAM920610
ENSMODP00000024625	SINCAM920609
ENSMODP00000024626	SINCAM001240
ENSMODP00000024627	SINCAM008036
ENSMODP00000024628	SINCAM001239
ENSMODP00000024630	SINCAM008035
ENSMODP00000024631	SINCAM001238
ENSMODP00000024632	SINCAM008034
ENSMODP00000024633	SINCAM001237
ENSMODP00000024634	SINCAM001236
ENSMODP00000024635	SINCAM008032
ENSMODP00000024637	SINCAM001235
ENSMODP00000024642	SINCAM001234
ENSMODP00000024644	SINCAM008030
ENSMODP00000024645	SINCAM001232
ENSMODP00000024646	SINCAM005290
ENSMODP00000024647	SINCAM001231
ENSMODP00000024649	SINCAM001230
ENSMODP00000024651	SINCAM921531
ENSMODP00000024653	SINCAM008019
ENSMODP00000024654	SINCAM008017
ENSMODP00000024655	SINCAM008016
ENSMODP00000024658	SINCAM008015
ENSMODP00000024660	SINCAM011709
ENSMODP00000024661	SINCAM008014
ENSMODP00000024663	SINCAM008013
ENSMODP00000024664	SINCAM008012
ENSMODP00000024665	SINCAM008011
ENSMODP00000024667	SINCAM008010
ENSMODP00000024669	SINCAM011708
ENSMODP00000024677	SINCAM008008
ENSMODP00000024683	SINCAM008005
ENSMODP00000024686	SINCAM014567
ENSMODP00000024694	SINCAM005325
ENSMODP00000024696	SINCAM014440
ENSMODP00000024698	SINCAM008002
ENSMODP00000024699	SINCAM005326
ENSMODP00000024700	SINCAM008001
ENSMODP00000024701	SINCAM007999
ENSMODP00000024704	SINCAM007996
ENSMODP00000024706	SINCAM007585
ENSMODP00000024707	SINCAM007997
ENSMODP00000024711	SINCAM010774
ENSMODP00000024716	SINCAM010698
ENSMODP00000024719	SINCAM921934
ENSMODP00000024722	SINCAM009185
ENSMODP00000024724	SINCAM007993
ENSMODP00000024726	SINCAM007994
ENSMODP00000024734	SINCAM013971
ENSMODP00000024743	SINCAM014858
ENSMODP00000024745	SINCAM009187
ENSMODP00000024746	SINCAM921918
ENSMODP00000024749	SINCAM011466
ENSMODP00000024752	SINCAM009193
ENSMODP00000024753	SINCAM010892
ENSMODP00000024754	SINCAM011478
ENSMODP00000024756	SINCAM011477
ENSMODP00000024757	SINCAM011656
ENSMODP00000024760	SINCAM007730
ENSMODP00000024762	SINCAM007331
ENSMODP00000024772	SINCAM006780
ENSMODP00000024774	SINCAM011658
ENSMODP00000024778	SINCAM922749
ENSMODP00000024779	SINCAM014129
ENSMODP00000024780	SINCAM011659
ENSMODP00000024785	SINCAM011660
ENSMODP00000024786	SINCAM011661
ENSMODP00000024789	SINCAM011648
ENSMODP00000024791	SINCAM011666
ENSMODP00000024793	SINCAM011454
ENSMODP00000024797	SINCAM012296
ENSMODP00000024799	SINCAM011469
ENSMODP00000024800	SINCAM011468
ENSMODP00000024801	SINCAM922254
ENSMODP00000024802	SINCAM011735
ENSMODP00000024804	SINCAM011715
ENSMODP00000024807	SINCAM922255
ENSMODP00000024814	SINCAM009186
ENSMODP00000024816	SINCAM011479
ENSMODP00000024817	SINCAM011484
ENSMODP00000024819	SINCAM012149
ENSMODP00000024821	SINCAM011476
ENSMODP00000024822	SINCAM011471
ENSMODP00000024824	SINCAM011664
ENSMODP00000024825	SINCAM011663
ENSMODP00000024826	SINCAM011662
ENSMODP00000024830	SINCAM921006
ENSMODP00000024834	SINCAM014234
ENSMODP00000024836	SINCAM005656
ENSMODP00000024837	SINCAM014866
ENSMODP00000024838	SINCAM016060
ENSMODP00000024842	SINCAM006177
ENSMODP00000024846	SINCAM016449
ENSMODP00000024847	SINCAM011653
ENSMODP00000024848	SINCAM922242
ENSMODP00000024853	SINCAM003342
ENSMODP00000024859	SINCAM017405
ENSMODP00000024933	SINCAM015071
ENSMODP00000024942	SINCAM003307
ENSMODP00000025073	SINCAM001141
ENSMODP00000025082	SINCAM001138
ENSMODP00000025096	SINCAM001142
ENSMODP00000025097	SINCAM015263
ENSMODP00000025101	SINCAM001143
ENSMODP00000025103	SINCAM001145
ENSMODP00000025107	SINCAM920595
ENSMODP00000025117	SINCAM001146
ENSMODP00000025119	SINCAM921002
ENSMODP00000025120	SINCAM007642
ENSMODP00000025126	SINCAM001148
ENSMODP00000025128	SINCAM001149
ENSMODP00000025129	SINCAM921462
ENSMODP00000025136	SINCAM007714
ENSMODP00000025150	SINCAM001150
ENSMODP00000025153	SINCAM001151
ENSMODP00000025159	SINCAM001152
ENSMODP00000025164	SINCAM001154
ENSMODP00000025181	SINCAM005860
ENSMODP00000025206	SINCAM001159
ENSMODP00000025233	SINCAM007505
ENSMODP00000025234	SINCAM014028
ENSMODP00000025242	SINCAM015285
ENSMODP00000025258	SINCAM014591
ENSMODP00000025267	SINCAM007421
ENSMODP00000025272	SINCAM922538
ENSMODP00000025280	SINCAM001162
ENSMODP00000025291	SINCAM001164
ENSMODP00000025293	SINCAM001163
ENSMODP00000025294	SINCAM001166
ENSMODP00000025295	SINCAM001168
ENSMODP00000025296	SINCAM001169
ENSMODP00000025301	SINCAM001170
ENSMODP00000025303	SINCAM001171
ENSMODP00000025314	SINCAM001172
ENSMODP00000025319	SINCAM920597
ENSMODP00000025324	SINCAM001173
ENSMODP00000025329	SINCAM001174
ENSMODP00000025332	SINCAM001175
ENSMODP00000025337	SINCAM009925
ENSMODP00000025340	SINCAM920847
ENSMODP00000025344	SINCAM005105
ENSMODP00000025345	SINCAM001177
ENSMODP00000025346	SINCAM001182
ENSMODP00000025349	SINCAM001183
ENSMODP00000025350	SINCAM001323
ENSMODP00000025354	SINCAM001325
ENSMODP00000025357	SINCAM920623
ENSMODP00000025360	SINCAM920624
ENSMODP00000025369	SINCAM001462
ENSMODP00000025370	SINCAM012716
ENSMODP00000025371	SINCAM001463
ENSMODP00000025374	SINCAM001475
ENSMODP00000025381	SINCAM010089
ENSMODP00000025395	SINCAM017083
ENSMODP00000025396	SINCAM922448
ENSMODP00000025402	SINCAM005421
ENSMODP00000025409	SINCAM012839
ENSMODP00000025413	SINCAM001468
ENSMODP00000025415	SINCAM001466
ENSMODP00000025425	SINCAM001467
ENSMODP00000025431	SINCAM001464
ENSMODP00000025432	SINCAM920650
ENSMODP00000025436	SINCAM017394
ENSMODP00000025442	SINCAM013340
ENSMODP00000025444	SINCAM017627
ENSMODP00000025453	SINCAM001478
ENSMODP00000025454	SINCAM001479
ENSMODP00000025457	SINCAM011548
ENSMODP00000025458	SINCAM011531
ENSMODP00000025460	SINCAM011549
ENSMODP00000025465	SINCAM922227
ENSMODP00000025467	SINCAM922228
ENSMODP00000025471	SINCAM007093
ENSMODP00000025473	SINCAM011553
ENSMODP00000025477	SINCAM011578
ENSMODP00000025478	SINCAM011577
ENSMODP00000025483	SINCAM921914
ENSMODP00000025484	SINCAM004038
ENSMODP00000025485	SINCAM005737
ENSMODP00000025488	SINCAM005738
ENSMODP00000025490	SINCAM005739
ENSMODP00000025491	SINCAM005741
ENSMODP00000025494	SINCAM011564
ENSMODP00000025497	SINCAM011566
ENSMODP00000025501	SINCAM005744
ENSMODP00000025502	SINCAM005745
ENSMODP00000025503	SINCAM010302
ENSMODP00000025507	SINCAM920980
ENSMODP00000025509	SINCAM920981
ENSMODP00000025511	SINCAM012802
ENSMODP00000025515	SINCAM016175
ENSMODP00000025519	SINCAM001385
ENSMODP00000025523	SINCAM001387
ENSMODP00000025525	SINCAM005749
ENSMODP00000025526	SINCAM920625
ENSMODP00000025527	SINCAM001343
ENSMODP00000025529	SINCAM920638
ENSMODP00000025532	SINCAM005750
ENSMODP00000025533	SINCAM900258
ENSMODP00000025535	SINCAM920982
ENSMODP00000025540	SINCAM900259
ENSMODP00000025541	SINCAM900260
ENSMODP00000025545	SINCAM001362
ENSMODP00000025548	SINCAM001389
ENSMODP00000025551	SINCAM001390
ENSMODP00000025552	SINCAM012750
ENSMODP00000025553	SINCAM005754
ENSMODP00000025560	SINCAM001395
ENSMODP00000025563	SINCAM001396
ENSMODP00000025564	SINCAM012747
ENSMODP00000025565	SINCAM001398
ENSMODP00000025569	SINCAM922679
ENSMODP00000025573	SINCAM005755
ENSMODP00000025575	SINCAM920969
ENSMODP00000025580	SINCAM001401
ENSMODP00000025581	SINCAM001402
ENSMODP00000025583	SINCAM001404
ENSMODP00000025585	SINCAM001405
ENSMODP00000025586	SINCAM005679
ENSMODP00000025588	SINCAM920968
ENSMODP00000025589	SINCAM920966
ENSMODP00000025590	SINCAM001408
ENSMODP00000025592	SINCAM001409
ENSMODP00000025593	SINCAM001410
ENSMODP00000025597	SINCAM920965
ENSMODP00000025599	SINCAM001411
ENSMODP00000025602	SINCAM005676
ENSMODP00000025604	SINCAM001412
ENSMODP00000025605	SINCAM006051
ENSMODP00000025606	SINCAM005675
ENSMODP00000025609	SINCAM005674
ENSMODP00000025611	SINCAM005672
ENSMODP00000025612	SINCAM005671
ENSMODP00000025614	SINCAM005670
ENSMODP00000025617	SINCAM005668
ENSMODP00000025624	SINCAM005772
ENSMODP00000025625	SINCAM920986
ENSMODP00000025626	SINCAM920985
ENSMODP00000025628	SINCAM005767
ENSMODP00000025634	SINCAM005763
ENSMODP00000025635	SINCAM005762
ENSMODP00000025640	SINCAM006058
ENSMODP00000025641	SINCAM005761
ENSMODP00000025642	SINCAM005759
ENSMODP00000025643	SINCAM005757
ENSMODP00000025647	SINCAM005756
ENSMODP00000025652	SINCAM011645
ENSMODP00000025658	SINCAM920970
ENSMODP00000025661	SINCAM008574
ENSMODP00000025663	SINCAM005684
ENSMODP00000025666	SINCAM005686
ENSMODP00000025667	SINCAM009297
ENSMODP00000025669	SINCAM005687
ENSMODP00000025670	SINCAM005688
ENSMODP00000025671	SINCAM010861
ENSMODP00000025673	SINCAM000477
ENSMODP00000025675	SINCAM000478
ENSMODP00000025680	SINCAM000480
ENSMODP00000025681	SINCAM000481
ENSMODP00000025684	SINCAM000483
ENSMODP00000025686	SINCAM000484
ENSMODP00000025687	SINCAM000485
ENSMODP00000025688	SINCAM000486
ENSMODP00000025689	SINCAM000487
ENSMODP00000025693	SINCAM010813
ENSMODP00000025705	SINCAM000489
ENSMODP00000025707	SINCAM000490
ENSMODP00000025708	SINCAM922368
ENSMODP00000025712	SINCAM000491
ENSMODP00000025713	SINCAM000492
ENSMODP00000025714	SINCAM000493
ENSMODP00000025715	SINCAM000495
ENSMODP00000025716	SINCAM000496
ENSMODP00000025717	SINCAM000497
ENSMODP00000025719	SINCAM000500
ENSMODP00000025725	SINCAM000504
ENSMODP00000025726	SINCAM000506
ENSMODP00000025732	SINCAM013695
ENSMODP00000025733	SINCAM000507
ENSMODP00000025735	SINCAM000509
ENSMODP00000025738	SINCAM000510
ENSMODP00000025739	SINCAM000511
ENSMODP00000025740	SINCAM000512
ENSMODP00000025741	SINCAM014806
ENSMODP00000025742	SINCAM008580
ENSMODP00000025743	SINCAM008578
ENSMODP00000025745	SINCAM000513
ENSMODP00000025750	SINCAM000259
ENSMODP00000025753	SINCAM920499
ENSMODP00000025755	SINCAM920500
ENSMODP00000025757	SINCAM009929
ENSMODP00000025759	SINCAM000429
ENSMODP00000025760	SINCAM000516
ENSMODP00000025762	SINCAM000428
ENSMODP00000025763	SINCAM000427
ENSMODP00000025764	SINCAM000517
ENSMODP00000025766	SINCAM000075
ENSMODP00000025770	SINCAM000076
ENSMODP00000025773	SINCAM000077
ENSMODP00000025774	SINCAM009992
ENSMODP00000025776	SINCAM000518
ENSMODP00000025778	SINCAM000331
ENSMODP00000025779	SINCAM000332
ENSMODP00000025781	SINCAM920479
ENSMODP00000025782	SINCAM015079
ENSMODP00000025784	SINCAM000519
ENSMODP00000025786	SINCAM000521
ENSMODP00000025787	SINCAM015080
ENSMODP00000025789	SINCAM000522
ENSMODP00000025791	SINCAM000524
ENSMODP00000025792	SINCAM015081
ENSMODP00000025793	SINCAM000525
ENSMODP00000025796	SINCAM000528
ENSMODP00000025797	SINCAM920501
ENSMODP00000025799	SINCAM015083
ENSMODP00000025801	SINCAM015084
ENSMODP00000025802	SINCAM000847
ENSMODP00000025804	SINCAM920502
ENSMODP00000025806	SINCAM000531
ENSMODP00000025808	SINCAM000533
ENSMODP00000025818	SINCAM000535
ENSMODP00000025821	SINCAM000536
ENSMODP00000025824	SINCAM000539
ENSMODP00000025826	SINCAM000540
ENSMODP00000025827	SINCAM000541
ENSMODP00000025829	SINCAM000542
ENSMODP00000025832	SINCAM000543
ENSMODP00000025834	SINCAM000545
ENSMODP00000025836	SINCAM920543
ENSMODP00000025838	SINCAM000833
ENSMODP00000025844	SINCAM000800
ENSMODP00000025845	SINCAM000546
ENSMODP00000025846	SINCAM000799
ENSMODP00000025847	SINCAM000548
ENSMODP00000025849	SINCAM000798
ENSMODP00000025855	SINCAM000549
ENSMODP00000025856	SINCAM000550
ENSMODP00000025857	SINCAM000796
ENSMODP00000025859	SINCAM000552
ENSMODP00000025861	SINCAM921832
ENSMODP00000025862	SINCAM000794
ENSMODP00000025863	SINCAM000554
ENSMODP00000025864	SINCAM000791
ENSMODP00000025866	SINCAM000555
ENSMODP00000025867	SINCAM000556
ENSMODP00000025868	SINCAM920503
ENSMODP00000025869	SINCAM920504
ENSMODP00000025871	SINCAM000790
ENSMODP00000025875	SINCAM920540
ENSMODP00000025877	SINCAM000558
ENSMODP00000025880	SINCAM000844
ENSMODP00000025882	SINCAM000843
ENSMODP00000025883	SINCAM000559
ENSMODP00000025884	SINCAM000561
ENSMODP00000025885	SINCAM000562
ENSMODP00000025887	SINCAM000563
ENSMODP00000025889	SINCAM000564
ENSMODP00000025890	SINCAM013475
ENSMODP00000025892	SINCAM000101
ENSMODP00000025896	SINCAM920438
ENSMODP00000025897	SINCAM000104
ENSMODP00000025898	SINCAM000350
ENSMODP00000025900	SINCAM920545
ENSMODP00000025901	SINCAM921826
ENSMODP00000025903	SINCAM000352
ENSMODP00000025906	SINCAM000353
ENSMODP00000025913	SINCAM000063
ENSMODP00000025914	SINCAM006999
ENSMODP00000025916	SINCAM921819
ENSMODP00000025917	SINCAM000066
ENSMODP00000025920	SINCAM000846
ENSMODP00000025921	SINCAM000122
ENSMODP00000025924	SINCAM000820
ENSMODP00000025925	SINCAM000124
ENSMODP00000025928	SINCAM000082
ENSMODP00000025933	SINCAM000083
ENSMODP00000025935	SINCAM000864
ENSMODP00000025936	SINCAM006526
ENSMODP00000025939	SINCAM000863
ENSMODP00000025940	SINCAM000397
ENSMODP00000025941	SINCAM000861
ENSMODP00000025949	SINCAM920486
ENSMODP00000025951	SINCAM014150
ENSMODP00000025955	SINCAM015236
ENSMODP00000025962	SINCAM000282
ENSMODP00000025963	SINCAM000283
ENSMODP00000025964	SINCAM920473
ENSMODP00000025968	SINCAM000394
ENSMODP00000025976	SINCAM000288
ENSMODP00000025978	SINCAM000393
ENSMODP00000025984	SINCAM000320
ENSMODP00000025985	SINCAM000319
ENSMODP00000025987	SINCAM000321
ENSMODP00000025990	SINCAM000323
ENSMODP00000025992	SINCAM000387
ENSMODP00000025994	SINCAM000390
ENSMODP00000025995	SINCAM007061
ENSMODP00000025996	SINCAM000383
ENSMODP00000026000	SINCAM000382
ENSMODP00000026002	SINCAM000381
ENSMODP00000026004	SINCAM000380
ENSMODP00000026009	SINCAM000379
ENSMODP00000026018	SINCAM920880
ENSMODP00000026022	SINCAM005331
ENSMODP00000026023	SINCAM920484
ENSMODP00000026024	SINCAM922848
ENSMODP00000026025	SINCAM000378
ENSMODP00000026027	SINCAM920483
ENSMODP00000026029	SINCAM920482
ENSMODP00000026036	SINCAM007414
ENSMODP00000026043	SINCAM014673
ENSMODP00000026044	SINCAM922722
ENSMODP00000026046	SINCAM015176
ENSMODP00000026063	SINCAM010951
ENSMODP00000026066	SINCAM010938
ENSMODP00000026073	SINCAM922729
ENSMODP00000026077	SINCAM008059
ENSMODP00000026081	SINCAM017715
ENSMODP00000026090	SINCAM014672
ENSMODP00000026094	SINCAM015397
ENSMODP00000026097	SINCAM010958
ENSMODP00000026099	SINCAM001527
ENSMODP00000026102	SINCAM001526
ENSMODP00000026103	SINCAM009597
ENSMODP00000026104	SINCAM009595
ENSMODP00000026113	SINCAM015374
ENSMODP00000026121	SINCAM017809
ENSMODP00000026122	SINCAM015228
ENSMODP00000026123	SINCAM015220
ENSMODP00000026124	SINCAM004628
ENSMODP00000026129	SINCAM012443
ENSMODP00000026132	SINCAM012440
ENSMODP00000026133	SINCAM012439
ENSMODP00000026134	SINCAM012438
ENSMODP00000026135	SINCAM012437
ENSMODP00000026136	SINCAM012435
ENSMODP00000026139	SINCAM012434
ENSMODP00000026141	SINCAM012407
ENSMODP00000026145	SINCAM003043
ENSMODP00000026148	SINCAM013816
ENSMODP00000026151	SINCAM013813
ENSMODP00000026182	SINCAM005714
ENSMODP00000026205	SINCAM004041
ENSMODP00000026206	SINCAM004042
ENSMODP00000026210	SINCAM004043
ENSMODP00000026212	SINCAM004046
ENSMODP00000026213	SINCAM004076
ENSMODP00000026214	SINCAM004077
ENSMODP00000026216	SINCAM004079
ENSMODP00000026218	SINCAM013920
ENSMODP00000026219	SINCAM921248
ENSMODP00000026220	SINCAM004082
ENSMODP00000026222	SINCAM004085
ENSMODP00000026225	SINCAM005214
ENSMODP00000026226	SINCAM004097
ENSMODP00000026228	SINCAM004096
ENSMODP00000026229	SINCAM004095
ENSMODP00000026231	SINCAM003252
ENSMODP00000026232	SINCAM004094
ENSMODP00000026239	SINCAM004611
ENSMODP00000026240	SINCAM004612
ENSMODP00000026241	SINCAM921249
ENSMODP00000026243	SINCAM004093
ENSMODP00000026244	SINCAM004092
ENSMODP00000026245	SINCAM004090
ENSMODP00000026246	SINCAM004089
ENSMODP00000026247	SINCAM004088
ENSMODP00000026252	SINCAM004098
ENSMODP00000026253	SINCAM004047
ENSMODP00000026254	SINCAM004048
ENSMODP00000026256	SINCAM004050
ENSMODP00000026257	SINCAM004609
ENSMODP00000026259	SINCAM004607
ENSMODP00000026260	SINCAM004606
ENSMODP00000026262	SINCAM921345
ENSMODP00000026263	SINCAM004136
ENSMODP00000026265	SINCAM004130
ENSMODP00000026267	SINCAM004129
ENSMODP00000026269	SINCAM004037
ENSMODP00000026271	SINCAM010727
ENSMODP00000026272	SINCAM004104
ENSMODP00000026274	SINCAM922312
ENSMODP00000026276	SINCAM004100
ENSMODP00000026277	SINCAM004054
ENSMODP00000026278	SINCAM921240
ENSMODP00000026280	SINCAM013903
ENSMODP00000026281	SINCAM004051
ENSMODP00000026284	SINCAM004132
ENSMODP00000026291	SINCAM004125
ENSMODP00000026292	SINCAM004127
ENSMODP00000026294	SINCAM004110
ENSMODP00000026297	SINCAM004109
ENSMODP00000026299	SINCAM921251
ENSMODP00000026300	SINCAM004107
ENSMODP00000026301	SINCAM004106
ENSMODP00000026304	SINCAM004242
ENSMODP00000026305	SINCAM921253
ENSMODP00000026306	SINCAM004120
ENSMODP00000026309	SINCAM004536
ENSMODP00000026310	SINCAM004535
ENSMODP00000026317	SINCAM004035
ENSMODP00000026318	SINCAM004033
ENSMODP00000026321	SINCAM004024
ENSMODP00000026322	SINCAM003109
ENSMODP00000026323	SINCAM008910
ENSMODP00000026325	SINCAM004026
ENSMODP00000026327	SINCAM921239
ENSMODP00000026330	SINCAM004031
ENSMODP00000026334	SINCAM004032
ENSMODP00000026335	SINCAM004023
ENSMODP00000026340	SINCAM004020
ENSMODP00000026341	SINCAM004019
ENSMODP00000026342	SINCAM004018
ENSMODP00000026344	SINCAM004016
ENSMODP00000026347	SINCAM004065
ENSMODP00000026348	SINCAM004014
ENSMODP00000026349	SINCAM004067
ENSMODP00000026351	SINCAM921245
ENSMODP00000026352	SINCAM921246
ENSMODP00000026353	SINCAM004069
ENSMODP00000026354	SINCAM004135
ENSMODP00000026357	SINCAM004124
ENSMODP00000026358	SINCAM004071
ENSMODP00000026359	SINCAM004119
ENSMODP00000026360	SINCAM004116
ENSMODP00000026364	SINCAM900223
ENSMODP00000026365	SINCAM900224
ENSMODP00000026366	SINCAM010752
ENSMODP00000026369	SINCAM922936
ENSMODP00000026370	SINCAM921356
ENSMODP00000026371	SINCAM004639
ENSMODP00000026374	SINCAM004637
ENSMODP00000026376	SINCAM921352
ENSMODP00000026378	SINCAM921351
ENSMODP00000026379	SINCAM004635
ENSMODP00000026380	SINCAM004633
ENSMODP00000026381	SINCAM004632
ENSMODP00000026383	SINCAM004630
ENSMODP00000026384	SINCAM004626
ENSMODP00000026385	SINCAM004625
ENSMODP00000026387	SINCAM004624
ENSMODP00000026388	SINCAM004623
ENSMODP00000026390	SINCAM004622
ENSMODP00000026391	SINCAM004621
ENSMODP00000026393	SINCAM922279
ENSMODP00000026395	SINCAM921350
ENSMODP00000026397	SINCAM004537
ENSMODP00000026398	SINCAM004538
ENSMODP00000026404	SINCAM004540
ENSMODP00000026410	SINCAM004543
ENSMODP00000026412	SINCAM005716
ENSMODP00000026424	SINCAM008740
ENSMODP00000026427	SINCAM014088
ENSMODP00000026430	SINCAM014999
ENSMODP00000026444	SINCAM922773
ENSMODP00000026447	SINCAM014110
ENSMODP00000026450	SINCAM014687
ENSMODP00000026452	SINCAM001494
ENSMODP00000026453	SINCAM001500
ENSMODP00000026454	SINCAM001501
ENSMODP00000026456	SINCAM002275
ENSMODP00000026457	SINCAM002355
ENSMODP00000026458	SINCAM001750
ENSMODP00000026459	SINCAM000336
ENSMODP00000026466	SINCAM007711
ENSMODP00000026468	SINCAM007710
ENSMODP00000026469	SINCAM010812
ENSMODP00000026471	SINCAM013807
