ENSLOCP00000000004	SINCAM011582
ENSLOCP00000020806	SINCAM002990
ENSLOCP00000020808	SINCAM002991
ENSLOCP00000020809	SINCAM002446
ENSLOCP00000020810	SINCAM008916
ENSLOCP00000020811	SINCAM005908
ENSLOCP00000020813	SINCAM003417
ENSLOCP00000020814	SINCAM003459
ENSLOCP00000020816	SINCAM003893
ENSLOCP00000020817	SINCAM005620
ENSLOCP00000020819	SINCAM003894
ENSLOCP00000020821	SINCAM005619
ENSLOCP00000020822	SINCAM003895
ENSLOCP00000020823	SINCAM005618
ENSLOCP00000020824	SINCAM003896
ENSLOCP00000020825	SINCAM003897
ENSLOCP00000020826	SINCAM002945
ENSLOCP00000020827	SINCAM005617
ENSLOCP00000020831	SINCAM003899
ENSLOCP00000020833	SINCAM005616
ENSLOCP00000020834	SINCAM003900
ENSLOCP00000020835	SINCAM002943
ENSLOCP00000020837	SINCAM003902
ENSLOCP00000020840	SINCAM003903
ENSLOCP00000020842	SINCAM006032
ENSLOCP00000020843	SINCAM002941
ENSLOCP00000020844	SINCAM003504
ENSLOCP00000020846	SINCAM003503
ENSLOCP00000020847	SINCAM005919
ENSLOCP00000020848	SINCAM003502
ENSLOCP00000020849	SINCAM921004
ENSLOCP00000020851	SINCAM003501
ENSLOCP00000020852	SINCAM002940
ENSLOCP00000020854	SINCAM003660
ENSLOCP00000020855	SINCAM003661
ENSLOCP00000020856	SINCAM921175
ENSLOCP00000020857	SINCAM005918
ENSLOCP00000020858	SINCAM921176
ENSLOCP00000020859	SINCAM921070
ENSLOCP00000020860	SINCAM921069
ENSLOCP00000020862	SINCAM002937
ENSLOCP00000020863	SINCAM003663
ENSLOCP00000020865	SINCAM005868
ENSLOCP00000020866	SINCAM002936
ENSLOCP00000020867	SINCAM003664
ENSLOCP00000020868	SINCAM003665
ENSLOCP00000020870	SINCAM006004
ENSLOCP00000020871	SINCAM003666
ENSLOCP00000020873	SINCAM921068
ENSLOCP00000020874	SINCAM003669
ENSLOCP00000020877	SINCAM005937
ENSLOCP00000020878	SINCAM003670
ENSLOCP00000020879	SINCAM921007
ENSLOCP00000020880	SINCAM003671
ENSLOCP00000020884	SINCAM002934
ENSLOCP00000020885	SINCAM002933
ENSLOCP00000020887	SINCAM002930
ENSLOCP00000020888	SINCAM002873
ENSLOCP00000020889	SINCAM922135
ENSLOCP00000020890	SINCAM002927
ENSLOCP00000020891	SINCAM003532
ENSLOCP00000020893	SINCAM003534
ENSLOCP00000020895	SINCAM002926
ENSLOCP00000020898	SINCAM005561
ENSLOCP00000020899	SINCAM003535
ENSLOCP00000020902	SINCAM002925
ENSLOCP00000020904	SINCAM005955
ENSLOCP00000020905	SINCAM002924
ENSLOCP00000020907	SINCAM003536
ENSLOCP00000020908	SINCAM002922
ENSLOCP00000020909	SINCAM003537
ENSLOCP00000020911	SINCAM003539
ENSLOCP00000020912	SINCAM921170
ENSLOCP00000020913	SINCAM921750
ENSLOCP00000020914	SINCAM003435
ENSLOCP00000020916	SINCAM921145
ENSLOCP00000020917	SINCAM012303
ENSLOCP00000020918	SINCAM003433
ENSLOCP00000020919	SINCAM921114
ENSLOCP00000020922	SINCAM005958
ENSLOCP00000020923	SINCAM003265
ENSLOCP00000020924	SINCAM003266
ENSLOCP00000020927	SINCAM003267
ENSLOCP00000020928	SINCAM005960
ENSLOCP00000020930	SINCAM002920
ENSLOCP00000020931	SINCAM003268
ENSLOCP00000020932	SINCAM003269
ENSLOCP00000020933	SINCAM921011
ENSLOCP00000020934	SINCAM003272
ENSLOCP00000020935	SINCAM003273
ENSLOCP00000020938	SINCAM005872
ENSLOCP00000020942	SINCAM003275
ENSLOCP00000020943	SINCAM921116
ENSLOCP00000020944	SINCAM003277
ENSLOCP00000020946	SINCAM921118
ENSLOCP00000020947	SINCAM003278
ENSLOCP00000020952	SINCAM003279
ENSLOCP00000020953	SINCAM005893
ENSLOCP00000020955	SINCAM003338
ENSLOCP00000020956	SINCAM003337
ENSLOCP00000020957	SINCAM003336
ENSLOCP00000020958	SINCAM005996
ENSLOCP00000020962	SINCAM921005
ENSLOCP00000020963	SINCAM921023
ENSLOCP00000020964	SINCAM921132
ENSLOCP00000020966	SINCAM005565
ENSLOCP00000020967	SINCAM003331
ENSLOCP00000020970	SINCAM003330
ENSLOCP00000020972	SINCAM921131
ENSLOCP00000020975	SINCAM003211
ENSLOCP00000020976	SINCAM003210
ENSLOCP00000020977	SINCAM006487
ENSLOCP00000020978	SINCAM003207
ENSLOCP00000020981	SINCAM005714
ENSLOCP00000020982	SINCAM003203
ENSLOCP00000020983	SINCAM003201
ENSLOCP00000020985	SINCAM003200
ENSLOCP00000020986	SINCAM003199
ENSLOCP00000020987	SINCAM005715
ENSLOCP00000020989	SINCAM003198
ENSLOCP00000020991	SINCAM005716
ENSLOCP00000020992	SINCAM005717
ENSLOCP00000020993	SINCAM003196
ENSLOCP00000020994	SINCAM921105
ENSLOCP00000020995	SINCAM005718
ENSLOCP00000020997	SINCAM003382
ENSLOCP00000020998	SINCAM003381
ENSLOCP00000020999	SINCAM005719
ENSLOCP00000021001	SINCAM003380
ENSLOCP00000021003	SINCAM003378
ENSLOCP00000021004	SINCAM002919
ENSLOCP00000021005	SINCAM003376
ENSLOCP00000021007	SINCAM005720
ENSLOCP00000021008	SINCAM003375
ENSLOCP00000021009	SINCAM002914
ENSLOCP00000021010	SINCAM003374
ENSLOCP00000021011	SINCAM002913
ENSLOCP00000021012	SINCAM921163
ENSLOCP00000021013	SINCAM005984
ENSLOCP00000021015	SINCAM002912
ENSLOCP00000021018	SINCAM003573
ENSLOCP00000021019	SINCAM003571
ENSLOCP00000021020	SINCAM005988
ENSLOCP00000021021	SINCAM003570
ENSLOCP00000021023	SINCAM005905
ENSLOCP00000021026	SINCAM003603
ENSLOCP00000021027	SINCAM006028
ENSLOCP00000021028	SINCAM003604
ENSLOCP00000021029	SINCAM002911
ENSLOCP00000021031	SINCAM015716
ENSLOCP00000021034	SINCAM920998
ENSLOCP00000021035	SINCAM002910
ENSLOCP00000021036	SINCAM003297
ENSLOCP00000021038	SINCAM002909
ENSLOCP00000021039	SINCAM003134
ENSLOCP00000021040	SINCAM005888
ENSLOCP00000021041	SINCAM003133
ENSLOCP00000021042	SINCAM005887
ENSLOCP00000021043	SINCAM002907
ENSLOCP00000021044	SINCAM003132
ENSLOCP00000021051	SINCAM005881
ENSLOCP00000021053	SINCAM005823
ENSLOCP00000021054	SINCAM003867
ENSLOCP00000021055	SINCAM005602
ENSLOCP00000021056	SINCAM003866
ENSLOCP00000021057	SINCAM002906
ENSLOCP00000021060	SINCAM005603
ENSLOCP00000021061	SINCAM002905
ENSLOCP00000021062	SINCAM002903
ENSLOCP00000021064	SINCAM002197
ENSLOCP00000021065	SINCAM003713
ENSLOCP00000021066	SINCAM921204
ENSLOCP00000021071	SINCAM005604
ENSLOCP00000021072	SINCAM007408
ENSLOCP00000021073	SINCAM002898
ENSLOCP00000021074	SINCAM003788
ENSLOCP00000021075	SINCAM012423
ENSLOCP00000021076	SINCAM003158
ENSLOCP00000021077	SINCAM003156
ENSLOCP00000021081	SINCAM003256
ENSLOCP00000021083	SINCAM002897
ENSLOCP00000021084	SINCAM005606
ENSLOCP00000021085	SINCAM003257
ENSLOCP00000021087	SINCAM003259
ENSLOCP00000021088	SINCAM921111
ENSLOCP00000021090	SINCAM920950
ENSLOCP00000021091	SINCAM003260
ENSLOCP00000021093	SINCAM005777
ENSLOCP00000021094	SINCAM003261
ENSLOCP00000021096	SINCAM003432
ENSLOCP00000021097	SINCAM005776
ENSLOCP00000021098	SINCAM003431
ENSLOCP00000021100	SINCAM003317
ENSLOCP00000021101	SINCAM009077
ENSLOCP00000021103	SINCAM005710
ENSLOCP00000021105	SINCAM003315
ENSLOCP00000021106	SINCAM005808
ENSLOCP00000021107	SINCAM005989
ENSLOCP00000021111	SINCAM003319
ENSLOCP00000021112	SINCAM003320
ENSLOCP00000021113	SINCAM003321
ENSLOCP00000021114	SINCAM005992
ENSLOCP00000021115	SINCAM003322
ENSLOCP00000021116	SINCAM003323
ENSLOCP00000021117	SINCAM921126
ENSLOCP00000021118	SINCAM005890
ENSLOCP00000021119	SINCAM002895
ENSLOCP00000021122	SINCAM006003
ENSLOCP00000021123	SINCAM006029
ENSLOCP00000021126	SINCAM921128
ENSLOCP00000021127	SINCAM002894
ENSLOCP00000021128	SINCAM921129
ENSLOCP00000021130	SINCAM921067
ENSLOCP00000021131	SINCAM003325
ENSLOCP00000021133	SINCAM004740
ENSLOCP00000021135	SINCAM003451
ENSLOCP00000021138	SINCAM003327
ENSLOCP00000021139	SINCAM002893
ENSLOCP00000021140	SINCAM010183
ENSLOCP00000021143	SINCAM003328
ENSLOCP00000021144	SINCAM002892
ENSLOCP00000021145	SINCAM003212
ENSLOCP00000021151	SINCAM001254
ENSLOCP00000021152	SINCAM003214
ENSLOCP00000021153	SINCAM002891
ENSLOCP00000021157	SINCAM003215
ENSLOCP00000021161	SINCAM003220
ENSLOCP00000021165	SINCAM010844
ENSLOCP00000021171	SINCAM003224
ENSLOCP00000021172	SINCAM012663
ENSLOCP00000021177	SINCAM003195
ENSLOCP00000021178	SINCAM003194
ENSLOCP00000021184	SINCAM003193
ENSLOCP00000021186	SINCAM003192
ENSLOCP00000021187	SINCAM017351
ENSLOCP00000021189	SINCAM003191
ENSLOCP00000021191	SINCAM003190
ENSLOCP00000021192	SINCAM003189
ENSLOCP00000021194	SINCAM003372
ENSLOCP00000021195	SINCAM003369
ENSLOCP00000021196	SINCAM003368
ENSLOCP00000021197	SINCAM003367
ENSLOCP00000021200	SINCAM003364
ENSLOCP00000021203	SINCAM003361
ENSLOCP00000021205	SINCAM013832
ENSLOCP00000021207	SINCAM003360
ENSLOCP00000021208	SINCAM003357
ENSLOCP00000021211	SINCAM003923
ENSLOCP00000021212	SINCAM920697
ENSLOCP00000021213	SINCAM003924
ENSLOCP00000021215	SINCAM003925
ENSLOCP00000021216	SINCAM922791
ENSLOCP00000021217	SINCAM003926
ENSLOCP00000021220	SINCAM003927
ENSLOCP00000021222	SINCAM003929
ENSLOCP00000021224	SINCAM003879
ENSLOCP00000021225	SINCAM014843
ENSLOCP00000021226	SINCAM003880
ENSLOCP00000021227	SINCAM921221
ENSLOCP00000021229	SINCAM008326
ENSLOCP00000021231	SINCAM921222
ENSLOCP00000021232	SINCAM003882
ENSLOCP00000021233	SINCAM003860
ENSLOCP00000021235	SINCAM003859
ENSLOCP00000021236	SINCAM014885
ENSLOCP00000021237	SINCAM003858
ENSLOCP00000021238	SINCAM001649
ENSLOCP00000021241	SINCAM003047
ENSLOCP00000021242	SINCAM003046
ENSLOCP00000021243	SINCAM003043
ENSLOCP00000021244	SINCAM003041
ENSLOCP00000021245	SINCAM003040
ENSLOCP00000021246	SINCAM921087
ENSLOCP00000021247	SINCAM921086
ENSLOCP00000021249	SINCAM921085
ENSLOCP00000021251	SINCAM003038
ENSLOCP00000021254	SINCAM003036
ENSLOCP00000021258	SINCAM003034
ENSLOCP00000021259	SINCAM003033
ENSLOCP00000021264	SINCAM003032
ENSLOCP00000021265	SINCAM003031
ENSLOCP00000021270	SINCAM003029
ENSLOCP00000021272	SINCAM921083
ENSLOCP00000021274	SINCAM003028
ENSLOCP00000021275	SINCAM002970
ENSLOCP00000021276	SINCAM921075
ENSLOCP00000021278	SINCAM921074
ENSLOCP00000021279	SINCAM921073
ENSLOCP00000021280	SINCAM002968
ENSLOCP00000021281	SINCAM002967
ENSLOCP00000021283	SINCAM002966
ENSLOCP00000021284	SINCAM002965
ENSLOCP00000021285	SINCAM002964
ENSLOCP00000021287	SINCAM002961
ENSLOCP00000021289	SINCAM921226
ENSLOCP00000021290	SINCAM003531
ENSLOCP00000021296	SINCAM002947
ENSLOCP00000021298	SINCAM002948
ENSLOCP00000021300	SINCAM921072
ENSLOCP00000021302	SINCAM002949
ENSLOCP00000021303	SINCAM002950
ENSLOCP00000021307	SINCAM002952
ENSLOCP00000021310	SINCAM002954
ENSLOCP00000021311	SINCAM002955
ENSLOCP00000021313	SINCAM002956
ENSLOCP00000021314	SINCAM002957
ENSLOCP00000021315	SINCAM002958
ENSLOCP00000021317	SINCAM011047
ENSLOCP00000021318	SINCAM003011
ENSLOCP00000021319	SINCAM003012
ENSLOCP00000021322	SINCAM003856
ENSLOCP00000021323	SINCAM003855
ENSLOCP00000021325	SINCAM017248
ENSLOCP00000021327	SINCAM003188
ENSLOCP00000021330	SINCAM921103
ENSLOCP00000021331	SINCAM900261
ENSLOCP00000021332	SINCAM003186
ENSLOCP00000021334	SINCAM003185
ENSLOCP00000021336	SINCAM003184
ENSLOCP00000021339	SINCAM003182
ENSLOCP00000021340	SINCAM003181
ENSLOCP00000021342	SINCAM003180
ENSLOCP00000021343	SINCAM003177
ENSLOCP00000021344	SINCAM011992
ENSLOCP00000021345	SINCAM003175
ENSLOCP00000021346	SINCAM003174
ENSLOCP00000021347	SINCAM003173
ENSLOCP00000021348	SINCAM001639
ENSLOCP00000021350	SINCAM003170
ENSLOCP00000021352	SINCAM003169
ENSLOCP00000021354	SINCAM003168
ENSLOCP00000021356	SINCAM003167
ENSLOCP00000021359	SINCAM003166
ENSLOCP00000021360	SINCAM003165
ENSLOCP00000021362	SINCAM003298
ENSLOCP00000021363	SINCAM003299
ENSLOCP00000021364	SINCAM003300
ENSLOCP00000021366	SINCAM003138
ENSLOCP00000021368	SINCAM003140
ENSLOCP00000021369	SINCAM008992
ENSLOCP00000021370	SINCAM003145
ENSLOCP00000021371	SINCAM003146
ENSLOCP00000021373	SINCAM003147
ENSLOCP00000021375	SINCAM003148
ENSLOCP00000021378	SINCAM003150
ENSLOCP00000021379	SINCAM003153
ENSLOCP00000021381	SINCAM003154
ENSLOCP00000021383	SINCAM003155
ENSLOCP00000021384	SINCAM921097
ENSLOCP00000021402	SINCAM007364
ENSLOCP00000021415	SINCAM923178
ENSLOCP00000021419	SINCAM922246
ENSLOCP00000021420	SINCAM922245
ENSLOCP00000021421	SINCAM011657
ENSLOCP00000021422	SINCAM011465
ENSLOCP00000021423	SINCAM011507
ENSLOCP00000021424	SINCAM012252
ENSLOCP00000021425	SINCAM011585
ENSLOCP00000021426	SINCAM922261
ENSLOCP00000021427	SINCAM011714
ENSLOCP00000021429	SINCAM011671
ENSLOCP00000021430	SINCAM011535
ENSLOCP00000021436	SINCAM007869
ENSLOCP00000021437	SINCAM007846
ENSLOCP00000021438	SINCAM007862
ENSLOCP00000021439	SINCAM921478
ENSLOCP00000021443	SINCAM921500
ENSLOCP00000021444	SINCAM007844
ENSLOCP00000021445	SINCAM921516
ENSLOCP00000021448	SINCAM921527
ENSLOCP00000021450	SINCAM007751
ENSLOCP00000021451	SINCAM009162
ENSLOCP00000021452	SINCAM923145
ENSLOCP00000021455	SINCAM921124
ENSLOCP00000021457	SINCAM002882
ENSLOCP00000021458	SINCAM012949
ENSLOCP00000021459	SINCAM923011
ENSLOCP00000021461	SINCAM921217
ENSLOCP00000021462	SINCAM015006
ENSLOCP00000021463	SINCAM921188
ENSLOCP00000021464	SINCAM920813
ENSLOCP00000021465	SINCAM921197
ENSLOCP00000021467	SINCAM015259
ENSLOCP00000021468	SINCAM921211
ENSLOCP00000021470	SINCAM003850
ENSLOCP00000021471	SINCAM003657
ENSLOCP00000021472	SINCAM003413
ENSLOCP00000021473	SINCAM003414
ENSLOCP00000021476	SINCAM009168
ENSLOCP00000021477	SINCAM009304
ENSLOCP00000021479	SINCAM009236
ENSLOCP00000021480	SINCAM009237
ENSLOCP00000021481	SINCAM009241
ENSLOCP00000021482	SINCAM009247
ENSLOCP00000021483	SINCAM009248
ENSLOCP00000021489	SINCAM921973
ENSLOCP00000021490	SINCAM921972
ENSLOCP00000021491	SINCAM921969
ENSLOCP00000021492	SINCAM921968
ENSLOCP00000021493	SINCAM009491
ENSLOCP00000021494	SINCAM009482
ENSLOCP00000021497	SINCAM921963
ENSLOCP00000021498	SINCAM009187
ENSLOCP00000021500	SINCAM009192
ENSLOCP00000021503	SINCAM009852
ENSLOCP00000021504	SINCAM009364
ENSLOCP00000021505	SINCAM922281
ENSLOCP00000021507	SINCAM921956
ENSLOCP00000021508	SINCAM921958
ENSLOCP00000021509	SINCAM922558
ENSLOCP00000021510	SINCAM009454
ENSLOCP00000021511	SINCAM009219
ENSLOCP00000021512	SINCAM009261
ENSLOCP00000021513	SINCAM009277
ENSLOCP00000021517	SINCAM009288
ENSLOCP00000021518	SINCAM921951
ENSLOCP00000021519	SINCAM921305
ENSLOCP00000021520	SINCAM014864
ENSLOCP00000021521	SINCAM004102
ENSLOCP00000021522	SINCAM004566
ENSLOCP00000021523	SINCAM004143
ENSLOCP00000021524	SINCAM015199
ENSLOCP00000021525	SINCAM004020
ENSLOCP00000021526	SINCAM008562
ENSLOCP00000021528	SINCAM921701
ENSLOCP00000021529	SINCAM008738
ENSLOCP00000021530	SINCAM008772
ENSLOCP00000021531	SINCAM008596
ENSLOCP00000021532	SINCAM008851
ENSLOCP00000021541	SINCAM010352
ENSLOCP00000021542	SINCAM008687
ENSLOCP00000021544	SINCAM008659
ENSLOCP00000021548	SINCAM006610
ENSLOCP00000021562	SINCAM016229
ENSLOCP00000021564	SINCAM016134
ENSLOCP00000021573	SINCAM001487
ENSLOCP00000021577	SINCAM010957
ENSLOCP00000021579	SINCAM921678
ENSLOCP00000021582	SINCAM921674
ENSLOCP00000021584	SINCAM011002
ENSLOCP00000021585	SINCAM010741
ENSLOCP00000021586	SINCAM004802
ENSLOCP00000021588	SINCAM011044
ENSLOCP00000021589	SINCAM922325
ENSLOCP00000021592	SINCAM922293
ENSLOCP00000021593	SINCAM010833
ENSLOCP00000021594	SINCAM010832
ENSLOCP00000021596	SINCAM010823
ENSLOCP00000021597	SINCAM010873
ENSLOCP00000021598	SINCAM010885
ENSLOCP00000021599	SINCAM922330
ENSLOCP00000021600	SINCAM922315
ENSLOCP00000021601	SINCAM900245
ENSLOCP00000021603	SINCAM002929
ENSLOCP00000021604	SINCAM922307
ENSLOCP00000021610	SINCAM921220
ENSLOCP00000021611	SINCAM004065
ENSLOCP00000021614	SINCAM013411
ENSLOCP00000021616	SINCAM013467
ENSLOCP00000021617	SINCAM013538
ENSLOCP00000021618	SINCAM013399
ENSLOCP00000021620	SINCAM013514
ENSLOCP00000021622	SINCAM922639
ENSLOCP00000021623	SINCAM013434
ENSLOCP00000021625	SINCAM013381
ENSLOCP00000021628	SINCAM920599
ENSLOCP00000021629	SINCAM920607
ENSLOCP00000021634	SINCAM001228
ENSLOCP00000021636	SINCAM001311
ENSLOCP00000021638	SINCAM920617
ENSLOCP00000021639	SINCAM920616
ENSLOCP00000021640	SINCAM900194
ENSLOCP00000021641	SINCAM920590
ENSLOCP00000021642	SINCAM920556
ENSLOCP00000021643	SINCAM920579
ENSLOCP00000021644	SINCAM920578
ENSLOCP00000021645	SINCAM920577
ENSLOCP00000021648	SINCAM001210
ENSLOCP00000021649	SINCAM001203
ENSLOCP00000021650	SINCAM900226
ENSLOCP00000021651	SINCAM920569
ENSLOCP00000021652	SINCAM920436
ENSLOCP00000021654	SINCAM920644
ENSLOCP00000021655	SINCAM000827
ENSLOCP00000021657	SINCAM000042
ENSLOCP00000021658	SINCAM015049
ENSLOCP00000021660	SINCAM012860
ENSLOCP00000021661	SINCAM015055
ENSLOCP00000021667	SINCAM015358
ENSLOCP00000021669	SINCAM921698
ENSLOCP00000021670	SINCAM016658
ENSLOCP00000021688	SINCAM922048
ENSLOCP00000021689	SINCAM922061
ENSLOCP00000021690	SINCAM922579
ENSLOCP00000021691	SINCAM010327
ENSLOCP00000021693	SINCAM922977
ENSLOCP00000021694	SINCAM010470
ENSLOCP00000021695	SINCAM010428
ENSLOCP00000021699	SINCAM010496
ENSLOCP00000021701	SINCAM922084
ENSLOCP00000021702	SINCAM010684
ENSLOCP00000021704	SINCAM922102
ENSLOCP00000021707	SINCAM010550
ENSLOCP00000021708	SINCAM922079
ENSLOCP00000021709	SINCAM900269
ENSLOCP00000021714	SINCAM015032
ENSLOCP00000021727	SINCAM002770
ENSLOCP00000021729	SINCAM012783
ENSLOCP00000021731	SINCAM012909
ENSLOCP00000021733	SINCAM012986
ENSLOCP00000021735	SINCAM922462
ENSLOCP00000021736	SINCAM012918
ENSLOCP00000021738	SINCAM012941
ENSLOCP00000021740	SINCAM012864
ENSLOCP00000021743	SINCAM013005
ENSLOCP00000021748	SINCAM005108
ENSLOCP00000021766	SINCAM921224
ENSLOCP00000021780	SINCAM013765
ENSLOCP00000021786	SINCAM014242
ENSLOCP00000021802	SINCAM921697
ENSLOCP00000021804	SINCAM008064
ENSLOCP00000021805	SINCAM921662
ENSLOCP00000021806	SINCAM921657
ENSLOCP00000021807	SINCAM008273
ENSLOCP00000021808	SINCAM008086
ENSLOCP00000021809	SINCAM016122
ENSLOCP00000021810	SINCAM003625
ENSLOCP00000021811	SINCAM008128
ENSLOCP00000021812	SINCAM008141
ENSLOCP00000021814	SINCAM008257
ENSLOCP00000021815	SINCAM921679
ENSLOCP00000021818	SINCAM921696
ENSLOCP00000021819	SINCAM008075
ENSLOCP00000021820	SINCAM008531
ENSLOCP00000021821	SINCAM008191
ENSLOCP00000021822	SINCAM921694
ENSLOCP00000021824	SINCAM015500
ENSLOCP00000021825	SINCAM017722
ENSLOCP00000021827	SINCAM016656
ENSLOCP00000021830	SINCAM016153
ENSLOCP00000021834	SINCAM017600
ENSLOCP00000021835	SINCAM005166
ENSLOCP00000021836	SINCAM005218
ENSLOCP00000021837	SINCAM920928
ENSLOCP00000021838	SINCAM005092
ENSLOCP00000021839	SINCAM014496
ENSLOCP00000021841	SINCAM920843
ENSLOCP00000021842	SINCAM005363
ENSLOCP00000021843	SINCAM005407
ENSLOCP00000021844	SINCAM920846
ENSLOCP00000021845	SINCAM015190
ENSLOCP00000021846	SINCAM005274
ENSLOCP00000021847	SINCAM920870
ENSLOCP00000021848	SINCAM005034
ENSLOCP00000021849	SINCAM005033
ENSLOCP00000021850	SINCAM005141
ENSLOCP00000021851	SINCAM005016
ENSLOCP00000021852	SINCAM005017
ENSLOCP00000021854	SINCAM012371
ENSLOCP00000021855	SINCAM012370
ENSLOCP00000021856	SINCAM012693
ENSLOCP00000021857	SINCAM012696
ENSLOCP00000021858	SINCAM012597
ENSLOCP00000021859	SINCAM012543
ENSLOCP00000021861	SINCAM012500
ENSLOCP00000021862	SINCAM012523
ENSLOCP00000021863	SINCAM012577
ENSLOCP00000021864	SINCAM012538
ENSLOCP00000021865	SINCAM012617
ENSLOCP00000021867	SINCAM012456
ENSLOCP00000021868	SINCAM005065
ENSLOCP00000021873	SINCAM921400
ENSLOCP00000021874	SINCAM921354
ENSLOCP00000021875	SINCAM004976
ENSLOCP00000021876	SINCAM921404
ENSLOCP00000021877	SINCAM921338
ENSLOCP00000021878	SINCAM004584
ENSLOCP00000021879	SINCAM004585
ENSLOCP00000021880	SINCAM004014
ENSLOCP00000021881	SINCAM004507
ENSLOCP00000021882	SINCAM004509
ENSLOCP00000021883	SINCAM921334
ENSLOCP00000021885	SINCAM921319
ENSLOCP00000021886	SINCAM921333
ENSLOCP00000021887	SINCAM921329
ENSLOCP00000021888	SINCAM921325
ENSLOCP00000021889	SINCAM004395
ENSLOCP00000021890	SINCAM004491
ENSLOCP00000021891	SINCAM921301
ENSLOCP00000021892	SINCAM004027
ENSLOCP00000021893	SINCAM921315
ENSLOCP00000021894	SINCAM921314
ENSLOCP00000021895	SINCAM921311
ENSLOCP00000021897	SINCAM004366
ENSLOCP00000021898	SINCAM004627
ENSLOCP00000021899	SINCAM004960
ENSLOCP00000021900	SINCAM921372
ENSLOCP00000021901	SINCAM921317
ENSLOCP00000021902	SINCAM004457
ENSLOCP00000021903	SINCAM921313
ENSLOCP00000021904	SINCAM921291
ENSLOCP00000021905	SINCAM004545
ENSLOCP00000021906	SINCAM004174
ENSLOCP00000021907	SINCAM921366
ENSLOCP00000021909	SINCAM004803
ENSLOCP00000021910	SINCAM921273
ENSLOCP00000021912	SINCAM002442
ENSLOCP00000021914	SINCAM920794
ENSLOCP00000021915	SINCAM002420
ENSLOCP00000021916	SINCAM920805
ENSLOCP00000021917	SINCAM002571
ENSLOCP00000021918	SINCAM920804
ENSLOCP00000021919	SINCAM002542
ENSLOCP00000021920	SINCAM002430
ENSLOCP00000021930	SINCAM006323
ENSLOCP00000021931	SINCAM921609
ENSLOCP00000021932	SINCAM006678
ENSLOCP00000021933	SINCAM006744
ENSLOCP00000021934	SINCAM921612
ENSLOCP00000021935	SINCAM921615
ENSLOCP00000021936	SINCAM921592
ENSLOCP00000021938	SINCAM921567
ENSLOCP00000021940	SINCAM921569
ENSLOCP00000021943	SINCAM921573
ENSLOCP00000021944	SINCAM921560
ENSLOCP00000021946	SINCAM007489
ENSLOCP00000021950	SINCAM014767
ENSLOCP00000021958	SINCAM005013
ENSLOCP00000021963	SINCAM013863
ENSLOCP00000021964	SINCAM013964
ENSLOCP00000021966	SINCAM015781
ENSLOCP00000021972	SINCAM015317
ENSLOCP00000021976	SINCAM921112
ENSLOCP00000021977	SINCAM921125
ENSLOCP00000021978	SINCAM921130
ENSLOCP00000021979	SINCAM921084
ENSLOCP00000021980	SINCAM921159
ENSLOCP00000021981	SINCAM921082
ENSLOCP00000021983	SINCAM003179
ENSLOCP00000021984	SINCAM921774
ENSLOCP00000021986	SINCAM003143
ENSLOCP00000021991	SINCAM921098
ENSLOCP00000021994	SINCAM921677
ENSLOCP00000021995	SINCAM006036
ENSLOCP00000021997	SINCAM920956
ENSLOCP00000022000	SINCAM920955
ENSLOCP00000022002	SINCAM005210
ENSLOCP00000022003	SINCAM921031
ENSLOCP00000022004	SINCAM921055
ENSLOCP00000022005	SINCAM921040
ENSLOCP00000022006	SINCAM921056
ENSLOCP00000022008	SINCAM921008
ENSLOCP00000022009	SINCAM921021
ENSLOCP00000022010	SINCAM920991
ENSLOCP00000022012	SINCAM005609
ENSLOCP00000022013	SINCAM005608
ENSLOCP00000022014	SINCAM921209
ENSLOCP00000022015	SINCAM005906
ENSLOCP00000022016	SINCAM920979
ENSLOCP00000022019	SINCAM005817
ENSLOCP00000022020	SINCAM005610
ENSLOCP00000022021	SINCAM921024
ENSLOCP00000022024	SINCAM012261
ENSLOCP00000022025	SINCAM000068
ENSLOCP00000022027	SINCAM000499
ENSLOCP00000022028	SINCAM012194
ENSLOCP00000022029	SINCAM920552
ENSLOCP00000022038	SINCAM012193
ENSLOCP00000022039	SINCAM012178
ENSLOCP00000022040	SINCAM922510
ENSLOCP00000022041	SINCAM011927
ENSLOCP00000022042	SINCAM012330
ENSLOCP00000022043	SINCAM012093
ENSLOCP00000022044	SINCAM012116
ENSLOCP00000022045	SINCAM012085
ENSLOCP00000022046	SINCAM012084
ENSLOCP00000022048	SINCAM922680
ENSLOCP00000022049	SINCAM013090
ENSLOCP00000022050	SINCAM900014
ENSLOCP00000022051	SINCAM013189
ENSLOCP00000022052	SINCAM013100
ENSLOCP00000022054	SINCAM013061
ENSLOCP00000022055	SINCAM015235
ENSLOCP00000022056	SINCAM900176
ENSLOCP00000022058	SINCAM013265
ENSLOCP00000022059	SINCAM900145
ENSLOCP00000022060	SINCAM900140
ENSLOCP00000022061	SINCAM013198
ENSLOCP00000022062	SINCAM900173
ENSLOCP00000022064	SINCAM922609
ENSLOCP00000022065	SINCAM015236
ENSLOCP00000022068	SINCAM920596
ENSLOCP00000022069	SINCAM001039
ENSLOCP00000022072	SINCAM013546
ENSLOCP00000022073	SINCAM013441
ENSLOCP00000022074	SINCAM013354
ENSLOCP00000022078	SINCAM014559
ENSLOCP00000022080	SINCAM922926
ENSLOCP00000022081	SINCAM014340
ENSLOCP00000022082	SINCAM014275
